JOURS       ;MICRON/METER;
 0.0000E+000; 0.0000E+000;
 1.0000E+000;-6.2972E+000;
 2.0000E+000;-1.5426E+001;
 3.0000E+000;-2.3671E+001;
 4.0000E+000;-3.0556E+001;
 5.0000E+000;-3.6248E+001;
 6.0000E+000;-4.0994E+001;
 7.0000E+000;-4.4998E+001;
 8.0000E+000;-4.8420E+001;
 9.0000E+000;-5.1380E+001;
 1.0000E+001;-5.3968E+001;
 1.1000E+001;-5.6252E+001;
 1.2000E+001;-5.8285E+001;
 1.3000E+001;-6.0107E+001;
 1.4000E+001;-6.1752E+001;
 1.5000E+001;-6.3244E+001;
 1.6000E+001;-6.4605E+001;
 1.7000E+001;-6.5853E+001;
 1.8000E+001;-6.7002E+001;
 1.9000E+001;-6.8063E+001;
 2.0000E+001;-6.9047E+001;
 2.1000E+001;-6.9963E+001;
 2.2000E+001;-7.0816E+001;
 2.3000E+001;-7.1615E+001;
 2.4000E+001;-7.2364E+001;
 2.5000E+001;-7.3068E+001;
 2.6000E+001;-7.3731E+001;
 2.7000E+001;-7.4357E+001;
 2.8000E+001;-7.4948E+001;
 2.9000E+001;-7.5509E+001;
 3.0000E+001;-7.6040E+001;
 3.1000E+001;-7.6546E+001;
 3.2000E+001;-7.7026E+001;
 3.3000E+001;-7.7484E+001;
 3.4000E+001;-7.7921E+001;
 3.5000E+001;-7.8339E+001;
 3.6000E+001;-7.8738E+001;
 3.7000E+001;-7.9120E+001;
 3.8000E+001;-7.9487E+001;
 3.9000E+001;-7.9838E+001;
 4.0000E+001;-8.0176E+001;
 4.1000E+001;-8.0500E+001;
 4.2000E+001;-8.0812E+001;
 4.3000E+001;-8.1112E+001;
 4.4000E+001;-8.1402E+001;
 4.5000E+001;-8.1681E+001;
 4.6000E+001;-8.1950E+001;
 4.7000E+001;-8.2210E+001;
 4.8000E+001;-8.2461E+001;
 4.9000E+001;-8.2704E+001;
 5.0000E+001;-8.2939E+001;
 5.1000E+001;-8.3166E+001;
 5.2000E+001;-8.3387E+001;
 5.3000E+001;-8.3600E+001;
 5.4000E+001;-8.3807E+001;
 5.5000E+001;-8.4008E+001;
 5.6000E+001;-8.4203E+001;
 5.7000E+001;-8.4392E+001;
 5.8000E+001;-8.4576E+001;
 5.9000E+001;-8.4754E+001;
 6.0000E+001;-8.4928E+001;
 6.1000E+001;-8.5097E+001;
 6.2000E+001;-8.5261E+001;
 6.3000E+001;-8.5421E+001;
 6.4000E+001;-8.5577E+001;
 6.5000E+001;-8.5729E+001;
 6.6000E+001;-8.5877E+001;
 6.7000E+001;-8.6021E+001;
 6.8000E+001;-8.6162E+001;
 6.9000E+001;-8.6299E+001;
 7.0000E+001;-8.6433E+001;
 7.1000E+001;-8.6563E+001;
 7.2000E+001;-8.6691E+001;
 7.3000E+001;-8.6816E+001;
 7.4000E+001;-8.6937E+001;
 7.5000E+001;-8.7056E+001;
 7.6000E+001;-8.7173E+001;
 7.7000E+001;-8.7286E+001;
 7.8000E+001;-8.7398E+001;
 7.9000E+001;-8.7506E+001;
 8.0000E+001;-8.7613E+001;
 8.1000E+001;-8.7717E+001;
 8.2000E+001;-8.7819E+001;
 8.3000E+001;-8.7919E+001;
 8.4000E+001;-8.8017E+001;
 8.5000E+001;-8.8113E+001;
 8.6000E+001;-8.8206E+001;
 8.7000E+001;-8.8298E+001;
 8.8000E+001;-8.8389E+001;
 8.9000E+001;-8.8477E+001;
 9.0000E+001;-8.8564E+001;
 9.1000E+001;-8.8649E+001;
 9.2000E+001;-8.8732E+001;
 9.3000E+001;-8.8814E+001;
 9.4000E+001;-8.8894E+001;
 9.5000E+001;-8.8973E+001;
 9.6000E+001;-8.9051E+001;
 9.7000E+001;-8.9127E+001;
 9.8000E+001;-8.9201E+001;
 9.9000E+001;-8.9274E+001;
 1.0000E+002;-8.9346E+001;
 1.0100E+002;-8.9417E+001;
 1.0200E+002;-8.9487E+001;
 1.0300E+002;-8.9555E+001;
 1.0400E+002;-8.9622E+001;
 1.0500E+002;-8.9688E+001;
 1.0600E+002;-8.9753E+001;
 1.0700E+002;-8.9816E+001;
 1.0800E+002;-8.9879E+001;
 1.0900E+002;-8.9941E+001;
 1.1000E+002;-9.0001E+001;
 1.1100E+002;-9.0061E+001;
 1.1200E+002;-9.0120E+001;
 1.1300E+002;-9.0178E+001;
 1.1400E+002;-9.0234E+001;
 1.1500E+002;-9.0290E+001;
 1.1600E+002;-9.0345E+001;
 1.1700E+002;-9.0400E+001;
 1.1800E+002;-9.0453E+001;
 1.1900E+002;-9.0506E+001;
 1.2000E+002;-9.0557E+001;
