JOURS       ;MICRON/METER;
 0.0000E+000; 0.0000E+000;
 1.0000E+000;-2.3835E+000;
 2.0000E+000;-8.3438E+000;
 3.0000E+000;-1.4519E+001;
 4.0000E+000;-2.0184E+001;
 5.0000E+000;-2.5196E+001;
 6.0000E+000;-2.9592E+001;
 7.0000E+000;-3.3451E+001;
 8.0000E+000;-3.6855E+001;
 9.0000E+000;-3.9877E+001;
 1.0000E+001;-4.2577E+001;
 1.1000E+001;-4.5004E+001;
 1.2000E+001;-4.7199E+001;
 1.3000E+001;-4.9195E+001;
 1.4000E+001;-5.1019E+001;
 1.5000E+001;-5.2693E+001;
 1.6000E+001;-5.4236E+001;
 1.7000E+001;-5.5663E+001;
 1.8000E+001;-5.6988E+001;
 1.9000E+001;-5.8222E+001;
 2.0000E+001;-5.9374E+001;
 2.1000E+001;-6.0453E+001;
 2.2000E+001;-6.1466E+001;
 2.3000E+001;-6.2419E+001;
 2.4000E+001;-6.3318E+001;
 2.5000E+001;-6.4167E+001;
 2.6000E+001;-6.4971E+001;
 2.7000E+001;-6.5733E+001;
 2.8000E+001;-6.6456E+001;
 2.9000E+001;-6.7145E+001;
 3.0000E+001;-6.7801E+001;
 3.1000E+001;-6.8426E+001;
 3.2000E+001;-6.9023E+001;
 3.3000E+001;-6.9594E+001;
 3.4000E+001;-7.0141E+001;
 3.5000E+001;-7.0665E+001;
 3.6000E+001;-7.1168E+001;
 3.7000E+001;-7.1651E+001;
 3.8000E+001;-7.2115E+001;
 3.9000E+001;-7.2561E+001;
 4.0000E+001;-7.2991E+001;
 4.1000E+001;-7.3405E+001;
 4.2000E+001;-7.3805E+001;
 4.3000E+001;-7.4191E+001;
 4.4000E+001;-7.4563E+001;
 4.5000E+001;-7.4923E+001;
 4.6000E+001;-7.5271E+001;
 4.7000E+001;-7.5608E+001;
 4.8000E+001;-7.5934E+001;
 4.9000E+001;-7.6250E+001;
 5.0000E+001;-7.6556E+001;
 5.1000E+001;-7.6854E+001;
 5.2000E+001;-7.7142E+001;
 5.3000E+001;-7.7422E+001;
 5.4000E+001;-7.7694E+001;
 5.5000E+001;-7.7958E+001;
 5.6000E+001;-7.8215E+001;
 5.7000E+001;-7.8465E+001;
 5.8000E+001;-7.8709E+001;
 5.9000E+001;-7.8946E+001;
 6.0000E+001;-7.9176E+001;
 6.1000E+001;-7.9401E+001;
 6.2000E+001;-7.9620E+001;
 6.3000E+001;-7.9834E+001;
 6.4000E+001;-8.0042E+001;
 6.5000E+001;-8.0246E+001;
 6.6000E+001;-8.0444E+001;
 6.7000E+001;-8.0638E+001;
 6.8000E+001;-8.0827E+001;
 6.9000E+001;-8.1012E+001;
 7.0000E+001;-8.1193E+001;
 7.1000E+001;-8.1370E+001;
 7.2000E+001;-8.1542E+001;
 7.3000E+001;-8.1711E+001;
 7.4000E+001;-8.1877E+001;
 7.5000E+001;-8.2039E+001;
 7.6000E+001;-8.2197E+001;
 7.7000E+001;-8.2352E+001;
 7.8000E+001;-8.2504E+001;
 7.9000E+001;-8.2653E+001;
 8.0000E+001;-8.2798E+001;
 8.1000E+001;-8.2941E+001;
 8.2000E+001;-8.3081E+001;
 8.3000E+001;-8.3219E+001;
 8.4000E+001;-8.3353E+001;
 8.5000E+001;-8.3485E+001;
 8.6000E+001;-8.3615E+001;
 8.7000E+001;-8.3742E+001;
 8.8000E+001;-8.3867E+001;
 8.9000E+001;-8.3989E+001;
 9.0000E+001;-8.4109E+001;
 9.1000E+001;-8.4227E+001;
 9.2000E+001;-8.4343E+001;
 9.3000E+001;-8.4457E+001;
 9.4000E+001;-8.4569E+001;
 9.5000E+001;-8.4679E+001;
 9.6000E+001;-8.4787E+001;
 9.7000E+001;-8.4894E+001;
 9.8000E+001;-8.4998E+001;
 9.9000E+001;-8.5101E+001;
 1.0000E+002;-8.5202E+001;
 1.0100E+002;-8.5301E+001;
 1.0200E+002;-8.5399E+001;
 1.0300E+002;-8.5495E+001;
 1.0400E+002;-8.5590E+001;
 1.0500E+002;-8.5683E+001;
 1.0600E+002;-8.5775E+001;
 1.0700E+002;-8.5865E+001;
 1.0800E+002;-8.5954E+001;
 1.0900E+002;-8.6041E+001;
 1.1000E+002;-8.6127E+001;
 1.1100E+002;-8.6212E+001;
 1.1200E+002;-8.6296E+001;
 1.1300E+002;-8.6378E+001;
 1.1400E+002;-8.6459E+001;
 1.1500E+002;-8.6539E+001;
 1.1600E+002;-8.6618E+001;
 1.1700E+002;-8.6695E+001;
 1.1800E+002;-8.6772E+001;
 1.1900E+002;-8.6847E+001;
 1.2000E+002;-8.6922E+001;
