JOURS       ;MICRON/METER;
 0.0000E+000; 0.0000E+000;
 1.0000E+000;-9.1061E+000;
 2.0000E+000;-2.0109E+001;
 3.0000E+000;-2.9372E+001;
 4.0000E+000;-3.6754E+001;
 5.0000E+000;-4.2653E+001;
 6.0000E+000;-4.7445E+001;
 7.0000E+000;-5.1407E+001;
 8.0000E+000;-5.4739E+001;
 9.0000E+000;-5.7583E+001;
 1.0000E+001;-6.0040E+001;
 1.1000E+001;-6.2188E+001;
 1.2000E+001;-6.4083E+001;
 1.3000E+001;-6.5769E+001;
 1.4000E+001;-6.7280E+001;
 1.5000E+001;-6.8643E+001;
 1.6000E+001;-6.9879E+001;
 1.7000E+001;-7.1007E+001;
 1.8000E+001;-7.2040E+001;
 1.9000E+001;-7.2991E+001;
 2.0000E+001;-7.3869E+001;
 2.1000E+001;-7.4683E+001;
 2.2000E+001;-7.5439E+001;
 2.3000E+001;-7.6145E+001;
 2.4000E+001;-7.6804E+001;
 2.5000E+001;-7.7422E+001;
 2.6000E+001;-7.8003E+001;
 2.7000E+001;-7.8549E+001;
 2.8000E+001;-7.9064E+001;
 2.9000E+001;-7.9551E+001;
 3.0000E+001;-8.0012E+001;
 3.1000E+001;-8.0450E+001;
 3.2000E+001;-8.0865E+001;
 3.3000E+001;-8.1259E+001;
 3.4000E+001;-8.1635E+001;
 3.5000E+001;-8.1994E+001;
 3.6000E+001;-8.2336E+001;
 3.7000E+001;-8.2663E+001;
 3.8000E+001;-8.2976E+001;
 3.9000E+001;-8.3275E+001;
 4.0000E+001;-8.3562E+001;
 4.1000E+001;-8.3838E+001;
 4.2000E+001;-8.4103E+001;
 4.3000E+001;-8.4357E+001;
 4.4000E+001;-8.4602E+001;
 4.5000E+001;-8.4838E+001;
 4.6000E+001;-8.5065E+001;
 4.7000E+001;-8.5284E+001;
 4.8000E+001;-8.5496E+001;
 4.9000E+001;-8.5700E+001;
 5.0000E+001;-8.5897E+001;
 5.1000E+001;-8.6088E+001;
 5.2000E+001;-8.6272E+001;
 5.3000E+001;-8.6450E+001;
 5.4000E+001;-8.6623E+001;
 5.5000E+001;-8.6791E+001;
 5.6000E+001;-8.6953E+001;
 5.7000E+001;-8.7111E+001;
 5.8000E+001;-8.7263E+001;
 5.9000E+001;-8.7412E+001;
 6.0000E+001;-8.7556E+001;
 6.1000E+001;-8.7696E+001;
 6.2000E+001;-8.7832E+001;
 6.3000E+001;-8.7964E+001;
 6.4000E+001;-8.8093E+001;
 6.5000E+001;-8.8218E+001;
 6.6000E+001;-8.8340E+001;
 6.7000E+001;-8.8459E+001;
 6.8000E+001;-8.8574E+001;
 6.9000E+001;-8.8687E+001;
 7.0000E+001;-8.8797E+001;
 7.1000E+001;-8.8904E+001;
 7.2000E+001;-8.9008E+001;
 7.3000E+001;-8.9110E+001;
 7.4000E+001;-8.9210E+001;
 7.5000E+001;-8.9307E+001;
 7.6000E+001;-8.9402E+001;
 7.7000E+001;-8.9495E+001;
 7.8000E+001;-8.9585E+001;
 7.9000E+001;-8.9674E+001;
 8.0000E+001;-8.9760E+001;
 8.1000E+001;-8.9845E+001;
 8.2000E+001;-8.9927E+001;
 8.3000E+001;-9.0008E+001;
 8.4000E+001;-9.0087E+001;
 8.5000E+001;-9.0165E+001;
 8.6000E+001;-9.0241E+001;
 8.7000E+001;-9.0315E+001;
 8.8000E+001;-9.0388E+001;
 8.9000E+001;-9.0459E+001;
 9.0000E+001;-9.0529E+001;
 9.1000E+001;-9.0597E+001;
 9.2000E+001;-9.0664E+001;
 9.3000E+001;-9.0730E+001;
 9.4000E+001;-9.0794E+001;
 9.5000E+001;-9.0857E+001;
 9.6000E+001;-9.0919E+001;
 9.7000E+001;-9.0980E+001;
 9.8000E+001;-9.1039E+001;
 9.9000E+001;-9.1098E+001;
 1.0000E+002;-9.1155E+001;
 1.0100E+002;-9.1211E+001;
 1.0200E+002;-9.1267E+001;
 1.0300E+002;-9.1321E+001;
 1.0400E+002;-9.1374E+001;
 1.0500E+002;-9.1426E+001;
 1.0600E+002;-9.1478E+001;
 1.0700E+002;-9.1528E+001;
 1.0800E+002;-9.1578E+001;
 1.0900E+002;-9.1626E+001;
 1.1000E+002;-9.1674E+001;
 1.1100E+002;-9.1721E+001;
 1.1200E+002;-9.1768E+001;
 1.1300E+002;-9.1813E+001;
 1.1400E+002;-9.1858E+001;
 1.1500E+002;-9.1902E+001;
 1.1600E+002;-9.1945E+001;
 1.1700E+002;-9.1987E+001;
 1.1800E+002;-9.2029E+001;
 1.1900E+002;-9.2070E+001;
 1.2000E+002;-9.2111E+001;
