JOURS       ;MICRON/METER;
 0.0000E+000; 0.0000E+000;
 1.0000E+000;-1.1991E+001;
 2.0000E+000;-2.4701E+001;
 3.0000E+000;-3.4774E+001;
 4.0000E+000;-4.2489E+001;
 5.0000E+000;-4.8475E+001;
 6.0000E+000;-5.3229E+001;
 7.0000E+000;-5.7089E+001;
 8.0000E+000;-6.0288E+001;
 9.0000E+000;-6.2984E+001;
 1.0000E+001;-6.5290E+001;
 1.1000E+001;-6.7288E+001;
 1.2000E+001;-6.9036E+001;
 1.3000E+001;-7.0581E+001;
 1.4000E+001;-7.1957E+001;
 1.5000E+001;-7.3192E+001;
 1.6000E+001;-7.4306E+001;
 1.7000E+001;-7.5318E+001;
 1.8000E+001;-7.6241E+001;
 1.9000E+001;-7.7087E+001;
 2.0000E+001;-7.7865E+001;
 2.1000E+001;-7.8584E+001;
 2.2000E+001;-7.9250E+001;
 2.3000E+001;-7.9869E+001;
 2.4000E+001;-8.0446E+001;
 2.5000E+001;-8.0986E+001;
 2.6000E+001;-8.1491E+001;
 2.7000E+001;-8.1966E+001;
 2.8000E+001;-8.2413E+001;
 2.9000E+001;-8.2834E+001;
 3.0000E+001;-8.3232E+001;
 3.1000E+001;-8.3608E+001;
 3.2000E+001;-8.3965E+001;
 3.3000E+001;-8.4303E+001;
 3.4000E+001;-8.4625E+001;
 3.5000E+001;-8.4931E+001;
 3.6000E+001;-8.5223E+001;
 3.7000E+001;-8.5501E+001;
 3.8000E+001;-8.5767E+001;
 3.9000E+001;-8.6021E+001;
 4.0000E+001;-8.6265E+001;
 4.1000E+001;-8.6498E+001;
 4.2000E+001;-8.6722E+001;
 4.3000E+001;-8.6936E+001;
 4.4000E+001;-8.7142E+001;
 4.5000E+001;-8.7341E+001;
 4.6000E+001;-8.7531E+001;
 4.7000E+001;-8.7715E+001;
 4.8000E+001;-8.7892E+001;
 4.9000E+001;-8.8063E+001;
 5.0000E+001;-8.8227E+001;
 5.1000E+001;-8.8386E+001;
 5.2000E+001;-8.8540E+001;
 5.3000E+001;-8.8688E+001;
 5.4000E+001;-8.8832E+001;
 5.5000E+001;-8.8971E+001;
 5.6000E+001;-8.9105E+001;
 5.7000E+001;-8.9235E+001;
 5.8000E+001;-8.9362E+001;
 5.9000E+001;-8.9484E+001;
 6.0000E+001;-8.9603E+001;
 6.1000E+001;-8.9718E+001;
 6.2000E+001;-8.9830E+001;
 6.3000E+001;-8.9938E+001;
 6.4000E+001;-9.0044E+001;
 6.5000E+001;-9.0146E+001;
 6.6000E+001;-9.0246E+001;
 6.7000E+001;-9.0343E+001;
 6.8000E+001;-9.0437E+001;
 6.9000E+001;-9.0529E+001;
 7.0000E+001;-9.0619E+001;
 7.1000E+001;-9.0706E+001;
 7.2000E+001;-9.0791E+001;
 7.3000E+001;-9.0873E+001;
 7.4000E+001;-9.0954E+001;
 7.5000E+001;-9.1032E+001;
 7.6000E+001;-9.1109E+001;
 7.7000E+001;-9.1184E+001;
 7.8000E+001;-9.1257E+001;
 7.9000E+001;-9.1328E+001;
 8.0000E+001;-9.1397E+001;
 8.1000E+001;-9.1465E+001;
 8.2000E+001;-9.1532E+001;
 8.3000E+001;-9.1597E+001;
 8.4000E+001;-9.1660E+001;
 8.5000E+001;-9.1722E+001;
 8.6000E+001;-9.1782E+001;
 8.7000E+001;-9.1841E+001;
 8.8000E+001;-9.1899E+001;
 8.9000E+001;-9.1956E+001;
 9.0000E+001;-9.2011E+001;
 9.1000E+001;-9.2065E+001;
 9.2000E+001;-9.2119E+001;
 9.3000E+001;-9.2170E+001;
 9.4000E+001;-9.2221E+001;
 9.5000E+001;-9.2271E+001;
 9.6000E+001;-9.2320E+001;
 9.7000E+001;-9.2368E+001;
 9.8000E+001;-9.2414E+001;
 9.9000E+001;-9.2460E+001;
 1.0000E+002;-9.2505E+001;
 1.0100E+002;-9.2549E+001;
 1.0200E+002;-9.2593E+001;
 1.0300E+002;-9.2635E+001;
 1.0400E+002;-9.2676E+001;
 1.0500E+002;-9.2717E+001;
 1.0600E+002;-9.2757E+001;
 1.0700E+002;-9.2796E+001;
 1.0800E+002;-9.2835E+001;
 1.0900E+002;-9.2872E+001;
 1.1000E+002;-9.2909E+001;
 1.1100E+002;-9.2946E+001;
 1.1200E+002;-9.2981E+001;
 1.1300E+002;-9.3016E+001;
 1.1400E+002;-9.3051E+001;
 1.1500E+002;-9.3085E+001;
 1.1600E+002;-9.3118E+001;
 1.1700E+002;-9.3150E+001;
 1.1800E+002;-9.3182E+001;
 1.1900E+002;-9.3214E+001;
 1.2000E+002;-9.3245E+001;
