Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.1148E+001; 1.0000E+000; 2.6708E+001; 1.0000E+000; 2.0412E+001; 1.0000E+000; 2.0020E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9371E+001;
 2.0000E+000; 7.7592E+001; 2.0000E+000; 3.7664E+001; 2.0000E+000; 2.3661E+001; 2.0000E+000; 2.0521E+001; 2.0000E+000; 2.0064E+001; 2.0000E+000; 2.0019E+001; 2.0000E+000; 1.9261E+001;
 3.0000E+000; 8.9401E+001; 3.0000E+000; 4.7472E+001; 3.0000E+000; 2.8374E+001; 3.0000E+000; 2.1959E+001; 3.0000E+000; 2.0363E+001; 3.0000E+000; 2.0064E+001; 3.0000E+000; 1.9233E+001;
 4.0000E+000; 9.8799E+001; 4.0000E+000; 5.6037E+001; 4.0000E+000; 3.3551E+001; 4.0000E+000; 2.4163E+001; 4.0000E+000; 2.1048E+001; 4.0000E+000; 2.0226E+001; 4.0000E+000; 1.9241E+001;
 5.0000E+000; 1.0689E+002; 5.0000E+000; 6.3619E+001; 5.0000E+000; 3.8762E+001; 5.0000E+000; 2.6862E+001; 5.0000E+000; 2.2126E+001; 5.0000E+000; 2.0565E+001; 5.0000E+000; 1.9265E+001;
 6.0000E+000; 1.1421E+002; 6.0000E+000; 7.0482E+001; 6.0000E+000; 4.3848E+001; 6.0000E+000; 2.9851E+001; 6.0000E+000; 2.3536E+001; 6.0000E+000; 2.1106E+001; 6.0000E+000; 1.9295E+001;
 7.0000E+000; 1.2101E+002; 7.0000E+000; 7.6819E+001; 7.0000E+000; 4.8765E+001; 7.0000E+000; 3.3001E+001; 7.0000E+000; 2.5209E+001; 7.0000E+000; 2.1846E+001; 7.0000E+000; 1.9328E+001;
 8.0000E+000; 1.2743E+002; 8.0000E+000; 8.2759E+001; 8.0000E+000; 5.3514E+001; 8.0000E+000; 3.6232E+001; 8.0000E+000; 2.7080E+001; 8.0000E+000; 2.2768E+001; 8.0000E+000; 1.9360E+001;
 9.0000E+000; 1.3353E+002; 9.0000E+000; 8.8387E+001; 9.0000E+000; 5.8108E+001; 9.0000E+000; 3.9497E+001; 9.0000E+000; 2.9098E+001; 9.0000E+000; 2.3850E+001; 9.0000E+000; 1.9391E+001;
