Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.9966E-002; 0.0000E+000; 9.8871E-002; 0.0000E+000; 9.8029E-002; 0.0000E+000; 9.7433E-002; 0.0000E+000; 9.7079E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.8517E-002; 1.0000E+000; 9.8645E-002; 1.0000E+000; 9.8020E-002; 1.0000E+000; 9.7432E-002; 1.0000E+000; 9.7079E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 8.2657E-002; 2.0000E+000; 9.6295E-002; 2.0000E+000; 9.7902E-002; 2.0000E+000; 9.7424E-002; 2.0000E+000; 9.7078E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.6965E-002; 3.0000E+000; 8.8235E-002; 3.0000E+000; 9.7340E-002; 3.0000E+000; 9.7358E-002; 3.0000E+000; 9.7070E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1527E-001; 4.0000E+000; 8.0198E-002; 4.0000E+000; 9.5038E-002; 4.0000E+000; 9.7152E-002; 4.0000E+000; 9.7035E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.3473E-001; 5.0000E+000; 7.5520E-002; 5.0000E+000; 8.9739E-002; 5.0000E+000; 9.6570E-002; 5.0000E+000; 9.6946E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.5543E-001; 6.0000E+000; 7.4122E-002; 6.0000E+000; 8.1616E-002; 6.0000E+000; 9.5103E-002; 6.0000E+000; 9.6752E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.7782E-001; 7.0000E+000; 7.5293E-002; 7.0000E+000; 7.2490E-002; 7.0000E+000; 9.1987E-002; 7.0000E+000; 9.6344E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.0236E-001; 8.0000E+000; 7.8496E-002; 8.0000E+000; 6.4554E-002; 8.0000E+000; 8.6446E-002; 8.0000E+000; 9.5503E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.2964E-001; 9.0000E+000; 8.3432E-002; 9.0000E+000; 5.8913E-002; 9.0000E+000; 7.8301E-002; 9.0000E+000; 9.3844E-002; 9.0000E+000; 1.0132E-001;
