Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.9966E-002; 0.0000E+000; 9.8871E-002; 0.0000E+000; 9.8029E-002; 0.0000E+000; 9.7433E-002; 0.0000E+000; 9.7079E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.9560E-002; 1.0000E+000; 9.8655E-002; 1.0000E+000; 9.8019E-002; 1.0000E+000; 9.7432E-002; 1.0000E+000; 9.7079E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 8.5116E-002; 2.0000E+000; 9.6292E-002; 2.0000E+000; 9.7899E-002; 2.0000E+000; 9.7421E-002; 2.0000E+000; 9.7078E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 1.0001E-001; 3.0000E+000; 8.8771E-002; 3.0000E+000; 9.7304E-002; 3.0000E+000; 9.7353E-002; 3.0000E+000; 9.7068E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1895E-001; 4.0000E+000; 8.1976E-002; 4.0000E+000; 9.4894E-002; 4.0000E+000; 9.7134E-002; 4.0000E+000; 9.7029E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.3897E-001; 5.0000E+000; 7.8739E-002; 5.0000E+000; 8.9633E-002; 5.0000E+000; 9.6496E-002; 5.0000E+000; 9.6934E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.6019E-001; 6.0000E+000; 7.8654E-002; 6.0000E+000; 8.2085E-002; 6.0000E+000; 9.4889E-002; 6.0000E+000; 9.6722E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.8300E-001; 7.0000E+000; 8.0966E-002; 7.0000E+000; 7.4122E-002; 7.0000E+000; 9.1593E-002; 7.0000E+000; 9.6263E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.0789E-001; 8.0000E+000; 8.5186E-002; 8.0000E+000; 6.7532E-002; 8.0000E+000; 8.6037E-002; 8.0000E+000; 9.5309E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.3534E-001; 9.0000E+000; 9.1067E-002; 9.0000E+000; 6.3077E-002; 9.0000E+000; 7.8356E-002; 9.0000E+000; 9.3462E-002; 9.0000E+000; 1.0132E-001;
