Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.3075E+001; 1.0000E+000; 2.7657E+001; 1.0000E+000; 2.0571E+001; 1.0000E+000; 2.0027E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9393E+001;
 2.0000E+000; 8.0172E+001; 2.0000E+000; 3.9453E+001; 2.0000E+000; 2.4382E+001; 2.0000E+000; 2.0697E+001; 2.0000E+000; 2.0092E+001; 2.0000E+000; 2.0022E+001; 2.0000E+000; 1.9285E+001;
 3.0000E+000; 9.2397E+001; 3.0000E+000; 4.9851E+001; 3.0000E+000; 2.9663E+001; 3.0000E+000; 2.2450E+001; 3.0000E+000; 2.0498E+001; 3.0000E+000; 2.0092E+001; 3.0000E+000; 1.9258E+001;
 4.0000E+000; 1.0215E+002; 4.0000E+000; 5.8860E+001; 4.0000E+000; 3.5335E+001; 4.0000E+000; 2.5021E+001; 4.0000E+000; 2.1366E+001; 4.0000E+000; 2.0318E+001; 4.0000E+000; 1.9266E+001;
 5.0000E+000; 1.1058E+002; 5.0000E+000; 6.6814E+001; 5.0000E+000; 4.0972E+001; 5.0000E+000; 2.8089E+001; 5.0000E+000; 2.2676E+001; 5.0000E+000; 2.0765E+001; 5.0000E+000; 1.9289E+001;
 6.0000E+000; 1.1823E+002; 6.0000E+000; 7.4011E+001; 6.0000E+000; 4.6434E+001; 6.0000E+000; 3.1432E+001; 6.0000E+000; 2.4343E+001; 6.0000E+000; 2.1450E+001; 6.0000E+000; 1.9318E+001;
 7.0000E+000; 1.2534E+002; 7.0000E+000; 8.0660E+001; 7.0000E+000; 5.1691E+001; 7.0000E+000; 3.4914E+001; 7.0000E+000; 2.6281E+001; 7.0000E+000; 2.2360E+001; 7.0000E+000; 1.9349E+001;
 8.0000E+000; 1.3205E+002; 8.0000E+000; 8.6894E+001; 8.0000E+000; 5.6756E+001; 8.0000E+000; 3.8458E+001; 8.0000E+000; 2.8417E+001; 8.0000E+000; 2.3469E+001; 8.0000E+000; 1.9381E+001;
 9.0000E+000; 1.3843E+002; 9.0000E+000; 9.2800E+001; 9.0000E+000; 6.1645E+001; 9.0000E+000; 4.2020E+001; 9.0000E+000; 3.0697E+001; 9.0000E+000; 2.4748E+001; 9.0000E+000; 1.9411E+001;
 1.0000E+001; 1.4453E+002; 1.0000E+001; 9.8437E+001; 1.0000E+001; 6.6380E+001; 1.0000E+001; 4.5575E+001; 1.0000E+001; 3.3081E+001; 1.0000E+001; 2.6170E+001; 1.0000E+001; 1.9442E+001;
 1.1000E+001; 1.5039E+002; 1.1000E+001; 1.0385E+002; 1.1000E+001; 7.0975E+001; 1.1000E+001; 4.9111E+001; 1.1000E+001; 3.5538E+001; 1.1000E+001; 2.7710E+001; 1.1000E+001; 1.9473E+001;
 1.2000E+001; 1.5602E+002; 1.2000E+001; 1.0905E+002; 1.2000E+001; 7.5445E+001; 1.2000E+001; 5.2617E+001; 1.2000E+001; 3.8049E+001; 1.2000E+001; 2.9347E+001; 1.2000E+001; 1.9508E+001;
 1.3000E+001; 1.6143E+002; 1.3000E+001; 1.1408E+002; 1.3000E+001; 7.9799E+001; 1.3000E+001; 5.6090E+001; 1.3000E+001; 4.0597E+001; 1.3000E+001; 3.1065E+001; 1.3000E+001; 1.9547E+001;
 1.4000E+001; 1.6665E+002; 1.4000E+001; 1.1894E+002; 1.4000E+001; 8.4046E+001; 1.4000E+001; 5.9526E+001; 1.4000E+001; 4.3171E+001; 1.4000E+001; 3.2849E+001; 1.4000E+001; 1.9593E+001;
 1.5000E+001; 1.7168E+002; 1.5000E+001; 1.2364E+002; 1.5000E+001; 8.8192E+001; 1.5000E+001; 6.2923E+001; 1.5000E+001; 4.5762E+001; 1.5000E+001; 3.4687E+001; 1.5000E+001; 1.9648E+001;
 1.6000E+001; 1.7653E+002; 1.6000E+001; 1.2820E+002; 1.6000E+001; 9.2241E+001; 1.6000E+001; 6.6278E+001; 1.6000E+001; 4.8362E+001; 1.6000E+001; 3.6571E+001; 1.6000E+001; 1.9716E+001;
 1.7000E+001; 1.8121E+002; 1.7000E+001; 1.3261E+002; 1.7000E+001; 9.6196E+001; 1.7000E+001; 6.9592E+001; 1.7000E+001; 5.0967E+001; 1.7000E+001; 3.8492E+001; 1.7000E+001; 1.9797E+001;
