Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.4680E+001; 1.0000E+000; 2.7384E+001; 1.0000E+000; 2.0469E+001; 1.0000E+000; 2.0021E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9368E+001;
 2.0000E+000; 8.2343E+001; 2.0000E+000; 3.9305E+001; 2.0000E+000; 2.4058E+001; 2.0000E+000; 2.0587E+001; 2.0000E+000; 2.0072E+001; 2.0000E+000; 2.0020E+001; 2.0000E+000; 1.9257E+001;
 3.0000E+000; 9.4875E+001; 3.0000E+000; 4.9885E+001; 3.0000E+000; 2.9212E+001; 3.0000E+000; 2.2185E+001; 3.0000E+000; 2.0410E+001; 3.0000E+000; 2.0072E+001; 3.0000E+000; 1.9229E+001;
 4.0000E+000; 1.0487E+002; 4.0000E+000; 5.9068E+001; 4.0000E+000; 3.4829E+001; 4.0000E+000; 2.4609E+001; 4.0000E+000; 2.1176E+001; 4.0000E+000; 2.0256E+001; 4.0000E+000; 1.9237E+001;
 5.0000E+000; 1.1353E+002; 5.0000E+000; 6.7184E+001; 5.0000E+000; 4.0454E+001; 5.0000E+000; 2.7557E+001; 5.0000E+000; 2.2369E+001; 5.0000E+000; 2.0637E+001; 5.0000E+000; 1.9261E+001;
 6.0000E+000; 1.2141E+002; 6.0000E+000; 7.4538E+001; 6.0000E+000; 4.5931E+001; 6.0000E+000; 3.0806E+001; 6.0000E+000; 2.3920E+001; 6.0000E+000; 2.1240E+001; 6.0000E+000; 1.9292E+001;
 7.0000E+000; 1.2875E+002; 7.0000E+000; 8.1340E+001; 7.0000E+000; 5.1221E+001; 7.0000E+000; 3.4218E+001; 7.0000E+000; 2.5751E+001; 7.0000E+000; 2.2060E+001; 7.0000E+000; 1.9324E+001;
 8.0000E+000; 1.3568E+002; 8.0000E+000; 8.7727E+001; 8.0000E+000; 5.6331E+001; 8.0000E+000; 3.7711E+001; 8.0000E+000; 2.7790E+001; 8.0000E+000; 2.3076E+001; 8.0000E+000; 1.9356E+001;
 9.0000E+000; 1.4229E+002; 9.0000E+000; 9.3783E+001; 9.0000E+000; 6.1274E+001; 9.0000E+000; 4.1238E+001; 9.0000E+000; 2.9985E+001; 9.0000E+000; 2.4264E+001; 9.0000E+000; 1.9388E+001;
