Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.4543E+001; 1.0000E+000; 2.7299E+001; 1.0000E+000; 2.0454E+001; 1.0000E+000; 2.0020E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9370E+001;
 2.0000E+000; 8.2165E+001; 2.0000E+000; 3.9154E+001; 2.0000E+000; 2.3994E+001; 2.0000E+000; 2.0571E+001; 2.0000E+000; 2.0070E+001; 2.0000E+000; 2.0019E+001; 2.0000E+000; 1.9259E+001;
 3.0000E+000; 9.4675E+001; 3.0000E+000; 4.9691E+001; 3.0000E+000; 2.9098E+001; 3.0000E+000; 2.2141E+001; 3.0000E+000; 2.0398E+001; 3.0000E+000; 2.0070E+001; 3.0000E+000; 1.9232E+001;
 4.0000E+000; 1.0465E+002; 4.0000E+000; 5.8844E+001; 4.0000E+000; 3.4675E+001; 4.0000E+000; 2.4533E+001; 4.0000E+000; 2.1148E+001; 4.0000E+000; 2.0248E+001; 4.0000E+000; 1.9240E+001;
 5.0000E+000; 1.1329E+002; 5.0000E+000; 6.6936E+001; 5.0000E+000; 4.0267E+001; 5.0000E+000; 2.7448E+001; 5.0000E+000; 2.2320E+001; 5.0000E+000; 2.0619E+001; 5.0000E+000; 1.9263E+001;
 6.0000E+000; 1.2115E+002; 6.0000E+000; 7.4269E+001; 6.0000E+000; 4.5715E+001; 6.0000E+000; 3.0668E+001; 6.0000E+000; 2.3849E+001; 6.0000E+000; 2.1209E+001; 6.0000E+000; 1.9294E+001;
 7.0000E+000; 1.2848E+002; 7.0000E+000; 8.1053E+001; 7.0000E+000; 5.0981E+001; 7.0000E+000; 3.4053E+001; 7.0000E+000; 2.5656E+001; 7.0000E+000; 2.2014E+001; 7.0000E+000; 1.9326E+001;
 8.0000E+000; 1.3539E+002; 8.0000E+000; 8.7421E+001; 8.0000E+000; 5.6067E+001; 8.0000E+000; 3.7521E+001; 8.0000E+000; 2.7673E+001; 8.0000E+000; 2.3014E+001; 8.0000E+000; 1.9358E+001;
 9.0000E+000; 1.4198E+002; 9.0000E+000; 9.3460E+001; 9.0000E+000; 6.0990E+001; 9.0000E+000; 4.1024E+001; 9.0000E+000; 2.9846E+001; 9.0000E+000; 2.4184E+001; 9.0000E+000; 1.9390E+001;
 1.0000E+001; 1.4828E+002; 1.0000E+001; 9.9228E+001; 1.0000E+001; 6.5766E+001; 1.0000E+001; 4.4536E+001; 1.0000E+001; 3.2134E+001; 1.0000E+001; 2.5500E+001; 1.0000E+001; 1.9420E+001;
 1.1000E+001; 1.5433E+002; 1.1000E+001; 1.0477E+002; 1.1000E+001; 7.0409E+001; 1.1000E+001; 4.8038E+001; 1.1000E+001; 3.4506E+001; 1.1000E+001; 2.6939E+001; 1.1000E+001; 1.9450E+001;
 1.2000E+001; 1.6014E+002; 1.2000E+001; 1.1010E+002; 1.2000E+001; 7.4930E+001; 1.2000E+001; 5.1522E+001; 1.2000E+001; 3.6941E+001; 1.2000E+001; 2.8480E+001; 1.2000E+001; 1.9481E+001;
 1.3000E+001; 1.6573E+002; 1.3000E+001; 1.1525E+002; 1.3000E+001; 7.9340E+001; 1.3000E+001; 5.4980E+001; 1.3000E+001; 3.9423E+001; 1.3000E+001; 3.0108E+001; 1.3000E+001; 1.9514E+001;
 1.4000E+001; 1.7111E+002; 1.4000E+001; 1.2023E+002; 1.4000E+001; 8.3644E+001; 1.4000E+001; 5.8408E+001; 1.4000E+001; 4.1938E+001; 1.4000E+001; 3.1806E+001; 1.4000E+001; 1.9552E+001;
 1.5000E+001; 1.7630E+002; 1.5000E+001; 1.2505E+002; 1.5000E+001; 8.7849E+001; 1.5000E+001; 6.1802E+001; 1.5000E+001; 4.4478E+001; 1.5000E+001; 3.3565E+001; 1.5000E+001; 1.9597E+001;
 1.6000E+001; 1.8129E+002; 1.6000E+001; 1.2972E+002; 1.6000E+001; 9.1958E+001; 1.6000E+001; 6.5161E+001; 1.6000E+001; 4.7033E+001; 1.6000E+001; 3.5374E+001; 1.6000E+001; 1.9649E+001;
 1.7000E+001; 1.8611E+002; 1.7000E+001; 1.3424E+002; 1.7000E+001; 9.5975E+001; 1.7000E+001; 6.8481E+001; 1.7000E+001; 4.9598E+001; 1.7000E+001; 3.7226E+001; 1.7000E+001; 1.9713E+001;
 1.8000E+001; 1.9075E+002; 1.8000E+001; 1.3862E+002; 1.8000E+001; 9.9902E+001; 1.8000E+001; 7.1761E+001; 1.8000E+001; 5.2167E+001; 1.8000E+001; 3.9113E+001; 1.8000E+001; 1.9789E+001;
 1.9000E+001; 1.9522E+002; 1.9000E+001; 1.4286E+002; 1.9000E+001; 1.0374E+002; 1.9000E+001; 7.4999E+001; 1.9000E+001; 5.4735E+001; 1.9000E+001; 4.1029E+001; 1.9000E+001; 1.9880E+001;
 2.0000E+001; 1.9954E+002; 2.0000E+001; 1.4698E+002; 2.0000E+001; 1.0750E+002; 2.0000E+001; 7.8194E+001; 2.0000E+001; 5.7298E+001; 2.0000E+001; 4.2970E+001; 2.0000E+001; 1.9987E+001;
 2.1000E+001; 2.0369E+002; 2.1000E+001; 1.5096E+002; 2.1000E+001; 1.1116E+002; 2.1000E+001; 8.1346E+001; 2.1000E+001; 5.9854E+001; 2.1000E+001; 4.4930E+001; 2.1000E+001; 2.0112E+001;
 2.2000E+001; 2.0769E+002; 2.2000E+001; 1.5481E+002; 2.2000E+001; 1.1475E+002; 2.2000E+001; 8.4453E+001; 2.2000E+001; 6.2398E+001; 2.2000E+001; 4.6906E+001; 2.2000E+001; 2.0256E+001;
