Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.9966E-002; 0.0000E+000; 9.8871E-002; 0.0000E+000; 9.8029E-002; 0.0000E+000; 9.7433E-002; 0.0000E+000; 9.7079E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.9613E-002; 1.0000E+000; 9.8655E-002; 1.0000E+000; 9.8019E-002; 1.0000E+000; 9.7432E-002; 1.0000E+000; 9.7079E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 8.5033E-002; 2.0000E+000; 9.6322E-002; 2.0000E+000; 9.7900E-002; 2.0000E+000; 9.7422E-002; 2.0000E+000; 9.7078E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.9776E-002; 3.0000E+000; 8.8854E-002; 3.0000E+000; 9.7312E-002; 3.0000E+000; 9.7353E-002; 3.0000E+000; 9.7068E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1860E-001; 4.0000E+000; 8.2048E-002; 4.0000E+000; 9.4941E-002; 4.0000E+000; 9.7137E-002; 4.0000E+000; 9.7030E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.3851E-001; 5.0000E+000; 7.8755E-002; 5.0000E+000; 8.9753E-002; 5.0000E+000; 9.6509E-002; 5.0000E+000; 9.6935E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.5961E-001; 6.0000E+000; 7.8599E-002; 6.0000E+000; 8.2276E-002; 6.0000E+000; 9.4933E-002; 6.0000E+000; 9.6726E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.8230E-001; 7.0000E+000; 8.0837E-002; 7.0000E+000; 7.4336E-002; 7.0000E+000; 9.1702E-002; 7.0000E+000; 9.6275E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.0703E-001; 8.0000E+000; 8.4979E-002; 8.0000E+000; 6.7715E-002; 8.0000E+000; 8.6246E-002; 8.0000E+000; 9.5342E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.3429E-001; 9.0000E+000; 9.0775E-002; 9.0000E+000; 6.3199E-002; 9.0000E+000; 7.8668E-002; 9.0000E+000; 9.3538E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.6486E-001; 1.0000E+001; 9.8186E-002; 1.0000E+001; 6.0792E-002; 1.0000E+001; 7.0094E-002; 1.0000E+001; 9.0339E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.9915E-001; 1.1000E+001; 1.0728E-001; 1.1000E+001; 6.0230E-002; 1.1000E+001; 6.2142E-002; 1.1000E+001; 8.5229E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 3.3753E-001; 1.2000E+001; 1.1816E-001; 1.2000E+001; 6.1234E-002; 1.2000E+001; 5.5907E-002; 1.2000E+001; 7.8090E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 3.8049E-001; 1.3000E+001; 1.3098E-001; 1.3000E+001; 6.3594E-002; 1.3000E+001; 5.1652E-002; 1.3000E+001; 6.9631E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 4.2853E-001; 1.4000E+001; 1.4602E-001; 1.4000E+001; 6.7209E-002; 1.4000E+001; 4.9184E-002; 1.4000E+001; 6.1238E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 4.8176E-001; 1.5000E+001; 1.6351E-001; 1.5000E+001; 7.2049E-002; 1.5000E+001; 4.8199E-002; 1.5000E+001; 5.4140E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 5.4035E-001; 1.6000E+001; 1.8374E-001; 1.6000E+001; 7.8126E-002; 1.6000E+001; 4.8431E-002; 1.6000E+001; 4.8835E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 6.0423E-001; 1.7000E+001; 2.0706E-001; 1.7000E+001; 8.5503E-002; 1.7000E+001; 4.9692E-002; 1.7000E+001; 4.5255E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 6.7304E-001; 1.8000E+001; 2.3405E-001; 1.8000E+001; 9.4322E-002; 1.8000E+001; 5.1877E-002; 1.8000E+001; 4.3122E-002; 1.8000E+001; 1.0132E-001;
 1.9000E+001; 1.0132E-001; 1.9000E+001; 7.4679E-001; 1.9000E+001; 2.6512E-001; 1.9000E+001; 1.0476E-001; 1.9000E+001; 5.4946E-002; 1.9000E+001; 4.2157E-002; 1.9000E+001; 1.0132E-001;
 2.0000E+001; 1.0132E-001; 2.0000E+001; 8.2512E-001; 2.0000E+001; 3.0081E-001; 2.0000E+001; 1.1701E-001; 2.0000E+001; 5.8901E-002; 2.0000E+001; 4.2144E-002; 2.0000E+001; 1.0132E-001;
 2.1000E+001; 1.0132E-001; 2.1000E+001; 9.0743E-001; 2.1000E+001; 3.4163E-001; 2.1000E+001; 1.3133E-001; 2.1000E+001; 6.3776E-002; 2.1000E+001; 4.2937E-002; 2.1000E+001; 1.0132E-001;
 2.2000E+001; 1.0132E-001; 2.2000E+001; 9.9273E-001; 2.2000E+001; 3.8813E-001; 2.2000E+001; 1.4807E-001; 2.2000E+001; 6.9646E-002; 2.2000E+001; 4.4446E-002; 2.2000E+001; 1.0132E-001;
 2.3000E+001; 1.0132E-001; 2.3000E+001; 1.0796E+000; 2.3000E+001; 4.4044E-001; 2.3000E+001; 1.6764E-001; 2.3000E+001; 7.6629E-002; 2.3000E+001; 4.6632E-002; 2.3000E+001; 1.0132E-001;
 2.4000E+001; 1.0132E-001; 2.4000E+001; 1.1660E+000; 2.4000E+001; 4.9818E-001; 2.4000E+001; 1.9040E-001; 2.4000E+001; 8.4853E-002; 2.4000E+001; 4.9487E-002; 2.4000E+001; 1.0132E-001;
 2.5000E+001; 1.0132E-001; 2.5000E+001; 1.2499E+000; 2.5000E+001; 5.6024E-001; 2.5000E+001; 2.1664E-001; 2.5000E+001; 9.4455E-002; 2.5000E+001; 5.3018E-002; 2.5000E+001; 1.0132E-001;
 2.6000E+001; 1.0132E-001; 2.6000E+001; 1.3287E+000; 2.6000E+001; 6.2488E-001; 2.6000E+001; 2.4653E-001; 2.6000E+001; 1.0557E-001; 2.6000E+001; 5.7248E-002; 2.6000E+001; 1.0132E-001;
 2.7000E+001; 1.0132E-001; 2.7000E+001; 1.4008E+000; 2.7000E+001; 6.8938E-001; 2.7000E+001; 2.8023E-001; 2.7000E+001; 1.1834E-001; 2.7000E+001; 6.2206E-002; 2.7000E+001; 1.0132E-001;
 2.8000E+001; 1.0132E-001; 2.8000E+001; 1.4656E+000; 2.8000E+001; 7.5166E-001; 2.8000E+001; 3.1733E-001; 2.8000E+001; 1.3291E-001; 2.8000E+001; 6.7934E-002; 2.8000E+001; 1.0132E-001;
 2.9000E+001; 1.0132E-001; 2.9000E+001; 1.5237E+000; 2.9000E+001; 8.1036E-001; 2.9000E+001; 3.5703E-001; 2.9000E+001; 1.4930E-001; 2.9000E+001; 7.4465E-002; 2.9000E+001; 1.0132E-001;
 3.0000E+001; 1.0132E-001; 3.0000E+001; 1.5760E+000; 3.0000E+001; 8.6481E-001; 3.0000E+001; 3.9833E-001; 3.0000E+001; 1.6750E-001; 3.0000E+001; 8.1820E-002; 3.0000E+001; 1.0132E-001;
 3.1000E+001; 1.0132E-001; 3.1000E+001; 1.6235E+000; 3.1000E+001; 9.1494E-001; 3.1000E+001; 4.4018E-001; 3.1000E+001; 1.8739E-001; 3.1000E+001; 9.0010E-002; 3.1000E+001; 1.0132E-001;
 3.2000E+001; 1.0132E-001; 3.2000E+001; 1.6671E+000; 3.2000E+001; 9.6101E-001; 3.2000E+001; 4.8174E-001; 3.2000E+001; 2.0883E-001; 3.2000E+001; 9.9042E-002; 3.2000E+001; 1.0132E-001;
 3.3000E+001; 1.0132E-001; 3.3000E+001; 1.7075E+000; 3.3000E+001; 1.0034E+000; 3.3000E+001; 5.2227E-001; 3.3000E+001; 2.3169E-001; 3.3000E+001; 1.0893E-001; 3.3000E+001; 1.0132E-001;
 3.4000E+001; 1.0132E-001; 3.4000E+001; 1.7450E+000; 3.4000E+001; 1.0427E+000; 3.4000E+001; 5.6128E-001; 3.4000E+001; 2.5568E-001; 3.4000E+001; 1.1966E-001; 3.4000E+001; 1.0132E-001;
 3.5000E+001; 1.0132E-001; 3.5000E+001; 1.7799E+000; 3.5000E+001; 1.0795E+000; 3.5000E+001; 5.9857E-001; 3.5000E+001; 2.8044E-001; 3.5000E+001; 1.3122E-001; 3.5000E+001; 1.0132E-001;
 3.6000E+001; 1.0132E-001; 3.6000E+001; 1.8121E+000; 3.6000E+001; 1.1145E+000; 3.6000E+001; 6.3413E-001; 3.6000E+001; 3.0567E-001; 3.6000E+001; 1.4355E-001; 3.6000E+001; 1.0132E-001;
 3.7000E+001; 1.0132E-001; 3.7000E+001; 1.8412E+000; 3.7000E+001; 1.1481E+000; 3.7000E+001; 6.6807E-001; 3.7000E+001; 3.3108E-001; 3.7000E+001; 1.5660E-001; 3.7000E+001; 1.0132E-001;
 3.8000E+001; 1.0132E-001; 3.8000E+001; 1.8666E+000; 3.8000E+001; 1.1807E+000; 3.8000E+001; 7.0025E-001; 3.8000E+001; 3.5673E-001; 3.8000E+001; 1.7031E-001; 3.8000E+001; 1.0132E-001;
 3.9000E+001; 1.0132E-001; 3.9000E+001; 1.8875E+000; 3.9000E+001; 1.2127E+000; 3.9000E+001; 7.3104E-001; 3.9000E+001; 3.8239E-001; 3.9000E+001; 1.8466E-001; 3.9000E+001; 1.0132E-001;
 4.0000E+001; 1.0132E-001; 4.0000E+001; 1.9030E+000; 4.0000E+001; 1.2443E+000; 4.0000E+001; 7.6076E-001; 4.0000E+001; 4.0787E-001; 4.0000E+001; 1.9959E-001; 4.0000E+001; 1.0132E-001;
 4.1000E+001; 1.0132E-001; 4.1000E+001; 1.9123E+000; 4.1000E+001; 1.2758E+000; 4.1000E+001; 7.8964E-001; 4.1000E+001; 4.3309E-001; 4.1000E+001; 2.1501E-001; 4.1000E+001; 1.0132E-001;
 4.2000E+001; 1.0132E-001; 4.2000E+001; 1.9152E+000; 4.2000E+001; 1.3072E+000; 4.2000E+001; 8.1783E-001; 4.2000E+001; 4.5804E-001; 4.2000E+001; 2.3086E-001; 4.2000E+001; 1.0132E-001;
 4.3000E+001; 1.0132E-001; 4.3000E+001; 1.9121E+000; 4.3000E+001; 1.3385E+000; 4.3000E+001; 8.4542E-001; 4.3000E+001; 4.8269E-001; 4.3000E+001; 2.4707E-001; 4.3000E+001; 1.0132E-001;
 4.4000E+001; 1.0132E-001; 4.4000E+001; 1.9039E+000; 4.4000E+001; 1.3697E+000; 4.4000E+001; 8.7236E-001; 4.4000E+001; 5.0704E-001; 4.4000E+001; 2.6364E-001; 4.4000E+001; 1.0132E-001;
 4.5000E+001; 1.0132E-001; 4.5000E+001; 1.8917E+000; 4.5000E+001; 1.4007E+000; 4.5000E+001; 8.9860E-001; 4.5000E+001; 5.3104E-001; 4.5000E+001; 2.8057E-001; 4.5000E+001; 1.0132E-001;
 4.6000E+001; 1.0132E-001; 4.6000E+001; 1.8766E+000; 4.6000E+001; 1.4316E+000; 4.6000E+001; 9.2416E-001; 4.6000E+001; 5.5463E-001; 4.6000E+001; 2.9776E-001; 4.6000E+001; 1.0132E-001;
 4.7000E+001; 1.0132E-001; 4.7000E+001; 1.8596E+000; 4.7000E+001; 1.4623E+000; 4.7000E+001; 9.4906E-001; 4.7000E+001; 5.7776E-001; 4.7000E+001; 3.1512E-001; 4.7000E+001; 1.0132E-001;
 4.8000E+001; 1.0132E-001; 4.8000E+001; 1.8413E+000; 4.8000E+001; 1.4928E+000; 4.8000E+001; 9.7333E-001; 4.8000E+001; 6.0041E-001; 4.8000E+001; 3.3256E-001; 4.8000E+001; 1.0132E-001;
 4.9000E+001; 1.0132E-001; 4.9000E+001; 1.8222E+000; 4.9000E+001; 1.5233E+000; 4.9000E+001; 9.9700E-001; 4.9000E+001; 6.2255E-001; 4.9000E+001; 3.5000E-001; 4.9000E+001; 1.0132E-001;
 5.0000E+001; 1.0132E-001; 5.0000E+001; 1.8026E+000; 5.0000E+001; 1.5536E+000; 5.0000E+001; 1.0201E+000; 5.0000E+001; 6.4406E-001; 5.0000E+001; 3.6747E-001; 5.0000E+001; 1.0132E-001;
 5.1000E+001; 1.0132E-001; 5.1000E+001; 1.7828E+000; 5.1000E+001; 1.5838E+000; 5.1000E+001; 1.0427E+000; 5.1000E+001; 6.6485E-001; 5.1000E+001; 3.8498E-001; 5.1000E+001; 1.0132E-001;
 5.2000E+001; 1.0132E-001; 5.2000E+001; 1.7630E+000; 5.2000E+001; 1.6140E+000; 5.2000E+001; 1.0648E+000; 5.2000E+001; 6.8507E-001; 5.2000E+001; 4.0239E-001; 5.2000E+001; 1.0132E-001;
 5.3000E+001; 1.0132E-001; 5.3000E+001; 1.7431E+000; 5.3000E+001; 1.6439E+000; 5.3000E+001; 1.0865E+000; 5.3000E+001; 7.0477E-001; 5.3000E+001; 4.1962E-001; 5.3000E+001; 1.0132E-001;
 5.4000E+001; 1.0132E-001; 5.4000E+001; 1.7232E+000; 5.4000E+001; 1.6735E+000; 5.4000E+001; 1.1078E+000; 5.4000E+001; 7.2399E-001; 5.4000E+001; 4.3663E-001; 5.4000E+001; 1.0132E-001;
 5.5000E+001; 1.0132E-001; 5.5000E+001; 1.7032E+000; 5.5000E+001; 1.7027E+000; 5.5000E+001; 1.1288E+000; 5.5000E+001; 7.4277E-001; 5.5000E+001; 4.5340E-001; 5.5000E+001; 1.0132E-001;
 5.6000E+001; 1.0132E-001; 5.6000E+001; 1.6829E+000; 5.6000E+001; 1.7311E+000; 5.6000E+001; 1.1496E+000; 5.6000E+001; 7.6116E-001; 5.6000E+001; 4.6992E-001; 5.6000E+001; 1.0132E-001;
 5.7000E+001; 1.0132E-001; 5.7000E+001; 1.6622E+000; 5.7000E+001; 1.7587E+000; 5.7000E+001; 1.1701E+000; 5.7000E+001; 7.7911E-001; 5.7000E+001; 4.8617E-001; 5.7000E+001; 1.0132E-001;
 5.8000E+001; 1.0132E-001; 5.8000E+001; 1.6412E+000; 5.8000E+001; 1.7851E+000; 5.8000E+001; 1.1904E+000; 5.8000E+001; 7.9664E-001; 5.8000E+001; 5.0215E-001; 5.8000E+001; 1.0132E-001;
 5.9000E+001; 1.0132E-001; 5.9000E+001; 1.6200E+000; 5.9000E+001; 1.8101E+000; 5.9000E+001; 1.2105E+000; 5.9000E+001; 8.1379E-001; 5.9000E+001; 5.1784E-001; 5.9000E+001; 1.0132E-001;
