Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.9966E-002; 0.0000E+000; 9.8871E-002; 0.0000E+000; 9.8029E-002; 0.0000E+000; 9.7433E-002; 0.0000E+000; 9.7079E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.7891E-002; 1.0000E+000; 9.8648E-002; 1.0000E+000; 9.8019E-002; 1.0000E+000; 9.7432E-002; 1.0000E+000; 9.7079E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 8.4377E-002; 2.0000E+000; 9.5803E-002; 2.0000E+000; 9.7889E-002; 2.0000E+000; 9.7421E-002; 2.0000E+000; 9.7078E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 1.0100E-001; 3.0000E+000; 8.6967E-002; 3.0000E+000; 9.7196E-002; 3.0000E+000; 9.7346E-002; 3.0000E+000; 9.7067E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.2106E-001; 4.0000E+000; 7.9237E-002; 4.0000E+000; 9.4246E-002; 4.0000E+000; 9.7101E-002; 4.0000E+000; 9.7025E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.4224E-001; 5.0000E+000; 7.5589E-002; 5.0000E+000; 8.7704E-002; 5.0000E+000; 9.6347E-002; 5.0000E+000; 9.6920E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.6483E-001; 6.0000E+000; 7.5421E-002; 6.0000E+000; 7.8422E-002; 6.0000E+000; 9.4351E-002; 6.0000E+000; 9.6680E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.8940E-001; 7.0000E+000; 7.7872E-002; 7.0000E+000; 6.9077E-002; 7.0000E+000; 9.0079E-002; 7.0000E+000; 9.6138E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.1654E-001; 8.0000E+000; 8.2406E-002; 8.0000E+000; 6.1887E-002; 8.0000E+000; 8.2737E-002; 8.0000E+000; 9.4947E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.4716E-001; 9.0000E+000; 8.8817E-002; 9.0000E+000; 5.7446E-002; 9.0000E+000; 7.2838E-002; 9.0000E+000; 9.2502E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.8187E-001; 1.0000E+001; 9.7107E-002; 1.0000E+001; 5.5476E-002; 1.0000E+001; 6.2571E-002; 1.0000E+001; 8.7948E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 3.2115E-001; 1.1000E+001; 1.0735E-001; 1.1000E+001; 5.5514E-002; 1.1000E+001; 5.4149E-002; 1.1000E+001; 8.0567E-002; 1.1000E+001; 1.0132E-001;
