Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0016E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.3117E+001; 1.0000E+000; 2.6095E+001; 1.0000E+000; 2.0265E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0016E+001; 1.0000E+000; 1.9339E+001;
 2.0000E+000; 8.0295E+001; 2.0000E+000; 3.7019E+001; 2.0000E+000; 2.3077E+001; 2.0000E+000; 2.0363E+001; 2.0000E+000; 2.0042E+001; 2.0000E+000; 2.0017E+001; 2.0000E+000; 1.9223E+001;
 3.0000E+000; 9.2504E+001; 3.0000E+000; 4.6957E+001; 3.0000E+000; 2.7466E+001; 3.0000E+000; 2.1532E+001; 3.0000E+000; 2.0244E+001; 3.0000E+000; 2.0042E+001; 3.0000E+000; 1.9194E+001;
 4.0000E+000; 1.0220E+002; 4.0000E+000; 5.5682E+001; 4.0000E+000; 3.2436E+001; 4.0000E+000; 2.3448E+001; 4.0000E+000; 2.0765E+001; 4.0000E+000; 2.0146E+001; 4.0000E+000; 1.9203E+001;
 5.0000E+000; 1.1058E+002; 5.0000E+000; 6.3427E+001; 5.0000E+000; 3.7523E+001; 5.0000E+000; 2.5888E+001; 5.0000E+000; 2.1641E+001; 5.0000E+000; 2.0387E+001; 5.0000E+000; 1.9228E+001;
 6.0000E+000; 1.1818E+002; 6.0000E+000; 7.0455E+001; 6.0000E+000; 4.2538E+001; 6.0000E+000; 2.8657E+001; 6.0000E+000; 2.2838E+001; 6.0000E+000; 2.0798E+001; 6.0000E+000; 1.9260E+001;
 7.0000E+000; 1.2527E+002; 7.0000E+000; 7.6957E+001; 7.0000E+000; 4.7422E+001; 7.0000E+000; 3.1624E+001; 7.0000E+000; 2.4301E+001; 7.0000E+000; 2.1387E+001; 7.0000E+000; 1.9294E+001;
 8.0000E+000; 1.3197E+002; 8.0000E+000; 8.3063E+001; 8.0000E+000; 5.2163E+001; 8.0000E+000; 3.4704E+001; 8.0000E+000; 2.5974E+001; 8.0000E+000; 2.2146E+001; 8.0000E+000; 1.9328E+001;
 9.0000E+000; 1.3835E+002; 9.0000E+000; 8.8857E+001; 9.0000E+000; 5.6767E+001; 9.0000E+000; 3.7845E+001; 9.0000E+000; 2.7809E+001; 9.0000E+000; 2.3061E+001; 9.0000E+000; 1.9360E+001;
 1.0000E+001; 1.4447E+002; 1.0000E+001; 9.4394E+001; 1.0000E+001; 6.1246E+001; 1.0000E+001; 4.1016E+001; 1.0000E+001; 2.9769E+001; 1.0000E+001; 2.4113E+001; 1.0000E+001; 1.9390E+001;
 1.1000E+001; 1.5035E+002; 1.1000E+001; 9.9713E+001; 1.1000E+001; 6.5610E+001; 1.1000E+001; 4.4198E+001; 1.1000E+001; 3.1824E+001; 1.1000E+001; 2.5284E+001; 1.1000E+001; 1.9419E+001;
 1.2000E+001; 1.5601E+002; 1.2000E+001; 1.0484E+002; 1.2000E+001; 6.9869E+001; 1.2000E+001; 4.7378E+001; 1.2000E+001; 3.3953E+001; 1.2000E+001; 2.6558E+001; 1.2000E+001; 1.9447E+001;
 1.3000E+001; 1.6146E+002; 1.3000E+001; 1.0980E+002; 1.3000E+001; 7.4030E+001; 1.3000E+001; 5.0547E+001; 1.3000E+001; 3.6138E+001; 1.3000E+001; 2.7919E+001; 1.3000E+001; 1.9474E+001;
