Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0016E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.3211E+001; 1.0000E+000; 2.6149E+001; 1.0000E+000; 2.0272E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0016E+001; 1.0000E+000; 1.9337E+001;
 2.0000E+000; 8.0418E+001; 2.0000E+000; 3.7120E+001; 2.0000E+000; 2.3116E+001; 2.0000E+000; 2.0371E+001; 2.0000E+000; 2.0043E+001; 2.0000E+000; 2.0017E+001; 2.0000E+000; 1.9221E+001;
 3.0000E+000; 9.2642E+001; 3.0000E+000; 4.7088E+001; 3.0000E+000; 2.7537E+001; 3.0000E+000; 2.1556E+001; 3.0000E+000; 2.0250E+001; 3.0000E+000; 2.0043E+001; 3.0000E+000; 1.9193E+001;
 4.0000E+000; 1.0235E+002; 4.0000E+000; 5.5834E+001; 4.0000E+000; 3.2535E+001; 4.0000E+000; 2.3493E+001; 4.0000E+000; 2.0780E+001; 4.0000E+000; 2.0149E+001; 4.0000E+000; 1.9201E+001;
 5.0000E+000; 1.1074E+002; 5.0000E+000; 6.3596E+001; 5.0000E+000; 3.7645E+001; 5.0000E+000; 2.5953E+001; 5.0000E+000; 2.1667E+001; 5.0000E+000; 2.0395E+001; 5.0000E+000; 1.9227E+001;
 6.0000E+000; 1.1836E+002; 6.0000E+000; 7.0638E+001; 6.0000E+000; 4.2681E+001; 6.0000E+000; 2.8743E+001; 6.0000E+000; 2.2879E+001; 6.0000E+000; 2.0813E+001; 6.0000E+000; 1.9259E+001;
 7.0000E+000; 1.2545E+002; 7.0000E+000; 7.7153E+001; 7.0000E+000; 4.7581E+001; 7.0000E+000; 3.1728E+001; 7.0000E+000; 2.4356E+001; 7.0000E+000; 2.1411E+001; 7.0000E+000; 1.9293E+001;
 8.0000E+000; 1.3217E+002; 8.0000E+000; 8.3272E+001; 8.0000E+000; 5.2338E+001; 8.0000E+000; 3.4825E+001; 8.0000E+000; 2.6044E+001; 8.0000E+000; 2.2181E+001; 8.0000E+000; 1.9326E+001;
 9.0000E+000; 1.3856E+002; 9.0000E+000; 8.9078E+001; 9.0000E+000; 5.6957E+001; 9.0000E+000; 3.7982E+001; 9.0000E+000; 2.7893E+001; 9.0000E+000; 2.3106E+001; 9.0000E+000; 1.9359E+001;
