Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0016E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.3344E+001; 1.0000E+000; 2.6226E+001; 1.0000E+000; 2.0282E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0016E+001; 1.0000E+000; 1.9335E+001;
 2.0000E+000; 8.0590E+001; 2.0000E+000; 3.7263E+001; 2.0000E+000; 2.3171E+001; 2.0000E+000; 2.0382E+001; 2.0000E+000; 2.0044E+001; 2.0000E+000; 2.0017E+001; 2.0000E+000; 1.9219E+001;
 3.0000E+000; 9.2836E+001; 3.0000E+000; 4.7274E+001; 3.0000E+000; 2.7637E+001; 3.0000E+000; 2.1591E+001; 3.0000E+000; 2.0258E+001; 3.0000E+000; 2.0044E+001; 3.0000E+000; 1.9190E+001;
 4.0000E+000; 1.0256E+002; 4.0000E+000; 5.6049E+001; 4.0000E+000; 3.2675E+001; 4.0000E+000; 2.3556E+001; 4.0000E+000; 2.0801E+001; 4.0000E+000; 2.0155E+001; 4.0000E+000; 1.9199E+001;
 5.0000E+000; 1.1097E+002; 5.0000E+000; 6.3835E+001; 5.0000E+000; 3.7818E+001; 5.0000E+000; 2.6046E+001; 5.0000E+000; 2.1706E+001; 5.0000E+000; 2.0408E+001; 5.0000E+000; 1.9224E+001;
 6.0000E+000; 1.1860E+002; 6.0000E+000; 7.0896E+001; 6.0000E+000; 4.2881E+001; 6.0000E+000; 2.8864E+001; 6.0000E+000; 2.2936E+001; 6.0000E+000; 2.0836E+001; 6.0000E+000; 1.9256E+001;
 7.0000E+000; 1.2572E+002; 7.0000E+000; 7.7431E+001; 7.0000E+000; 4.7807E+001; 7.0000E+000; 3.1875E+001; 7.0000E+000; 2.4435E+001; 7.0000E+000; 2.1446E+001; 7.0000E+000; 1.9291E+001;
 8.0000E+000; 1.3245E+002; 8.0000E+000; 8.3567E+001; 8.0000E+000; 5.2585E+001; 8.0000E+000; 3.4996E+001; 8.0000E+000; 2.6143E+001; 8.0000E+000; 2.2229E+001; 8.0000E+000; 1.9324E+001;
 9.0000E+000; 1.3886E+002; 9.0000E+000; 8.9390E+001; 9.0000E+000; 5.7225E+001; 9.0000E+000; 3.8176E+001; 9.0000E+000; 2.8014E+001; 9.0000E+000; 2.3170E+001; 9.0000E+000; 1.9357E+001;
