Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0016E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.6566E+001; 1.0000E+000; 2.6575E+001; 1.0000E+000; 2.0285E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0016E+001; 1.0000E+000; 1.9339E+001;
 2.0000E+000; 8.4913E+001; 2.0000E+000; 3.8343E+001; 2.0000E+000; 2.3317E+001; 2.0000E+000; 2.0391E+001; 2.0000E+000; 2.0044E+001; 2.0000E+000; 2.0017E+001; 2.0000E+000; 1.9223E+001;
 3.0000E+000; 9.7808E+001; 3.0000E+000; 4.8979E+001; 3.0000E+000; 2.8035E+001; 3.0000E+000; 2.1649E+001; 3.0000E+000; 2.0262E+001; 3.0000E+000; 2.0044E+001; 3.0000E+000; 1.9194E+001;
 4.0000E+000; 1.0808E+002; 4.0000E+000; 5.8273E+001; 4.0000E+000; 3.3358E+001; 4.0000E+000; 2.3708E+001; 4.0000E+000; 2.0822E+001; 4.0000E+000; 2.0156E+001; 4.0000E+000; 1.9203E+001;
 5.0000E+000; 1.1702E+002; 5.0000E+000; 6.6517E+001; 5.0000E+000; 3.8790E+001; 5.0000E+000; 2.6322E+001; 5.0000E+000; 2.1763E+001; 5.0000E+000; 2.0415E+001; 5.0000E+000; 1.9228E+001;
 6.0000E+000; 1.2518E+002; 6.0000E+000; 7.4007E+001; 6.0000E+000; 4.4139E+001; 6.0000E+000; 2.9283E+001; 6.0000E+000; 2.3046E+001; 6.0000E+000; 2.0856E+001; 6.0000E+000; 1.9260E+001;
 7.0000E+000; 1.3280E+002; 7.0000E+000; 8.0950E+001; 7.0000E+000; 4.9347E+001; 7.0000E+000; 3.2451E+001; 7.0000E+000; 2.4612E+001; 7.0000E+000; 2.1488E+001; 7.0000E+000; 1.9294E+001;
 8.0000E+000; 1.4001E+002; 8.0000E+000; 8.7480E+001; 8.0000E+000; 5.4405E+001; 8.0000E+000; 3.5737E+001; 8.0000E+000; 2.6400E+001; 8.0000E+000; 2.2302E+001; 8.0000E+000; 1.9328E+001;
 9.0000E+000; 1.4689E+002; 9.0000E+000; 9.3681E+001; 9.0000E+000; 5.9320E+001; 9.0000E+000; 3.9088E+001; 9.0000E+000; 2.8360E+001; 9.0000E+000; 2.3280E+001; 9.0000E+000; 1.9360E+001;
 1.0000E+001; 1.5348E+002; 1.0000E+001; 9.9612E+001; 1.0000E+001; 6.4103E+001; 1.0000E+001; 4.2471E+001; 1.0000E+001; 3.0452E+001; 1.0000E+001; 2.4405E+001; 1.0000E+001; 1.9390E+001;
 1.1000E+001; 1.5980E+002; 1.1000E+001; 1.0531E+002; 1.1000E+001; 6.8767E+001; 1.1000E+001; 4.5867E+001; 1.1000E+001; 3.2645E+001; 1.1000E+001; 2.5657E+001; 1.1000E+001; 1.9419E+001;
 1.2000E+001; 1.6587E+002; 1.2000E+001; 1.1080E+002; 1.2000E+001; 7.3318E+001; 1.2000E+001; 4.9260E+001; 1.2000E+001; 3.4916E+001; 1.2000E+001; 2.7017E+001; 1.2000E+001; 1.9447E+001;
 1.3000E+001; 1.7170E+002; 1.3000E+001; 1.1611E+002; 1.3000E+001; 7.7766E+001; 1.3000E+001; 5.2643E+001; 1.3000E+001; 3.7247E+001; 1.3000E+001; 2.8470E+001; 1.3000E+001; 1.9475E+001;
 1.4000E+001; 1.7731E+002; 1.4000E+001; 1.2124E+002; 1.4000E+001; 8.2114E+001; 1.4000E+001; 5.6008E+001; 1.4000E+001; 3.9624E+001; 1.4000E+001; 3.0001E+001; 1.4000E+001; 1.9505E+001;
 1.5000E+001; 1.8271E+002; 1.5000E+001; 1.2621E+002; 1.5000E+001; 8.6368E+001; 1.5000E+001; 5.9350E+001; 1.5000E+001; 4.2037E+001; 1.5000E+001; 3.1600E+001; 1.5000E+001; 1.9537E+001;
 1.6000E+001; 1.8791E+002; 1.6000E+001; 1.3102E+002; 1.6000E+001; 9.0529E+001; 1.6000E+001; 6.2666E+001; 1.6000E+001; 4.4477E+001; 1.6000E+001; 3.3257E+001; 1.6000E+001; 1.9573E+001;
 1.7000E+001; 1.9291E+002; 1.7000E+001; 1.3567E+002; 1.7000E+001; 9.4600E+001; 1.7000E+001; 6.5951E+001; 1.7000E+001; 4.6936E+001; 1.7000E+001; 3.4963E+001; 1.7000E+001; 1.9615E+001;
 1.8000E+001; 1.9772E+002; 1.8000E+001; 1.4018E+002; 1.8000E+001; 9.8584E+001; 1.8000E+001; 6.9202E+001; 1.8000E+001; 4.9408E+001; 1.8000E+001; 3.6712E+001; 1.8000E+001; 1.9665E+001;
 1.9000E+001; 2.0236E+002; 1.9000E+001; 1.4454E+002; 1.9000E+001; 1.0248E+002; 1.9000E+001; 7.2419E+001; 1.9000E+001; 5.1887E+001; 1.9000E+001; 3.8498E+001; 1.9000E+001; 1.9723E+001;
 2.0000E+001; 2.0682E+002; 2.0000E+001; 1.4877E+002; 2.0000E+001; 1.0629E+002; 2.0000E+001; 7.5598E+001; 2.0000E+001; 5.4369E+001; 2.0000E+001; 4.0315E+001; 2.0000E+001; 1.9793E+001;
 2.1000E+001; 2.1110E+002; 2.1000E+001; 1.5285E+002; 2.1000E+001; 1.1002E+002; 2.1000E+001; 7.8737E+001; 2.1000E+001; 5.6850E+001; 2.1000E+001; 4.2157E+001; 2.1000E+001; 1.9874E+001;
