Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 1.0104E-001; 0.0000E+000; 1.0086E-001; 0.0000E+000; 1.0074E-001; 0.0000E+000; 1.0066E-001; 0.0000E+000; 1.0062E-001; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 9.1051E-002; 1.0000E+000; 1.0079E-001; 1.0000E+000; 1.0073E-001; 1.0000E+000; 1.0066E-001; 1.0000E+000; 1.0062E-001; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 8.8770E-002; 2.0000E+000; 9.7907E-002; 2.0000E+000; 1.0061E-001; 2.0000E+000; 1.0065E-001; 2.0000E+000; 1.0062E-001; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 1.0203E-001; 3.0000E+000; 9.1741E-002; 3.0000E+000; 9.9720E-002; 3.0000E+000; 1.0057E-001; 3.0000E+000; 1.0061E-001; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1999E-001; 4.0000E+000; 8.6055E-002; 4.0000E+000; 9.7243E-002; 4.0000E+000; 1.0025E-001; 4.0000E+000; 1.0057E-001; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.4097E-001; 5.0000E+000; 8.2873E-002; 5.0000E+000; 9.2959E-002; 5.0000E+000; 9.9394E-002; 5.0000E+000; 1.0044E-001; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.6464E-001; 6.0000E+000; 8.2753E-002; 6.0000E+000; 8.7270E-002; 6.0000E+000; 9.7678E-002; 6.0000E+000; 1.0013E-001; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.9133E-001; 7.0000E+000; 8.5511E-002; 7.0000E+000; 8.1139E-002; 7.0000E+000; 9.4850E-002; 7.0000E+000; 9.9488E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.2151E-001; 8.0000E+000; 9.0888E-002; 8.0000E+000; 7.5750E-002; 8.0000E+000; 9.0799E-002; 8.0000E+000; 9.8364E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.5642E-001; 9.0000E+000; 9.8823E-002; 9.0000E+000; 7.2024E-002; 9.0000E+000; 8.5663E-002; 9.0000E+000; 9.6587E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.9642E-001; 1.0000E+001; 1.0951E-001; 1.0000E+001; 7.0421E-002; 1.0000E+001; 7.9926E-002; 1.0000E+001; 9.4017E-002; 1.0000E+001; 1.0132E-001;
