Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3457E+001; 1.0000E+000; 2.6105E+001; 1.0000E+000; 2.0263E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9340E+001;
 2.0000E+000; 8.1075E+001; 2.0000E+000; 3.7163E+001; 2.0000E+000; 2.3089E+001; 2.0000E+000; 2.0363E+001; 2.0000E+000; 2.0041E+001; 2.0000E+000; 2.0017E+001; 2.0000E+000; 1.9231E+001;
 3.0000E+000; 9.3602E+001; 3.0000E+000; 4.7321E+001; 3.0000E+000; 2.7531E+001; 3.0000E+000; 2.1539E+001; 3.0000E+000; 2.0244E+001; 3.0000E+000; 2.0042E+001; 3.0000E+000; 1.9210E+001;
 4.0000E+000; 1.0331E+002; 4.0000E+000; 5.6264E+001; 4.0000E+000; 3.2589E+001; 4.0000E+000; 2.3478E+001; 4.0000E+000; 2.0769E+001; 4.0000E+000; 2.0146E+001; 4.0000E+000; 1.9225E+001;
 5.0000E+000; 1.1139E+002; 5.0000E+000; 6.4131E+001; 5.0000E+000; 3.7772E+001; 5.0000E+000; 2.5956E+001; 5.0000E+000; 2.1655E+001; 5.0000E+000; 2.0389E+001; 5.0000E+000; 1.9256E+001;
 6.0000E+000; 1.1849E+002; 6.0000E+000; 7.1151E+001; 6.0000E+000; 4.2861E+001; 6.0000E+000; 2.8770E+001; 6.0000E+000; 2.2869E+001; 6.0000E+000; 2.0804E+001; 6.0000E+000; 1.9293E+001;
 7.0000E+000; 1.2495E+002; 7.0000E+000; 7.7532E+001; 7.0000E+000; 4.7774E+001; 7.0000E+000; 3.1777E+001; 7.0000E+000; 2.4354E+001; 7.0000E+000; 2.1401E+001; 7.0000E+000; 1.9332E+001;
 8.0000E+000; 1.3098E+002; 8.0000E+000; 8.3428E+001; 8.0000E+000; 5.2495E+001; 8.0000E+000; 3.4883E+001; 8.0000E+000; 2.6049E+001; 8.0000E+000; 2.2172E+001; 8.0000E+000; 1.9370E+001;
 9.0000E+000; 1.3669E+002; 9.0000E+000; 8.8948E+001; 9.0000E+000; 5.7031E+001; 9.0000E+000; 3.8030E+001; 9.0000E+000; 2.7903E+001; 9.0000E+000; 2.3099E+001; 9.0000E+000; 1.9406E+001;
 1.0000E+001; 1.4213E+002; 1.0000E+001; 9.4163E+001; 1.0000E+001; 6.1399E+001; 1.0000E+001; 4.1184E+001; 1.0000E+001; 2.9873E+001; 1.0000E+001; 2.4163E+001; 1.0000E+001; 1.9439E+001;
 1.1000E+001; 1.4739E+002; 1.1000E+001; 9.9135E+001; 1.1000E+001; 6.5616E+001; 1.1000E+001; 4.4326E+001; 1.1000E+001; 3.1927E+001; 1.1000E+001; 2.5344E+001; 1.1000E+001; 1.9471E+001;
 1.2000E+001; 1.5250E+002; 1.2000E+001; 1.0391E+002; 1.2000E+001; 6.9701E+001; 1.2000E+001; 4.7443E+001; 1.2000E+001; 3.4044E+001; 1.2000E+001; 2.6623E+001; 1.2000E+001; 1.9501E+001;
 1.3000E+001; 1.5747E+002; 1.3000E+001; 1.0853E+002; 1.3000E+001; 7.3669E+001; 1.3000E+001; 5.0530E+001; 1.3000E+001; 3.6204E+001; 1.3000E+001; 2.7982E+001; 1.3000E+001; 1.9531E+001;
 1.4000E+001; 1.6233E+002; 1.4000E+001; 1.1301E+002; 1.4000E+001; 7.7537E+001; 1.4000E+001; 5.3584E+001; 1.4000E+001; 3.8396E+001; 1.4000E+001; 2.9409E+001; 1.4000E+001; 1.9562E+001;
 1.5000E+001; 1.6707E+002; 1.5000E+001; 1.1737E+002; 1.5000E+001; 8.1316E+001; 1.5000E+001; 5.6605E+001; 1.5000E+001; 4.0610E+001; 1.5000E+001; 3.0892E+001; 1.5000E+001; 1.9596E+001;
 1.6000E+001; 1.7171E+002; 1.6000E+001; 1.2162E+002; 1.6000E+001; 8.5015E+001; 1.6000E+001; 5.9594E+001; 1.6000E+001; 4.2840E+001; 1.6000E+001; 3.2423E+001; 1.6000E+001; 1.9633E+001;
