Time(min)   ;HR_00mm     ;Time(min)   ;HR_10mm     ;Time(min)   ;HR_20mm     ;Time(min)   ;HR_30mm     ;Time(min)   ;HR_40mm     ;Time(min)   ;HR_50mm     ;Time(min)   ;HR_120mm    ;
 0.0000E+000; 4.9881E-001; 0.0000E+000; 3.2736E-001; 0.0000E+000; 2.3416E-001; 0.0000E+000; 1.8049E-001; 0.0000E+000; 1.4851E-001; 0.0000E+000; 1.3125E-001; 0.0000E+000; 4.9881E-001;
 1.0000E+000; 1.8333E-001; 1.0000E+000; 3.0061E-001; 1.0000E+000; 2.3200E-001; 1.0000E+000; 1.8032E-001; 1.0000E+000; 1.4850E-001; 1.0000E+000; 1.3125E-001; 1.0000E+000; 4.3495E-001;
 2.0000E+000; 7.4618E-002; 2.0000E+000; 2.8418E-001; 2.0000E+000; 2.3457E-001; 2.0000E+000; 1.8073E-001; 2.0000E+000; 1.4853E-001; 2.0000E+000; 1.3126E-001; 2.0000E+000; 3.8872E-001;
 3.0000E+000; 4.9494E-002; 3.0000E+000; 2.7877E-001; 3.0000E+000; 2.4094E-001; 3.0000E+000; 1.8261E-001; 3.0000E+000; 1.4883E-001; 3.0000E+000; 1.3129E-001; 3.0000E+000; 3.5389E-001;
 4.0000E+000; 3.9738E-002; 4.0000E+000; 2.8166E-001; 4.0000E+000; 2.4897E-001; 4.0000E+000; 1.8596E-001; 4.0000E+000; 1.4965E-001; 4.0000E+000; 1.3144E-001; 4.0000E+000; 3.2797E-001;
 5.0000E+000; 3.4631E-002; 5.0000E+000; 2.9109E-001; 5.0000E+000; 2.5788E-001; 5.0000E+000; 1.9024E-001; 5.0000E+000; 1.5113E-001; 5.0000E+000; 1.3181E-001; 5.0000E+000; 3.0871E-001;
 6.0000E+000; 3.0994E-002; 6.0000E+000; 3.0392E-001; 6.0000E+000; 2.6710E-001; 6.0000E+000; 1.9502E-001; 6.0000E+000; 1.5323E-001; 6.0000E+000; 1.3246E-001; 6.0000E+000; 2.9434E-001;
 7.0000E+000; 2.7816E-002; 7.0000E+000; 3.1782E-001; 7.0000E+000; 2.7625E-001; 7.0000E+000; 2.0011E-001; 7.0000E+000; 1.5573E-001; 7.0000E+000; 1.3350E-001; 7.0000E+000; 2.8353E-001;
 8.0000E+000; 2.4884E-002; 8.0000E+000; 3.3180E-001; 8.0000E+000; 2.8517E-001; 8.0000E+000; 2.0539E-001; 8.0000E+000; 1.5849E-001; 8.0000E+000; 1.3491E-001; 8.0000E+000; 2.7532E-001;
 9.0000E+000; 2.2206E-002; 9.0000E+000; 3.4560E-001; 9.0000E+000; 2.9380E-001; 9.0000E+000; 2.1075E-001; 9.0000E+000; 1.6143E-001; 9.0000E+000; 1.3652E-001; 9.0000E+000; 2.6903E-001;
