Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0016E+001; 0.0000E+000; 2.0016E+001; 0.0000E+000; 2.0016E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.3399E+001; 1.0000E+000; 2.6098E+001; 1.0000E+000; 2.0263E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0016E+001; 1.0000E+000; 2.0016E+001; 1.0000E+000; 1.9340E+001;
 2.0000E+000; 8.0936E+001; 2.0000E+000; 3.7127E+001; 2.0000E+000; 2.3082E+001; 2.0000E+000; 2.0363E+001; 2.0000E+000; 2.0042E+001; 2.0000E+000; 2.0018E+001; 2.0000E+000; 1.9230E+001;
 3.0000E+000; 9.3396E+001; 3.0000E+000; 4.7243E+001; 3.0000E+000; 2.7510E+001; 3.0000E+000; 2.1535E+001; 3.0000E+000; 2.0244E+001; 3.0000E+000; 2.0042E+001; 3.0000E+000; 1.9207E+001;
 4.0000E+000; 1.0308E+002; 4.0000E+000; 5.6139E+001; 4.0000E+000; 3.2549E+001; 4.0000E+000; 2.3467E+001; 4.0000E+000; 2.0767E+001; 4.0000E+000; 2.0146E+001; 4.0000E+000; 1.9221E+001;
 5.0000E+000; 1.1118E+002; 5.0000E+000; 6.3970E+001; 5.0000E+000; 3.7709E+001; 5.0000E+000; 2.5935E+001; 5.0000E+000; 2.1649E+001; 5.0000E+000; 2.0388E+001; 5.0000E+000; 1.9251E+001;
 6.0000E+000; 1.1834E+002; 6.0000E+000; 7.0976E+001; 6.0000E+000; 4.2777E+001; 6.0000E+000; 2.8737E+001; 6.0000E+000; 2.2858E+001; 6.0000E+000; 2.0802E+001; 6.0000E+000; 1.9288E+001;
 7.0000E+000; 1.2490E+002; 7.0000E+000; 7.7364E+001; 7.0000E+000; 4.7676E+001; 7.0000E+000; 3.1732E+001; 7.0000E+000; 2.4337E+001; 7.0000E+000; 2.1396E+001; 7.0000E+000; 1.9326E+001;
 8.0000E+000; 1.3104E+002; 8.0000E+000; 8.3285E+001; 8.0000E+000; 5.2392E+001; 8.0000E+000; 3.4828E+001; 8.0000E+000; 2.6025E+001; 8.0000E+000; 2.2163E+001; 8.0000E+000; 1.9363E+001;
 9.0000E+000; 1.3686E+002; 9.0000E+000; 8.8843E+001; 9.0000E+000; 5.6932E+001; 9.0000E+000; 3.7969E+001; 9.0000E+000; 2.7872E+001; 9.0000E+000; 2.3086E+001; 9.0000E+000; 1.9398E+001;
 1.0000E+001; 1.4241E+002; 1.0000E+001; 9.4104E+001; 1.0000E+001; 6.1311E+001; 1.0000E+001; 4.1122E+001; 1.0000E+001; 2.9837E+001; 1.0000E+001; 2.4145E+001; 1.0000E+001; 1.9431E+001;
 1.1000E+001; 1.4779E+002; 1.1000E+001; 9.9128E+001; 1.1000E+001; 6.5546E+001; 1.1000E+001; 4.4265E+001; 1.1000E+001; 3.1888E+001; 1.1000E+001; 2.5322E+001; 1.1000E+001; 1.9463E+001;
 1.2000E+001; 1.5301E+002; 1.2000E+001; 1.0396E+002; 1.2000E+001; 6.9655E+001; 1.2000E+001; 4.7388E+001; 1.2000E+001; 3.4003E+001; 1.2000E+001; 2.6598E+001; 1.2000E+001; 1.9493E+001;
 1.3000E+001; 1.5811E+002; 1.3000E+001; 1.0864E+002; 1.3000E+001; 7.3652E+001; 1.3000E+001; 5.0484E+001; 1.3000E+001; 3.6164E+001; 1.3000E+001; 2.7956E+001; 1.3000E+001; 1.9523E+001;
 1.4000E+001; 1.6309E+002; 1.4000E+001; 1.1318E+002; 1.4000E+001; 7.7553E+001; 1.4000E+001; 5.3551E+001; 1.4000E+001; 3.8359E+001; 1.4000E+001; 2.9382E+001; 1.4000E+001; 1.9554E+001;
 1.5000E+001; 1.6796E+002; 1.5000E+001; 1.1761E+002; 1.5000E+001; 8.1368E+001; 1.5000E+001; 5.6588E+001; 1.5000E+001; 4.0578E+001; 1.5000E+001; 3.0865E+001; 1.5000E+001; 1.9587E+001;
 1.6000E+001; 1.7271E+002; 1.6000E+001; 1.2194E+002; 1.6000E+001; 8.5108E+001; 1.6000E+001; 5.9596E+001; 1.6000E+001; 4.2815E+001; 1.6000E+001; 3.2398E+001; 1.6000E+001; 1.9624E+001;
 1.7000E+001; 1.7735E+002; 1.7000E+001; 1.2616E+002; 1.7000E+001; 8.8778E+001; 1.7000E+001; 6.2574E+001; 1.7000E+001; 4.5064E+001; 1.7000E+001; 3.3971E+001; 1.7000E+001; 1.9666E+001;
 1.8000E+001; 1.8189E+002; 1.8000E+001; 1.3030E+002; 1.8000E+001; 9.2383E+001; 1.8000E+001; 6.5525E+001; 1.8000E+001; 4.7323E+001; 1.8000E+001; 3.5581E+001; 1.8000E+001; 1.9714E+001;
