Time(min)   ;SW_00mm     ;Time(min)   ;SW_10mm     ;Time(min)   ;SW_20mm     ;Time(min)   ;SW_30mm     ;Time(min)   ;SW_40mm     ;Time(min)   ;SW_50mm     ;Time(min)   ;SW_120mm    ;
 1.2000E+001; 3.1593E-002; 1.2000E+001; 2.4583E-001; 1.2000E+001; 2.1999E-001; 1.2000E+001; 2.1209E-001; 1.2000E+001; 2.0723E-001; 1.2000E+001; 2.0425E-001; 1.2000E+001; 1.4956E-001;
 1.3000E+001; 2.9781E-002; 1.3000E+001; 2.5074E-001; 1.3000E+001; 2.2014E-001; 1.3000E+001; 2.1211E-001; 1.3000E+001; 2.0731E-001; 1.3000E+001; 2.0431E-001; 1.3000E+001; 1.4857E-001;
 1.4000E+001; 2.8148E-002; 1.4000E+001; 2.5575E-001; 1.4000E+001; 2.2023E-001; 1.4000E+001; 2.1212E-001; 1.4000E+001; 2.0737E-001; 1.4000E+001; 2.0439E-001; 1.4000E+001; 1.4775E-001;
 1.5000E+001; 2.6673E-002; 1.5000E+001; 2.6096E-001; 1.5000E+001; 2.2027E-001; 1.5000E+001; 2.1211E-001; 1.5000E+001; 2.0741E-001; 1.5000E+001; 2.0448E-001; 1.5000E+001; 1.4706E-001;
 1.6000E+001; 2.5342E-002; 1.6000E+001; 2.6642E-001; 1.6000E+001; 2.2025E-001; 1.6000E+001; 2.1209E-001; 1.6000E+001; 2.0743E-001; 1.6000E+001; 2.0456E-001; 1.6000E+001; 1.4647E-001;
 1.7000E+001; 2.4145E-002; 1.7000E+001; 2.7220E-001; 1.7000E+001; 2.2019E-001; 1.7000E+001; 2.1206E-001; 1.7000E+001; 2.0744E-001; 1.7000E+001; 2.0462E-001; 1.7000E+001; 1.4594E-001;
 1.8000E+001; 2.3076E-002; 1.8000E+001; 2.7830E-001; 1.8000E+001; 2.2012E-001; 1.8000E+001; 2.1203E-001; 1.8000E+001; 2.0744E-001; 1.8000E+001; 2.0467E-001; 1.8000E+001; 1.4547E-001;
 1.9000E+001; 2.2134E-002; 1.9000E+001; 2.8471E-001; 1.9000E+001; 2.2008E-001; 1.9000E+001; 2.1200E-001; 1.9000E+001; 2.0743E-001; 1.9000E+001; 2.0470E-001; 1.9000E+001; 1.4502E-001;
 2.0000E+001; 2.1318E-002; 2.0000E+001; 2.9119E-001; 2.0000E+001; 2.2009E-001; 2.0000E+001; 2.1197E-001; 2.0000E+001; 2.0742E-001; 2.0000E+001; 2.0472E-001; 2.0000E+001; 1.4459E-001;
 2.1000E+001; 2.0618E-002; 2.1000E+001; 2.9699E-001; 2.1000E+001; 2.2013E-001; 2.1000E+001; 2.1195E-001; 2.1000E+001; 2.0740E-001; 2.1000E+001; 2.0473E-001; 2.1000E+001; 1.4416E-001;
 2.2000E+001; 2.0015E-002; 2.2000E+001; 3.0091E-001; 2.2000E+001; 2.2019E-001; 2.2000E+001; 2.1195E-001; 2.2000E+001; 2.0738E-001; 2.2000E+001; 2.0473E-001; 2.2000E+001; 1.4372E-001;
 2.3000E+001; 1.9482E-002; 2.3000E+001; 3.0181E-001; 2.3000E+001; 2.2025E-001; 2.3000E+001; 2.1196E-001; 2.3000E+001; 2.0736E-001; 2.3000E+001; 2.0472E-001; 2.3000E+001; 1.4326E-001;
 2.4000E+001; 1.9000E-002; 2.4000E+001; 2.9926E-001; 2.4000E+001; 2.2033E-001; 2.4000E+001; 2.1200E-001; 2.4000E+001; 2.0734E-001; 2.4000E+001; 2.0471E-001; 2.4000E+001; 1.4276E-001;
 2.5000E+001; 1.8553E-002; 2.5000E+001; 2.9359E-001; 2.5000E+001; 2.2049E-001; 2.5000E+001; 2.1207E-001; 2.5000E+001; 2.0733E-001; 2.5000E+001; 2.0470E-001; 2.5000E+001; 1.4223E-001;
 2.6000E+001; 1.8130E-002; 2.6000E+001; 2.8540E-001; 2.6000E+001; 2.2080E-001; 2.6000E+001; 2.1217E-001; 2.6000E+001; 2.0734E-001; 2.6000E+001; 2.0469E-001; 2.6000E+001; 1.4165E-001;
 2.7000E+001; 1.7725E-002; 2.7000E+001; 2.7522E-001; 2.7000E+001; 2.2130E-001; 2.7000E+001; 2.1230E-001; 2.7000E+001; 2.0735E-001; 2.7000E+001; 2.0468E-001; 2.7000E+001; 1.4102E-001;
 2.8000E+001; 1.7332E-002; 2.8000E+001; 2.6336E-001; 2.8000E+001; 2.2197E-001; 2.8000E+001; 2.1247E-001; 2.8000E+001; 2.0739E-001; 2.8000E+001; 2.0467E-001; 2.8000E+001; 1.4034E-001;
 2.9000E+001; 1.6950E-002; 2.9000E+001; 2.4999E-001; 2.9000E+001; 2.2284E-001; 2.9000E+001; 2.1269E-001; 2.9000E+001; 2.0744E-001; 2.9000E+001; 2.0467E-001; 2.9000E+001; 1.3959E-001;
 3.0000E+001; 1.6571E-002; 3.0000E+001; 2.3512E-001; 3.0000E+001; 2.2389E-001; 3.0000E+001; 2.1295E-001; 3.0000E+001; 2.0751E-001; 3.0000E+001; 2.0467E-001; 3.0000E+001; 1.3879E-001;
 3.1000E+001; 1.6201E-002; 3.1000E+001; 2.1887E-001; 3.1000E+001; 2.2513E-001; 3.1000E+001; 2.1325E-001; 3.1000E+001; 2.0760E-001; 3.1000E+001; 2.0468E-001; 3.1000E+001; 1.3792E-001;
 3.2000E+001; 1.5842E-002; 3.2000E+001; 2.0152E-001; 3.2000E+001; 2.2658E-001; 3.2000E+001; 2.1359E-001; 3.2000E+001; 2.0769E-001; 3.2000E+001; 2.0470E-001; 3.2000E+001; 1.3699E-001;
 3.3000E+001; 1.5495E-002; 3.3000E+001; 1.8358E-001; 3.3000E+001; 2.2828E-001; 3.3000E+001; 2.1398E-001; 3.3000E+001; 2.0780E-001; 3.3000E+001; 2.0472E-001; 3.3000E+001; 1.3600E-001;
 3.4000E+001; 1.5164E-002; 3.4000E+001; 1.6581E-001; 3.4000E+001; 2.3028E-001; 3.4000E+001; 2.1440E-001; 3.4000E+001; 2.0790E-001; 3.4000E+001; 2.0475E-001; 3.4000E+001; 1.3494E-001;
 3.5000E+001; 1.4847E-002; 3.5000E+001; 1.4906E-001; 3.5000E+001; 2.3263E-001; 3.5000E+001; 2.1487E-001; 3.5000E+001; 2.0802E-001; 3.5000E+001; 2.0478E-001; 3.5000E+001; 1.3383E-001;
 3.6000E+001; 1.4546E-002; 3.6000E+001; 1.3401E-001; 3.6000E+001; 2.3535E-001; 3.6000E+001; 2.1539E-001; 3.6000E+001; 2.0813E-001; 3.6000E+001; 2.0482E-001; 3.6000E+001; 1.3266E-001;
 3.7000E+001; 1.4258E-002; 3.7000E+001; 1.2091E-001; 3.7000E+001; 2.3843E-001; 3.7000E+001; 2.1594E-001; 3.7000E+001; 2.0824E-001; 3.7000E+001; 2.0487E-001; 3.7000E+001; 1.3144E-001;
 3.8000E+001; 1.3984E-002; 3.8000E+001; 1.0968E-001; 3.8000E+001; 2.4177E-001; 3.8000E+001; 2.1652E-001; 3.8000E+001; 2.0836E-001; 3.8000E+001; 2.0492E-001; 3.8000E+001; 1.3016E-001;
 3.9000E+001; 1.3709E-002; 3.9000E+001; 1.0012E-001; 3.9000E+001; 2.4528E-001; 3.9000E+001; 2.1712E-001; 3.9000E+001; 2.0847E-001; 3.9000E+001; 2.0498E-001; 3.9000E+001; 1.2884E-001;
 4.0000E+001; 1.3441E-002; 4.0000E+001; 9.1974E-002; 4.0000E+001; 2.4886E-001; 4.0000E+001; 2.1774E-001; 4.0000E+001; 2.0860E-001; 4.0000E+001; 2.0504E-001; 4.0000E+001; 1.2748E-001;
 4.1000E+001; 1.3183E-002; 4.1000E+001; 8.4992E-002; 4.1000E+001; 2.5241E-001; 4.1000E+001; 2.1836E-001; 4.1000E+001; 2.0875E-001; 4.1000E+001; 2.0511E-001; 4.1000E+001; 1.2608E-001;
 4.2000E+001; 1.2933E-002; 4.2000E+001; 7.8957E-002; 4.2000E+001; 2.5582E-001; 4.2000E+001; 2.1899E-001; 4.2000E+001; 2.0892E-001; 4.2000E+001; 2.0518E-001; 4.2000E+001; 1.2465E-001;
 4.3000E+001; 1.2691E-002; 4.3000E+001; 7.3714E-002; 4.3000E+001; 2.5896E-001; 4.3000E+001; 2.1964E-001; 4.3000E+001; 2.0910E-001; 4.3000E+001; 2.0525E-001; 4.3000E+001; 1.2320E-001;
 4.4000E+001; 1.2457E-002; 4.4000E+001; 6.9148E-002; 4.4000E+001; 2.6163E-001; 4.4000E+001; 2.2031E-001; 4.4000E+001; 2.0932E-001; 4.4000E+001; 2.0533E-001; 4.4000E+001; 1.2172E-001;
 4.5000E+001; 1.2230E-002; 4.5000E+001; 6.5167E-002; 4.5000E+001; 2.6360E-001; 4.5000E+001; 2.2101E-001; 4.5000E+001; 2.0956E-001; 4.5000E+001; 2.0542E-001; 4.5000E+001; 1.2022E-001;
 4.6000E+001; 1.2010E-002; 4.6000E+001; 6.1689E-002; 4.6000E+001; 2.6454E-001; 4.6000E+001; 2.2174E-001; 4.6000E+001; 2.0982E-001; 4.6000E+001; 2.0551E-001; 4.6000E+001; 1.1871E-001;
 4.7000E+001; 1.1797E-002; 4.7000E+001; 5.8637E-002; 4.7000E+001; 2.6417E-001; 4.7000E+001; 2.2250E-001; 4.7000E+001; 2.1012E-001; 4.7000E+001; 2.0560E-001; 4.7000E+001; 1.1719E-001;
 4.8000E+001; 1.1592E-002; 4.8000E+001; 5.5942E-002; 4.8000E+001; 2.6222E-001; 4.8000E+001; 2.2332E-001; 4.8000E+001; 2.1045E-001; 4.8000E+001; 2.0569E-001; 4.8000E+001; 1.1566E-001;
 4.9000E+001; 1.1393E-002; 4.9000E+001; 5.3542E-002; 4.9000E+001; 2.5858E-001; 4.9000E+001; 2.2420E-001; 4.9000E+001; 2.1081E-001; 4.9000E+001; 2.0578E-001; 4.9000E+001; 1.1413E-001;
 5.0000E+001; 1.1201E-002; 5.0000E+001; 5.1384E-002; 5.0000E+001; 2.5324E-001; 5.0000E+001; 2.2516E-001; 5.0000E+001; 2.1120E-001; 5.0000E+001; 2.0588E-001; 5.0000E+001; 1.1261E-001;
 5.1000E+001; 1.1014E-002; 5.1000E+001; 4.9424E-002; 5.1000E+001; 2.4631E-001; 5.1000E+001; 2.2619E-001; 5.1000E+001; 2.1162E-001; 5.1000E+001; 2.0598E-001; 5.1000E+001; 1.1109E-001;
 5.2000E+001; 1.0833E-002; 5.2000E+001; 4.7628E-002; 5.2000E+001; 2.3794E-001; 5.2000E+001; 2.2731E-001; 5.2000E+001; 2.1207E-001; 5.2000E+001; 2.0607E-001; 5.2000E+001; 1.0957E-001;
 5.3000E+001; 1.0653E-002; 5.3000E+001; 4.5958E-002; 5.3000E+001; 2.2834E-001; 5.3000E+001; 2.2852E-001; 5.3000E+001; 2.1255E-001; 5.3000E+001; 2.0618E-001; 5.3000E+001; 1.0807E-001;
 5.4000E+001; 1.0478E-002; 5.4000E+001; 4.4401E-002; 5.4000E+001; 2.1777E-001; 5.4000E+001; 2.2981E-001; 5.4000E+001; 2.1304E-001; 5.4000E+001; 2.0630E-001; 5.4000E+001; 1.0658E-001;
 5.5000E+001; 1.0307E-002; 5.5000E+001; 4.2951E-002; 5.5000E+001; 2.0654E-001; 5.5000E+001; 2.3119E-001; 5.5000E+001; 2.1354E-001; 5.5000E+001; 2.0643E-001; 5.5000E+001; 1.0511E-001;
 5.6000E+001; 1.0140E-002; 5.6000E+001; 4.1603E-002; 5.6000E+001; 1.9491E-001; 5.6000E+001; 2.3266E-001; 5.6000E+001; 2.1406E-001; 5.6000E+001; 2.0657E-001; 5.6000E+001; 1.0365E-001;
 5.7000E+001; 9.9765E-003; 5.7000E+001; 4.0350E-002; 5.7000E+001; 1.8319E-001; 5.7000E+001; 2.3420E-001; 5.7000E+001; 2.1459E-001; 5.7000E+001; 2.0673E-001; 5.7000E+001; 1.0221E-001;
 5.8000E+001; 9.8173E-003; 5.8000E+001; 3.9186E-002; 5.8000E+001; 1.7166E-001; 5.8000E+001; 2.3583E-001; 5.8000E+001; 2.1514E-001; 5.8000E+001; 2.0691E-001; 5.8000E+001; 1.0079E-001;
 5.9000E+001; 9.6621E-003; 5.9000E+001; 3.8105E-002; 5.9000E+001; 1.6059E-001; 5.9000E+001; 2.3751E-001; 5.9000E+001; 2.1570E-001; 5.9000E+001; 2.0710E-001; 5.9000E+001; 9.9389E-002;
 6.0000E+001; 9.5107E-003; 6.0000E+001; 3.7099E-002; 6.0000E+001; 1.5016E-001; 6.0000E+001; 2.3923E-001; 6.0000E+001; 2.1628E-001; 6.0000E+001; 2.0731E-001; 6.0000E+001; 9.8009E-002;
 6.1000E+001; 9.3629E-003; 6.1000E+001; 3.6160E-002; 6.1000E+001; 1.4049E-001; 6.1000E+001; 2.4096E-001; 6.1000E+001; 2.1687E-001; 6.1000E+001; 2.0754E-001; 6.1000E+001; 9.6650E-002;
 6.2000E+001; 9.2184E-003; 6.2000E+001; 3.5280E-002; 6.2000E+001; 1.3163E-001; 6.2000E+001; 2.4268E-001; 6.2000E+001; 2.1747E-001; 6.2000E+001; 2.0779E-001; 6.2000E+001; 9.5313E-002;
 6.3000E+001; 9.0770E-003; 6.3000E+001; 3.4453E-002; 6.3000E+001; 1.2358E-001; 6.3000E+001; 2.4433E-001; 6.3000E+001; 2.1809E-001; 6.3000E+001; 2.0806E-001; 6.3000E+001; 9.3998E-002;
 6.4000E+001; 8.9388E-003; 6.4000E+001; 3.3672E-002; 6.4000E+001; 1.1629E-001; 6.4000E+001; 2.4587E-001; 6.4000E+001; 2.1873E-001; 6.4000E+001; 2.0835E-001; 6.4000E+001; 9.2705E-002;
 6.5000E+001; 8.8034E-003; 6.5000E+001; 3.2932E-002; 6.5000E+001; 1.0972E-001; 6.5000E+001; 2.4726E-001; 6.5000E+001; 2.1938E-001; 6.5000E+001; 2.0865E-001; 6.5000E+001; 9.1435E-002;
 6.6000E+001; 8.6707E-003; 6.6000E+001; 3.2202E-002; 6.6000E+001; 1.0383E-001; 6.6000E+001; 2.4842E-001; 6.6000E+001; 2.2004E-001; 6.6000E+001; 2.0897E-001; 6.6000E+001; 9.0186E-002;
 6.7000E+001; 8.5399E-003; 6.7000E+001; 3.1491E-002; 6.7000E+001; 9.8561E-002; 6.7000E+001; 2.4930E-001; 6.7000E+001; 2.2072E-001; 6.7000E+001; 2.0931E-001; 6.7000E+001; 8.8960E-002;
 6.8000E+001; 8.4112E-003; 6.8000E+001; 3.0807E-002; 6.8000E+001; 9.3820E-002; 6.8000E+001; 2.4979E-001; 6.8000E+001; 2.2141E-001; 6.8000E+001; 2.0967E-001; 6.8000E+001; 8.7755E-002;
 6.9000E+001; 8.2848E-003; 6.9000E+001; 3.0155E-002; 6.9000E+001; 8.9542E-002; 6.9000E+001; 2.4983E-001; 6.9000E+001; 2.2211E-001; 6.9000E+001; 2.1003E-001; 6.9000E+001; 8.6573E-002;
 7.0000E+001; 8.1607E-003; 7.0000E+001; 2.9535E-002; 7.0000E+001; 8.5670E-002; 7.0000E+001; 2.4931E-001; 7.0000E+001; 2.2283E-001; 7.0000E+001; 2.1040E-001; 7.0000E+001; 8.5411E-002;
 7.1000E+001; 8.0388E-003; 7.1000E+001; 2.8945E-002; 7.1000E+001; 8.2154E-002; 7.1000E+001; 2.4816E-001; 7.1000E+001; 2.2356E-001; 7.1000E+001; 2.1078E-001; 7.1000E+001; 8.4271E-002;
 7.2000E+001; 7.9191E-003; 7.2000E+001; 2.8384E-002; 7.2000E+001; 7.8951E-002; 7.2000E+001; 2.4631E-001; 7.2000E+001; 2.2430E-001; 7.2000E+001; 2.1117E-001; 7.2000E+001; 8.3151E-002;
 7.3000E+001; 7.8015E-003; 7.3000E+001; 2.7851E-002; 7.3000E+001; 7.6021E-002; 7.3000E+001; 2.4372E-001; 7.3000E+001; 2.2507E-001; 7.3000E+001; 2.1157E-001; 7.3000E+001; 8.2052E-002;
 7.4000E+001; 7.6860E-003; 7.4000E+001; 2.7344E-002; 7.4000E+001; 7.3329E-002; 7.4000E+001; 2.4035E-001; 7.4000E+001; 2.2584E-001; 7.4000E+001; 2.1198E-001; 7.4000E+001; 8.0973E-002;
 7.5000E+001; 7.5724E-003; 7.5000E+001; 2.6860E-002; 7.5000E+001; 7.0847E-002; 7.5000E+001; 2.3622E-001; 7.5000E+001; 2.2663E-001; 7.5000E+001; 2.1240E-001; 7.5000E+001; 7.9914E-002;
 7.6000E+001; 7.4607E-003; 7.6000E+001; 2.6399E-002; 7.6000E+001; 6.8549E-002; 7.6000E+001; 2.3135E-001; 7.6000E+001; 2.2744E-001; 7.6000E+001; 2.1283E-001; 7.6000E+001; 7.8875E-002;
 7.7000E+001; 7.3511E-003; 7.7000E+001; 2.5957E-002; 7.7000E+001; 6.6416E-002; 7.7000E+001; 2.2580E-001; 7.7000E+001; 2.2826E-001; 7.7000E+001; 2.1326E-001; 7.7000E+001; 7.7854E-002;
 7.8000E+001; 7.2427E-003; 7.8000E+001; 2.5533E-002; 7.8000E+001; 6.4430E-002; 7.8000E+001; 2.1965E-001; 7.8000E+001; 2.2909E-001; 7.8000E+001; 2.1371E-001; 7.8000E+001; 7.6852E-002;
 7.9000E+001; 7.1361E-003; 7.9000E+001; 2.5126E-002; 7.9000E+001; 6.2576E-002; 7.9000E+001; 2.1298E-001; 7.9000E+001; 2.2993E-001; 7.9000E+001; 2.1417E-001; 7.9000E+001; 7.5868E-002;
 8.0000E+001; 7.0311E-003; 8.0000E+001; 2.4735E-002; 8.0000E+001; 6.0845E-002; 8.0000E+001; 2.0589E-001; 8.0000E+001; 2.3078E-001; 8.0000E+001; 2.1463E-001; 8.0000E+001; 7.4903E-002;
 8.1000E+001; 6.9277E-003; 8.1000E+001; 2.4356E-002; 8.1000E+001; 5.9225E-002; 8.1000E+001; 1.9851E-001; 8.1000E+001; 2.3163E-001; 8.1000E+001; 2.1511E-001; 8.1000E+001; 7.3955E-002;
 8.2000E+001; 6.8256E-003; 8.2000E+001; 2.3982E-002; 8.2000E+001; 5.7703E-002; 8.2000E+001; 1.9094E-001; 8.2000E+001; 2.3247E-001; 8.2000E+001; 2.1559E-001; 8.2000E+001; 7.3025E-002;
 8.3000E+001; 6.7247E-003; 8.3000E+001; 2.3618E-002; 8.3000E+001; 5.6272E-002; 8.3000E+001; 1.8332E-001; 8.3000E+001; 2.3331E-001; 8.3000E+001; 2.1607E-001; 8.3000E+001; 7.2111E-002;
 8.4000E+001; 6.6252E-003; 8.4000E+001; 2.3265E-002; 8.4000E+001; 5.4926E-002; 8.4000E+001; 1.7578E-001; 8.4000E+001; 2.3413E-001; 8.4000E+001; 2.1656E-001; 8.4000E+001; 7.1215E-002;
 8.5000E+001; 6.5269E-003; 8.5000E+001; 2.2925E-002; 8.5000E+001; 5.3661E-002; 8.5000E+001; 1.6839E-001; 8.5000E+001; 2.3493E-001; 8.5000E+001; 2.1705E-001; 8.5000E+001; 7.0335E-002;
 8.6000E+001; 6.4298E-003; 8.6000E+001; 2.2597E-002; 8.6000E+001; 5.2471E-002; 8.6000E+001; 1.6124E-001; 8.6000E+001; 2.3568E-001; 8.6000E+001; 2.1754E-001; 8.6000E+001; 6.9471E-002;
 8.7000E+001; 6.3340E-003; 8.7000E+001; 2.2280E-002; 8.7000E+001; 5.1350E-002; 8.7000E+001; 1.5438E-001; 8.7000E+001; 2.3638E-001; 8.7000E+001; 2.1803E-001; 8.7000E+001; 6.8624E-002;
 8.8000E+001; 6.2395E-003; 8.8000E+001; 2.1975E-002; 8.8000E+001; 5.0292E-002; 8.8000E+001; 1.4786E-001; 8.8000E+001; 2.3701E-001; 8.8000E+001; 2.1853E-001; 8.8000E+001; 6.7792E-002;
 8.9000E+001; 6.1462E-003; 8.9000E+001; 2.1681E-002; 8.9000E+001; 4.9293E-002; 8.9000E+001; 1.4171E-001; 8.9000E+001; 2.3755E-001; 8.9000E+001; 2.1902E-001; 8.9000E+001; 6.6975E-002;
 9.0000E+001; 6.0535E-003; 9.0000E+001; 2.1397E-002; 9.0000E+001; 4.8348E-002; 9.0000E+001; 1.3593E-001; 9.0000E+001; 2.3797E-001; 9.0000E+001; 2.1952E-001; 9.0000E+001; 6.6174E-002;
 9.1000E+001; 5.9624E-003; 9.1000E+001; 2.1122E-002; 9.1000E+001; 4.7452E-002; 9.1000E+001; 1.3052E-001; 9.1000E+001; 2.3826E-001; 9.1000E+001; 2.2001E-001; 9.1000E+001; 6.5388E-002;
 9.2000E+001; 5.8723E-003; 9.2000E+001; 2.0855E-002; 9.2000E+001; 4.6603E-002; 9.2000E+001; 1.2548E-001; 9.2000E+001; 2.3838E-001; 9.2000E+001; 2.2051E-001; 9.2000E+001; 6.4616E-002;
 9.3000E+001; 5.7828E-003; 9.3000E+001; 2.0598E-002; 9.3000E+001; 4.5796E-002; 9.3000E+001; 1.2080E-001; 9.3000E+001; 2.3832E-001; 9.3000E+001; 2.2100E-001; 9.3000E+001; 6.3859E-002;
 9.4000E+001; 5.6947E-003; 9.4000E+001; 2.0347E-002; 9.4000E+001; 4.5030E-002; 9.4000E+001; 1.1645E-001; 9.4000E+001; 2.3804E-001; 9.4000E+001; 2.2148E-001; 9.4000E+001; 6.3117E-002;
 9.5000E+001; 5.6074E-003; 9.5000E+001; 2.0104E-002; 9.5000E+001; 4.4301E-002; 9.5000E+001; 1.1241E-001; 9.5000E+001; 2.3751E-001; 9.5000E+001; 2.2197E-001; 9.5000E+001; 6.2388E-002;
 9.6000E+001; 5.5211E-003; 9.6000E+001; 1.9867E-002; 9.6000E+001; 4.3607E-002; 9.6000E+001; 1.0867E-001; 9.6000E+001; 2.3671E-001; 9.6000E+001; 2.2245E-001; 9.6000E+001; 6.1673E-002;
 9.7000E+001; 5.4357E-003; 9.7000E+001; 1.9637E-002; 9.7000E+001; 4.2947E-002; 9.7000E+001; 1.0519E-001; 9.7000E+001; 2.3561E-001; 9.7000E+001; 2.2292E-001; 9.7000E+001; 6.0972E-002;
 9.8000E+001; 5.3513E-003; 9.8000E+001; 1.9411E-002; 9.8000E+001; 4.2303E-002; 9.8000E+001; 1.0199E-001; 9.8000E+001; 2.3420E-001; 9.8000E+001; 2.2339E-001; 9.8000E+001; 6.0284E-002;
 9.9000E+001; 5.2679E-003; 9.9000E+001; 1.9187E-002; 9.9000E+001; 4.1681E-002; 9.9000E+001; 9.9027E-002; 9.9000E+001; 2.3245E-001; 9.9000E+001; 2.2385E-001; 9.9000E+001; 5.9609E-002;
 1.0000E+002; 5.1855E-003; 1.0000E+002; 1.8964E-002; 1.0000E+002; 4.1081E-002; 1.0000E+002; 9.6272E-002; 1.0000E+002; 2.3036E-001; 1.0000E+002; 2.2431E-001; 1.0000E+002; 5.8947E-002;
 1.0100E+002; 5.1046E-003; 1.0100E+002; 1.8742E-002; 1.0100E+002; 4.0501E-002; 1.0100E+002; 9.3702E-002; 1.0100E+002; 2.2792E-001; 1.0100E+002; 2.2476E-001; 1.0100E+002; 5.8298E-002;
 1.0200E+002; 5.0244E-003; 1.0200E+002; 1.8519E-002; 1.0200E+002; 3.9932E-002; 1.0200E+002; 9.1293E-002; 1.0200E+002; 2.2516E-001; 1.0200E+002; 2.2520E-001; 1.0200E+002; 5.7661E-002;
 1.0300E+002; 4.9425E-003; 1.0300E+002; 1.8329E-002; 1.0300E+002; 3.9379E-002; 1.0300E+002; 8.9024E-002; 1.0300E+002; 2.2207E-001; 1.0300E+002; 2.2563E-001; 1.0300E+002; 5.7037E-002;
 1.0400E+002; 4.8609E-003; 1.0400E+002; 1.8140E-002; 1.0400E+002; 3.8885E-002; 1.0400E+002; 8.6882E-002; 1.0400E+002; 2.1870E-001; 1.0400E+002; 2.2605E-001; 1.0400E+002; 5.6425E-002;
 1.0500E+002; 4.7799E-003; 1.0500E+002; 1.7954E-002; 1.0500E+002; 3.8436E-002; 1.0500E+002; 8.4871E-002; 1.0500E+002; 2.1506E-001; 1.0500E+002; 2.2646E-001; 1.0500E+002; 5.5825E-002;
 1.0600E+002; 4.6994E-003; 1.0600E+002; 1.7768E-002; 1.0600E+002; 3.8016E-002; 1.0600E+002; 8.3010E-002; 1.0600E+002; 2.1118E-001; 1.0600E+002; 2.2685E-001; 1.0600E+002; 5.5237E-002;
 1.0700E+002; 4.6195E-003; 1.0700E+002; 1.7583E-002; 1.0700E+002; 3.7604E-002; 1.0700E+002; 8.1315E-002; 1.0700E+002; 2.0710E-001; 1.0700E+002; 2.2723E-001; 1.0700E+002; 5.4660E-002;
