Time(min)   ;HYD_00mm    ;Time(min)   ;HYD_10mm    ;Time(min)   ;HYD_20mm    ;Time(min)   ;HYD_30mm    ;Time(min)   ;HYD_40mm    ;Time(min)   ;HYD_50mm    ;Time(min)   ;HYD_120mm   ;
 2.3000E+001; 8.9503E-001; 2.3000E+001; 7.4407E-001; 2.3000E+001; 6.7733E-001; 2.3000E+001; 6.4031E-001; 2.3000E+001; 6.1815E-001; 2.3000E+001; 6.0601E-001; 2.3000E+001; 8.9491E-001;
 2.4000E+001; 8.9504E-001; 2.4000E+001; 7.4454E-001; 2.4000E+001; 6.7743E-001; 2.4000E+001; 6.4033E-001; 2.4000E+001; 6.1816E-001; 2.4000E+001; 6.0601E-001; 2.4000E+001; 8.9491E-001;
 2.5000E+001; 8.9506E-001; 2.5000E+001; 7.4511E-001; 2.5000E+001; 6.7753E-001; 2.5000E+001; 6.4036E-001; 2.5000E+001; 6.1816E-001; 2.5000E+001; 6.0601E-001; 2.5000E+001; 8.9491E-001;
 2.6000E+001; 8.9507E-001; 2.6000E+001; 7.4576E-001; 2.6000E+001; 6.7766E-001; 2.6000E+001; 6.4038E-001; 2.6000E+001; 6.1817E-001; 2.6000E+001; 6.0601E-001; 2.6000E+001; 8.9491E-001;
 2.7000E+001; 8.9509E-001; 2.7000E+001; 7.4651E-001; 2.7000E+001; 6.7781E-001; 2.7000E+001; 6.4041E-001; 2.7000E+001; 6.1818E-001; 2.7000E+001; 6.0602E-001; 2.7000E+001; 8.9491E-001;
 2.8000E+001; 8.9511E-001; 2.8000E+001; 7.4737E-001; 2.8000E+001; 6.7797E-001; 2.8000E+001; 6.4045E-001; 2.8000E+001; 6.1819E-001; 2.8000E+001; 6.0602E-001; 2.8000E+001; 8.9491E-001;
 2.9000E+001; 8.9513E-001; 2.9000E+001; 7.4835E-001; 2.9000E+001; 6.7817E-001; 2.9000E+001; 6.4049E-001; 2.9000E+001; 6.1820E-001; 2.9000E+001; 6.0602E-001; 2.9000E+001; 8.9491E-001;
 3.0000E+001; 8.9515E-001; 3.0000E+001; 7.4945E-001; 3.0000E+001; 6.7838E-001; 3.0000E+001; 6.4053E-001; 3.0000E+001; 6.1821E-001; 3.0000E+001; 6.0603E-001; 3.0000E+001; 8.9491E-001;
 3.1000E+001; 8.9518E-001; 3.1000E+001; 7.5070E-001; 3.1000E+001; 6.7863E-001; 3.1000E+001; 6.4059E-001; 3.1000E+001; 6.1823E-001; 3.1000E+001; 6.0603E-001; 3.1000E+001; 8.9491E-001;
 3.2000E+001; 8.9520E-001; 3.2000E+001; 7.5209E-001; 3.2000E+001; 6.7892E-001; 3.2000E+001; 6.4065E-001; 3.2000E+001; 6.1824E-001; 3.2000E+001; 6.0604E-001; 3.2000E+001; 8.9491E-001;
 3.3000E+001; 8.9523E-001; 3.3000E+001; 7.5363E-001; 3.3000E+001; 6.7923E-001; 3.3000E+001; 6.4071E-001; 3.3000E+001; 6.1826E-001; 3.3000E+001; 6.0605E-001; 3.3000E+001; 8.9491E-001;
 3.4000E+001; 8.9525E-001; 3.4000E+001; 7.5534E-001; 3.4000E+001; 6.7959E-001; 3.4000E+001; 6.4079E-001; 3.4000E+001; 6.1828E-001; 3.4000E+001; 6.0605E-001; 3.4000E+001; 8.9491E-001;
 3.5000E+001; 8.9528E-001; 3.5000E+001; 7.5721E-001; 3.5000E+001; 6.7999E-001; 3.5000E+001; 6.4087E-001; 3.5000E+001; 6.1830E-001; 3.5000E+001; 6.0606E-001; 3.5000E+001; 8.9491E-001;
 3.6000E+001; 8.9531E-001; 3.6000E+001; 7.5925E-001; 3.6000E+001; 6.8044E-001; 3.6000E+001; 6.4097E-001; 3.6000E+001; 6.1833E-001; 3.6000E+001; 6.0607E-001; 3.6000E+001; 8.9491E-001;
 3.7000E+001; 8.9534E-001; 3.7000E+001; 7.6147E-001; 3.7000E+001; 6.8094E-001; 3.7000E+001; 6.4108E-001; 3.7000E+001; 6.1836E-001; 3.7000E+001; 6.0608E-001; 3.7000E+001; 8.9491E-001;
 3.8000E+001; 8.9537E-001; 3.8000E+001; 7.6387E-001; 3.8000E+001; 6.8150E-001; 3.8000E+001; 6.4120E-001; 3.8000E+001; 6.1839E-001; 3.8000E+001; 6.0609E-001; 3.8000E+001; 8.9491E-001;
 3.9000E+001; 8.9541E-001; 3.9000E+001; 7.6644E-001; 3.9000E+001; 6.8211E-001; 3.9000E+001; 6.4133E-001; 3.9000E+001; 6.1842E-001; 3.9000E+001; 6.0610E-001; 3.9000E+001; 8.9491E-001;
 4.0000E+001; 8.9544E-001; 4.0000E+001; 7.6920E-001; 4.0000E+001; 6.8279E-001; 4.0000E+001; 6.4148E-001; 4.0000E+001; 6.1846E-001; 4.0000E+001; 6.0611E-001; 4.0000E+001; 8.9491E-001;
 4.1000E+001; 8.9548E-001; 4.1000E+001; 7.7214E-001; 4.1000E+001; 6.8353E-001; 4.1000E+001; 6.4164E-001; 4.1000E+001; 6.1850E-001; 4.1000E+001; 6.0613E-001; 4.1000E+001; 8.9491E-001;
 4.2000E+001; 8.9552E-001; 4.2000E+001; 7.7525E-001; 4.2000E+001; 6.8434E-001; 4.2000E+001; 6.4182E-001; 4.2000E+001; 6.1855E-001; 4.2000E+001; 6.0614E-001; 4.2000E+001; 8.9491E-001;
 4.3000E+001; 8.9556E-001; 4.3000E+001; 7.7854E-001; 4.3000E+001; 6.8522E-001; 4.3000E+001; 6.4202E-001; 4.3000E+001; 6.1860E-001; 4.3000E+001; 6.0616E-001; 4.3000E+001; 8.9491E-001;
 4.4000E+001; 8.9560E-001; 4.4000E+001; 7.8199E-001; 4.4000E+001; 6.8618E-001; 4.4000E+001; 6.4224E-001; 4.4000E+001; 6.1866E-001; 4.4000E+001; 6.0618E-001; 4.4000E+001; 8.9491E-001;
 4.5000E+001; 8.9565E-001; 4.5000E+001; 7.8560E-001; 4.5000E+001; 6.8722E-001; 4.5000E+001; 6.4248E-001; 4.5000E+001; 6.1873E-001; 4.5000E+001; 6.0620E-001; 4.5000E+001; 8.9491E-001;
 4.6000E+001; 8.9569E-001; 4.6000E+001; 7.8938E-001; 4.6000E+001; 6.8834E-001; 4.6000E+001; 6.4274E-001; 4.6000E+001; 6.1880E-001; 4.6000E+001; 6.0622E-001; 4.6000E+001; 8.9491E-001;
 4.7000E+001; 8.9574E-001; 4.7000E+001; 7.9330E-001; 4.7000E+001; 6.8954E-001; 4.7000E+001; 6.4303E-001; 4.7000E+001; 6.1887E-001; 4.7000E+001; 6.0624E-001; 4.7000E+001; 8.9491E-001;
 4.8000E+001; 8.9579E-001; 4.8000E+001; 7.9736E-001; 4.8000E+001; 6.9082E-001; 4.8000E+001; 6.4334E-001; 4.8000E+001; 6.1896E-001; 4.8000E+001; 6.0627E-001; 4.8000E+001; 8.9491E-001;
 4.9000E+001; 8.9584E-001; 4.9000E+001; 8.0155E-001; 4.9000E+001; 6.9219E-001; 4.9000E+001; 6.4369E-001; 4.9000E+001; 6.1905E-001; 4.9000E+001; 6.0630E-001; 4.9000E+001; 8.9491E-001;
 5.0000E+001; 8.9589E-001; 5.0000E+001; 8.0586E-001; 5.0000E+001; 6.9364E-001; 5.0000E+001; 6.4406E-001; 5.0000E+001; 6.1915E-001; 5.0000E+001; 6.0633E-001; 5.0000E+001; 8.9491E-001;
 5.1000E+001; 8.9594E-001; 5.1000E+001; 8.1029E-001; 5.1000E+001; 6.9517E-001; 5.1000E+001; 6.4446E-001; 5.1000E+001; 6.1926E-001; 5.1000E+001; 6.0636E-001; 5.1000E+001; 8.9491E-001;
 5.2000E+001; 8.9600E-001; 5.2000E+001; 8.1482E-001; 5.2000E+001; 6.9679E-001; 5.2000E+001; 6.4490E-001; 5.2000E+001; 6.1938E-001; 5.2000E+001; 6.0640E-001; 5.2000E+001; 8.9491E-001;
 5.3000E+001; 8.9606E-001; 5.3000E+001; 8.1944E-001; 5.3000E+001; 6.9848E-001; 5.3000E+001; 6.4537E-001; 5.3000E+001; 6.1951E-001; 5.3000E+001; 6.0644E-001; 5.3000E+001; 8.9491E-001;
 5.4000E+001; 8.9612E-001; 5.4000E+001; 8.2415E-001; 5.4000E+001; 7.0025E-001; 5.4000E+001; 6.4587E-001; 5.4000E+001; 6.1965E-001; 5.4000E+001; 6.0648E-001; 5.4000E+001; 8.9491E-001;
 5.5000E+001; 8.9618E-001; 5.5000E+001; 8.2896E-001; 5.5000E+001; 7.0210E-001; 5.5000E+001; 6.4642E-001; 5.5000E+001; 6.1980E-001; 5.5000E+001; 6.0653E-001; 5.5000E+001; 8.9491E-001;
 5.6000E+001; 8.9624E-001; 5.6000E+001; 8.3384E-001; 5.6000E+001; 7.0401E-001; 5.6000E+001; 6.4700E-001; 5.6000E+001; 6.1996E-001; 5.6000E+001; 6.0658E-001; 5.6000E+001; 8.9491E-001;
 5.7000E+001; 8.9630E-001; 5.7000E+001; 8.3880E-001; 5.7000E+001; 7.0599E-001; 5.7000E+001; 6.4762E-001; 5.7000E+001; 6.2014E-001; 5.7000E+001; 6.0664E-001; 5.7000E+001; 8.9491E-001;
 5.8000E+001; 8.9637E-001; 5.8000E+001; 8.4384E-001; 5.8000E+001; 7.0802E-001; 5.8000E+001; 6.4829E-001; 5.8000E+001; 6.2033E-001; 5.8000E+001; 6.0670E-001; 5.8000E+001; 8.9491E-001;
 5.9000E+001; 8.9644E-001; 5.9000E+001; 8.4896E-001; 5.9000E+001; 7.1011E-001; 5.9000E+001; 6.4900E-001; 5.9000E+001; 6.2053E-001; 5.9000E+001; 6.0676E-001; 5.9000E+001; 8.9491E-001;
 6.0000E+001; 8.9651E-001; 6.0000E+001; 8.5417E-001; 6.0000E+001; 7.1225E-001; 6.0000E+001; 6.4975E-001; 6.0000E+001; 6.2075E-001; 6.0000E+001; 6.0683E-001; 6.0000E+001; 8.9491E-001;
 6.1000E+001; 8.9658E-001; 6.1000E+001; 8.5946E-001; 6.1000E+001; 7.1442E-001; 6.1000E+001; 6.5055E-001; 6.1000E+001; 6.2099E-001; 6.1000E+001; 6.0691E-001; 6.1000E+001; 8.9491E-001;
 6.2000E+001; 8.9665E-001; 6.2000E+001; 8.6485E-001; 6.2000E+001; 7.1664E-001; 6.2000E+001; 6.5139E-001; 6.2000E+001; 6.2124E-001; 6.2000E+001; 6.0699E-001; 6.2000E+001; 8.9491E-001;
 6.3000E+001; 8.9672E-001; 6.3000E+001; 8.7033E-001; 6.3000E+001; 7.1889E-001; 6.3000E+001; 6.5228E-001; 6.3000E+001; 6.2152E-001; 6.3000E+001; 6.0708E-001; 6.3000E+001; 8.9491E-001;
 6.4000E+001; 8.9680E-001; 6.4000E+001; 8.7590E-001; 6.4000E+001; 7.2116E-001; 6.4000E+001; 6.5322E-001; 6.4000E+001; 6.2181E-001; 6.4000E+001; 6.0717E-001; 6.4000E+001; 8.9491E-001;
 6.5000E+001; 8.9688E-001; 6.5000E+001; 8.8152E-001; 6.5000E+001; 7.2346E-001; 6.5000E+001; 6.5420E-001; 6.5000E+001; 6.2212E-001; 6.5000E+001; 6.0727E-001; 6.5000E+001; 8.9491E-001;
 6.6000E+001; 8.9696E-001; 6.6000E+001; 8.8715E-001; 6.6000E+001; 7.2577E-001; 6.6000E+001; 6.5524E-001; 6.6000E+001; 6.2245E-001; 6.6000E+001; 6.0738E-001; 6.6000E+001; 8.9491E-001;
 6.7000E+001; 8.9704E-001; 6.7000E+001; 8.9269E-001; 6.7000E+001; 7.2810E-001; 6.7000E+001; 6.5632E-001; 6.7000E+001; 6.2280E-001; 6.7000E+001; 6.0749E-001; 6.7000E+001; 8.9491E-001;
 6.8000E+001; 8.9712E-001; 6.8000E+001; 8.9805E-001; 6.8000E+001; 7.3045E-001; 6.8000E+001; 6.5744E-001; 6.8000E+001; 6.2318E-001; 6.8000E+001; 6.0761E-001; 6.8000E+001; 8.9491E-001;
 6.9000E+001; 8.9721E-001; 6.9000E+001; 9.0308E-001; 6.9000E+001; 7.3279E-001; 6.9000E+001; 6.5861E-001; 6.9000E+001; 6.2357E-001; 6.9000E+001; 6.0775E-001; 6.9000E+001; 8.9491E-001;
 7.0000E+001; 8.9729E-001; 7.0000E+001; 9.0766E-001; 7.0000E+001; 7.3515E-001; 7.0000E+001; 6.5983E-001; 7.0000E+001; 6.2399E-001; 7.0000E+001; 6.0789E-001; 7.0000E+001; 8.9491E-001;
 7.1000E+001; 8.9738E-001; 7.1000E+001; 9.1169E-001; 7.1000E+001; 7.3752E-001; 7.1000E+001; 6.6109E-001; 7.1000E+001; 6.2444E-001; 7.1000E+001; 6.0804E-001; 7.1000E+001; 8.9491E-001;
 7.2000E+001; 8.9747E-001; 7.2000E+001; 9.1512E-001; 7.2000E+001; 7.3991E-001; 7.2000E+001; 6.6239E-001; 7.2000E+001; 6.2491E-001; 7.2000E+001; 6.0819E-001; 7.2000E+001; 8.9491E-001;
 7.3000E+001; 8.9757E-001; 7.3000E+001; 9.1796E-001; 7.3000E+001; 7.4233E-001; 7.3000E+001; 6.6374E-001; 7.3000E+001; 6.2541E-001; 7.3000E+001; 6.0836E-001; 7.3000E+001; 8.9491E-001;
 7.4000E+001; 8.9766E-001; 7.4000E+001; 9.2024E-001; 7.4000E+001; 7.4478E-001; 7.4000E+001; 6.6512E-001; 7.4000E+001; 6.2593E-001; 7.4000E+001; 6.0854E-001; 7.4000E+001; 8.9491E-001;
 7.5000E+001; 8.9775E-001; 7.5000E+001; 9.2206E-001; 7.5000E+001; 7.4728E-001; 7.5000E+001; 6.6654E-001; 7.5000E+001; 6.2648E-001; 7.5000E+001; 6.0873E-001; 7.5000E+001; 8.9491E-001;
 7.6000E+001; 8.9785E-001; 7.6000E+001; 9.2351E-001; 7.6000E+001; 7.4983E-001; 7.6000E+001; 6.6800E-001; 7.6000E+001; 6.2706E-001; 7.6000E+001; 6.0894E-001; 7.6000E+001; 8.9491E-001;
 7.7000E+001; 8.9795E-001; 7.7000E+001; 9.2466E-001; 7.7000E+001; 7.5244E-001; 7.7000E+001; 6.6949E-001; 7.7000E+001; 6.2766E-001; 7.7000E+001; 6.0915E-001; 7.7000E+001; 8.9491E-001;
 7.8000E+001; 8.9805E-001; 7.8000E+001; 9.2560E-001; 7.8000E+001; 7.5510E-001; 7.8000E+001; 6.7102E-001; 7.8000E+001; 6.2830E-001; 7.8000E+001; 6.0938E-001; 7.8000E+001; 8.9491E-001;
 7.9000E+001; 8.9815E-001; 7.9000E+001; 9.2637E-001; 7.9000E+001; 7.5780E-001; 7.9000E+001; 6.7258E-001; 7.9000E+001; 6.2896E-001; 7.9000E+001; 6.0962E-001; 7.9000E+001; 8.9491E-001;
 8.0000E+001; 8.9826E-001; 8.0000E+001; 9.2702E-001; 8.0000E+001; 7.6052E-001; 8.0000E+001; 6.7416E-001; 8.0000E+001; 6.2965E-001; 8.0000E+001; 6.0987E-001; 8.0000E+001; 8.9491E-001;
 8.1000E+001; 8.9836E-001; 8.1000E+001; 9.2757E-001; 8.1000E+001; 7.6325E-001; 8.1000E+001; 6.7578E-001; 8.1000E+001; 6.3038E-001; 8.1000E+001; 6.1014E-001; 8.1000E+001; 8.9491E-001;
 8.2000E+001; 8.9847E-001; 8.2000E+001; 9.2805E-001; 8.2000E+001; 7.6597E-001; 8.2000E+001; 6.7742E-001; 8.2000E+001; 6.3113E-001; 8.2000E+001; 6.1042E-001; 8.2000E+001; 8.9491E-001;
 8.3000E+001; 8.9858E-001; 8.3000E+001; 9.2847E-001; 8.3000E+001; 7.6865E-001; 8.3000E+001; 6.7909E-001; 8.3000E+001; 6.3191E-001; 8.3000E+001; 6.1072E-001; 8.3000E+001; 8.9491E-001;
 8.4000E+001; 8.9869E-001; 8.4000E+001; 9.2885E-001; 8.4000E+001; 7.7126E-001; 8.4000E+001; 6.8078E-001; 8.4000E+001; 6.3273E-001; 8.4000E+001; 6.1104E-001; 8.4000E+001; 8.9491E-001;
 8.5000E+001; 8.9880E-001; 8.5000E+001; 9.2919E-001; 8.5000E+001; 7.7381E-001; 8.5000E+001; 6.8250E-001; 8.5000E+001; 6.3357E-001; 8.5000E+001; 6.1137E-001; 8.5000E+001; 8.9491E-001;
 8.6000E+001; 8.9891E-001; 8.6000E+001; 9.2950E-001; 8.6000E+001; 7.7625E-001; 8.6000E+001; 6.8424E-001; 8.6000E+001; 6.3445E-001; 8.6000E+001; 6.1171E-001; 8.6000E+001; 8.9491E-001;
 8.7000E+001; 8.9903E-001; 8.7000E+001; 9.2979E-001; 8.7000E+001; 7.7860E-001; 8.7000E+001; 6.8601E-001; 8.7000E+001; 6.3535E-001; 8.7000E+001; 6.1208E-001; 8.7000E+001; 8.9491E-001;
 8.8000E+001; 8.9914E-001; 8.8000E+001; 9.3006E-001; 8.8000E+001; 7.8084E-001; 8.8000E+001; 6.8781E-001; 8.8000E+001; 6.3629E-001; 8.8000E+001; 6.1246E-001; 8.8000E+001; 8.9491E-001;
 8.9000E+001; 8.9926E-001; 8.9000E+001; 9.3031E-001; 8.9000E+001; 7.8297E-001; 8.9000E+001; 6.8963E-001; 8.9000E+001; 6.3726E-001; 8.9000E+001; 6.1286E-001; 8.9000E+001; 8.9491E-001;
 9.0000E+001; 8.9938E-001; 9.0000E+001; 9.3055E-001; 9.0000E+001; 7.8499E-001; 9.0000E+001; 6.9147E-001; 9.0000E+001; 6.3826E-001; 9.0000E+001; 6.1328E-001; 9.0000E+001; 8.9491E-001;
 9.1000E+001; 8.9950E-001; 9.1000E+001; 9.3077E-001; 9.1000E+001; 7.8689E-001; 9.1000E+001; 6.9334E-001; 9.1000E+001; 6.3929E-001; 9.1000E+001; 6.1372E-001; 9.1000E+001; 8.9491E-001;
 9.2000E+001; 8.9963E-001; 9.2000E+001; 9.3099E-001; 9.2000E+001; 7.8869E-001; 9.2000E+001; 6.9523E-001; 9.2000E+001; 6.4034E-001; 9.2000E+001; 6.1418E-001; 9.2000E+001; 8.9491E-001;
 9.3000E+001; 8.9975E-001; 9.3000E+001; 9.3120E-001; 9.3000E+001; 7.9039E-001; 9.3000E+001; 6.9714E-001; 9.3000E+001; 6.4143E-001; 9.3000E+001; 6.1466E-001; 9.3000E+001; 8.9491E-001;
 9.4000E+001; 8.9988E-001; 9.4000E+001; 9.3141E-001; 9.4000E+001; 7.9200E-001; 9.4000E+001; 6.9907E-001; 9.4000E+001; 6.4254E-001; 9.4000E+001; 6.1516E-001; 9.4000E+001; 8.9491E-001;
 9.5000E+001; 9.0000E-001; 9.5000E+001; 9.3160E-001; 9.5000E+001; 7.9353E-001; 9.5000E+001; 7.0101E-001; 9.5000E+001; 6.4368E-001; 9.5000E+001; 6.1568E-001; 9.5000E+001; 8.9491E-001;
 9.6000E+001; 9.0013E-001; 9.6000E+001; 9.3179E-001; 9.6000E+001; 7.9498E-001; 9.6000E+001; 7.0297E-001; 9.6000E+001; 6.4485E-001; 9.6000E+001; 6.1622E-001; 9.6000E+001; 8.9492E-001;
 9.7000E+001; 9.0026E-001; 9.7000E+001; 9.3198E-001; 9.7000E+001; 7.9637E-001; 9.7000E+001; 7.0493E-001; 9.7000E+001; 6.4604E-001; 9.7000E+001; 6.1679E-001; 9.7000E+001; 8.9492E-001;
 9.8000E+001; 9.0040E-001; 9.8000E+001; 9.3216E-001; 9.8000E+001; 7.9769E-001; 9.8000E+001; 7.0688E-001; 9.8000E+001; 6.4726E-001; 9.8000E+001; 6.1738E-001; 9.8000E+001; 8.9492E-001;
 9.9000E+001; 9.0053E-001; 9.9000E+001; 9.3234E-001; 9.9000E+001; 7.9896E-001; 9.9000E+001; 7.0883E-001; 9.9000E+001; 6.4850E-001; 9.9000E+001; 6.1798E-001; 9.9000E+001; 8.9492E-001;
 1.0000E+002; 9.0067E-001; 1.0000E+002; 9.3252E-001; 1.0000E+002; 8.0018E-001; 1.0000E+002; 7.1077E-001; 1.0000E+002; 6.4977E-001; 1.0000E+002; 6.1862E-001; 1.0000E+002; 8.9492E-001;
 1.0100E+002; 9.0080E-001; 1.0100E+002; 9.3270E-001; 1.0100E+002; 8.0135E-001; 1.0100E+002; 7.1269E-001; 1.0100E+002; 6.5106E-001; 1.0100E+002; 6.1927E-001; 1.0100E+002; 8.9492E-001;
 1.0200E+002; 9.0094E-001; 1.0200E+002; 9.3287E-001; 1.0200E+002; 8.0249E-001; 1.0200E+002; 7.1459E-001; 1.0200E+002; 6.5237E-001; 1.0200E+002; 6.1995E-001; 1.0200E+002; 8.9492E-001;
 1.0300E+002; 9.0108E-001; 1.0300E+002; 9.3304E-001; 1.0300E+002; 8.0359E-001; 1.0300E+002; 7.1647E-001; 1.0300E+002; 6.5370E-001; 1.0300E+002; 6.2065E-001; 1.0300E+002; 8.9492E-001;
 1.0400E+002; 9.0122E-001; 1.0400E+002; 9.3321E-001; 1.0400E+002; 8.0466E-001; 1.0400E+002; 7.1833E-001; 1.0400E+002; 6.5505E-001; 1.0400E+002; 6.2137E-001; 1.0400E+002; 8.9492E-001;
 1.0500E+002; 9.0136E-001; 1.0500E+002; 9.3338E-001; 1.0500E+002; 8.0569E-001; 1.0500E+002; 7.2016E-001; 1.0500E+002; 6.5641E-001; 1.0500E+002; 6.2212E-001; 1.0500E+002; 8.9492E-001;
 1.0600E+002; 9.0151E-001; 1.0600E+002; 9.3355E-001; 1.0600E+002; 8.0671E-001; 1.0600E+002; 7.2198E-001; 1.0600E+002; 6.5779E-001; 1.0600E+002; 6.2288E-001; 1.0600E+002; 8.9492E-001;
 1.0700E+002; 9.0165E-001; 1.0700E+002; 9.3372E-001; 1.0700E+002; 8.0770E-001; 1.0700E+002; 7.2376E-001; 1.0700E+002; 6.5919E-001; 1.0700E+002; 6.2368E-001; 1.0700E+002; 8.9492E-001;
