Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 1.0115E-001; 0.0000E+000; 1.0104E-001; 0.0000E+000; 1.0097E-001; 0.0000E+000; 1.0093E-001; 0.0000E+000; 1.0091E-001; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 9.1751E-002; 1.0000E+000; 1.0096E-001; 1.0000E+000; 1.0097E-001; 1.0000E+000; 1.0093E-001; 1.0000E+000; 1.0091E-001; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 9.0982E-002; 2.0000E+000; 9.7856E-002; 2.0000E+000; 1.0079E-001; 2.0000E+000; 1.0092E-001; 2.0000E+000; 1.0091E-001; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 1.0399E-001; 3.0000E+000; 9.2561E-002; 3.0000E+000; 9.9688E-002; 3.0000E+000; 1.0080E-001; 3.0000E+000; 1.0089E-001; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.2194E-001; 4.0000E+000; 8.8116E-002; 4.0000E+000; 9.7190E-002; 4.0000E+000; 1.0036E-001; 4.0000E+000; 1.0083E-001; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.4353E-001; 5.0000E+000; 8.6074E-002; 5.0000E+000; 9.3382E-002; 5.0000E+000; 9.9331E-002; 5.0000E+000; 1.0064E-001; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.6818E-001; 6.0000E+000; 8.7020E-002; 6.0000E+000; 8.8748E-002; 6.0000E+000; 9.7535E-002; 6.0000E+000; 1.0020E-001; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.9615E-001; 7.0000E+000; 9.0891E-002; 7.0000E+000; 8.4084E-002; 7.0000E+000; 9.4884E-002; 7.0000E+000; 9.9416E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.2781E-001; 8.0000E+000; 9.7558E-002; 8.0000E+000; 8.0270E-002; 8.0000E+000; 9.1432E-002; 8.0000E+000; 9.8170E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.6445E-001; 9.0000E+000; 1.0710E-001; 9.0000E+000; 7.8029E-002; 9.0000E+000; 8.7407E-002; 9.0000E+000; 9.6389E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 3.0572E-001; 1.0000E+001; 1.1975E-001; 1.0000E+001; 7.7835E-002; 1.0000E+001; 8.3232E-002; 1.0000E+001; 9.4053E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 3.5166E-001; 1.1000E+001; 1.3569E-001; 1.1000E+001; 7.9889E-002; 1.1000E+001; 7.9475E-002; 1.1000E+001; 9.1219E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 4.0177E-001; 1.2000E+001; 1.5512E-001; 1.2000E+001; 8.4248E-002; 1.2000E+001; 7.6701E-002; 1.2000E+001; 8.8045E-002; 1.2000E+001; 1.0132E-001;
