Time(min)   ;HR_00mm     ;Time(min)   ;HR_10mm     ;Time(min)   ;HR_20mm     ;Time(min)   ;HR_30mm     ;Time(min)   ;HR_40mm     ;Time(min)   ;HR_50mm     ;Time(min)   ;HR_120mm    ;
 0.0000E+000; 4.9856E-001; 0.0000E+000; 4.4893E-001; 0.0000E+000; 4.2526E-001; 0.0000E+000; 4.1063E-001; 0.0000E+000; 3.9903E-001; 0.0000E+000; 3.9146E-001; 0.0000E+000; 4.9856E-001;
 1.0000E+000; 2.1025E-001; 1.0000E+000; 4.2483E-001; 1.0000E+000; 4.2314E-001; 1.0000E+000; 4.1044E-001; 1.0000E+000; 3.9901E-001; 1.0000E+000; 3.9145E-001; 1.0000E+000; 4.3989E-001;
 2.0000E+000; 9.3911E-002; 2.0000E+000; 4.1083E-001; 2.0000E+000; 4.2574E-001; 2.0000E+000; 4.1090E-001; 2.0000E+000; 3.9905E-001; 2.0000E+000; 3.9146E-001; 2.0000E+000; 3.9690E-001;
 3.0000E+000; 6.5334E-002; 3.0000E+000; 4.1399E-001; 3.0000E+000; 4.3288E-001; 3.0000E+000; 4.1296E-001; 3.0000E+000; 3.9941E-001; 3.0000E+000; 3.9150E-001; 3.0000E+000; 3.6396E-001;
 4.0000E+000; 5.3008E-002; 4.0000E+000; 4.2981E-001; 4.0000E+000; 4.4232E-001; 4.0000E+000; 4.1651E-001; 4.0000E+000; 4.0036E-001; 4.0000E+000; 3.9169E-001; 4.0000E+000; 3.3887E-001;
 5.0000E+000; 4.4532E-002; 5.0000E+000; 4.5008E-001; 5.0000E+000; 4.5238E-001; 5.0000E+000; 4.2113E-001; 5.0000E+000; 4.0197E-001; 5.0000E+000; 3.9213E-001; 5.0000E+000; 3.1973E-001;
 6.0000E+000; 3.7484E-002; 6.0000E+000; 4.7068E-001; 6.0000E+000; 4.6230E-001; 6.0000E+000; 4.2646E-001; 6.0000E+000; 4.0420E-001; 6.0000E+000; 3.9288E-001; 6.0000E+000; 3.0504E-001;
 7.0000E+000; 3.1485E-002; 7.0000E+000; 4.9038E-001; 7.0000E+000; 4.7184E-001; 7.0000E+000; 4.3219E-001; 7.0000E+000; 4.0694E-001; 7.0000E+000; 3.9397E-001; 7.0000E+000; 2.9366E-001;
 8.0000E+000; 2.6430E-002; 8.0000E+000; 5.0886E-001; 8.0000E+000; 4.8095E-001; 8.0000E+000; 4.3807E-001; 8.0000E+000; 4.1015E-001; 8.0000E+000; 3.9537E-001; 8.0000E+000; 2.8477E-001;
 9.0000E+000; 2.2300E-002; 9.0000E+000; 5.2680E-001; 9.0000E+000; 4.8969E-001; 9.0000E+000; 4.4396E-001; 9.0000E+000; 4.1376E-001; 9.0000E+000; 3.9708E-001; 9.0000E+000; 2.7775E-001;
 1.0000E+001; 1.8869E-002; 1.0000E+001; 5.4455E-001; 1.0000E+001; 4.9809E-001; 1.0000E+001; 4.4982E-001; 1.0000E+001; 4.1765E-001; 1.0000E+001; 3.9908E-001; 1.0000E+001; 2.7217E-001;
 1.1000E+001; 1.5926E-002; 1.1000E+001; 5.6134E-001; 1.1000E+001; 5.0613E-001; 1.1000E+001; 4.5560E-001; 1.1000E+001; 4.2167E-001; 1.1000E+001; 4.0137E-001; 1.1000E+001; 2.6769E-001;
