Time(min)   ;HR_00mm     ;Time(min)   ;HR_10mm     ;Time(min)   ;HR_20mm     ;Time(min)   ;HR_30mm     ;Time(min)   ;HR_40mm     ;Time(min)   ;HR_50mm     ;Time(min)   ;HR_120mm    ;
 0.0000E+000; 4.9883E-001; 0.0000E+000; 4.8828E-001; 0.0000E+000; 4.8079E-001; 0.0000E+000; 4.7552E-001; 0.0000E+000; 4.7202E-001; 0.0000E+000; 4.7001E-001; 0.0000E+000; 4.9883E-001;
 1.0000E+000; 2.2164E-001; 1.0000E+000; 4.6603E-001; 1.0000E+000; 4.7886E-001; 1.0000E+000; 4.7536E-001; 1.0000E+000; 4.7201E-001; 1.0000E+000; 4.7001E-001; 1.0000E+000; 4.4223E-001;
 2.0000E+000; 1.0558E-001; 2.0000E+000; 4.6047E-001; 2.0000E+000; 4.8201E-001; 2.0000E+000; 4.7584E-001; 2.0000E+000; 4.7204E-001; 2.0000E+000; 4.7001E-001; 2.0000E+000; 4.0074E-001;
 3.0000E+000; 7.4865E-002; 3.0000E+000; 4.7783E-001; 3.0000E+000; 4.8985E-001; 3.0000E+000; 4.7787E-001; 3.0000E+000; 4.7239E-001; 3.0000E+000; 4.7005E-001; 3.0000E+000; 3.6888E-001;
 4.0000E+000; 5.7910E-002; 4.0000E+000; 5.0283E-001; 4.0000E+000; 4.9947E-001; 4.0000E+000; 4.8126E-001; 4.0000E+000; 4.7329E-001; 4.0000E+000; 4.7023E-001; 4.0000E+000; 3.4452E-001;
 5.0000E+000; 4.5171E-002; 5.0000E+000; 5.2761E-001; 5.0000E+000; 5.0932E-001; 5.0000E+000; 4.8558E-001; 5.0000E+000; 4.7480E-001; 5.0000E+000; 4.7064E-001; 5.0000E+000; 3.2586E-001;
 6.0000E+000; 3.5244E-002; 6.0000E+000; 5.5042E-001; 6.0000E+000; 5.1888E-001; 6.0000E+000; 4.9051E-001; 6.0000E+000; 4.7687E-001; 6.0000E+000; 4.7134E-001; 6.0000E+000; 3.1147E-001;
 7.0000E+000; 2.7572E-002; 7.0000E+000; 5.7106E-001; 7.0000E+000; 5.2801E-001; 7.0000E+000; 4.9583E-001; 7.0000E+000; 4.7942E-001; 7.0000E+000; 4.7236E-001; 7.0000E+000; 3.0029E-001;
 8.0000E+000; 2.1680E-002; 8.0000E+000; 5.8969E-001; 8.0000E+000; 5.3670E-001; 8.0000E+000; 5.0135E-001; 8.0000E+000; 4.8235E-001; 8.0000E+000; 4.7367E-001; 8.0000E+000; 2.9153E-001;
 9.0000E+000; 1.7252E-002; 9.0000E+000; 6.0730E-001; 9.0000E+000; 5.4501E-001; 9.0000E+000; 5.0693E-001; 9.0000E+000; 4.8560E-001; 9.0000E+000; 4.7525E-001; 9.0000E+000; 2.8459E-001;
 1.0000E+001; 1.3825E-002; 1.0000E+001; 6.2426E-001; 1.0000E+001; 5.5300E-001; 1.0000E+001; 5.1251E-001; 1.0000E+001; 4.8912E-001; 1.0000E+001; 4.7708E-001; 1.0000E+001; 2.7906E-001;
 1.1000E+001; 1.1091E-002; 1.1000E+001; 6.4011E-001; 1.1000E+001; 5.6064E-001; 1.1000E+001; 5.1804E-001; 1.1000E+001; 4.9285E-001; 1.1000E+001; 4.7914E-001; 1.1000E+001; 2.7461E-001;
 1.2000E+001; 8.9150E-003; 1.2000E+001; 6.5501E-001; 1.2000E+001; 5.6795E-001; 1.2000E+001; 5.2351E-001; 1.2000E+001; 4.9670E-001; 1.2000E+001; 4.8140E-001; 1.2000E+001; 2.7099E-001;
 1.3000E+001; 7.1909E-003; 1.3000E+001; 6.6917E-001; 1.3000E+001; 5.7496E-001; 1.3000E+001; 5.2891E-001; 1.3000E+001; 5.0060E-001; 1.3000E+001; 4.8385E-001; 1.3000E+001; 2.6802E-001;
 1.4000E+001; 5.8273E-003; 1.4000E+001; 6.8276E-001; 1.4000E+001; 5.8167E-001; 1.4000E+001; 5.3423E-001; 1.4000E+001; 5.0454E-001; 1.4000E+001; 4.8648E-001; 1.4000E+001; 2.6556E-001;
 1.5000E+001; 4.7499E-003; 1.5000E+001; 6.9590E-001; 1.5000E+001; 5.8810E-001; 1.5000E+001; 5.3947E-001; 1.5000E+001; 5.0849E-001; 1.5000E+001; 4.8923E-001; 1.5000E+001; 2.6349E-001;
 1.6000E+001; 3.9008E-003; 1.6000E+001; 7.0866E-001; 1.6000E+001; 5.9425E-001; 1.6000E+001; 5.4463E-001; 1.6000E+001; 5.1244E-001; 1.6000E+001; 4.9207E-001; 1.6000E+001; 2.6172E-001;
 1.7000E+001; 3.2352E-003; 1.7000E+001; 7.2110E-001; 1.7000E+001; 6.0016E-001; 1.7000E+001; 5.4970E-001; 1.7000E+001; 5.1640E-001; 1.7000E+001; 4.9495E-001; 1.7000E+001; 2.6017E-001;
 1.8000E+001; 2.7199E-003; 1.8000E+001; 7.3319E-001; 1.8000E+001; 6.0591E-001; 1.8000E+001; 5.5470E-001; 1.8000E+001; 5.2035E-001; 1.8000E+001; 4.9786E-001; 1.8000E+001; 2.5877E-001;
 1.9000E+001; 2.3292E-003; 1.9000E+001; 7.4488E-001; 1.9000E+001; 6.1156E-001; 1.9000E+001; 5.5963E-001; 1.9000E+001; 5.2429E-001; 1.9000E+001; 5.0081E-001; 1.9000E+001; 2.5749E-001;
 2.0000E+001; 2.0416E-003; 2.0000E+001; 7.5588E-001; 2.0000E+001; 6.1715E-001; 2.0000E+001; 5.6449E-001; 2.0000E+001; 5.2822E-001; 2.0000E+001; 5.0377E-001; 2.0000E+001; 2.5626E-001;
 2.1000E+001; 1.8350E-003; 2.1000E+001; 7.6552E-001; 2.1000E+001; 6.2266E-001; 2.1000E+001; 5.6930E-001; 2.1000E+001; 5.3213E-001; 2.1000E+001; 5.0676E-001; 2.1000E+001; 2.5505E-001;
 2.2000E+001; 1.6857E-003; 2.2000E+001; 7.7281E-001; 2.2000E+001; 6.2800E-001; 2.2000E+001; 5.7407E-001; 2.2000E+001; 5.3603E-001; 2.2000E+001; 5.0977E-001; 2.2000E+001; 2.5382E-001;
 2.3000E+001; 1.5727E-003; 2.3000E+001; 7.7696E-001; 2.3000E+001; 6.3316E-001; 2.3000E+001; 5.7878E-001; 2.3000E+001; 5.3990E-001; 2.3000E+001; 5.1279E-001; 2.3000E+001; 2.5255E-001;
 2.4000E+001; 1.4819E-003; 2.4000E+001; 7.7780E-001; 2.4000E+001; 6.3817E-001; 2.4000E+001; 5.8346E-001; 2.4000E+001; 5.4375E-001; 2.4000E+001; 5.1582E-001; 2.4000E+001; 2.5120E-001;
 2.5000E+001; 1.4042E-003; 2.5000E+001; 7.7560E-001; 2.5000E+001; 6.4312E-001; 2.5000E+001; 5.8809E-001; 2.5000E+001; 5.4759E-001; 2.5000E+001; 5.1886E-001; 2.5000E+001; 2.4975E-001;
 2.6000E+001; 1.3337E-003; 2.6000E+001; 7.7075E-001; 2.6000E+001; 6.4812E-001; 2.6000E+001; 5.9266E-001; 2.6000E+001; 5.5142E-001; 2.6000E+001; 5.2191E-001; 2.6000E+001; 2.4819E-001;
 2.7000E+001; 1.2671E-003; 2.7000E+001; 7.6351E-001; 2.7000E+001; 6.5323E-001; 2.7000E+001; 5.9717E-001; 2.7000E+001; 5.5523E-001; 2.7000E+001; 5.2497E-001; 2.7000E+001; 2.4649E-001;
 2.8000E+001; 1.2025E-003; 2.8000E+001; 7.5385E-001; 2.8000E+001; 6.5844E-001; 2.8000E+001; 6.0165E-001; 2.8000E+001; 5.5903E-001; 2.8000E+001; 5.2803E-001; 2.8000E+001; 2.4463E-001;
