Time(min)   ;HR_00mm     ;Time(min)   ;HR_10mm     ;Time(min)   ;HR_20mm     ;Time(min)   ;HR_30mm     ;Time(min)   ;HR_40mm     ;Time(min)   ;HR_50mm     ;Time(min)   ;HR_120mm    ;
 5.6000E+001; 3.5146E-004; 5.6000E+001; 6.9605E-002; 5.6000E+001; 4.5771E-001; 5.6000E+001; 7.4373E-001; 5.6000E+001; 6.7889E-001; 5.6000E+001; 6.2809E-001; 5.6000E+001; 1.4447E-001;
 5.7000E+001; 3.4143E-004; 5.7000E+001; 6.6264E-002; 5.7000E+001; 4.3549E-001; 5.7000E+001; 7.4484E-001; 5.7000E+001; 6.8302E-001; 5.7000E+001; 6.3075E-001; 5.7000E+001; 1.4021E-001;
 5.8000E+001; 3.3180E-004; 5.8000E+001; 6.3136E-002; 5.8000E+001; 4.1414E-001; 5.8000E+001; 7.4542E-001; 5.8000E+001; 6.8716E-001; 5.8000E+001; 6.3343E-001; 5.8000E+001; 1.3601E-001;
 5.9000E+001; 3.2256E-004; 5.9000E+001; 6.0209E-002; 5.9000E+001; 3.9381E-001; 5.9000E+001; 7.4541E-001; 5.9000E+001; 6.9128E-001; 5.9000E+001; 6.3613E-001; 5.9000E+001; 1.3188E-001;
 6.0000E+001; 3.1371E-004; 6.0000E+001; 5.7480E-002; 6.0000E+001; 3.7463E-001; 6.0000E+001; 7.4476E-001; 6.0000E+001; 6.9538E-001; 6.0000E+001; 6.3886E-001; 6.0000E+001; 1.2783E-001;
 6.1000E+001; 3.0527E-004; 6.1000E+001; 5.4928E-002; 6.1000E+001; 3.5674E-001; 6.1000E+001; 7.4340E-001; 6.1000E+001; 6.9943E-001; 6.1000E+001; 6.4161E-001; 6.1000E+001; 1.2385E-001;
 6.2000E+001; 2.9711E-004; 6.2000E+001; 5.2488E-002; 6.2000E+001; 3.4013E-001; 6.2000E+001; 7.4125E-001; 6.2000E+001; 7.0341E-001; 6.2000E+001; 6.4439E-001; 6.2000E+001; 1.1995E-001;
 6.3000E+001; 2.8923E-004; 6.3000E+001; 5.0201E-002; 6.3000E+001; 3.2463E-001; 6.3000E+001; 7.3826E-001; 6.3000E+001; 7.0730E-001; 6.3000E+001; 6.4721E-001; 6.3000E+001; 1.1614E-001;
 6.4000E+001; 2.8170E-004; 6.4000E+001; 4.8080E-002; 6.4000E+001; 3.1015E-001; 6.4000E+001; 7.3441E-001; 6.4000E+001; 7.1109E-001; 6.4000E+001; 6.5007E-001; 6.4000E+001; 1.1241E-001;
 6.5000E+001; 2.7452E-004; 6.5000E+001; 4.6120E-002; 6.5000E+001; 2.9662E-001; 6.5000E+001; 7.2964E-001; 6.5000E+001; 7.1476E-001; 6.5000E+001; 6.5297E-001; 6.5000E+001; 1.0877E-001;
 6.6000E+001; 2.6767E-004; 6.6000E+001; 4.4309E-002; 6.6000E+001; 2.8393E-001; 6.6000E+001; 7.2394E-001; 6.6000E+001; 7.1830E-001; 6.6000E+001; 6.5591E-001; 6.6000E+001; 1.0522E-001;
 6.7000E+001; 2.6112E-004; 6.7000E+001; 4.2628E-002; 6.7000E+001; 2.7199E-001; 6.7000E+001; 7.1726E-001; 6.7000E+001; 7.2168E-001; 6.7000E+001; 6.5891E-001; 6.7000E+001; 1.0175E-001;
 6.8000E+001; 2.5482E-004; 6.8000E+001; 4.1062E-002; 6.8000E+001; 2.6072E-001; 6.8000E+001; 7.0958E-001; 6.8000E+001; 7.2491E-001; 6.8000E+001; 6.6195E-001; 6.8000E+001; 9.8370E-002;
 6.9000E+001; 2.4876E-004; 6.9000E+001; 3.9595E-002; 6.9000E+001; 2.5006E-001; 6.9000E+001; 7.0087E-001; 6.9000E+001; 7.2797E-001; 6.9000E+001; 6.6502E-001; 6.9000E+001; 9.5079E-002;
 7.0000E+001; 2.4291E-004; 7.0000E+001; 3.8218E-002; 7.0000E+001; 2.3997E-001; 7.0000E+001; 6.9112E-001; 7.0000E+001; 7.3085E-001; 7.0000E+001; 6.6811E-001; 7.0000E+001; 9.1877E-002;
 7.1000E+001; 2.3724E-004; 7.1000E+001; 3.6921E-002; 7.1000E+001; 2.3042E-001; 7.1000E+001; 6.8032E-001; 7.1000E+001; 7.3357E-001; 7.1000E+001; 6.7124E-001; 7.1000E+001; 8.8764E-002;
 7.2000E+001; 2.3176E-004; 7.2000E+001; 3.5702E-002; 7.2000E+001; 2.2141E-001; 7.2000E+001; 6.6848E-001; 7.2000E+001; 7.3610E-001; 7.2000E+001; 6.7439E-001; 7.2000E+001; 8.5738E-002;
 7.3000E+001; 2.2645E-004; 7.3000E+001; 3.4559E-002; 7.3000E+001; 2.1293E-001; 7.3000E+001; 6.5564E-001; 7.3000E+001; 7.3845E-001; 7.3000E+001; 6.7757E-001; 7.3000E+001; 8.2800E-002;
 7.4000E+001; 2.2133E-004; 7.4000E+001; 3.3493E-002; 7.4000E+001; 2.0498E-001; 7.4000E+001; 6.4187E-001; 7.4000E+001; 7.4060E-001; 7.4000E+001; 6.8077E-001; 7.4000E+001; 7.9949E-002;
 7.5000E+001; 2.1640E-004; 7.5000E+001; 3.2496E-002; 7.5000E+001; 1.9743E-001; 7.5000E+001; 6.2728E-001; 7.5000E+001; 7.4257E-001; 7.5000E+001; 6.8397E-001; 7.5000E+001; 7.7183E-002;
 7.6000E+001; 2.1160E-004; 7.6000E+001; 3.1547E-002; 7.6000E+001; 1.9024E-001; 7.6000E+001; 6.1206E-001; 7.6000E+001; 7.4432E-001; 7.6000E+001; 6.8718E-001; 7.6000E+001; 7.4503E-002;
 7.7000E+001; 2.0694E-004; 7.7000E+001; 3.0653E-002; 7.7000E+001; 1.8348E-001; 7.7000E+001; 5.9634E-001; 7.7000E+001; 7.4587E-001; 7.7000E+001; 6.9039E-001; 7.7000E+001; 7.1906E-002;
 7.8000E+001; 2.0242E-004; 7.8000E+001; 2.9816E-002; 7.8000E+001; 1.7712E-001; 7.8000E+001; 5.8024E-001; 7.8000E+001; 7.4718E-001; 7.8000E+001; 6.9358E-001; 7.8000E+001; 6.9392E-002;
 7.9000E+001; 1.9803E-004; 7.9000E+001; 2.9035E-002; 7.9000E+001; 1.7114E-001; 7.9000E+001; 5.6391E-001; 7.9000E+001; 7.4826E-001; 7.9000E+001; 6.9675E-001; 7.9000E+001; 6.6959E-002;
 8.0000E+001; 1.9378E-004; 8.0000E+001; 2.8307E-002; 8.0000E+001; 1.6551E-001; 8.0000E+001; 5.4748E-001; 8.0000E+001; 7.4909E-001; 8.0000E+001; 6.9989E-001; 8.0000E+001; 6.4606E-002;
 8.1000E+001; 1.8965E-004; 8.1000E+001; 2.7627E-002; 8.1000E+001; 1.6020E-001; 8.1000E+001; 5.3109E-001; 8.1000E+001; 7.4965E-001; 8.1000E+001; 7.0298E-001; 8.1000E+001; 6.2332E-002;
 8.2000E+001; 1.8563E-004; 8.2000E+001; 2.6991E-002; 8.2000E+001; 1.5517E-001; 8.2000E+001; 5.1486E-001; 8.2000E+001; 7.4993E-001; 8.2000E+001; 7.0603E-001; 8.2000E+001; 6.0134E-002;
 8.3000E+001; 1.8171E-004; 8.3000E+001; 2.6396E-002; 8.3000E+001; 1.5043E-001; 8.3000E+001; 4.9892E-001; 8.3000E+001; 7.4991E-001; 8.3000E+001; 7.0901E-001; 8.3000E+001; 5.8012E-002;
 8.4000E+001; 1.7788E-004; 8.4000E+001; 2.5839E-002; 8.4000E+001; 1.4593E-001; 8.4000E+001; 4.8337E-001; 8.4000E+001; 7.4956E-001; 8.4000E+001; 7.1193E-001; 8.4000E+001; 5.5964E-002;
 8.5000E+001; 1.7414E-004; 8.5000E+001; 2.5317E-002; 8.5000E+001; 1.4169E-001; 8.5000E+001; 4.6830E-001; 8.5000E+001; 7.4885E-001; 8.5000E+001; 7.1478E-001; 8.5000E+001; 5.3987E-002;
 8.6000E+001; 1.7048E-004; 8.6000E+001; 2.4831E-002; 8.6000E+001; 1.3769E-001; 8.6000E+001; 4.5378E-001; 8.6000E+001; 7.4775E-001; 8.6000E+001; 7.1755E-001; 8.6000E+001; 5.2081E-002;
 8.7000E+001; 1.6691E-004; 8.7000E+001; 2.4379E-002; 8.7000E+001; 1.3393E-001; 8.7000E+001; 4.3985E-001; 8.7000E+001; 7.4623E-001; 8.7000E+001; 7.2025E-001; 8.7000E+001; 5.0243E-002;
 8.8000E+001; 1.6342E-004; 8.8000E+001; 2.3964E-002; 8.8000E+001; 1.3040E-001; 8.8000E+001; 4.2653E-001; 8.8000E+001; 7.4424E-001; 8.8000E+001; 7.2285E-001; 8.8000E+001; 4.8471E-002;
 8.9000E+001; 1.6002E-004; 8.9000E+001; 2.3583E-002; 8.9000E+001; 1.2711E-001; 8.9000E+001; 4.1385E-001; 8.9000E+001; 7.4175E-001; 8.9000E+001; 7.2537E-001; 8.9000E+001; 4.6765E-002;
 9.0000E+001; 1.5670E-004; 9.0000E+001; 2.3239E-002; 9.0000E+001; 1.2405E-001; 9.0000E+001; 4.0179E-001; 9.0000E+001; 7.3873E-001; 9.0000E+001; 7.2780E-001; 9.0000E+001; 4.5121E-002;
 9.1000E+001; 1.5346E-004; 9.1000E+001; 2.2922E-002; 9.1000E+001; 1.2115E-001; 9.1000E+001; 3.9036E-001; 9.1000E+001; 7.3514E-001; 9.1000E+001; 7.3014E-001; 9.1000E+001; 4.3539E-002;
 9.2000E+001; 1.5028E-004; 9.2000E+001; 2.2627E-002; 9.2000E+001; 1.1841E-001; 9.2000E+001; 3.7947E-001; 9.2000E+001; 7.3096E-001; 9.2000E+001; 7.3238E-001; 9.2000E+001; 4.2016E-002;
 9.3000E+001; 1.4715E-004; 9.3000E+001; 2.2354E-002; 9.3000E+001; 1.1584E-001; 9.3000E+001; 3.6906E-001; 9.3000E+001; 7.2619E-001; 9.3000E+001; 7.3453E-001; 9.3000E+001; 4.0550E-002;
 9.4000E+001; 1.4407E-004; 9.4000E+001; 2.2104E-002; 9.4000E+001; 1.1342E-001; 9.4000E+001; 3.5912E-001; 9.4000E+001; 7.2080E-001; 9.4000E+001; 7.3657E-001; 9.4000E+001; 3.9141E-002;
 9.5000E+001; 1.4104E-004; 9.5000E+001; 2.1876E-002; 9.5000E+001; 1.1115E-001; 9.5000E+001; 3.4962E-001; 9.5000E+001; 7.1479E-001; 9.5000E+001; 7.3851E-001; 9.5000E+001; 3.7785E-002;
 9.6000E+001; 1.3806E-004; 9.6000E+001; 2.1668E-002; 9.6000E+001; 1.0903E-001; 9.6000E+001; 3.4055E-001; 9.6000E+001; 7.0815E-001; 9.6000E+001; 7.4035E-001; 9.6000E+001; 3.6481E-002;
 9.7000E+001; 1.3513E-004; 9.7000E+001; 2.1480E-002; 9.7000E+001; 1.0703E-001; 9.7000E+001; 3.3190E-001; 9.7000E+001; 7.0088E-001; 9.7000E+001; 7.4208E-001; 9.7000E+001; 3.5228E-002;
 9.8000E+001; 1.3225E-004; 9.8000E+001; 2.1310E-002; 9.8000E+001; 1.0517E-001; 9.8000E+001; 3.2366E-001; 9.8000E+001; 6.9298E-001; 9.8000E+001; 7.4370E-001; 9.8000E+001; 3.4023E-002;
 9.9000E+001; 1.2942E-004; 9.9000E+001; 2.1157E-002; 9.9000E+001; 1.0343E-001; 9.9000E+001; 3.1583E-001; 9.9000E+001; 6.8446E-001; 9.9000E+001; 7.4521E-001; 9.9000E+001; 3.2866E-002;
 1.0000E+002; 1.2666E-004; 1.0000E+002; 2.1020E-002; 1.0000E+002; 1.0180E-001; 1.0000E+002; 3.0840E-001; 1.0000E+002; 6.7535E-001; 1.0000E+002; 7.4661E-001; 1.0000E+002; 3.1754E-002;
 1.0100E+002; 1.2397E-004; 1.0100E+002; 2.0897E-002; 1.0100E+002; 1.0029E-001; 1.0100E+002; 3.0137E-001; 1.0100E+002; 6.6569E-001; 1.0100E+002; 7.4788E-001; 1.0100E+002; 3.0686E-002;
 1.0200E+002; 1.2142E-004; 1.0200E+002; 2.0786E-002; 1.0200E+002; 9.8876E-002; 1.0200E+002; 2.9472E-001; 1.0200E+002; 6.5553E-001; 1.0200E+002; 7.4903E-001; 1.0200E+002; 2.9659E-002;
 1.0300E+002; 1.1917E-004; 1.0300E+002; 2.0669E-002; 1.0300E+002; 9.7535E-002; 1.0300E+002; 2.8842E-001; 1.0300E+002; 6.4492E-001; 1.0300E+002; 7.5005E-001; 1.0300E+002; 2.8674E-002;
 1.0400E+002; 1.1683E-004; 1.0400E+002; 2.0591E-002; 1.0400E+002; 9.6184E-002; 1.0400E+002; 2.8242E-001; 1.0400E+002; 6.3392E-001; 1.0400E+002; 7.5094E-001; 1.0400E+002; 2.7728E-002;
 1.0500E+002; 1.1378E-004; 1.0500E+002; 2.0638E-002; 1.0500E+002; 9.5180E-002; 1.0500E+002; 2.7668E-001; 1.0500E+002; 6.2260E-001; 1.0500E+002; 7.5168E-001; 1.0500E+002; 2.6819E-002;
 1.0600E+002; 1.1065E-004; 1.0600E+002; 2.0669E-002; 1.0600E+002; 9.4570E-002; 1.0600E+002; 2.7140E-001; 1.0600E+002; 6.1102E-001; 1.0600E+002; 7.5226E-001; 1.0600E+002; 2.5947E-002;
 1.0700E+002; 1.0749E-004; 1.0700E+002; 2.0696E-002; 1.0700E+002; 9.4021E-002; 1.0700E+002; 2.6679E-001; 1.0700E+002; 5.9930E-001; 1.0700E+002; 7.5269E-001; 1.0700E+002; 2.5109E-002;
