Time(min)   ;SW_00mm     ;Time(min)   ;SW_10mm     ;Time(min)   ;SW_20mm     ;Time(min)   ;SW_30mm     ;Time(min)   ;SW_40mm     ;Time(min)   ;SW_50mm     ;Time(min)   ;SW_120mm    ;
 4.8000E+001; 1.1599E-002; 4.8000E+001; 5.4077E-002; 4.8000E+001; 2.6121E-001; 4.8000E+001; 2.2630E-001; 4.8000E+001; 2.1321E-001; 4.8000E+001; 2.0849E-001; 4.8000E+001; 1.1579E-001;
 4.9000E+001; 1.1402E-002; 4.9000E+001; 5.1860E-002; 4.9000E+001; 2.5608E-001; 4.9000E+001; 2.2731E-001; 4.9000E+001; 2.1358E-001; 4.9000E+001; 2.0859E-001; 4.9000E+001; 1.1426E-001;
 5.0000E+001; 1.1211E-002; 5.0000E+001; 4.9854E-002; 5.0000E+001; 2.4936E-001; 5.0000E+001; 2.2841E-001; 5.0000E+001; 2.1399E-001; 5.0000E+001; 2.0869E-001; 5.0000E+001; 1.1273E-001;
 5.1000E+001; 1.1025E-002; 5.1000E+001; 4.8019E-002; 5.1000E+001; 2.4120E-001; 5.1000E+001; 2.2962E-001; 5.1000E+001; 2.1443E-001; 5.1000E+001; 2.0879E-001; 5.1000E+001; 1.1120E-001;
 5.2000E+001; 1.0843E-002; 5.2000E+001; 4.6325E-002; 5.2000E+001; 2.3177E-001; 5.2000E+001; 2.3091E-001; 5.2000E+001; 2.1490E-001; 5.2000E+001; 2.0889E-001; 5.2000E+001; 1.0968E-001;
 5.3000E+001; 1.0664E-002; 5.3000E+001; 4.4737E-002; 5.3000E+001; 2.2132E-001; 5.3000E+001; 2.3230E-001; 5.3000E+001; 2.1539E-001; 5.3000E+001; 2.0899E-001; 5.3000E+001; 1.0818E-001;
 5.4000E+001; 1.0489E-002; 5.4000E+001; 4.3253E-002; 5.4000E+001; 2.1013E-001; 5.4000E+001; 2.3378E-001; 5.4000E+001; 2.1590E-001; 5.4000E+001; 2.0911E-001; 5.4000E+001; 1.0668E-001;
 5.5000E+001; 1.0318E-002; 5.5000E+001; 4.1870E-002; 5.5000E+001; 1.9849E-001; 5.5000E+001; 2.3535E-001; 5.5000E+001; 2.1643E-001; 5.5000E+001; 2.0925E-001; 5.5000E+001; 1.0520E-001;
 5.6000E+001; 1.0151E-002; 5.6000E+001; 4.0583E-002; 5.6000E+001; 1.8669E-001; 5.6000E+001; 2.3700E-001; 5.6000E+001; 2.1697E-001; 5.6000E+001; 2.0940E-001; 5.6000E+001; 1.0374E-001;
 5.7000E+001; 9.9883E-003; 5.7000E+001; 3.9388E-002; 5.7000E+001; 1.7503E-001; 5.7000E+001; 2.3872E-001; 5.7000E+001; 2.1752E-001; 5.7000E+001; 2.0956E-001; 5.7000E+001; 1.0229E-001;
 5.8000E+001; 9.8295E-003; 5.8000E+001; 3.8278E-002; 5.8000E+001; 1.6376E-001; 5.8000E+001; 2.4049E-001; 5.8000E+001; 2.1809E-001; 5.8000E+001; 2.0974E-001; 5.8000E+001; 1.0087E-001;
 5.9000E+001; 9.6746E-003; 5.9000E+001; 3.7247E-002; 5.9000E+001; 1.5310E-001; 5.9000E+001; 2.4230E-001; 5.9000E+001; 2.1868E-001; 5.9000E+001; 2.0994E-001; 5.9000E+001; 9.9460E-002;
 6.0000E+001; 9.5236E-003; 6.0000E+001; 3.6287E-002; 6.0000E+001; 1.4317E-001; 6.0000E+001; 2.4412E-001; 6.0000E+001; 2.1928E-001; 6.0000E+001; 2.1016E-001; 6.0000E+001; 9.8074E-002;
 6.1000E+001; 9.3761E-003; 6.1000E+001; 3.5391E-002; 6.1000E+001; 1.3405E-001; 6.1000E+001; 2.4591E-001; 6.1000E+001; 2.1990E-001; 6.1000E+001; 2.1039E-001; 6.1000E+001; 9.6709E-002;
 6.2000E+001; 9.2321E-003; 6.2000E+001; 3.4550E-002; 6.2000E+001; 1.2574E-001; 6.2000E+001; 2.4763E-001; 6.2000E+001; 2.2054E-001; 6.2000E+001; 2.1065E-001; 6.2000E+001; 9.5366E-002;
 6.3000E+001; 9.0912E-003; 6.3000E+001; 3.3757E-002; 6.3000E+001; 1.1820E-001; 6.3000E+001; 2.4923E-001; 6.3000E+001; 2.2120E-001; 6.3000E+001; 2.1093E-001; 6.3000E+001; 9.4045E-002;
 6.4000E+001; 8.9533E-003; 6.4000E+001; 3.3007E-002; 6.4000E+001; 1.1140E-001; 6.4000E+001; 2.5066E-001; 6.4000E+001; 2.2187E-001; 6.4000E+001; 2.1122E-001; 6.4000E+001; 9.2746E-002;
 6.5000E+001; 8.8182E-003; 6.5000E+001; 3.2293E-002; 6.5000E+001; 1.0526E-001; 6.5000E+001; 2.5188E-001; 6.5000E+001; 2.2257E-001; 6.5000E+001; 2.1154E-001; 6.5000E+001; 9.1469E-002;
 6.6000E+001; 8.6857E-003; 6.6000E+001; 3.1584E-002; 6.6000E+001; 9.9770E-002; 6.6000E+001; 2.5281E-001; 6.6000E+001; 2.2329E-001; 6.6000E+001; 2.1188E-001; 6.6000E+001; 9.0214E-002;
 6.7000E+001; 8.5549E-003; 6.7000E+001; 3.0894E-002; 6.7000E+001; 9.4852E-002; 6.7000E+001; 2.5337E-001; 6.7000E+001; 2.2403E-001; 6.7000E+001; 2.1223E-001; 6.7000E+001; 8.8982E-002;
 6.8000E+001; 8.4263E-003; 6.8000E+001; 3.0231E-002; 6.8000E+001; 9.0425E-002; 6.8000E+001; 2.5347E-001; 6.8000E+001; 2.2479E-001; 6.8000E+001; 2.1260E-001; 6.8000E+001; 8.7771E-002;
 6.9000E+001; 8.3000E-003; 6.9000E+001; 2.9599E-002; 6.9000E+001; 8.6425E-002; 6.9000E+001; 2.5302E-001; 6.9000E+001; 2.2557E-001; 6.9000E+001; 2.1298E-001; 6.9000E+001; 8.6582E-002;
 7.0000E+001; 8.1760E-003; 7.0000E+001; 2.8998E-002; 7.0000E+001; 8.2800E-002; 7.0000E+001; 2.5194E-001; 7.0000E+001; 2.2636E-001; 7.0000E+001; 2.1337E-001; 7.0000E+001; 8.5414E-002;
 7.1000E+001; 8.0542E-003; 7.1000E+001; 2.8426E-002; 7.1000E+001; 7.9506E-002; 7.1000E+001; 2.5016E-001; 7.1000E+001; 2.2718E-001; 7.1000E+001; 2.1376E-001; 7.1000E+001; 8.4267E-002;
 7.2000E+001; 7.9346E-003; 7.2000E+001; 2.7883E-002; 7.2000E+001; 7.6498E-002; 7.2000E+001; 2.4762E-001; 7.2000E+001; 2.2802E-001; 7.2000E+001; 2.1417E-001; 7.2000E+001; 8.3142E-002;
 7.3000E+001; 7.8172E-003; 7.3000E+001; 2.7367E-002; 7.3000E+001; 7.3742E-002; 7.3000E+001; 2.4430E-001; 7.3000E+001; 2.2887E-001; 7.3000E+001; 2.1459E-001; 7.3000E+001; 8.2036E-002;
 7.4000E+001; 7.7018E-003; 7.4000E+001; 2.6875E-002; 7.4000E+001; 7.1206E-002; 7.4000E+001; 2.4020E-001; 7.4000E+001; 2.2975E-001; 7.4000E+001; 2.1502E-001; 7.4000E+001; 8.0951E-002;
 7.5000E+001; 7.5883E-003; 7.5000E+001; 2.6406E-002; 7.5000E+001; 6.8861E-002; 7.5000E+001; 2.3534E-001; 7.5000E+001; 2.3064E-001; 7.5000E+001; 2.1546E-001; 7.5000E+001; 7.9886E-002;
 7.6000E+001; 7.4768E-003; 7.6000E+001; 2.5958E-002; 7.6000E+001; 6.6686E-002; 7.6000E+001; 2.2978E-001; 7.6000E+001; 2.3155E-001; 7.6000E+001; 2.1591E-001; 7.6000E+001; 7.8841E-002;
 7.7000E+001; 7.3670E-003; 7.7000E+001; 2.5529E-002; 7.7000E+001; 6.4662E-002; 7.7000E+001; 2.2359E-001; 7.7000E+001; 2.3246E-001; 7.7000E+001; 2.1637E-001; 7.7000E+001; 7.7815E-002;
 7.8000E+001; 7.2589E-003; 7.8000E+001; 2.5117E-002; 7.8000E+001; 6.2773E-002; 7.8000E+001; 2.1686E-001; 7.8000E+001; 2.3339E-001; 7.8000E+001; 2.1684E-001; 7.8000E+001; 7.6807E-002;
 7.9000E+001; 7.1525E-003; 7.9000E+001; 2.4721E-002; 7.9000E+001; 6.1008E-002; 7.9000E+001; 2.0968E-001; 7.9000E+001; 2.3433E-001; 7.9000E+001; 2.1732E-001; 7.9000E+001; 7.5819E-002;
 8.0000E+001; 7.0476E-003; 8.0000E+001; 2.4340E-002; 8.0000E+001; 5.9356E-002; 8.0000E+001; 2.0217E-001; 8.0000E+001; 2.3526E-001; 8.0000E+001; 2.1782E-001; 8.0000E+001; 7.4848E-002;
 8.1000E+001; 6.9442E-003; 8.1000E+001; 2.3970E-002; 8.1000E+001; 5.7809E-002; 8.1000E+001; 1.9445E-001; 8.1000E+001; 2.3619E-001; 8.1000E+001; 2.1832E-001; 8.1000E+001; 7.3896E-002;
 8.2000E+001; 6.8422E-003; 8.2000E+001; 2.3606E-002; 8.2000E+001; 5.6353E-002; 8.2000E+001; 1.8663E-001; 8.2000E+001; 2.3711E-001; 8.2000E+001; 2.1883E-001; 8.2000E+001; 7.2961E-002;
 8.3000E+001; 6.7413E-003; 8.3000E+001; 2.3250E-002; 8.3000E+001; 5.4981E-002; 8.3000E+001; 1.7885E-001; 8.3000E+001; 2.3802E-001; 8.3000E+001; 2.1934E-001; 8.3000E+001; 7.2043E-002;
 8.4000E+001; 6.6418E-003; 8.4000E+001; 2.2905E-002; 8.4000E+001; 5.3691E-002; 8.4000E+001; 1.7123E-001; 8.4000E+001; 2.3889E-001; 8.4000E+001; 2.1986E-001; 8.4000E+001; 7.1143E-002;
 8.5000E+001; 6.5435E-003; 8.5000E+001; 2.2573E-002; 8.5000E+001; 5.2477E-002; 8.5000E+001; 1.6383E-001; 8.5000E+001; 2.3973E-001; 8.5000E+001; 2.2039E-001; 8.5000E+001; 7.0260E-002;
 8.6000E+001; 6.4465E-003; 8.6000E+001; 2.2252E-002; 8.6000E+001; 5.1333E-002; 8.6000E+001; 1.5673E-001; 8.6000E+001; 2.4050E-001; 8.6000E+001; 2.2092E-001; 8.6000E+001; 6.9393E-002;
 8.7000E+001; 6.3507E-003; 8.7000E+001; 2.1944E-002; 8.7000E+001; 5.0256E-002; 8.7000E+001; 1.4996E-001; 8.7000E+001; 2.4121E-001; 8.7000E+001; 2.2146E-001; 8.7000E+001; 6.8542E-002;
 8.8000E+001; 6.2561E-003; 8.8000E+001; 2.1646E-002; 8.8000E+001; 4.9238E-002; 8.8000E+001; 1.4357E-001; 8.8000E+001; 2.4182E-001; 8.8000E+001; 2.2200E-001; 8.8000E+001; 6.7707E-002;
 8.9000E+001; 6.1627E-003; 8.9000E+001; 2.1359E-002; 8.9000E+001; 4.8276E-002; 8.9000E+001; 1.3757E-001; 8.9000E+001; 2.4231E-001; 8.9000E+001; 2.2254E-001; 8.9000E+001; 6.6888E-002;
 9.0000E+001; 6.0706E-003; 9.0000E+001; 2.1081E-002; 9.0000E+001; 4.7365E-002; 9.0000E+001; 1.3195E-001; 9.0000E+001; 2.4267E-001; 9.0000E+001; 2.2308E-001; 9.0000E+001; 6.6085E-002;
 9.1000E+001; 5.9793E-003; 9.1000E+001; 2.0813E-002; 9.1000E+001; 4.6501E-002; 9.1000E+001; 1.2671E-001; 9.1000E+001; 2.4286E-001; 9.1000E+001; 2.2363E-001; 9.1000E+001; 6.5297E-002;
 9.2000E+001; 5.8891E-003; 9.2000E+001; 2.0553E-002; 9.2000E+001; 4.5680E-002; 9.2000E+001; 1.2184E-001; 9.2000E+001; 2.4286E-001; 9.2000E+001; 2.2417E-001; 9.2000E+001; 6.4523E-002;
 9.3000E+001; 5.7999E-003; 9.3000E+001; 2.0301E-002; 9.3000E+001; 4.4900E-002; 9.3000E+001; 1.1732E-001; 9.3000E+001; 2.4263E-001; 9.3000E+001; 2.2472E-001; 9.3000E+001; 6.3765E-002;
 9.4000E+001; 5.7117E-003; 9.4000E+001; 2.0057E-002; 9.4000E+001; 4.4159E-002; 9.4000E+001; 1.1314E-001; 9.4000E+001; 2.4216E-001; 9.4000E+001; 2.2526E-001; 9.4000E+001; 6.3021E-002;
 9.5000E+001; 5.6245E-003; 9.5000E+001; 1.9820E-002; 9.5000E+001; 4.3455E-002; 9.5000E+001; 1.0926E-001; 9.5000E+001; 2.4141E-001; 9.5000E+001; 2.2581E-001; 9.5000E+001; 6.2291E-002;
 9.6000E+001; 5.5382E-003; 9.6000E+001; 1.9589E-002; 9.6000E+001; 4.2784E-002; 9.6000E+001; 1.0566E-001; 9.6000E+001; 2.4035E-001; 9.6000E+001; 2.2635E-001; 9.6000E+001; 6.1576E-002;
 9.7000E+001; 5.4528E-003; 9.7000E+001; 1.9365E-002; 9.7000E+001; 4.2146E-002; 9.7000E+001; 1.0232E-001; 9.7000E+001; 2.3896E-001; 9.7000E+001; 2.2688E-001; 9.7000E+001; 6.0874E-002;
 9.8000E+001; 5.3685E-003; 9.8000E+001; 1.9145E-002; 9.8000E+001; 4.1527E-002; 9.8000E+001; 9.9241E-002; 9.8000E+001; 2.3722E-001; 9.8000E+001; 2.2742E-001; 9.8000E+001; 6.0186E-002;
 9.9000E+001; 5.2849E-003; 9.9000E+001; 1.8929E-002; 9.9000E+001; 4.0926E-002; 9.9000E+001; 9.6396E-002; 9.9000E+001; 2.3512E-001; 9.9000E+001; 2.2795E-001; 9.9000E+001; 5.9511E-002;
 1.0000E+002; 5.2026E-003; 1.0000E+002; 1.8713E-002; 1.0000E+002; 4.0346E-002; 1.0000E+002; 9.3753E-002; 1.0000E+002; 2.3265E-001; 1.0000E+002; 2.2847E-001; 1.0000E+002; 5.8849E-002;
 1.0100E+002; 5.1215E-003; 1.0100E+002; 1.8497E-002; 1.0100E+002; 3.9784E-002; 1.0100E+002; 9.1285E-002; 1.0100E+002; 2.2982E-001; 1.0100E+002; 2.2898E-001; 1.0100E+002; 5.8201E-002;
 1.0200E+002; 5.0419E-003; 1.0200E+002; 1.8278E-002; 1.0200E+002; 3.9234E-002; 1.0200E+002; 8.8972E-002; 1.0200E+002; 2.2664E-001; 1.0200E+002; 2.2949E-001; 1.0200E+002; 5.7565E-002;
 1.0300E+002; 4.9601E-003; 1.0300E+002; 1.8092E-002; 1.0300E+002; 3.8696E-002; 1.0300E+002; 8.6791E-002; 1.0300E+002; 2.2314E-001; 1.0300E+002; 2.2999E-001; 1.0300E+002; 5.6941E-002;
 1.0400E+002; 4.8785E-003; 1.0400E+002; 1.7910E-002; 1.0400E+002; 3.8216E-002; 1.0400E+002; 8.4730E-002; 1.0400E+002; 2.1934E-001; 1.0400E+002; 2.3048E-001; 1.0400E+002; 5.6330E-002;
 1.0500E+002; 4.7976E-003; 1.0500E+002; 1.7728E-002; 1.0500E+002; 3.7781E-002; 1.0500E+002; 8.2795E-002; 1.0500E+002; 2.1528E-001; 1.0500E+002; 2.3095E-001; 1.0500E+002; 5.5731E-002;
 1.0600E+002; 4.7169E-003; 1.0600E+002; 1.7548E-002; 1.0600E+002; 3.7376E-002; 1.0600E+002; 8.1008E-002; 1.0600E+002; 2.1100E-001; 1.0600E+002; 2.3141E-001; 1.0600E+002; 5.5144E-002;
 1.0700E+002; 4.6370E-003; 1.0700E+002; 1.7369E-002; 1.0700E+002; 3.6979E-002; 1.0700E+002; 7.9384E-002; 1.0700E+002; 2.0653E-001; 1.0700E+002; 2.3185E-001; 1.0700E+002; 5.4569E-002;
