Time(min)   ;HR_00mm     ;Time(min)   ;HR_10mm     ;Time(min)   ;HR_20mm     ;Time(min)   ;HR_30mm     ;Time(min)   ;HR_40mm     ;Time(min)   ;HR_50mm     ;Time(min)   ;HR_120mm    ;
 0.0000E+000; 4.9886E-001; 0.0000E+000; 4.9163E-001; 0.0000E+000; 4.8664E-001; 0.0000E+000; 4.8321E-001; 0.0000E+000; 4.8097E-001; 0.0000E+000; 4.7970E-001; 0.0000E+000; 4.9886E-001;
 1.0000E+000; 2.2294E-001; 1.0000E+000; 4.6988E-001; 1.0000E+000; 4.8476E-001; 1.0000E+000; 4.8304E-001; 1.0000E+000; 4.8096E-001; 1.0000E+000; 4.7970E-001; 1.0000E+000; 4.4249E-001;
 2.0000E+000; 1.0792E-001; 2.0000E+000; 4.6804E-001; 2.0000E+000; 4.8822E-001; 2.0000E+000; 4.8355E-001; 2.0000E+000; 4.8099E-001; 2.0000E+000; 4.7970E-001; 2.0000E+000; 4.0125E-001;
 3.0000E+000; 7.6094E-002; 3.0000E+000; 4.8924E-001; 3.0000E+000; 4.9632E-001; 3.0000E+000; 4.8559E-001; 3.0000E+000; 4.8134E-001; 3.0000E+000; 4.7974E-001; 3.0000E+000; 3.6966E-001;
 4.0000E+000; 5.7518E-002; 4.0000E+000; 5.1594E-001; 4.0000E+000; 5.0599E-001; 4.0000E+000; 4.8896E-001; 4.0000E+000; 4.8223E-001; 4.0000E+000; 4.7992E-001; 4.0000E+000; 3.4556E-001;
 5.0000E+000; 4.3726E-002; 5.0000E+000; 5.4136E-001; 5.0000E+000; 5.1583E-001; 5.0000E+000; 4.9323E-001; 5.0000E+000; 4.8373E-001; 5.0000E+000; 4.8033E-001; 5.0000E+000; 3.2714E-001;
 6.0000E+000; 3.3304E-002; 6.0000E+000; 5.6434E-001; 6.0000E+000; 5.2535E-001; 6.0000E+000; 4.9810E-001; 6.0000E+000; 4.8578E-001; 6.0000E+000; 4.8102E-001; 6.0000E+000; 3.1298E-001;
 7.0000E+000; 2.5493E-002; 7.0000E+000; 5.8491E-001; 7.0000E+000; 5.3443E-001; 7.0000E+000; 5.0335E-001; 7.0000E+000; 4.8830E-001; 7.0000E+000; 4.8203E-001; 7.0000E+000; 3.0200E-001;
 8.0000E+000; 1.9661E-002; 8.0000E+000; 6.0337E-001; 8.0000E+000; 5.4305E-001; 8.0000E+000; 5.0881E-001; 8.0000E+000; 4.9119E-001; 8.0000E+000; 4.8332E-001; 8.0000E+000; 2.9342E-001;
 9.0000E+000; 1.5420E-002; 9.0000E+000; 6.2103E-001; 9.0000E+000; 5.5133E-001; 9.0000E+000; 5.1436E-001; 9.0000E+000; 4.9440E-001; 9.0000E+000; 4.8489E-001; 9.0000E+000; 2.8665E-001;
 1.0000E+001; 1.2194E-002; 1.0000E+001; 6.3813E-001; 1.0000E+001; 5.5927E-001; 1.0000E+001; 5.1993E-001; 1.0000E+001; 4.9786E-001; 1.0000E+001; 4.8670E-001; 1.0000E+001; 2.8127E-001;
 1.1000E+001; 9.6547E-003; 1.1000E+001; 6.5420E-001; 1.1000E+001; 5.6686E-001; 1.1000E+001; 5.2546E-001; 1.1000E+001; 5.0152E-001; 1.1000E+001; 4.8873E-001; 1.1000E+001; 2.7694E-001;
 1.2000E+001; 7.6653E-003; 1.2000E+001; 6.6940E-001; 1.2000E+001; 5.7412E-001; 1.2000E+001; 5.3095E-001; 1.2000E+001; 5.0533E-001; 1.2000E+001; 4.9096E-001; 1.2000E+001; 2.7343E-001;
 1.3000E+001; 6.1177E-003; 1.3000E+001; 6.8392E-001; 1.3000E+001; 5.8107E-001; 1.3000E+001; 5.3636E-001; 1.3000E+001; 5.0922E-001; 1.3000E+001; 4.9336E-001; 1.3000E+001; 2.7055E-001;
 1.4000E+001; 4.9206E-003; 1.4000E+001; 6.9786E-001; 1.4000E+001; 5.8770E-001; 1.4000E+001; 5.4170E-001; 1.4000E+001; 5.1316E-001; 1.4000E+001; 4.9592E-001; 1.4000E+001; 2.6815E-001;
 1.5000E+001; 4.0020E-003; 1.5000E+001; 7.1124E-001; 1.5000E+001; 5.9402E-001; 1.5000E+001; 5.4697E-001; 1.5000E+001; 5.1712E-001; 1.5000E+001; 4.9861E-001; 1.5000E+001; 2.6614E-001;
 1.6000E+001; 3.3074E-003; 1.6000E+001; 7.2402E-001; 1.6000E+001; 6.0007E-001; 1.6000E+001; 5.5216E-001; 1.6000E+001; 5.2109E-001; 1.6000E+001; 5.0140E-001; 1.6000E+001; 2.6440E-001;
 1.7000E+001; 2.7950E-003; 1.7000E+001; 7.3597E-001; 1.7000E+001; 6.0586E-001; 1.7000E+001; 5.5729E-001; 1.7000E+001; 5.2507E-001; 1.7000E+001; 5.0426E-001; 1.7000E+001; 2.6288E-001;
 1.8000E+001; 2.4302E-003; 1.8000E+001; 7.4649E-001; 1.8000E+001; 6.1146E-001; 1.8000E+001; 5.6236E-001; 1.8000E+001; 5.2905E-001; 1.8000E+001; 5.0717E-001; 1.8000E+001; 2.6150E-001;
