Time(min)   ;HYD_00mm    ;Time(min)   ;HYD_10mm    ;Time(min)   ;HYD_20mm    ;Time(min)   ;HYD_30mm    ;Time(min)   ;HYD_40mm    ;Time(min)   ;HYD_50mm    ;Time(min)   ;HYD_120mm   ;
 1.7000E+001; 8.9392E-001; 1.7000E+001; 8.2732E-001; 1.7000E+001; 7.8150E-001; 1.7000E+001; 7.5046E-001; 1.7000E+001; 7.3015E-001; 1.7000E+001; 7.1860E-001; 1.7000E+001; 8.9386E-001;
 1.8000E+001; 8.9393E-001; 1.8000E+001; 8.2770E-001; 1.8000E+001; 7.8155E-001; 1.8000E+001; 7.5047E-001; 1.8000E+001; 7.3016E-001; 1.8000E+001; 7.1860E-001; 1.8000E+001; 8.9386E-001;
 1.9000E+001; 8.9394E-001; 1.9000E+001; 8.2818E-001; 1.9000E+001; 7.8161E-001; 1.9000E+001; 7.5048E-001; 1.9000E+001; 7.3016E-001; 1.9000E+001; 7.1860E-001; 1.9000E+001; 8.9386E-001;
 2.0000E+001; 8.9395E-001; 2.0000E+001; 8.2877E-001; 2.0000E+001; 7.8168E-001; 2.0000E+001; 7.5050E-001; 2.0000E+001; 7.3017E-001; 2.0000E+001; 7.1861E-001; 2.0000E+001; 8.9386E-001;
 2.1000E+001; 8.9396E-001; 2.1000E+001; 8.2950E-001; 2.1000E+001; 7.8176E-001; 2.1000E+001; 7.5051E-001; 2.1000E+001; 7.3017E-001; 2.1000E+001; 7.1861E-001; 2.1000E+001; 8.9386E-001;
 2.2000E+001; 8.9398E-001; 2.2000E+001; 8.3040E-001; 2.2000E+001; 7.8186E-001; 2.2000E+001; 7.5053E-001; 2.2000E+001; 7.3018E-001; 2.2000E+001; 7.1861E-001; 2.2000E+001; 8.9386E-001;
 2.3000E+001; 8.9399E-001; 2.3000E+001; 8.3148E-001; 2.3000E+001; 7.8198E-001; 2.3000E+001; 7.5056E-001; 2.3000E+001; 7.3018E-001; 2.3000E+001; 7.1861E-001; 2.3000E+001; 8.9386E-001;
 2.4000E+001; 8.9401E-001; 2.4000E+001; 8.3279E-001; 2.4000E+001; 7.8212E-001; 2.4000E+001; 7.5059E-001; 2.4000E+001; 7.3019E-001; 2.4000E+001; 7.1862E-001; 2.4000E+001; 8.9386E-001;
 2.5000E+001; 8.9403E-001; 2.5000E+001; 8.3435E-001; 2.5000E+001; 7.8229E-001; 2.5000E+001; 7.5062E-001; 2.5000E+001; 7.3020E-001; 2.5000E+001; 7.1862E-001; 2.5000E+001; 8.9386E-001;
 2.6000E+001; 8.9405E-001; 2.6000E+001; 8.3618E-001; 2.6000E+001; 7.8249E-001; 2.6000E+001; 7.5066E-001; 2.6000E+001; 7.3021E-001; 2.6000E+001; 7.1862E-001; 2.6000E+001; 8.9386E-001;
 2.7000E+001; 8.9407E-001; 2.7000E+001; 8.3834E-001; 2.7000E+001; 7.8272E-001; 2.7000E+001; 7.5070E-001; 2.7000E+001; 7.3022E-001; 2.7000E+001; 7.1863E-001; 2.7000E+001; 8.9386E-001;
 2.8000E+001; 8.9409E-001; 2.8000E+001; 8.4084E-001; 2.8000E+001; 7.8298E-001; 2.8000E+001; 7.5076E-001; 2.8000E+001; 7.3024E-001; 2.8000E+001; 7.1863E-001; 2.8000E+001; 8.9386E-001;
 2.9000E+001; 8.9411E-001; 2.9000E+001; 8.4372E-001; 2.9000E+001; 7.8329E-001; 2.9000E+001; 7.5082E-001; 2.9000E+001; 7.3025E-001; 2.9000E+001; 7.1864E-001; 2.9000E+001; 8.9386E-001;
 3.0000E+001; 8.9414E-001; 3.0000E+001; 8.4701E-001; 3.0000E+001; 7.8365E-001; 3.0000E+001; 7.5089E-001; 3.0000E+001; 7.3027E-001; 3.0000E+001; 7.1864E-001; 3.0000E+001; 8.9386E-001;
 3.1000E+001; 8.9416E-001; 3.1000E+001; 8.5073E-001; 3.1000E+001; 7.8406E-001; 3.1000E+001; 7.5097E-001; 3.1000E+001; 7.3029E-001; 3.1000E+001; 7.1865E-001; 3.1000E+001; 8.9386E-001;
 3.2000E+001; 8.9419E-001; 3.2000E+001; 8.5486E-001; 3.2000E+001; 7.8453E-001; 3.2000E+001; 7.5106E-001; 3.2000E+001; 7.3031E-001; 3.2000E+001; 7.1866E-001; 3.2000E+001; 8.9386E-001;
 3.3000E+001; 8.9422E-001; 3.3000E+001; 8.5937E-001; 3.3000E+001; 7.8507E-001; 3.3000E+001; 7.5117E-001; 3.3000E+001; 7.3034E-001; 3.3000E+001; 7.1867E-001; 3.3000E+001; 8.9386E-001;
 3.4000E+001; 8.9425E-001; 3.4000E+001; 8.6421E-001; 3.4000E+001; 7.8569E-001; 3.4000E+001; 7.5129E-001; 3.4000E+001; 7.3037E-001; 3.4000E+001; 7.1868E-001; 3.4000E+001; 8.9386E-001;
 3.5000E+001; 8.9429E-001; 3.5000E+001; 8.6926E-001; 3.5000E+001; 7.8638E-001; 3.5000E+001; 7.5142E-001; 3.5000E+001; 7.3040E-001; 3.5000E+001; 7.1869E-001; 3.5000E+001; 8.9386E-001;
 3.6000E+001; 8.9432E-001; 3.6000E+001; 8.7443E-001; 3.6000E+001; 7.8717E-001; 3.6000E+001; 7.5158E-001; 3.6000E+001; 7.3044E-001; 3.6000E+001; 7.1870E-001; 3.6000E+001; 8.9386E-001;
 3.7000E+001; 8.9435E-001; 3.7000E+001; 8.7960E-001; 3.7000E+001; 7.8804E-001; 3.7000E+001; 7.5175E-001; 3.7000E+001; 7.3049E-001; 3.7000E+001; 7.1871E-001; 3.7000E+001; 8.9386E-001;
 3.8000E+001; 8.9439E-001; 3.8000E+001; 8.8466E-001; 3.8000E+001; 7.8902E-001; 3.8000E+001; 7.5195E-001; 3.8000E+001; 7.3053E-001; 3.8000E+001; 7.1873E-001; 3.8000E+001; 8.9386E-001;
 3.9000E+001; 8.9443E-001; 3.9000E+001; 8.8952E-001; 3.9000E+001; 7.9009E-001; 3.9000E+001; 7.5216E-001; 3.9000E+001; 7.3059E-001; 3.9000E+001; 7.1874E-001; 3.9000E+001; 8.9386E-001;
 4.0000E+001; 8.9447E-001; 4.0000E+001; 8.9407E-001; 4.0000E+001; 7.9128E-001; 4.0000E+001; 7.5241E-001; 4.0000E+001; 7.3065E-001; 4.0000E+001; 7.1876E-001; 4.0000E+001; 8.9386E-001;
 4.1000E+001; 8.9451E-001; 4.1000E+001; 8.9823E-001; 4.1000E+001; 7.9258E-001; 4.1000E+001; 7.5269E-001; 4.1000E+001; 7.3071E-001; 4.1000E+001; 7.1878E-001; 4.1000E+001; 8.9386E-001;
 4.2000E+001; 8.9456E-001; 4.2000E+001; 9.0194E-001; 4.2000E+001; 7.9399E-001; 4.2000E+001; 7.5299E-001; 4.2000E+001; 7.3079E-001; 4.2000E+001; 7.1880E-001; 4.2000E+001; 8.9386E-001;
 4.3000E+001; 8.9460E-001; 4.3000E+001; 9.0513E-001; 4.3000E+001; 7.9553E-001; 4.3000E+001; 7.5334E-001; 4.3000E+001; 7.3087E-001; 4.3000E+001; 7.1883E-001; 4.3000E+001; 8.9386E-001;
 4.4000E+001; 8.9465E-001; 4.4000E+001; 9.0781E-001; 4.4000E+001; 7.9719E-001; 4.4000E+001; 7.5372E-001; 4.4000E+001; 7.3096E-001; 4.4000E+001; 7.1886E-001; 4.4000E+001; 8.9386E-001;
 4.5000E+001; 8.9470E-001; 4.5000E+001; 9.0997E-001; 4.5000E+001; 7.9898E-001; 4.5000E+001; 7.5415E-001; 4.5000E+001; 7.3107E-001; 4.5000E+001; 7.1889E-001; 4.5000E+001; 8.9386E-001;
 4.6000E+001; 8.9475E-001; 4.6000E+001; 9.1168E-001; 4.6000E+001; 8.0090E-001; 4.6000E+001; 7.5462E-001; 4.6000E+001; 7.3118E-001; 4.6000E+001; 7.1892E-001; 4.6000E+001; 8.9386E-001;
 4.7000E+001; 8.9480E-001; 4.7000E+001; 9.1300E-001; 4.7000E+001; 8.0295E-001; 4.7000E+001; 7.5514E-001; 4.7000E+001; 7.3130E-001; 4.7000E+001; 7.1895E-001; 4.7000E+001; 8.9386E-001;
 4.8000E+001; 8.9485E-001; 4.8000E+001; 9.1402E-001; 4.8000E+001; 8.0515E-001; 4.8000E+001; 7.5571E-001; 4.8000E+001; 7.3144E-001; 4.8000E+001; 7.1899E-001; 4.8000E+001; 8.9386E-001;
 4.9000E+001; 8.9491E-001; 4.9000E+001; 9.1480E-001; 4.9000E+001; 8.0750E-001; 4.9000E+001; 7.5634E-001; 4.9000E+001; 7.3159E-001; 4.9000E+001; 7.1904E-001; 4.9000E+001; 8.9386E-001;
 5.0000E+001; 8.9496E-001; 5.0000E+001; 9.1541E-001; 5.0000E+001; 8.1001E-001; 5.0000E+001; 7.5703E-001; 5.0000E+001; 7.3176E-001; 5.0000E+001; 7.1909E-001; 5.0000E+001; 8.9386E-001;
 5.1000E+001; 8.9502E-001; 5.1000E+001; 9.1590E-001; 5.1000E+001; 8.1269E-001; 5.1000E+001; 7.5778E-001; 5.1000E+001; 7.3194E-001; 5.1000E+001; 7.1914E-001; 5.1000E+001; 8.9386E-001;
 5.2000E+001; 8.9508E-001; 5.2000E+001; 9.1629E-001; 5.2000E+001; 8.1554E-001; 5.2000E+001; 7.5861E-001; 5.2000E+001; 7.3214E-001; 5.2000E+001; 7.1919E-001; 5.2000E+001; 8.9386E-001;
 5.3000E+001; 8.9514E-001; 5.3000E+001; 9.1663E-001; 5.3000E+001; 8.1856E-001; 5.3000E+001; 7.5950E-001; 5.3000E+001; 7.3236E-001; 5.3000E+001; 7.1926E-001; 5.3000E+001; 8.9386E-001;
 5.4000E+001; 8.9520E-001; 5.4000E+001; 9.1691E-001; 5.4000E+001; 8.2176E-001; 5.4000E+001; 7.6047E-001; 5.4000E+001; 7.3260E-001; 5.4000E+001; 7.1933E-001; 5.4000E+001; 8.9386E-001;
 5.5000E+001; 8.9527E-001; 5.5000E+001; 9.1715E-001; 5.5000E+001; 8.2514E-001; 5.5000E+001; 7.6151E-001; 5.5000E+001; 7.3286E-001; 5.5000E+001; 7.1940E-001; 5.5000E+001; 8.9386E-001;
 5.6000E+001; 8.9533E-001; 5.6000E+001; 9.1737E-001; 5.6000E+001; 8.2867E-001; 5.6000E+001; 7.6264E-001; 5.6000E+001; 7.3314E-001; 5.6000E+001; 7.1948E-001; 5.6000E+001; 8.9386E-001;
 5.7000E+001; 8.9540E-001; 5.7000E+001; 9.1756E-001; 5.7000E+001; 8.3236E-001; 5.7000E+001; 7.6384E-001; 5.7000E+001; 7.3345E-001; 5.7000E+001; 7.1957E-001; 5.7000E+001; 8.9386E-001;
 5.8000E+001; 8.9547E-001; 5.8000E+001; 9.1774E-001; 5.8000E+001; 8.3615E-001; 5.8000E+001; 7.6513E-001; 5.8000E+001; 7.3379E-001; 5.8000E+001; 7.1966E-001; 5.8000E+001; 8.9386E-001;
 5.9000E+001; 8.9554E-001; 5.9000E+001; 9.1791E-001; 5.9000E+001; 8.4003E-001; 5.9000E+001; 7.6650E-001; 5.9000E+001; 7.3415E-001; 5.9000E+001; 7.1977E-001; 5.9000E+001; 8.9386E-001;
 6.0000E+001; 8.9562E-001; 6.0000E+001; 9.1806E-001; 6.0000E+001; 8.4395E-001; 6.0000E+001; 7.6795E-001; 6.0000E+001; 7.3455E-001; 6.0000E+001; 7.1988E-001; 6.0000E+001; 8.9386E-001;
 6.1000E+001; 8.9569E-001; 6.1000E+001; 9.1820E-001; 6.1000E+001; 8.4787E-001; 6.1000E+001; 7.6949E-001; 6.1000E+001; 7.3497E-001; 6.1000E+001; 7.2000E-001; 6.1000E+001; 8.9386E-001;
 6.2000E+001; 8.9577E-001; 6.2000E+001; 9.1834E-001; 6.2000E+001; 8.5172E-001; 6.2000E+001; 7.7111E-001; 6.2000E+001; 7.3543E-001; 6.2000E+001; 7.2013E-001; 6.2000E+001; 8.9386E-001;
 6.3000E+001; 8.9584E-001; 6.3000E+001; 9.1847E-001; 6.3000E+001; 8.5546E-001; 6.3000E+001; 7.7281E-001; 6.3000E+001; 7.3593E-001; 6.3000E+001; 7.2027E-001; 6.3000E+001; 8.9386E-001;
 6.4000E+001; 8.9592E-001; 6.4000E+001; 9.1859E-001; 6.4000E+001; 8.5904E-001; 6.4000E+001; 7.7460E-001; 6.4000E+001; 7.3647E-001; 6.4000E+001; 7.2043E-001; 6.4000E+001; 8.9386E-001;
 6.5000E+001; 8.9601E-001; 6.5000E+001; 9.1871E-001; 6.5000E+001; 8.6243E-001; 6.5000E+001; 7.7647E-001; 6.5000E+001; 7.3704E-001; 6.5000E+001; 7.2059E-001; 6.5000E+001; 8.9386E-001;
 6.6000E+001; 8.9609E-001; 6.6000E+001; 9.1882E-001; 6.6000E+001; 8.6558E-001; 6.6000E+001; 7.7841E-001; 6.6000E+001; 7.3766E-001; 6.6000E+001; 7.2077E-001; 6.6000E+001; 8.9386E-001;
 6.7000E+001; 8.9617E-001; 6.7000E+001; 9.1893E-001; 6.7000E+001; 8.6849E-001; 6.7000E+001; 7.8044E-001; 6.7000E+001; 7.3832E-001; 6.7000E+001; 7.2096E-001; 6.7000E+001; 8.9386E-001;
 6.8000E+001; 8.9626E-001; 6.8000E+001; 9.1904E-001; 6.8000E+001; 8.7113E-001; 6.8000E+001; 7.8255E-001; 6.8000E+001; 7.3903E-001; 6.8000E+001; 7.2116E-001; 6.8000E+001; 8.9386E-001;
 6.9000E+001; 8.9635E-001; 6.9000E+001; 9.1914E-001; 6.9000E+001; 8.7351E-001; 6.9000E+001; 7.8473E-001; 6.9000E+001; 7.3978E-001; 6.9000E+001; 7.2138E-001; 6.9000E+001; 8.9386E-001;
 7.0000E+001; 8.9643E-001; 7.0000E+001; 9.1924E-001; 7.0000E+001; 8.7564E-001; 7.0000E+001; 7.8699E-001; 7.0000E+001; 7.4059E-001; 7.0000E+001; 7.2162E-001; 7.0000E+001; 8.9386E-001;
 7.1000E+001; 8.9653E-001; 7.1000E+001; 9.1934E-001; 7.1000E+001; 8.7752E-001; 7.1000E+001; 7.8934E-001; 7.1000E+001; 7.4145E-001; 7.1000E+001; 7.2187E-001; 7.1000E+001; 8.9386E-001;
 7.2000E+001; 8.9662E-001; 7.2000E+001; 9.1944E-001; 7.2000E+001; 8.7919E-001; 7.2000E+001; 7.9175E-001; 7.2000E+001; 7.4236E-001; 7.2000E+001; 7.2214E-001; 7.2000E+001; 8.9386E-001;
 7.3000E+001; 8.9671E-001; 7.3000E+001; 9.1954E-001; 7.3000E+001; 8.8066E-001; 7.3000E+001; 7.9425E-001; 7.3000E+001; 7.4332E-001; 7.3000E+001; 7.2243E-001; 7.3000E+001; 8.9386E-001;
 7.4000E+001; 8.9681E-001; 7.4000E+001; 9.1964E-001; 7.4000E+001; 8.8196E-001; 7.4000E+001; 7.9681E-001; 7.4000E+001; 7.4434E-001; 7.4000E+001; 7.2274E-001; 7.4000E+001; 8.9386E-001;
 7.5000E+001; 8.9690E-001; 7.5000E+001; 9.1973E-001; 7.5000E+001; 8.8311E-001; 7.5000E+001; 7.9945E-001; 7.5000E+001; 7.4541E-001; 7.5000E+001; 7.2308E-001; 7.5000E+001; 8.9386E-001;
 7.6000E+001; 8.9700E-001; 7.6000E+001; 9.1983E-001; 7.6000E+001; 8.8413E-001; 7.6000E+001; 8.0216E-001; 7.6000E+001; 7.4654E-001; 7.6000E+001; 7.2343E-001; 7.6000E+001; 8.9386E-001;
 7.7000E+001; 8.9710E-001; 7.7000E+001; 9.1992E-001; 7.7000E+001; 8.8505E-001; 7.7000E+001; 8.0493E-001; 7.7000E+001; 7.4773E-001; 7.7000E+001; 7.2381E-001; 7.7000E+001; 8.9387E-001;
 7.8000E+001; 8.9721E-001; 7.8000E+001; 9.2002E-001; 7.8000E+001; 8.8586E-001; 7.8000E+001; 8.0777E-001; 7.8000E+001; 7.4898E-001; 7.8000E+001; 7.2421E-001; 7.8000E+001; 8.9387E-001;
 7.9000E+001; 8.9731E-001; 7.9000E+001; 9.2011E-001; 7.9000E+001; 8.8660E-001; 7.9000E+001; 8.1065E-001; 7.9000E+001; 7.5029E-001; 7.9000E+001; 7.2464E-001; 7.9000E+001; 8.9387E-001;
 8.0000E+001; 8.9741E-001; 8.0000E+001; 9.2021E-001; 8.0000E+001; 8.8727E-001; 8.0000E+001; 8.1358E-001; 8.0000E+001; 7.5165E-001; 8.0000E+001; 7.2509E-001; 8.0000E+001; 8.9387E-001;
 8.1000E+001; 8.9752E-001; 8.1000E+001; 9.2030E-001; 8.1000E+001; 8.8789E-001; 8.1000E+001; 8.1654E-001; 8.1000E+001; 7.5307E-001; 8.1000E+001; 7.2557E-001; 8.1000E+001; 8.9387E-001;
 8.2000E+001; 8.9763E-001; 8.2000E+001; 9.2039E-001; 8.2000E+001; 8.8845E-001; 8.2000E+001; 8.1952E-001; 8.2000E+001; 7.5455E-001; 8.2000E+001; 7.2608E-001; 8.2000E+001; 8.9387E-001;
 8.3000E+001; 8.9774E-001; 8.3000E+001; 9.2049E-001; 8.3000E+001; 8.8898E-001; 8.3000E+001; 8.2251E-001; 8.3000E+001; 7.5608E-001; 8.3000E+001; 7.2662E-001; 8.3000E+001; 8.9387E-001;
 8.4000E+001; 8.9785E-001; 8.4000E+001; 9.2058E-001; 8.4000E+001; 8.8947E-001; 8.4000E+001; 8.2550E-001; 8.4000E+001; 7.5767E-001; 8.4000E+001; 7.2720E-001; 8.4000E+001; 8.9387E-001;
 8.5000E+001; 8.9796E-001; 8.5000E+001; 9.2068E-001; 8.5000E+001; 8.8992E-001; 8.5000E+001; 8.2847E-001; 8.5000E+001; 7.5931E-001; 8.5000E+001; 7.2780E-001; 8.5000E+001; 8.9387E-001;
 8.6000E+001; 8.9808E-001; 8.6000E+001; 9.2077E-001; 8.6000E+001; 8.9035E-001; 8.6000E+001; 8.3141E-001; 8.6000E+001; 7.6101E-001; 8.6000E+001; 7.2844E-001; 8.6000E+001; 8.9387E-001;
 8.7000E+001; 8.9819E-001; 8.7000E+001; 9.2087E-001; 8.7000E+001; 8.9076E-001; 8.7000E+001; 8.3431E-001; 8.7000E+001; 7.6276E-001; 8.7000E+001; 7.2911E-001; 8.7000E+001; 8.9387E-001;
 8.8000E+001; 8.9831E-001; 8.8000E+001; 9.2096E-001; 8.8000E+001; 8.9115E-001; 8.8000E+001; 8.3715E-001; 8.8000E+001; 7.6456E-001; 8.8000E+001; 7.2982E-001; 8.8000E+001; 8.9387E-001;
 8.9000E+001; 8.9843E-001; 8.9000E+001; 9.2106E-001; 8.9000E+001; 8.9152E-001; 8.9000E+001; 8.3992E-001; 8.9000E+001; 7.6640E-001; 8.9000E+001; 7.3057E-001; 8.9000E+001; 8.9387E-001;
 9.0000E+001; 8.9855E-001; 9.0000E+001; 9.2116E-001; 9.0000E+001; 8.9187E-001; 9.0000E+001; 8.4261E-001; 9.0000E+001; 7.6830E-001; 9.0000E+001; 7.3135E-001; 9.0000E+001; 8.9387E-001;
 9.1000E+001; 8.9867E-001; 9.1000E+001; 9.2126E-001; 9.1000E+001; 8.9221E-001; 9.1000E+001; 8.4521E-001; 9.1000E+001; 7.7024E-001; 9.1000E+001; 7.3217E-001; 9.1000E+001; 8.9387E-001;
 9.2000E+001; 8.9880E-001; 9.2000E+001; 9.2136E-001; 9.2000E+001; 8.9254E-001; 9.2000E+001; 8.4773E-001; 9.2000E+001; 7.7223E-001; 9.2000E+001; 7.3303E-001; 9.2000E+001; 8.9387E-001;
 9.3000E+001; 8.9892E-001; 9.3000E+001; 9.2146E-001; 9.3000E+001; 8.9286E-001; 9.3000E+001; 8.5014E-001; 9.3000E+001; 7.7426E-001; 9.3000E+001; 7.3393E-001; 9.3000E+001; 8.9387E-001;
 9.4000E+001; 8.9905E-001; 9.4000E+001; 9.2156E-001; 9.4000E+001; 8.9317E-001; 9.4000E+001; 8.5246E-001; 9.4000E+001; 7.7633E-001; 9.4000E+001; 7.3487E-001; 9.4000E+001; 8.9387E-001;
 9.5000E+001; 8.9918E-001; 9.5000E+001; 9.2166E-001; 9.5000E+001; 8.9347E-001; 9.5000E+001; 8.5467E-001; 9.5000E+001; 7.7845E-001; 9.5000E+001; 7.3585E-001; 9.5000E+001; 8.9387E-001;
 9.6000E+001; 8.9931E-001; 9.6000E+001; 9.2176E-001; 9.6000E+001; 8.9376E-001; 9.6000E+001; 8.5678E-001; 9.6000E+001; 7.8060E-001; 9.6000E+001; 7.3686E-001; 9.6000E+001; 8.9387E-001;
 9.7000E+001; 8.9944E-001; 9.7000E+001; 9.2186E-001; 9.7000E+001; 8.9405E-001; 9.7000E+001; 8.5880E-001; 9.7000E+001; 7.8279E-001; 9.7000E+001; 7.3792E-001; 9.7000E+001; 8.9387E-001;
 9.8000E+001; 8.9957E-001; 9.8000E+001; 9.2197E-001; 9.8000E+001; 8.9433E-001; 9.8000E+001; 8.6071E-001; 9.8000E+001; 7.8501E-001; 9.8000E+001; 7.3902E-001; 9.8000E+001; 8.9387E-001;
 9.9000E+001; 8.9971E-001; 9.9000E+001; 9.2207E-001; 9.9000E+001; 8.9460E-001; 9.9000E+001; 8.6254E-001; 9.9000E+001; 7.8727E-001; 9.9000E+001; 7.4016E-001; 9.9000E+001; 8.9387E-001;
 1.0000E+002; 8.9985E-001; 1.0000E+002; 9.2217E-001; 1.0000E+002; 8.9487E-001; 1.0000E+002; 8.6428E-001; 1.0000E+002; 7.8955E-001; 1.0000E+002; 7.4134E-001; 1.0000E+002; 8.9387E-001;
 1.0100E+002; 8.9998E-001; 1.0100E+002; 9.2228E-001; 1.0100E+002; 8.9514E-001; 1.0100E+002; 8.6593E-001; 1.0100E+002; 7.9187E-001; 1.0100E+002; 7.4256E-001; 1.0100E+002; 8.9387E-001;
 1.0200E+002; 9.0012E-001; 1.0200E+002; 9.2239E-001; 1.0200E+002; 8.9540E-001; 1.0200E+002; 8.6751E-001; 1.0200E+002; 7.9421E-001; 1.0200E+002; 7.4382E-001; 1.0200E+002; 8.9387E-001;
 1.0300E+002; 9.0026E-001; 1.0300E+002; 9.2250E-001; 1.0300E+002; 8.9566E-001; 1.0300E+002; 8.6901E-001; 1.0300E+002; 7.9657E-001; 1.0300E+002; 7.4512E-001; 1.0300E+002; 8.9387E-001;
 1.0400E+002; 9.0040E-001; 1.0400E+002; 9.2261E-001; 1.0400E+002; 8.9592E-001; 1.0400E+002; 8.7045E-001; 1.0400E+002; 7.9895E-001; 1.0400E+002; 7.4646E-001; 1.0400E+002; 8.9387E-001;
 1.0500E+002; 9.0055E-001; 1.0500E+002; 9.2272E-001; 1.0500E+002; 8.9618E-001; 1.0500E+002; 8.7182E-001; 1.0500E+002; 8.0136E-001; 1.0500E+002; 7.4783E-001; 1.0500E+002; 8.9387E-001;
 1.0600E+002; 9.0069E-001; 1.0600E+002; 9.2283E-001; 1.0600E+002; 8.9643E-001; 1.0600E+002; 8.7313E-001; 1.0600E+002; 8.0377E-001; 1.0600E+002; 7.4924E-001; 1.0600E+002; 8.9387E-001;
 1.0700E+002; 9.0084E-001; 1.0700E+002; 9.2295E-001; 1.0700E+002; 8.9669E-001; 1.0700E+002; 8.7438E-001; 1.0700E+002; 8.0620E-001; 1.0700E+002; 7.5069E-001; 1.0700E+002; 8.9387E-001;
