Time(min)   ;HYD_00mm    ;Time(min)   ;HYD_10mm    ;Time(min)   ;HYD_20mm    ;Time(min)   ;HYD_30mm    ;Time(min)   ;HYD_40mm    ;Time(min)   ;HYD_50mm    ;Time(min)   ;HYD_120mm   ;
 0.0000E+000; 8.9380E-001; 0.0000E+000; 8.3504E-001; 0.0000E+000; 7.9568E-001; 0.0000E+000; 7.6800E-001; 0.0000E+000; 7.4955E-001; 0.0000E+000; 7.3894E-001; 0.0000E+000; 8.9380E-001;
 1.0000E+000; 8.9380E-001; 1.0000E+000; 8.3504E-001; 1.0000E+000; 7.9568E-001; 1.0000E+000; 7.6800E-001; 1.0000E+000; 7.4955E-001; 1.0000E+000; 7.3894E-001; 1.0000E+000; 8.9380E-001;
 2.0000E+000; 8.9380E-001; 2.0000E+000; 8.3504E-001; 2.0000E+000; 7.9568E-001; 2.0000E+000; 7.6800E-001; 2.0000E+000; 7.4955E-001; 2.0000E+000; 7.3894E-001; 2.0000E+000; 8.9380E-001;
 3.0000E+000; 8.9380E-001; 3.0000E+000; 8.3504E-001; 3.0000E+000; 7.9568E-001; 3.0000E+000; 7.6800E-001; 3.0000E+000; 7.4955E-001; 3.0000E+000; 7.3894E-001; 3.0000E+000; 8.9380E-001;
 4.0000E+000; 8.9380E-001; 4.0000E+000; 8.3504E-001; 4.0000E+000; 7.9568E-001; 4.0000E+000; 7.6800E-001; 4.0000E+000; 7.4955E-001; 4.0000E+000; 7.3894E-001; 4.0000E+000; 8.9380E-001;
 5.0000E+000; 8.9380E-001; 5.0000E+000; 8.3505E-001; 5.0000E+000; 7.9568E-001; 5.0000E+000; 7.6800E-001; 5.0000E+000; 7.4955E-001; 5.0000E+000; 7.3894E-001; 5.0000E+000; 8.9380E-001;
 6.0000E+000; 8.9380E-001; 6.0000E+000; 8.3505E-001; 6.0000E+000; 7.9569E-001; 6.0000E+000; 7.6800E-001; 6.0000E+000; 7.4956E-001; 6.0000E+000; 7.3894E-001; 6.0000E+000; 8.9380E-001;
 7.0000E+000; 8.9380E-001; 7.0000E+000; 8.3506E-001; 7.0000E+000; 7.9569E-001; 7.0000E+000; 7.6800E-001; 7.0000E+000; 7.4956E-001; 7.0000E+000; 7.3894E-001; 7.0000E+000; 8.9380E-001;
 8.0000E+000; 8.9381E-001; 8.0000E+000; 8.3508E-001; 8.0000E+000; 7.9569E-001; 8.0000E+000; 7.6800E-001; 8.0000E+000; 7.4956E-001; 8.0000E+000; 7.3894E-001; 8.0000E+000; 8.9380E-001;
 9.0000E+000; 8.9381E-001; 9.0000E+000; 8.3510E-001; 9.0000E+000; 7.9570E-001; 9.0000E+000; 7.6800E-001; 9.0000E+000; 7.4956E-001; 9.0000E+000; 7.3894E-001; 9.0000E+000; 8.9380E-001;
 1.0000E+001; 8.9381E-001; 1.0000E+001; 8.3514E-001; 1.0000E+001; 7.9570E-001; 1.0000E+001; 7.6800E-001; 1.0000E+001; 7.4956E-001; 1.0000E+001; 7.3894E-001; 1.0000E+001; 8.9380E-001;
