Time(min)   ;HR_00mm     ;Time(min)   ;HR_10mm     ;Time(min)   ;HR_20mm     ;Time(min)   ;HR_30mm     ;Time(min)   ;HR_40mm     ;Time(min)   ;HR_50mm     ;Time(min)   ;HR_120mm    ;
 2.0000E+001; 3.3760E-003; 2.0000E+001; 6.8528E-001; 2.0000E+001; 5.7603E-001; 2.0000E+001; 5.0773E-001; 2.0000E+001; 4.5881E-001; 2.0000E+001; 4.2665E-001; 2.0000E+001; 2.5108E-001;
 2.1000E+001; 2.9251E-003; 2.1000E+001; 6.9343E-001; 2.1000E+001; 5.8150E-001; 2.1000E+001; 5.1264E-001; 2.1000E+001; 4.6286E-001; 2.1000E+001; 4.2973E-001; 2.1000E+001; 2.4986E-001;
 2.2000E+001; 2.5438E-003; 2.2000E+001; 7.0126E-001; 2.2000E+001; 5.8682E-001; 2.2000E+001; 5.1746E-001; 2.2000E+001; 4.6689E-001; 2.2000E+001; 4.3284E-001; 2.2000E+001; 2.4863E-001;
 2.3000E+001; 2.2201E-003; 2.3000E+001; 7.0880E-001; 2.3000E+001; 5.9198E-001; 2.3000E+001; 5.2219E-001; 2.3000E+001; 4.7090E-001; 2.3000E+001; 4.3597E-001; 2.3000E+001; 2.4735E-001;
 2.4000E+001; 1.9444E-003; 2.4000E+001; 7.1612E-001; 2.4000E+001; 5.9701E-001; 2.4000E+001; 5.2683E-001; 2.4000E+001; 4.7488E-001; 2.4000E+001; 4.3911E-001; 2.4000E+001; 2.4600E-001;
 2.5000E+001; 1.7090E-003; 2.5000E+001; 7.2323E-001; 2.5000E+001; 6.0192E-001; 2.5000E+001; 5.3139E-001; 2.5000E+001; 4.7883E-001; 2.5000E+001; 4.4227E-001; 2.5000E+001; 2.4455E-001;
 2.6000E+001; 1.5077E-003; 2.6000E+001; 7.3020E-001; 2.6000E+001; 6.0672E-001; 2.6000E+001; 5.3585E-001; 2.6000E+001; 4.8275E-001; 2.6000E+001; 4.4543E-001; 2.6000E+001; 2.4298E-001;
 2.7000E+001; 1.3357E-003; 2.7000E+001; 7.3707E-001; 2.7000E+001; 6.1145E-001; 2.7000E+001; 5.4022E-001; 2.7000E+001; 4.8662E-001; 2.7000E+001; 4.4860E-001; 2.7000E+001; 2.4127E-001;
 2.8000E+001; 1.1892E-003; 2.8000E+001; 7.4391E-001; 2.8000E+001; 6.1611E-001; 2.8000E+001; 5.4451E-001; 2.8000E+001; 4.9046E-001; 2.8000E+001; 4.5177E-001; 2.8000E+001; 2.3941E-001;
 2.9000E+001; 1.0653E-003; 2.9000E+001; 7.5078E-001; 2.9000E+001; 6.2073E-001; 2.9000E+001; 5.4871E-001; 2.9000E+001; 4.9425E-001; 2.9000E+001; 4.5493E-001; 2.9000E+001; 2.3739E-001;
 3.0000E+001; 9.6178E-004; 3.0000E+001; 7.5774E-001; 3.0000E+001; 6.2532E-001; 3.0000E+001; 5.5282E-001; 3.0000E+001; 4.9799E-001; 3.0000E+001; 4.5808E-001; 3.0000E+001; 2.3519E-001;
 3.1000E+001; 8.7659E-004; 3.1000E+001; 7.6479E-001; 3.1000E+001; 6.2992E-001; 3.1000E+001; 5.5687E-001; 3.1000E+001; 5.0169E-001; 3.1000E+001; 4.6123E-001; 3.1000E+001; 2.3281E-001;
 3.2000E+001; 8.0741E-004; 3.2000E+001; 7.7183E-001; 3.2000E+001; 6.3453E-001; 3.2000E+001; 5.6083E-001; 3.2000E+001; 5.0533E-001; 3.2000E+001; 4.6436E-001; 3.2000E+001; 2.3025E-001;
 3.3000E+001; 7.5109E-004; 3.3000E+001; 7.7859E-001; 3.3000E+001; 6.3912E-001; 3.3000E+001; 5.6473E-001; 3.3000E+001; 5.0893E-001; 3.3000E+001; 4.6747E-001; 3.3000E+001; 2.2752E-001;
 3.4000E+001; 7.0390E-004; 3.4000E+001; 7.8468E-001; 3.4000E+001; 6.4367E-001; 3.4000E+001; 5.6858E-001; 3.4000E+001; 5.1247E-001; 3.4000E+001; 4.7057E-001; 3.4000E+001; 2.2462E-001;
 3.5000E+001; 6.6250E-004; 3.5000E+001; 7.8963E-001; 3.5000E+001; 6.4811E-001; 3.5000E+001; 5.7238E-001; 3.5000E+001; 5.1597E-001; 3.5000E+001; 4.7364E-001; 3.5000E+001; 2.2155E-001;
 3.6000E+001; 6.2492E-004; 3.6000E+001; 7.9299E-001; 3.6000E+001; 6.5236E-001; 3.6000E+001; 5.7615E-001; 3.6000E+001; 5.1941E-001; 3.6000E+001; 4.7670E-001; 3.6000E+001; 2.1836E-001;
 3.7000E+001; 5.9039E-004; 3.7000E+001; 7.9441E-001; 3.7000E+001; 6.5637E-001; 3.7000E+001; 5.7991E-001; 3.7000E+001; 5.2280E-001; 3.7000E+001; 4.7973E-001; 3.7000E+001; 2.1507E-001;
 3.8000E+001; 5.5878E-004; 3.8000E+001; 7.9367E-001; 3.8000E+001; 6.6010E-001; 3.8000E+001; 5.8368E-001; 3.8000E+001; 5.2615E-001; 3.8000E+001; 4.8273E-001; 3.8000E+001; 2.1169E-001;
 3.9000E+001; 5.2994E-004; 3.9000E+001; 7.9063E-001; 3.9000E+001; 6.6354E-001; 3.9000E+001; 5.8748E-001; 3.9000E+001; 5.2945E-001; 3.9000E+001; 4.8572E-001; 3.9000E+001; 2.0826E-001;
 4.0000E+001; 5.0363E-004; 4.0000E+001; 7.8522E-001; 4.0000E+001; 6.6670E-001; 4.0000E+001; 5.9130E-001; 4.0000E+001; 5.3272E-001; 4.0000E+001; 4.8868E-001; 4.0000E+001; 2.0475E-001;
 4.1000E+001; 4.7955E-004; 4.1000E+001; 7.7735E-001; 4.1000E+001; 6.6959E-001; 4.1000E+001; 5.9514E-001; 4.1000E+001; 5.3595E-001; 4.1000E+001; 4.9161E-001; 4.1000E+001; 2.0116E-001;
 4.2000E+001; 4.5744E-004; 4.2000E+001; 7.6688E-001; 4.2000E+001; 6.7224E-001; 4.2000E+001; 5.9899E-001; 4.2000E+001; 5.3916E-001; 4.2000E+001; 4.9452E-001; 4.2000E+001; 1.9747E-001;
 4.3000E+001; 4.3704E-004; 4.3000E+001; 7.5363E-001; 4.3000E+001; 6.7468E-001; 4.3000E+001; 6.0285E-001; 4.3000E+001; 5.4234E-001; 4.3000E+001; 4.9740E-001; 4.3000E+001; 1.9366E-001;
 4.4000E+001; 4.1815E-004; 4.4000E+001; 7.3742E-001; 4.4000E+001; 6.7694E-001; 4.4000E+001; 6.0670E-001; 4.4000E+001; 5.4550E-001; 4.4000E+001; 5.0026E-001; 4.4000E+001; 1.8975E-001;
 4.5000E+001; 4.0061E-004; 4.5000E+001; 7.1808E-001; 4.5000E+001; 6.7908E-001; 4.5000E+001; 6.1052E-001; 4.5000E+001; 5.4864E-001; 4.5000E+001; 5.0310E-001; 4.5000E+001; 1.8574E-001;
 4.6000E+001; 3.8424E-004; 4.6000E+001; 6.9554E-001; 4.6000E+001; 6.8114E-001; 4.6000E+001; 6.1430E-001; 4.6000E+001; 5.5177E-001; 4.6000E+001; 5.0591E-001; 4.6000E+001; 1.8165E-001;
 4.7000E+001; 3.6891E-004; 4.7000E+001; 6.6995E-001; 4.7000E+001; 6.8318E-001; 4.7000E+001; 6.1802E-001; 4.7000E+001; 5.5490E-001; 4.7000E+001; 5.0869E-001; 4.7000E+001; 1.7749E-001;
 4.8000E+001; 3.5446E-004; 4.8000E+001; 6.4171E-001; 4.8000E+001; 6.8525E-001; 4.8000E+001; 6.2167E-001; 4.8000E+001; 5.5802E-001; 4.8000E+001; 5.1145E-001; 4.8000E+001; 1.7329E-001;
 4.9000E+001; 3.4073E-004; 4.9000E+001; 6.1148E-001; 4.9000E+001; 6.8741E-001; 4.9000E+001; 6.2524E-001; 4.9000E+001; 5.6113E-001; 4.9000E+001; 5.1419E-001; 4.9000E+001; 1.6905E-001;
 5.0000E+001; 3.2761E-004; 5.0000E+001; 5.8011E-001; 5.0000E+001; 6.8969E-001; 5.0000E+001; 6.2870E-001; 5.0000E+001; 5.6424E-001; 5.0000E+001; 5.1690E-001; 5.0000E+001; 1.6481E-001;
 5.1000E+001; 3.1501E-004; 5.1000E+001; 5.4847E-001; 5.1000E+001; 6.9212E-001; 5.1000E+001; 6.3206E-001; 5.1000E+001; 5.6735E-001; 5.1000E+001; 5.1958E-001; 5.1000E+001; 1.6056E-001;
 5.2000E+001; 3.0290E-004; 5.2000E+001; 5.1736E-001; 5.2000E+001; 6.9467E-001; 5.2000E+001; 6.3528E-001; 5.2000E+001; 5.7045E-001; 5.2000E+001; 5.2224E-001; 5.2000E+001; 1.5634E-001;
 5.3000E+001; 2.9131E-004; 5.3000E+001; 4.8739E-001; 5.3000E+001; 6.9731E-001; 5.3000E+001; 6.3836E-001; 5.3000E+001; 5.7354E-001; 5.3000E+001; 5.2488E-001; 5.3000E+001; 1.5215E-001;
 5.4000E+001; 2.8025E-004; 5.4000E+001; 4.5898E-001; 5.4000E+001; 6.9997E-001; 5.4000E+001; 6.4129E-001; 5.4000E+001; 5.7661E-001; 5.4000E+001; 5.2750E-001; 5.4000E+001; 1.4800E-001;
 5.5000E+001; 2.6976E-004; 5.5000E+001; 4.3237E-001; 5.5000E+001; 7.0257E-001; 5.5000E+001; 6.4405E-001; 5.5000E+001; 5.7966E-001; 5.5000E+001; 5.3009E-001; 5.5000E+001; 1.4391E-001;
 5.6000E+001; 2.5985E-004; 5.6000E+001; 4.0767E-001; 5.6000E+001; 7.0500E-001; 5.6000E+001; 6.4662E-001; 5.6000E+001; 5.8269E-001; 5.6000E+001; 5.3268E-001; 5.6000E+001; 1.3987E-001;
 5.7000E+001; 2.5051E-004; 5.7000E+001; 3.8485E-001; 5.7000E+001; 7.0711E-001; 5.7000E+001; 6.4902E-001; 5.7000E+001; 5.8568E-001; 5.7000E+001; 5.3524E-001; 5.7000E+001; 1.3590E-001;
 5.8000E+001; 2.4174E-004; 5.8000E+001; 3.6383E-001; 5.8000E+001; 7.0876E-001; 5.8000E+001; 6.5122E-001; 5.8000E+001; 5.8864E-001; 5.8000E+001; 5.3779E-001; 5.8000E+001; 1.3201E-001;
 5.9000E+001; 2.3348E-004; 5.9000E+001; 3.4445E-001; 5.9000E+001; 7.0980E-001; 5.9000E+001; 6.5322E-001; 5.9000E+001; 5.9156E-001; 5.9000E+001; 5.4032E-001; 5.9000E+001; 1.2820E-001;
 6.0000E+001; 2.2570E-004; 6.0000E+001; 3.2652E-001; 6.0000E+001; 7.1007E-001; 6.0000E+001; 6.5504E-001; 6.0000E+001; 5.9444E-001; 6.0000E+001; 5.4284E-001; 6.0000E+001; 1.2447E-001;
 6.1000E+001; 2.1834E-004; 6.1000E+001; 3.0987E-001; 6.1000E+001; 7.0942E-001; 6.1000E+001; 6.5666E-001; 6.1000E+001; 5.9728E-001; 6.1000E+001; 5.4534E-001; 6.1000E+001; 1.2082E-001;
 6.2000E+001; 2.1137E-004; 6.2000E+001; 2.9432E-001; 6.2000E+001; 7.0772E-001; 6.2000E+001; 6.5811E-001; 6.2000E+001; 6.0006E-001; 6.2000E+001; 5.4784E-001; 6.2000E+001; 1.1727E-001;
 6.3000E+001; 2.0473E-004; 6.3000E+001; 2.7975E-001; 6.3000E+001; 7.0486E-001; 6.3000E+001; 6.5940E-001; 6.3000E+001; 6.0279E-001; 6.3000E+001; 5.5032E-001; 6.3000E+001; 1.1380E-001;
 6.4000E+001; 1.9840E-004; 6.4000E+001; 2.6607E-001; 6.4000E+001; 7.0075E-001; 6.4000E+001; 6.6054E-001; 6.4000E+001; 6.0546E-001; 6.4000E+001; 5.5280E-001; 6.4000E+001; 1.1043E-001;
 6.5000E+001; 1.9234E-004; 6.5000E+001; 2.5321E-001; 6.5000E+001; 6.9536E-001; 6.5000E+001; 6.6155E-001; 6.5000E+001; 6.0807E-001; 6.5000E+001; 5.5526E-001; 6.5000E+001; 1.0714E-001;
 6.6000E+001; 1.8653E-004; 6.6000E+001; 2.4114E-001; 6.6000E+001; 6.8864E-001; 6.6000E+001; 6.6246E-001; 6.6000E+001; 6.1061E-001; 6.6000E+001; 5.5771E-001; 6.6000E+001; 1.0395E-001;
 6.7000E+001; 1.8096E-004; 6.7000E+001; 2.2983E-001; 6.7000E+001; 6.8062E-001; 6.7000E+001; 6.6328E-001; 6.7000E+001; 6.1308E-001; 6.7000E+001; 5.6015E-001; 6.7000E+001; 1.0085E-001;
 6.8000E+001; 1.7561E-004; 6.8000E+001; 2.1928E-001; 6.8000E+001; 6.7133E-001; 6.8000E+001; 6.6404E-001; 6.8000E+001; 6.1547E-001; 6.8000E+001; 5.6257E-001; 6.8000E+001; 9.7837E-002;
 6.9000E+001; 1.7047E-004; 6.9000E+001; 2.0945E-001; 6.9000E+001; 6.6083E-001; 6.9000E+001; 6.6474E-001; 6.9000E+001; 6.1778E-001; 6.9000E+001; 5.6497E-001; 6.9000E+001; 9.4912E-002;
 7.0000E+001; 1.6554E-004; 7.0000E+001; 2.0032E-001; 7.0000E+001; 6.4924E-001; 7.0000E+001; 6.6541E-001; 7.0000E+001; 6.2000E-001; 7.0000E+001; 5.6734E-001; 7.0000E+001; 9.2074E-002;
 7.1000E+001; 1.6080E-004; 7.1000E+001; 1.9185E-001; 7.1000E+001; 6.3665E-001; 7.1000E+001; 6.6606E-001; 7.1000E+001; 6.2212E-001; 7.1000E+001; 5.6969E-001; 7.1000E+001; 8.9320E-002;
 7.2000E+001; 1.5625E-004; 7.2000E+001; 1.8400E-001; 7.2000E+001; 6.2323E-001; 7.2000E+001; 6.6669E-001; 7.2000E+001; 6.2415E-001; 7.2000E+001; 5.7202E-001; 7.2000E+001; 8.6648E-002;
 7.3000E+001; 1.5187E-004; 7.3000E+001; 1.7670E-001; 7.3000E+001; 6.0914E-001; 7.3000E+001; 6.6729E-001; 7.3000E+001; 6.2608E-001; 7.3000E+001; 5.7432E-001; 7.3000E+001; 8.4057E-002;
 7.4000E+001; 1.4766E-004; 7.4000E+001; 1.6992E-001; 7.4000E+001; 5.9455E-001; 7.4000E+001; 6.6786E-001; 7.4000E+001; 6.2790E-001; 7.4000E+001; 5.7658E-001; 7.4000E+001; 8.1544E-002;
 7.5000E+001; 1.4360E-004; 7.5000E+001; 1.6359E-001; 7.5000E+001; 5.7963E-001; 7.5000E+001; 6.6839E-001; 7.5000E+001; 6.2960E-001; 7.5000E+001; 5.7882E-001; 7.5000E+001; 7.9107E-002;
 7.6000E+001; 1.3968E-004; 7.6000E+001; 1.5767E-001; 7.6000E+001; 5.6455E-001; 7.6000E+001; 6.6886E-001; 7.6000E+001; 6.3120E-001; 7.6000E+001; 5.8101E-001; 7.6000E+001; 7.6742E-002;
 7.7000E+001; 1.3590E-004; 7.7000E+001; 1.5213E-001; 7.7000E+001; 5.4948E-001; 7.7000E+001; 6.6923E-001; 7.7000E+001; 6.3267E-001; 7.7000E+001; 5.8318E-001; 7.7000E+001; 7.4449E-002;
 7.8000E+001; 1.3224E-004; 7.8000E+001; 1.4692E-001; 7.8000E+001; 5.3454E-001; 7.8000E+001; 6.6948E-001; 7.8000E+001; 6.3403E-001; 7.8000E+001; 5.8530E-001; 7.8000E+001; 7.2224E-002;
 7.9000E+001; 1.2869E-004; 7.9000E+001; 1.4201E-001; 7.9000E+001; 5.1985E-001; 7.9000E+001; 6.6959E-001; 7.9000E+001; 6.3527E-001; 7.9000E+001; 5.8738E-001; 7.9000E+001; 7.0065E-002;
 8.0000E+001; 1.2526E-004; 8.0000E+001; 1.3738E-001; 8.0000E+001; 5.0550E-001; 8.0000E+001; 6.6950E-001; 8.0000E+001; 6.3638E-001; 8.0000E+001; 5.8941E-001; 8.0000E+001; 6.7970E-002;
 8.1000E+001; 1.2193E-004; 8.1000E+001; 1.3302E-001; 8.1000E+001; 4.9156E-001; 8.1000E+001; 6.6919E-001; 8.1000E+001; 6.3739E-001; 8.1000E+001; 5.9140E-001; 8.1000E+001; 6.5937E-002;
 8.2000E+001; 1.1869E-004; 8.2000E+001; 1.2890E-001; 8.2000E+001; 4.7806E-001; 8.2000E+001; 6.6862E-001; 8.2000E+001; 6.3827E-001; 8.2000E+001; 5.9334E-001; 8.2000E+001; 6.3964E-002;
 8.3000E+001; 1.1555E-004; 8.3000E+001; 1.2500E-001; 8.3000E+001; 4.6505E-001; 8.3000E+001; 6.6776E-001; 8.3000E+001; 6.3904E-001; 8.3000E+001; 5.9523E-001; 8.3000E+001; 6.2048E-002;
 8.4000E+001; 1.1249E-004; 8.4000E+001; 1.2133E-001; 8.4000E+001; 4.5252E-001; 8.4000E+001; 6.6658E-001; 8.4000E+001; 6.3971E-001; 8.4000E+001; 5.9706E-001; 8.4000E+001; 6.0188E-002;
 8.5000E+001; 1.0951E-004; 8.5000E+001; 1.1786E-001; 8.5000E+001; 4.4049E-001; 8.5000E+001; 6.6504E-001; 8.5000E+001; 6.4027E-001; 8.5000E+001; 5.9883E-001; 8.5000E+001; 5.8382E-002;
 8.6000E+001; 1.0661E-004; 8.6000E+001; 1.1458E-001; 8.6000E+001; 4.2895E-001; 8.6000E+001; 6.6315E-001; 8.6000E+001; 6.4074E-001; 8.6000E+001; 6.0054E-001; 8.6000E+001; 5.6628E-002;
 8.7000E+001; 1.0378E-004; 8.7000E+001; 1.1149E-001; 8.7000E+001; 4.1789E-001; 8.7000E+001; 6.6087E-001; 8.7000E+001; 6.4111E-001; 8.7000E+001; 6.0219E-001; 8.7000E+001; 5.4925E-002;
 8.8000E+001; 1.0102E-004; 8.8000E+001; 1.0856E-001; 8.8000E+001; 4.0730E-001; 8.8000E+001; 6.5820E-001; 8.8000E+001; 6.4139E-001; 8.8000E+001; 6.0377E-001; 8.8000E+001; 5.3272E-002;
 8.9000E+001; 9.8325E-005; 8.9000E+001; 1.0578E-001; 8.9000E+001; 3.9717E-001; 8.9000E+001; 6.5514E-001; 8.9000E+001; 6.4160E-001; 8.9000E+001; 6.0528E-001; 8.9000E+001; 5.1666E-002;
 9.0000E+001; 9.5698E-005; 9.0000E+001; 1.0315E-001; 9.0000E+001; 3.8748E-001; 9.0000E+001; 6.5169E-001; 9.0000E+001; 6.4173E-001; 9.0000E+001; 6.0672E-001; 9.0000E+001; 5.0106E-002;
 9.1000E+001; 9.3133E-005; 9.1000E+001; 1.0065E-001; 9.1000E+001; 3.7822E-001; 9.1000E+001; 6.4788E-001; 9.1000E+001; 6.4179E-001; 9.1000E+001; 6.0809E-001; 9.1000E+001; 4.8592E-002;
 9.2000E+001; 9.0629E-005; 9.2000E+001; 9.8273E-002; 9.2000E+001; 3.6938E-001; 9.2000E+001; 6.4370E-001; 9.2000E+001; 6.4178E-001; 9.2000E+001; 6.0939E-001; 9.2000E+001; 4.7122E-002;
 9.3000E+001; 8.8186E-005; 9.3000E+001; 9.6000E-002; 9.3000E+001; 3.6094E-001; 9.3000E+001; 6.3919E-001; 9.3000E+001; 6.4171E-001; 9.3000E+001; 6.1060E-001; 9.3000E+001; 4.5695E-002;
 9.4000E+001; 8.5805E-005; 9.4000E+001; 9.3822E-002; 9.4000E+001; 3.5288E-001; 9.4000E+001; 6.3438E-001; 9.4000E+001; 6.4158E-001; 9.4000E+001; 6.1173E-001; 9.4000E+001; 4.4309E-002;
 9.5000E+001; 8.3492E-005; 9.5000E+001; 9.1727E-002; 9.5000E+001; 3.4520E-001; 9.5000E+001; 6.2929E-001; 9.5000E+001; 6.4139E-001; 9.5000E+001; 6.1279E-001; 9.5000E+001; 4.2965E-002;
 9.6000E+001; 8.1259E-005; 9.6000E+001; 8.9696E-002; 9.6000E+001; 3.3786E-001; 9.6000E+001; 6.2395E-001; 9.6000E+001; 6.4115E-001; 9.6000E+001; 6.1375E-001; 9.6000E+001; 4.1661E-002;
 9.7000E+001; 7.9152E-005; 9.7000E+001; 8.7692E-002; 9.7000E+001; 3.3085E-001; 9.7000E+001; 6.1840E-001; 9.7000E+001; 6.4085E-001; 9.7000E+001; 6.1464E-001; 9.7000E+001; 4.0395E-002;
 9.8000E+001; 7.7066E-005; 9.8000E+001; 8.5680E-002; 9.8000E+001; 3.2413E-001; 9.8000E+001; 6.1269E-001; 9.8000E+001; 6.4050E-001; 9.8000E+001; 6.1543E-001; 9.8000E+001; 3.9168E-002;
 9.9000E+001; 7.4708E-005; 9.9000E+001; 8.3952E-002; 9.9000E+001; 3.1760E-001; 9.9000E+001; 6.0683E-001; 9.9000E+001; 6.4008E-001; 9.9000E+001; 6.1614E-001; 9.9000E+001; 3.7978E-002;
 1.0000E+002; 7.2393E-005; 1.0000E+002; 8.2514E-002; 1.0000E+002; 3.1125E-001; 1.0000E+002; 6.0087E-001; 1.0000E+002; 6.3961E-001; 1.0000E+002; 6.1676E-001; 1.0000E+002; 3.6825E-002;
 1.0100E+002; 7.0088E-005; 1.0100E+002; 8.1100E-002; 1.0100E+002; 3.0529E-001; 1.0100E+002; 5.9485E-001; 1.0100E+002; 6.3908E-001; 1.0100E+002; 6.1729E-001; 1.0100E+002; 3.5708E-002;
 1.0200E+002; 6.7824E-005; 1.0200E+002; 7.9717E-002; 1.0200E+002; 2.9977E-001; 1.0200E+002; 5.8878E-001; 1.0200E+002; 6.3849E-001; 1.0200E+002; 6.1773E-001; 1.0200E+002; 3.4625E-002;
 1.0300E+002; 6.5585E-005; 1.0300E+002; 7.8397E-002; 1.0300E+002; 2.9475E-001; 1.0300E+002; 5.8266E-001; 1.0300E+002; 6.3783E-001; 1.0300E+002; 6.1808E-001; 1.0300E+002; 3.3577E-002;
 1.0400E+002; 6.3376E-005; 1.0400E+002; 7.7114E-002; 1.0400E+002; 2.9012E-001; 1.0400E+002; 5.7655E-001; 1.0400E+002; 6.3712E-001; 1.0400E+002; 6.1835E-001; 1.0400E+002; 3.2563E-002;
 1.0500E+002; 6.1195E-005; 1.0500E+002; 7.5877E-002; 1.0500E+002; 2.8574E-001; 1.0500E+002; 5.7035E-001; 1.0500E+002; 6.3634E-001; 1.0500E+002; 6.1852E-001; 1.0500E+002; 3.1581E-002;
 1.0600E+002; 5.9041E-005; 1.0600E+002; 7.4686E-002; 1.0600E+002; 2.8162E-001; 1.0600E+002; 5.6406E-001; 1.0600E+002; 6.3550E-001; 1.0600E+002; 6.1862E-001; 1.0600E+002; 3.0632E-002;
 1.0700E+002; 5.6913E-005; 1.0700E+002; 7.3539E-002; 1.0700E+002; 2.7775E-001; 1.0700E+002; 5.5787E-001; 1.0700E+002; 6.3466E-001; 1.0700E+002; 6.1863E-001; 1.0700E+002; 2.9714E-002;
