Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0011E+001; 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0011E+001;
 1.0000E+000; 6.3774E+001; 1.0000E+000; 2.6153E+001; 1.0000E+000; 2.0266E+001; 1.0000E+000; 2.0013E+001; 1.0000E+000; 2.0013E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 1.9343E+001;
 2.0000E+000; 8.1786E+001; 2.0000E+000; 3.7356E+001; 2.0000E+000; 2.3132E+001; 2.0000E+000; 2.0369E+001; 2.0000E+000; 2.0040E+001; 2.0000E+000; 2.0015E+001; 2.0000E+000; 1.9240E+001;
 3.0000E+000; 9.4631E+001; 3.0000E+000; 4.7705E+001; 3.0000E+000; 2.7644E+001; 3.0000E+000; 2.1567E+001; 3.0000E+000; 2.0248E+001; 3.0000E+000; 2.0041E+001; 3.0000E+000; 1.9226E+001;
 4.0000E+000; 1.0457E+002; 4.0000E+000; 5.6862E+001; 4.0000E+000; 3.2796E+001; 4.0000E+000; 2.3543E+001; 4.0000E+000; 2.0785E+001; 4.0000E+000; 2.0148E+001; 4.0000E+000; 1.9247E+001;
 5.0000E+000; 1.1272E+002; 5.0000E+000; 6.4922E+001; 5.0000E+000; 3.8090E+001; 5.0000E+000; 2.6070E+001; 5.0000E+000; 2.1690E+001; 5.0000E+000; 2.0397E+001; 5.0000E+000; 1.9284E+001;
 6.0000E+000; 1.1975E+002; 6.0000E+000; 7.2080E+001; 6.0000E+000; 4.3289E+001; 6.0000E+000; 2.8942E+001; 6.0000E+000; 2.2932E+001; 6.0000E+000; 2.0823E+001; 6.0000E+000; 1.9325E+001;
 7.0000E+000; 1.2605E+002; 7.0000E+000; 7.8531E+001; 7.0000E+000; 4.8299E+001; 7.0000E+000; 3.2011E+001; 7.0000E+000; 2.4451E+001; 7.0000E+000; 2.1435E+001; 7.0000E+000; 1.9366E+001;
 8.0000E+000; 1.3183E+002; 8.0000E+000; 8.4435E+001; 8.0000E+000; 5.3092E+001; 8.0000E+000; 3.5178E+001; 8.0000E+000; 2.6182E+001; 8.0000E+000; 2.2226E+001; 8.0000E+000; 1.9406E+001;
 9.0000E+000; 1.3726E+002; 9.0000E+000; 8.9911E+001; 9.0000E+000; 5.7673E+001; 9.0000E+000; 3.8379E+001; 9.0000E+000; 2.8072E+001; 9.0000E+000; 2.3177E+001; 9.0000E+000; 1.9442E+001;
 1.0000E+001; 1.4241E+002; 1.0000E+001; 9.5049E+001; 1.0000E+001; 6.2059E+001; 1.0000E+001; 4.1577E+001; 1.0000E+001; 3.0076E+001; 1.0000E+001; 2.4265E+001; 1.0000E+001; 1.9477E+001;
 1.1000E+001; 1.4734E+002; 1.1000E+001; 9.9916E+001; 1.1000E+001; 6.6271E+001; 1.1000E+001; 4.4751E+001; 1.1000E+001; 3.2163E+001; 1.1000E+001; 2.5468E+001; 1.1000E+001; 1.9509E+001;
 1.2000E+001; 1.5210E+002; 1.2000E+001; 1.0456E+002; 1.2000E+001; 7.0329E+001; 1.2000E+001; 4.7887E+001; 1.2000E+001; 3.4307E+001; 1.2000E+001; 2.6767E+001; 1.2000E+001; 1.9539E+001;
 1.3000E+001; 1.5672E+002; 1.3000E+001; 1.0903E+002; 1.3000E+001; 7.4253E+001; 1.3000E+001; 5.0981E+001; 1.3000E+001; 3.6490E+001; 1.3000E+001; 2.8145E+001; 1.3000E+001; 1.9569E+001;
 1.4000E+001; 1.6121E+002; 1.4000E+001; 1.1334E+002; 1.4000E+001; 7.8058E+001; 1.4000E+001; 5.4029E+001; 1.4000E+001; 3.8698E+001; 1.4000E+001; 2.9589E+001; 1.4000E+001; 1.9600E+001;
