Time(min)   ;SW_00mm     ;Time(min)   ;SW_10mm     ;Time(min)   ;SW_20mm     ;Time(min)   ;SW_30mm     ;Time(min)   ;SW_40mm     ;Time(min)   ;SW_50mm     ;Time(min)   ;SW_120mm    ;
 1.0000E+001; 3.6726E-002; 1.0000E+001; 2.2561E-001; 1.0000E+001; 2.1232E-001; 1.0000E+001; 2.0352E-001; 1.0000E+001; 1.9759E-001; 1.0000E+001; 1.9416E-001; 1.0000E+001; 1.5168E-001;
 1.1000E+001; 3.4503E-002; 1.1000E+001; 2.3027E-001; 1.1000E+001; 2.1258E-001; 1.1000E+001; 2.0358E-001; 1.1000E+001; 1.9770E-001; 1.1000E+001; 1.9419E-001; 1.1000E+001; 1.5017E-001;
 1.2000E+001; 3.2491E-002; 1.2000E+001; 2.3480E-001; 1.2000E+001; 2.1281E-001; 1.2000E+001; 2.0362E-001; 1.2000E+001; 1.9781E-001; 1.2000E+001; 1.9424E-001; 1.2000E+001; 1.4894E-001;
 1.3000E+001; 3.0668E-002; 1.3000E+001; 2.3926E-001; 1.3000E+001; 2.1299E-001; 1.3000E+001; 2.0364E-001; 1.3000E+001; 1.9789E-001; 1.3000E+001; 1.9432E-001; 1.3000E+001; 1.4794E-001;
 1.4000E+001; 2.9012E-002; 1.4000E+001; 2.4374E-001; 1.4000E+001; 2.1313E-001; 1.4000E+001; 2.0365E-001; 1.4000E+001; 1.9795E-001; 1.4000E+001; 1.9443E-001; 1.4000E+001; 1.4710E-001;
 1.5000E+001; 2.7507E-002; 1.5000E+001; 2.4832E-001; 1.5000E+001; 2.1322E-001; 1.5000E+001; 2.0365E-001; 1.5000E+001; 1.9798E-001; 1.5000E+001; 1.9453E-001; 1.5000E+001; 1.4640E-001;
 1.6000E+001; 2.6136E-002; 1.6000E+001; 2.5307E-001; 1.6000E+001; 2.1326E-001; 1.6000E+001; 2.0364E-001; 1.6000E+001; 1.9800E-001; 1.6000E+001; 1.9462E-001; 1.6000E+001; 1.4580E-001;
 1.7000E+001; 2.4885E-002; 1.7000E+001; 2.5807E-001; 1.7000E+001; 2.1325E-001; 1.7000E+001; 2.0362E-001; 1.7000E+001; 1.9801E-001; 1.7000E+001; 1.9469E-001; 1.7000E+001; 1.4526E-001;
 1.8000E+001; 2.3747E-002; 1.8000E+001; 2.6336E-001; 1.8000E+001; 2.1321E-001; 1.8000E+001; 2.0359E-001; 1.8000E+001; 1.9802E-001; 1.8000E+001; 1.9473E-001; 1.8000E+001; 1.4478E-001;
 1.9000E+001; 2.2713E-002; 1.9000E+001; 2.6900E-001; 1.9000E+001; 2.1316E-001; 1.9000E+001; 2.0355E-001; 1.9000E+001; 1.9801E-001; 1.9000E+001; 1.9476E-001; 1.9000E+001; 1.4433E-001;
 2.0000E+001; 2.1783E-002; 2.0000E+001; 2.7509E-001; 2.0000E+001; 2.1313E-001; 2.0000E+001; 2.0351E-001; 2.0000E+001; 1.9800E-001; 2.0000E+001; 1.9477E-001; 2.0000E+001; 1.4390E-001;
 2.1000E+001; 2.0956E-002; 2.1000E+001; 2.8169E-001; 2.1000E+001; 2.1317E-001; 2.1000E+001; 2.0347E-001; 2.1000E+001; 1.9798E-001; 2.1000E+001; 1.9478E-001; 2.1000E+001; 1.4347E-001;
 2.2000E+001; 2.0235E-002; 2.2000E+001; 2.8865E-001; 2.2000E+001; 2.1329E-001; 2.2000E+001; 2.0343E-001; 2.2000E+001; 1.9796E-001; 2.2000E+001; 1.9478E-001; 2.2000E+001; 1.4303E-001;
 2.3000E+001; 1.9610E-002; 2.3000E+001; 2.9536E-001; 2.3000E+001; 2.1349E-001; 2.3000E+001; 2.0340E-001; 2.3000E+001; 1.9793E-001; 2.3000E+001; 1.9478E-001; 2.3000E+001; 1.4257E-001;
 2.4000E+001; 1.9064E-002; 2.4000E+001; 3.0059E-001; 2.4000E+001; 2.1372E-001; 2.4000E+001; 2.0336E-001; 2.4000E+001; 1.9790E-001; 2.4000E+001; 1.9476E-001; 2.4000E+001; 1.4208E-001;
 2.5000E+001; 1.8576E-002; 2.5000E+001; 3.0305E-001; 2.5000E+001; 2.1394E-001; 2.5000E+001; 2.0335E-001; 2.5000E+001; 1.9787E-001; 2.5000E+001; 1.9475E-001; 2.5000E+001; 1.4155E-001;
 2.6000E+001; 1.8129E-002; 2.6000E+001; 3.0204E-001; 2.6000E+001; 2.1415E-001; 2.6000E+001; 2.0335E-001; 2.6000E+001; 1.9784E-001; 2.6000E+001; 1.9473E-001; 2.6000E+001; 1.4098E-001;
 2.7000E+001; 1.7714E-002; 2.7000E+001; 2.9767E-001; 2.7000E+001; 2.1439E-001; 2.7000E+001; 2.0339E-001; 2.7000E+001; 1.9782E-001; 2.7000E+001; 1.9471E-001; 2.7000E+001; 1.4035E-001;
 2.8000E+001; 1.7321E-002; 2.8000E+001; 2.9050E-001; 2.8000E+001; 2.1470E-001; 2.8000E+001; 2.0348E-001; 2.8000E+001; 1.9781E-001; 2.8000E+001; 1.9469E-001; 2.8000E+001; 1.3967E-001;
 2.9000E+001; 1.6945E-002; 2.9000E+001; 2.8105E-001; 2.9000E+001; 2.1512E-001; 2.9000E+001; 2.0362E-001; 2.9000E+001; 1.9782E-001; 2.9000E+001; 1.9468E-001; 2.9000E+001; 1.3894E-001;
 3.0000E+001; 1.6578E-002; 3.0000E+001; 2.6965E-001; 3.0000E+001; 2.1566E-001; 3.0000E+001; 2.0382E-001; 3.0000E+001; 1.9785E-001; 3.0000E+001; 1.9466E-001; 3.0000E+001; 1.3814E-001;
 3.1000E+001; 1.6219E-002; 3.1000E+001; 2.5650E-001; 3.1000E+001; 2.1632E-001; 3.1000E+001; 2.0407E-001; 3.1000E+001; 1.9789E-001; 3.1000E+001; 1.9465E-001; 3.1000E+001; 1.3728E-001;
 3.2000E+001; 1.5870E-002; 3.2000E+001; 2.4172E-001; 3.2000E+001; 2.1712E-001; 3.2000E+001; 2.0436E-001; 3.2000E+001; 1.9795E-001; 3.2000E+001; 1.9464E-001; 3.2000E+001; 1.3636E-001;
 3.3000E+001; 1.5530E-002; 3.3000E+001; 2.2542E-001; 3.3000E+001; 2.1806E-001; 3.3000E+001; 2.0470E-001; 3.3000E+001; 1.9803E-001; 3.3000E+001; 1.9465E-001; 3.3000E+001; 1.3537E-001;
 3.4000E+001; 1.5200E-002; 3.4000E+001; 2.0784E-001; 3.4000E+001; 2.1914E-001; 3.4000E+001; 2.0508E-001; 3.4000E+001; 1.9812E-001; 3.4000E+001; 1.9465E-001; 3.4000E+001; 1.3433E-001;
 3.5000E+001; 1.4881E-002; 3.5000E+001; 1.8942E-001; 3.5000E+001; 2.2039E-001; 3.5000E+001; 2.0550E-001; 3.5000E+001; 1.9821E-001; 3.5000E+001; 1.9467E-001; 3.5000E+001; 1.3323E-001;
 3.6000E+001; 1.4574E-002; 3.6000E+001; 1.7092E-001; 3.6000E+001; 2.2187E-001; 3.6000E+001; 2.0596E-001; 3.6000E+001; 1.9831E-001; 3.6000E+001; 1.9469E-001; 3.6000E+001; 1.3207E-001;
 3.7000E+001; 1.4279E-002; 3.7000E+001; 1.5328E-001; 3.7000E+001; 2.2363E-001; 3.7000E+001; 2.0646E-001; 3.7000E+001; 1.9841E-001; 3.7000E+001; 1.9472E-001; 3.7000E+001; 1.3085E-001;
 3.8000E+001; 1.3995E-002; 3.8000E+001; 1.3729E-001; 3.8000E+001; 2.2573E-001; 3.8000E+001; 2.0701E-001; 3.8000E+001; 1.9852E-001; 3.8000E+001; 1.9475E-001; 3.8000E+001; 1.2959E-001;
 3.9000E+001; 1.3717E-002; 3.9000E+001; 1.2338E-001; 3.9000E+001; 2.2821E-001; 3.9000E+001; 2.0759E-001; 3.9000E+001; 1.9862E-001; 3.9000E+001; 1.9479E-001; 3.9000E+001; 1.2829E-001;
 4.0000E+001; 1.3439E-002; 4.0000E+001; 1.1162E-001; 4.0000E+001; 2.3103E-001; 4.0000E+001; 2.0820E-001; 4.0000E+001; 1.9874E-001; 4.0000E+001; 1.9484E-001; 4.0000E+001; 1.2694E-001;
 4.1000E+001; 1.3174E-002; 4.1000E+001; 1.0176E-001; 4.1000E+001; 2.3413E-001; 4.1000E+001; 2.0882E-001; 4.1000E+001; 1.9888E-001; 4.1000E+001; 1.9490E-001; 4.1000E+001; 1.2555E-001;
 4.2000E+001; 1.2919E-002; 4.2000E+001; 9.3462E-002; 4.2000E+001; 2.3741E-001; 4.2000E+001; 2.0944E-001; 4.2000E+001; 1.9904E-001; 4.2000E+001; 1.9496E-001; 4.2000E+001; 1.2414E-001;
 4.3000E+001; 1.2674E-002; 4.3000E+001; 8.6402E-002; 4.3000E+001; 2.4078E-001; 4.3000E+001; 2.1006E-001; 4.3000E+001; 1.9921E-001; 4.3000E+001; 1.9502E-001; 4.3000E+001; 1.2269E-001;
 4.4000E+001; 1.2437E-002; 4.4000E+001; 8.0336E-002; 4.4000E+001; 2.4414E-001; 4.4000E+001; 2.1069E-001; 4.4000E+001; 1.9941E-001; 4.4000E+001; 1.9510E-001; 4.4000E+001; 1.2123E-001;
 4.5000E+001; 1.2208E-002; 4.5000E+001; 7.5084E-002; 4.5000E+001; 2.4736E-001; 4.5000E+001; 2.1132E-001; 4.5000E+001; 1.9962E-001; 4.5000E+001; 1.9517E-001; 4.5000E+001; 1.1975E-001;
 4.6000E+001; 1.1987E-002; 4.6000E+001; 7.0514E-002; 4.6000E+001; 2.5030E-001; 4.6000E+001; 2.1196E-001; 4.6000E+001; 1.9987E-001; 4.6000E+001; 1.9526E-001; 4.6000E+001; 1.1825E-001;
 4.7000E+001; 1.1772E-002; 4.7000E+001; 6.6521E-002; 4.7000E+001; 2.5272E-001; 4.7000E+001; 2.1260E-001; 4.7000E+001; 2.0014E-001; 4.7000E+001; 1.9534E-001; 4.7000E+001; 1.1674E-001;
 4.8000E+001; 1.1564E-002; 4.8000E+001; 6.3013E-002; 4.8000E+001; 2.5435E-001; 4.8000E+001; 2.1325E-001; 4.8000E+001; 2.0043E-001; 4.8000E+001; 1.9542E-001; 4.8000E+001; 1.1523E-001;
 4.9000E+001; 1.1362E-002; 4.9000E+001; 5.9911E-002; 4.9000E+001; 2.5486E-001; 4.9000E+001; 2.1390E-001; 4.9000E+001; 2.0075E-001; 4.9000E+001; 1.9551E-001; 4.9000E+001; 1.1372E-001;
 5.0000E+001; 1.1167E-002; 5.0000E+001; 5.7147E-002; 5.0000E+001; 2.5396E-001; 5.0000E+001; 2.1457E-001; 5.0000E+001; 2.0110E-001; 5.0000E+001; 1.9560E-001; 5.0000E+001; 1.1221E-001;
 5.1000E+001; 1.0977E-002; 5.1000E+001; 5.4664E-002; 5.1000E+001; 2.5146E-001; 5.1000E+001; 2.1526E-001; 5.1000E+001; 2.0147E-001; 5.1000E+001; 1.9569E-001; 5.1000E+001; 1.1071E-001;
 5.2000E+001; 1.0793E-002; 5.2000E+001; 5.2418E-002; 5.2000E+001; 2.4727E-001; 5.2000E+001; 2.1597E-001; 5.2000E+001; 2.0186E-001; 5.2000E+001; 1.9578E-001; 5.2000E+001; 1.0921E-001;
 5.3000E+001; 1.0614E-002; 5.3000E+001; 5.0381E-002; 5.3000E+001; 2.4141E-001; 5.3000E+001; 2.1672E-001; 5.3000E+001; 2.0228E-001; 5.3000E+001; 1.9588E-001; 5.3000E+001; 1.0772E-001;
 5.4000E+001; 1.0437E-002; 5.4000E+001; 4.8506E-002; 5.4000E+001; 2.3399E-001; 5.4000E+001; 2.1752E-001; 5.4000E+001; 2.0271E-001; 5.4000E+001; 1.9599E-001; 5.4000E+001; 1.0625E-001;
 5.5000E+001; 1.0265E-002; 5.5000E+001; 4.6776E-002; 5.5000E+001; 2.2526E-001; 5.5000E+001; 2.1838E-001; 5.5000E+001; 2.0316E-001; 5.5000E+001; 1.9612E-001; 5.5000E+001; 1.0479E-001;
 5.6000E+001; 1.0096E-002; 5.6000E+001; 4.5182E-002; 5.6000E+001; 2.1547E-001; 5.6000E+001; 2.1930E-001; 5.6000E+001; 2.0362E-001; 5.6000E+001; 1.9625E-001; 5.6000E+001; 1.0335E-001;
 5.7000E+001; 9.9319E-003; 5.7000E+001; 4.3710E-002; 5.7000E+001; 2.0489E-001; 5.7000E+001; 2.2029E-001; 5.7000E+001; 2.0409E-001; 5.7000E+001; 1.9641E-001; 5.7000E+001; 1.0192E-001;
 5.8000E+001; 9.7717E-003; 5.8000E+001; 4.2349E-002; 5.8000E+001; 1.9380E-001; 5.8000E+001; 2.2136E-001; 5.8000E+001; 2.0458E-001; 5.8000E+001; 1.9657E-001; 5.8000E+001; 1.0052E-001;
 5.9000E+001; 9.6154E-003; 5.9000E+001; 4.1089E-002; 5.9000E+001; 1.8252E-001; 5.9000E+001; 2.2250E-001; 5.9000E+001; 2.0507E-001; 5.9000E+001; 1.9676E-001; 5.9000E+001; 9.9136E-002;
 6.0000E+001; 9.4629E-003; 6.0000E+001; 3.9920E-002; 6.0000E+001; 1.7133E-001; 6.0000E+001; 2.2372E-001; 6.0000E+001; 2.0558E-001; 6.0000E+001; 1.9696E-001; 6.0000E+001; 9.7772E-002;
 6.1000E+001; 9.3140E-003; 6.1000E+001; 3.8832E-002; 6.1000E+001; 1.6052E-001; 6.1000E+001; 2.2501E-001; 6.1000E+001; 2.0610E-001; 6.1000E+001; 1.9717E-001; 6.1000E+001; 9.6430E-002;
 6.2000E+001; 9.1686E-003; 6.2000E+001; 3.7818E-002; 6.2000E+001; 1.5028E-001; 6.2000E+001; 2.2637E-001; 6.2000E+001; 2.0663E-001; 6.2000E+001; 1.9740E-001; 6.2000E+001; 9.5111E-002;
 6.3000E+001; 9.0264E-003; 6.3000E+001; 3.6868E-002; 6.3000E+001; 1.4076E-001; 6.3000E+001; 2.2778E-001; 6.3000E+001; 2.0717E-001; 6.3000E+001; 1.9764E-001; 6.3000E+001; 9.3813E-002;
 6.4000E+001; 8.8873E-003; 6.4000E+001; 3.5974E-002; 6.4000E+001; 1.3201E-001; 6.4000E+001; 2.2920E-001; 6.4000E+001; 2.0771E-001; 6.4000E+001; 1.9791E-001; 6.4000E+001; 9.2539E-002;
 6.5000E+001; 8.7512E-003; 6.5000E+001; 3.5131E-002; 6.5000E+001; 1.2406E-001; 6.5000E+001; 2.3061E-001; 6.5000E+001; 2.0826E-001; 6.5000E+001; 1.9818E-001; 6.5000E+001; 9.1287E-002;
 6.6000E+001; 8.6179E-003; 6.6000E+001; 3.4309E-002; 6.6000E+001; 1.1690E-001; 6.6000E+001; 2.3197E-001; 6.6000E+001; 2.0880E-001; 6.6000E+001; 1.9847E-001; 6.6000E+001; 9.0057E-002;
 6.7000E+001; 8.4867E-003; 6.7000E+001; 3.3512E-002; 6.7000E+001; 1.1048E-001; 6.7000E+001; 2.3322E-001; 6.7000E+001; 2.0935E-001; 6.7000E+001; 1.9878E-001; 6.7000E+001; 8.8850E-002;
 6.8000E+001; 8.3577E-003; 6.8000E+001; 3.2749E-002; 6.8000E+001; 1.0472E-001; 6.8000E+001; 2.3429E-001; 6.8000E+001; 2.0990E-001; 6.8000E+001; 1.9910E-001; 6.8000E+001; 8.7665E-002;
 6.9000E+001; 8.2310E-003; 6.9000E+001; 3.2023E-002; 6.9000E+001; 9.9529E-002; 6.9000E+001; 2.3512E-001; 6.9000E+001; 2.1045E-001; 6.9000E+001; 1.9942E-001; 6.9000E+001; 8.6502E-002;
 7.0000E+001; 8.1065E-003; 7.0000E+001; 3.1333E-002; 7.0000E+001; 9.4850E-002; 7.0000E+001; 2.3564E-001; 7.0000E+001; 2.1099E-001; 7.0000E+001; 1.9975E-001; 7.0000E+001; 8.5360E-002;
 7.1000E+001; 7.9843E-003; 7.1000E+001; 3.0678E-002; 7.1000E+001; 9.0618E-002; 7.1000E+001; 2.3576E-001; 7.1000E+001; 2.1154E-001; 7.1000E+001; 2.0008E-001; 7.1000E+001; 8.4240E-002;
 7.2000E+001; 7.8642E-003; 7.2000E+001; 3.0057E-002; 7.2000E+001; 8.6779E-002; 7.2000E+001; 2.3541E-001; 7.2000E+001; 2.1208E-001; 7.2000E+001; 2.0043E-001; 7.2000E+001; 8.3141E-002;
 7.3000E+001; 7.7463E-003; 7.3000E+001; 2.9467E-002; 7.3000E+001; 8.3284E-002; 7.3000E+001; 2.3451E-001; 7.3000E+001; 2.1262E-001; 7.3000E+001; 2.0078E-001; 7.3000E+001; 8.2062E-002;
 7.4000E+001; 7.6305E-003; 7.4000E+001; 2.8907E-002; 7.4000E+001; 8.0090E-002; 7.4000E+001; 2.3298E-001; 7.4000E+001; 2.1316E-001; 7.4000E+001; 2.0113E-001; 7.4000E+001; 8.1003E-002;
 7.5000E+001; 7.5166E-003; 7.5000E+001; 2.8374E-002; 7.5000E+001; 7.7159E-002; 7.5000E+001; 2.3079E-001; 7.5000E+001; 2.1370E-001; 7.5000E+001; 2.0150E-001; 7.5000E+001; 7.9964E-002;
 7.6000E+001; 7.4047E-003; 7.6000E+001; 2.7866E-002; 7.6000E+001; 7.4459E-002; 7.6000E+001; 2.2790E-001; 7.6000E+001; 2.1424E-001; 7.6000E+001; 2.0187E-001; 7.6000E+001; 7.8944E-002;
 7.7000E+001; 7.2945E-003; 7.7000E+001; 2.7381E-002; 7.7000E+001; 7.1965E-002; 7.7000E+001; 2.2431E-001; 7.7000E+001; 2.1479E-001; 7.7000E+001; 2.0225E-001; 7.7000E+001; 7.7942E-002;
 7.8000E+001; 7.1861E-003; 7.8000E+001; 2.6917E-002; 7.8000E+001; 6.9653E-002; 7.8000E+001; 2.2005E-001; 7.8000E+001; 2.1534E-001; 7.8000E+001; 2.0264E-001; 7.8000E+001; 7.6959E-002;
 7.9000E+001; 7.0794E-003; 7.9000E+001; 2.6472E-002; 7.9000E+001; 6.7506E-002; 7.9000E+001; 2.1516E-001; 7.9000E+001; 2.1590E-001; 7.9000E+001; 2.0303E-001; 7.9000E+001; 7.5994E-002;
 8.0000E+001; 6.9742E-003; 8.0000E+001; 2.6043E-002; 8.0000E+001; 6.5511E-002; 8.0000E+001; 2.0969E-001; 8.0000E+001; 2.1646E-001; 8.0000E+001; 2.0343E-001; 8.0000E+001; 7.5046E-002;
 8.1000E+001; 6.8706E-003; 8.1000E+001; 2.5623E-002; 8.1000E+001; 6.3651E-002; 8.1000E+001; 2.0374E-001; 8.1000E+001; 2.1703E-001; 8.1000E+001; 2.0383E-001; 8.1000E+001; 7.4116E-002;
 8.2000E+001; 6.7684E-003; 8.2000E+001; 2.5215E-002; 8.2000E+001; 6.1910E-002; 8.2000E+001; 1.9741E-001; 8.2000E+001; 2.1761E-001; 8.2000E+001; 2.0423E-001; 8.2000E+001; 7.3202E-002;
 8.3000E+001; 6.6674E-003; 8.3000E+001; 2.4819E-002; 8.3000E+001; 6.0279E-002; 8.3000E+001; 1.9082E-001; 8.3000E+001; 2.1818E-001; 8.3000E+001; 2.0464E-001; 8.3000E+001; 7.2304E-002;
 8.4000E+001; 6.5677E-003; 8.4000E+001; 2.4437E-002; 8.4000E+001; 5.8752E-002; 8.4000E+001; 1.8408E-001; 8.4000E+001; 2.1876E-001; 8.4000E+001; 2.0505E-001; 8.4000E+001; 7.1423E-002;
 8.5000E+001; 6.4694E-003; 8.5000E+001; 2.4068E-002; 8.5000E+001; 5.7321E-002; 8.5000E+001; 1.7728E-001; 8.5000E+001; 2.1933E-001; 8.5000E+001; 2.0545E-001; 8.5000E+001; 7.0557E-002;
 8.6000E+001; 6.3723E-003; 8.6000E+001; 2.3712E-002; 8.6000E+001; 5.5979E-002; 8.6000E+001; 1.7052E-001; 8.6000E+001; 2.1988E-001; 8.6000E+001; 2.0585E-001; 8.6000E+001; 6.9707E-002;
 8.7000E+001; 6.2764E-003; 8.7000E+001; 2.3370E-002; 8.7000E+001; 5.4719E-002; 8.7000E+001; 1.6388E-001; 8.7000E+001; 2.2042E-001; 8.7000E+001; 2.0625E-001; 8.7000E+001; 6.8872E-002;
 8.8000E+001; 6.1817E-003; 8.8000E+001; 2.3039E-002; 8.8000E+001; 5.3533E-002; 8.8000E+001; 1.5743E-001; 8.8000E+001; 2.2092E-001; 8.8000E+001; 2.0664E-001; 8.8000E+001; 6.8052E-002;
 8.9000E+001; 6.0881E-003; 8.9000E+001; 2.2720E-002; 8.9000E+001; 5.2417E-002; 8.9000E+001; 1.5122E-001; 8.9000E+001; 2.2137E-001; 8.9000E+001; 2.0703E-001; 8.9000E+001; 6.7247E-002;
 9.0000E+001; 5.9957E-003; 9.0000E+001; 2.2413E-002; 9.0000E+001; 5.1363E-002; 9.0000E+001; 1.4530E-001; 9.0000E+001; 2.2176E-001; 9.0000E+001; 2.0741E-001; 9.0000E+001; 6.6455E-002;
 9.1000E+001; 5.9044E-003; 9.1000E+001; 2.2115E-002; 9.1000E+001; 5.0367E-002; 9.1000E+001; 1.3969E-001; 9.1000E+001; 2.2208E-001; 9.1000E+001; 2.0779E-001; 9.1000E+001; 6.5678E-002;
 9.2000E+001; 5.8141E-003; 9.2000E+001; 2.1826E-002; 9.2000E+001; 4.9423E-002; 9.2000E+001; 1.3440E-001; 9.2000E+001; 2.2229E-001; 9.2000E+001; 2.0815E-001; 9.2000E+001; 6.4915E-002;
 9.3000E+001; 5.7249E-003; 9.3000E+001; 2.1547E-002; 9.3000E+001; 4.8529E-002; 9.3000E+001; 1.2944E-001; 9.3000E+001; 2.2239E-001; 9.3000E+001; 2.0851E-001; 9.3000E+001; 6.4166E-002;
 9.4000E+001; 5.6366E-003; 9.4000E+001; 2.1275E-002; 9.4000E+001; 4.7681E-002; 9.4000E+001; 1.2479E-001; 9.4000E+001; 2.2235E-001; 9.4000E+001; 2.0885E-001; 9.4000E+001; 6.3429E-002;
 9.5000E+001; 5.5493E-003; 9.5000E+001; 2.1011E-002; 9.5000E+001; 4.6874E-002; 9.5000E+001; 1.2046E-001; 9.5000E+001; 2.2214E-001; 9.5000E+001; 2.0919E-001; 9.5000E+001; 6.2706E-002;
 9.6000E+001; 5.4630E-003; 9.6000E+001; 2.0752E-002; 9.6000E+001; 4.6094E-002; 9.6000E+001; 1.1643E-001; 9.6000E+001; 2.2176E-001; 9.6000E+001; 2.0951E-001; 9.6000E+001; 6.1996E-002;
 9.7000E+001; 5.3776E-003; 9.7000E+001; 2.0498E-002; 9.7000E+001; 4.5345E-002; 9.7000E+001; 1.1270E-001; 9.7000E+001; 2.2116E-001; 9.7000E+001; 2.0983E-001; 9.7000E+001; 6.1299E-002;
 9.8000E+001; 5.2932E-003; 9.8000E+001; 2.0248E-002; 9.8000E+001; 4.4627E-002; 9.8000E+001; 1.0923E-001; 9.8000E+001; 2.2034E-001; 9.8000E+001; 2.1013E-001; 9.8000E+001; 6.0614E-002;
 9.9000E+001; 5.2097E-003; 9.9000E+001; 2.0001E-002; 9.9000E+001; 4.3938E-002; 9.9000E+001; 1.0600E-001; 9.9000E+001; 2.1928E-001; 9.9000E+001; 2.1042E-001; 9.9000E+001; 5.9942E-002;
 1.0000E+002; 5.1274E-003; 1.0000E+002; 1.9756E-002; 1.0000E+002; 4.3276E-002; 1.0000E+002; 1.0300E-001; 1.0000E+002; 2.1796E-001; 1.0000E+002; 2.1070E-001; 1.0000E+002; 5.9282E-002;
 1.0100E+002; 5.0474E-003; 1.0100E+002; 1.9508E-002; 1.0100E+002; 4.2637E-002; 1.0100E+002; 1.0018E-001; 1.0100E+002; 2.1638E-001; 1.0100E+002; 2.1096E-001; 1.0100E+002; 5.8634E-002;
 1.0200E+002; 4.9652E-003; 1.0200E+002; 1.9275E-002; 1.0200E+002; 4.2009E-002; 1.0200E+002; 9.7551E-002; 1.0200E+002; 2.1454E-001; 1.0200E+002; 2.1122E-001; 1.0200E+002; 5.7998E-002;
 1.0300E+002; 4.8831E-003; 1.0300E+002; 1.9069E-002; 1.0300E+002; 4.1408E-002; 1.0300E+002; 9.5072E-002; 1.0300E+002; 2.1245E-001; 1.0300E+002; 2.1146E-001; 1.0300E+002; 5.7374E-002;
 1.0400E+002; 4.8017E-003; 1.0400E+002; 1.8862E-002; 1.0400E+002; 4.0866E-002; 1.0400E+002; 9.2734E-002; 1.0400E+002; 2.1012E-001; 1.0400E+002; 2.1168E-001; 1.0400E+002; 5.6761E-002;
 1.0500E+002; 4.7208E-003; 1.0500E+002; 1.8657E-002; 1.0500E+002; 4.0369E-002; 1.0500E+002; 9.0534E-002; 1.0500E+002; 2.0755E-001; 1.0500E+002; 2.1189E-001; 1.0500E+002; 5.6159E-002;
 1.0600E+002; 4.6405E-003; 1.0600E+002; 1.8453E-002; 1.0600E+002; 3.9903E-002; 1.0600E+002; 8.8483E-002; 1.0600E+002; 2.0478E-001; 1.0600E+002; 2.1208E-001; 1.0600E+002; 5.5569E-002;
 1.0700E+002; 4.5608E-003; 1.0700E+002; 1.8251E-002; 1.0700E+002; 3.9446E-002; 1.0700E+002; 8.6600E-002; 1.0700E+002; 2.0182E-001; 1.0700E+002; 2.1226E-001; 1.0700E+002; 5.4990E-002;
