Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0010E+001; 0.0000E+000; 2.0011E+001; 0.0000E+000; 2.0011E+001; 0.0000E+000; 2.0011E+001; 0.0000E+000; 2.0011E+001; 0.0000E+000; 2.0011E+001; 0.0000E+000; 2.0010E+001;
 1.0000E+000; 6.3111E+001; 1.0000E+000; 2.6050E+001; 1.0000E+000; 2.0254E+001; 1.0000E+000; 2.0011E+001; 1.0000E+000; 2.0011E+001; 1.0000E+000; 2.0011E+001; 1.0000E+000; 1.9332E+001;
 2.0000E+000; 8.0150E+001; 2.0000E+000; 3.6912E+001; 2.0000E+000; 2.3033E+001; 2.0000E+000; 2.0351E+001; 2.0000E+000; 2.0037E+001; 2.0000E+000; 2.0013E+001; 2.0000E+000; 1.9213E+001;
 3.0000E+000; 9.2349E+001; 3.0000E+000; 4.6763E+001; 3.0000E+000; 2.7375E+001; 3.0000E+000; 2.1498E+001; 3.0000E+000; 2.0233E+001; 3.0000E+000; 2.0036E+001; 3.0000E+000; 1.9182E+001;
 4.0000E+000; 1.0227E+002; 4.0000E+000; 5.5445E+001; 4.0000E+000; 3.2296E+001; 4.0000E+000; 2.3385E+001; 4.0000E+000; 2.0742E+001; 4.0000E+000; 2.0137E+001; 4.0000E+000; 1.9187E+001;
 5.0000E+000; 1.1101E+002; 5.0000E+000; 6.3228E+001; 5.0000E+000; 3.7349E+001; 5.0000E+000; 2.5792E+001; 5.0000E+000; 2.1600E+001; 5.0000E+000; 2.0371E+001; 5.0000E+000; 1.9208E+001;
 6.0000E+000; 1.1905E+002; 6.0000E+000; 7.0365E+001; 6.0000E+000; 4.2359E+001; 6.0000E+000; 2.8533E+001; 6.0000E+000; 2.2776E+001; 6.0000E+000; 2.0772E+001; 6.0000E+000; 1.9237E+001;
 7.0000E+000; 1.2657E+002; 7.0000E+000; 7.7028E+001; 7.0000E+000; 4.7270E+001; 7.0000E+000; 3.1482E+001; 7.0000E+000; 2.4218E+001; 7.0000E+000; 2.1348E+001; 7.0000E+000; 1.9267E+001;
 8.0000E+000; 1.3368E+002; 8.0000E+000; 8.3323E+001; 8.0000E+000; 5.2067E+001; 8.0000E+000; 3.4559E+001; 8.0000E+000; 2.5872E+001; 8.0000E+000; 2.2093E+001; 8.0000E+000; 1.9297E+001;
 9.0000E+000; 1.4043E+002; 9.0000E+000; 8.9314E+001; 9.0000E+000; 5.6751E+001; 9.0000E+000; 3.7712E+001; 9.0000E+000; 2.7694E+001; 9.0000E+000; 2.2994E+001; 9.0000E+000; 1.9325E+001;
 1.0000E+001; 1.4686E+002; 1.0000E+001; 9.5041E+001; 1.0000E+001; 6.1324E+001; 1.0000E+001; 4.0909E+001; 1.0000E+001; 2.9649E+001; 1.0000E+001; 2.4033E+001; 1.0000E+001; 1.9352E+001;
 1.1000E+001; 1.5301E+002; 1.1000E+001; 1.0054E+002; 1.1000E+001; 6.5790E+001; 1.1000E+001; 4.4128E+001; 1.1000E+001; 3.1706E+001; 1.1000E+001; 2.5193E+001; 1.1000E+001; 1.9377E+001;
 1.2000E+001; 1.5892E+002; 1.2000E+001; 1.0583E+002; 1.2000E+001; 7.0153E+001; 1.2000E+001; 4.7354E+001; 1.2000E+001; 3.3844E+001; 1.2000E+001; 2.6459E+001; 1.2000E+001; 1.9401E+001;
 1.3000E+001; 1.6460E+002; 1.3000E+001; 1.1093E+002; 1.3000E+001; 7.4418E+001; 1.3000E+001; 5.0576E+001; 1.3000E+001; 3.6046E+001; 1.3000E+001; 2.7816E+001; 1.3000E+001; 1.9425E+001;
 1.4000E+001; 1.7005E+002; 1.4000E+001; 1.1585E+002; 1.4000E+001; 7.8589E+001; 1.4000E+001; 5.3784E+001; 1.4000E+001; 3.8296E+001; 1.4000E+001; 2.9252E+001; 1.4000E+001; 1.9451E+001;
 1.5000E+001; 1.7527E+002; 1.5000E+001; 1.2060E+002; 1.5000E+001; 8.2667E+001; 1.5000E+001; 5.6975E+001; 1.5000E+001; 4.0584E+001; 1.5000E+001; 3.0756E+001; 1.5000E+001; 1.9478E+001;
 1.6000E+001; 1.8026E+002; 1.6000E+001; 1.2518E+002; 1.6000E+001; 8.6653E+001; 1.6000E+001; 6.0141E+001; 1.6000E+001; 4.2901E+001; 1.6000E+001; 3.2319E+001; 1.6000E+001; 1.9510E+001;
 1.7000E+001; 1.8501E+002; 1.7000E+001; 1.2960E+002; 1.7000E+001; 9.0547E+001; 1.7000E+001; 6.3279E+001; 1.7000E+001; 4.5239E+001; 1.7000E+001; 3.3931E+001; 1.7000E+001; 1.9547E+001;
 1.8000E+001; 1.8952E+002; 1.8000E+001; 1.3384E+002; 1.8000E+001; 9.4347E+001; 1.8000E+001; 6.6384E+001; 1.8000E+001; 4.7590E+001; 1.8000E+001; 3.5586E+001; 1.8000E+001; 1.9591E+001;
 1.9000E+001; 1.9378E+002; 1.9000E+001; 1.3793E+002; 1.9000E+001; 9.8052E+001; 1.9000E+001; 6.9453E+001; 1.9000E+001; 4.9950E+001; 1.9000E+001; 3.7277E+001; 1.9000E+001; 1.9643E+001;
