Time(min)   ;HR_00mm     ;Time(min)   ;HR_10mm     ;Time(min)   ;HR_20mm     ;Time(min)   ;HR_30mm     ;Time(min)   ;HR_40mm     ;Time(min)   ;HR_50mm     ;Time(min)   ;HR_120mm    ;
 1.5000E+001; 6.8296E-003; 1.5000E+001; 6.5127E-001; 1.5000E+001; 5.5925E-001; 1.5000E+001; 5.0115E-001; 1.5000E+001; 4.6220E-001; 1.5000E+001; 4.3816E-001; 1.5000E+001; 2.5925E-001;
 1.6000E+001; 5.7524E-003; 1.6000E+001; 6.6220E-001; 1.6000E+001; 5.6564E-001; 1.6000E+001; 5.0642E-001; 1.6000E+001; 4.6624E-001; 1.6000E+001; 4.4106E-001; 1.6000E+001; 2.5743E-001;
 1.7000E+001; 4.8661E-003; 1.7000E+001; 6.7260E-001; 1.7000E+001; 5.7180E-001; 1.7000E+001; 5.1160E-001; 1.7000E+001; 4.7027E-001; 1.7000E+001; 4.4399E-001; 1.7000E+001; 2.5585E-001;
 1.8000E+001; 4.1340E-003; 1.8000E+001; 6.8255E-001; 1.8000E+001; 5.7775E-001; 1.8000E+001; 5.1669E-001; 1.8000E+001; 4.7431E-001; 1.8000E+001; 4.4695E-001; 1.8000E+001; 2.5443E-001;
 1.9000E+001; 3.5271E-003; 1.9000E+001; 6.9212E-001; 1.9000E+001; 5.8351E-001; 1.9000E+001; 5.2170E-001; 1.9000E+001; 4.7834E-001; 1.9000E+001; 4.4995E-001; 1.9000E+001; 2.5312E-001;
 2.0000E+001; 3.0220E-003; 2.0000E+001; 7.0136E-001; 2.0000E+001; 5.8909E-001; 2.0000E+001; 5.2663E-001; 2.0000E+001; 4.8236E-001; 2.0000E+001; 4.5297E-001; 2.0000E+001; 2.5188E-001;
 2.1000E+001; 2.6002E-003; 2.1000E+001; 7.1034E-001; 2.1000E+001; 5.9451E-001; 2.1000E+001; 5.3147E-001; 2.1000E+001; 4.8636E-001; 2.1000E+001; 4.5602E-001; 2.1000E+001; 2.5066E-001;
 2.2000E+001; 2.2471E-003; 2.2000E+001; 7.1909E-001; 2.2000E+001; 5.9978E-001; 2.2000E+001; 5.3622E-001; 2.2000E+001; 4.9033E-001; 2.2000E+001; 4.5909E-001; 2.2000E+001; 2.4943E-001;
 2.3000E+001; 1.9511E-003; 2.3000E+001; 7.2769E-001; 2.3000E+001; 6.0494E-001; 2.3000E+001; 5.4088E-001; 2.3000E+001; 4.9428E-001; 2.3000E+001; 4.6218E-001; 2.3000E+001; 2.4815E-001;
 2.4000E+001; 1.7031E-003; 2.4000E+001; 7.3617E-001; 2.4000E+001; 6.1001E-001; 2.4000E+001; 5.4545E-001; 2.4000E+001; 4.9821E-001; 2.4000E+001; 4.6528E-001; 2.4000E+001; 2.4681E-001;
 2.5000E+001; 1.4964E-003; 2.5000E+001; 7.4463E-001; 2.5000E+001; 6.1503E-001; 2.5000E+001; 5.4993E-001; 2.5000E+001; 5.0209E-001; 2.5000E+001; 4.6840E-001; 2.5000E+001; 2.4536E-001;
 2.6000E+001; 1.3257E-003; 2.6000E+001; 7.5313E-001; 2.6000E+001; 6.2006E-001; 2.6000E+001; 5.5433E-001; 2.6000E+001; 5.0594E-001; 2.6000E+001; 4.7152E-001; 2.6000E+001; 2.4380E-001;
 2.7000E+001; 1.1867E-003; 2.7000E+001; 7.6171E-001; 2.7000E+001; 6.2514E-001; 2.7000E+001; 5.5863E-001; 2.7000E+001; 5.0975E-001; 2.7000E+001; 4.7464E-001; 2.7000E+001; 2.4211E-001;
 2.8000E+001; 1.0762E-003; 2.8000E+001; 7.7036E-001; 2.8000E+001; 6.3028E-001; 2.8000E+001; 5.6286E-001; 2.8000E+001; 5.1351E-001; 2.8000E+001; 4.7775E-001; 2.8000E+001; 2.4026E-001;
 2.9000E+001; 9.8891E-004; 2.9000E+001; 7.7884E-001; 2.9000E+001; 6.3546E-001; 2.9000E+001; 5.6702E-001; 2.9000E+001; 5.1723E-001; 2.9000E+001; 4.8086E-001; 2.9000E+001; 2.3825E-001;
 3.0000E+001; 9.1892E-004; 3.0000E+001; 7.8671E-001; 3.0000E+001; 6.4065E-001; 3.0000E+001; 5.7112E-001; 3.0000E+001; 5.2090E-001; 3.0000E+001; 4.8396E-001; 3.0000E+001; 2.3607E-001;
 3.1000E+001; 8.6028E-004; 3.1000E+001; 7.9339E-001; 3.1000E+001; 6.4573E-001; 3.1000E+001; 5.7518E-001; 3.1000E+001; 5.2453E-001; 3.1000E+001; 4.8705E-001; 3.1000E+001; 2.3372E-001;
 3.2000E+001; 8.0890E-004; 3.2000E+001; 7.9831E-001; 3.2000E+001; 6.5063E-001; 3.2000E+001; 5.7923E-001; 3.2000E+001; 5.2811E-001; 3.2000E+001; 4.9012E-001; 3.2000E+001; 2.3118E-001;
 3.3000E+001; 7.6298E-004; 3.3000E+001; 8.0108E-001; 3.3000E+001; 6.5527E-001; 3.3000E+001; 5.8328E-001; 3.3000E+001; 5.3166E-001; 3.3000E+001; 4.9318E-001; 3.3000E+001; 2.2847E-001;
 3.4000E+001; 7.2168E-004; 3.4000E+001; 8.0153E-001; 3.4000E+001; 6.5963E-001; 3.4000E+001; 5.8738E-001; 3.4000E+001; 5.3516E-001; 3.4000E+001; 4.9622E-001; 3.4000E+001; 2.2558E-001;
 3.5000E+001; 6.8441E-004; 3.5000E+001; 7.9965E-001; 3.5000E+001; 6.6372E-001; 3.5000E+001; 5.9153E-001; 3.5000E+001; 5.3863E-001; 3.5000E+001; 4.9924E-001; 3.5000E+001; 2.2252E-001;
 3.6000E+001; 6.5055E-004; 3.6000E+001; 7.9547E-001; 3.6000E+001; 6.6757E-001; 3.6000E+001; 5.9572E-001; 3.6000E+001; 5.4207E-001; 3.6000E+001; 5.0224E-001; 3.6000E+001; 2.1930E-001;
 3.7000E+001; 6.1957E-004; 3.7000E+001; 7.8900E-001; 3.7000E+001; 6.7120E-001; 3.7000E+001; 5.9996E-001; 3.7000E+001; 5.4547E-001; 3.7000E+001; 5.0522E-001; 3.7000E+001; 2.1593E-001;
 3.8000E+001; 5.9091E-004; 3.8000E+001; 7.8014E-001; 3.8000E+001; 6.7465E-001; 3.8000E+001; 6.0422E-001; 3.8000E+001; 5.4885E-001; 3.8000E+001; 5.0819E-001; 3.8000E+001; 2.1243E-001;
 3.9000E+001; 5.6421E-004; 3.9000E+001; 7.6868E-001; 3.9000E+001; 6.7793E-001; 3.9000E+001; 6.0847E-001; 3.9000E+001; 5.5221E-001; 3.9000E+001; 5.1113E-001; 3.9000E+001; 2.0880E-001;
 4.0000E+001; 5.3927E-004; 4.0000E+001; 7.5432E-001; 4.0000E+001; 6.8104E-001; 4.0000E+001; 6.1269E-001; 4.0000E+001; 5.5555E-001; 4.0000E+001; 5.1405E-001; 4.0000E+001; 2.0506E-001;
 4.1000E+001; 5.1591E-004; 4.1000E+001; 7.3666E-001; 4.1000E+001; 6.8403E-001; 4.1000E+001; 6.1685E-001; 4.1000E+001; 5.5890E-001; 4.1000E+001; 5.1696E-001; 4.1000E+001; 2.0124E-001;
 4.2000E+001; 4.9404E-004; 4.2000E+001; 7.1536E-001; 4.2000E+001; 6.8690E-001; 4.2000E+001; 6.2094E-001; 4.2000E+001; 5.6224E-001; 4.2000E+001; 5.1985E-001; 4.2000E+001; 1.9733E-001;
 4.3000E+001; 4.7353E-004; 4.3000E+001; 6.9021E-001; 4.3000E+001; 6.8971E-001; 4.3000E+001; 6.2495E-001; 4.3000E+001; 5.6559E-001; 4.3000E+001; 5.2272E-001; 4.3000E+001; 1.9335E-001;
 4.4000E+001; 4.5424E-004; 4.4000E+001; 6.6132E-001; 4.4000E+001; 6.9252E-001; 4.4000E+001; 6.2889E-001; 4.4000E+001; 5.6894E-001; 4.4000E+001; 5.2558E-001; 4.4000E+001; 1.8932E-001;
 4.5000E+001; 4.3598E-004; 4.5000E+001; 6.2922E-001; 4.5000E+001; 6.9539E-001; 4.5000E+001; 6.3273E-001; 4.5000E+001; 5.7230E-001; 4.5000E+001; 5.2842E-001; 4.5000E+001; 1.8523E-001;
 4.6000E+001; 4.1855E-004; 4.6000E+001; 5.9490E-001; 4.6000E+001; 6.9839E-001; 4.6000E+001; 6.3650E-001; 4.6000E+001; 5.7565E-001; 4.6000E+001; 5.3125E-001; 4.6000E+001; 1.8111E-001;
 4.7000E+001; 4.0179E-004; 4.7000E+001; 5.5955E-001; 4.7000E+001; 7.0157E-001; 4.7000E+001; 6.4017E-001; 4.7000E+001; 5.7901E-001; 4.7000E+001; 5.3406E-001; 4.7000E+001; 1.7695E-001;
 4.8000E+001; 3.8567E-004; 4.8000E+001; 5.2437E-001; 4.8000E+001; 7.0496E-001; 4.8000E+001; 6.4376E-001; 4.8000E+001; 5.8236E-001; 4.8000E+001; 5.3685E-001; 4.8000E+001; 1.7276E-001;
 4.9000E+001; 3.7021E-004; 4.9000E+001; 4.9031E-001; 4.9000E+001; 7.0854E-001; 4.9000E+001; 6.4724E-001; 4.9000E+001; 5.8571E-001; 4.9000E+001; 5.3962E-001; 4.9000E+001; 1.6857E-001;
 5.0000E+001; 3.5550E-004; 5.0000E+001; 4.5802E-001; 5.0000E+001; 7.1226E-001; 5.0000E+001; 6.5060E-001; 5.0000E+001; 5.8904E-001; 5.0000E+001; 5.4237E-001; 5.0000E+001; 1.6437E-001;
 5.1000E+001; 3.4161E-004; 5.1000E+001; 4.2786E-001; 5.1000E+001; 7.1607E-001; 5.1000E+001; 6.5384E-001; 5.1000E+001; 5.9236E-001; 5.1000E+001; 5.4511E-001; 5.1000E+001; 1.6018E-001;
 5.2000E+001; 3.2858E-004; 5.2000E+001; 3.9997E-001; 5.2000E+001; 7.1985E-001; 5.2000E+001; 6.5695E-001; 5.2000E+001; 5.9566E-001; 5.2000E+001; 5.4782E-001; 5.2000E+001; 1.5600E-001;
 5.3000E+001; 3.1639E-004; 5.3000E+001; 3.7434E-001; 5.3000E+001; 7.2349E-001; 5.3000E+001; 6.5990E-001; 5.3000E+001; 5.9892E-001; 5.3000E+001; 5.5053E-001; 5.3000E+001; 1.5186E-001;
 5.4000E+001; 3.0502E-004; 5.4000E+001; 3.5087E-001; 5.4000E+001; 7.2684E-001; 5.4000E+001; 6.6270E-001; 5.4000E+001; 6.0215E-001; 5.4000E+001; 5.5322E-001; 5.4000E+001; 1.4775E-001;
 5.5000E+001; 2.9440E-004; 5.5000E+001; 3.2939E-001; 5.5000E+001; 7.2972E-001; 5.5000E+001; 6.6533E-001; 5.5000E+001; 6.0532E-001; 5.5000E+001; 5.5591E-001; 5.5000E+001; 1.4369E-001;
 5.6000E+001; 2.8445E-004; 5.6000E+001; 3.0966E-001; 5.6000E+001; 7.3195E-001; 5.6000E+001; 6.6779E-001; 5.6000E+001; 6.0845E-001; 5.6000E+001; 5.5860E-001; 5.6000E+001; 1.3969E-001;
 5.7000E+001; 2.7510E-004; 5.7000E+001; 2.9145E-001; 5.7000E+001; 7.3333E-001; 5.7000E+001; 6.7008E-001; 5.7000E+001; 6.1152E-001; 5.7000E+001; 5.6128E-001; 5.7000E+001; 1.3575E-001;
 5.8000E+001; 2.6625E-004; 5.8000E+001; 2.7455E-001; 5.8000E+001; 7.3366E-001; 5.8000E+001; 6.7220E-001; 5.8000E+001; 6.1454E-001; 5.8000E+001; 5.6396E-001; 5.8000E+001; 1.3188E-001;
 5.9000E+001; 2.5784E-004; 5.9000E+001; 2.5875E-001; 5.9000E+001; 7.3275E-001; 5.9000E+001; 6.7415E-001; 5.9000E+001; 6.1750E-001; 5.9000E+001; 5.6663E-001; 5.9000E+001; 1.2809E-001;
 6.0000E+001; 2.4981E-004; 6.0000E+001; 2.4393E-001; 6.0000E+001; 7.3043E-001; 6.0000E+001; 6.7595E-001; 6.0000E+001; 6.2041E-001; 6.0000E+001; 5.6930E-001; 6.0000E+001; 1.2437E-001;
 6.1000E+001; 2.4210E-004; 6.1000E+001; 2.3002E-001; 6.1000E+001; 7.2658E-001; 6.1000E+001; 6.7760E-001; 6.1000E+001; 6.2326E-001; 6.1000E+001; 5.7197E-001; 6.1000E+001; 1.2073E-001;
 6.2000E+001; 2.3469E-004; 6.2000E+001; 2.1699E-001; 6.2000E+001; 7.2111E-001; 6.2000E+001; 6.7914E-001; 6.2000E+001; 6.2605E-001; 6.2000E+001; 5.7463E-001; 6.2000E+001; 1.1718E-001;
 6.3000E+001; 2.2757E-004; 6.3000E+001; 2.0483E-001; 6.3000E+001; 7.1394E-001; 6.3000E+001; 6.8058E-001; 6.3000E+001; 6.2878E-001; 6.3000E+001; 5.7729E-001; 6.3000E+001; 1.1372E-001;
 6.4000E+001; 2.2074E-004; 6.4000E+001; 1.9355E-001; 6.4000E+001; 7.0504E-001; 6.4000E+001; 6.8195E-001; 6.4000E+001; 6.3145E-001; 6.4000E+001; 5.7994E-001; 6.4000E+001; 1.1034E-001;
 6.5000E+001; 2.1419E-004; 6.5000E+001; 1.8312E-001; 6.5000E+001; 6.9444E-001; 6.5000E+001; 6.8325E-001; 6.5000E+001; 6.3406E-001; 6.5000E+001; 5.8258E-001; 6.5000E+001; 1.0705E-001;
 6.6000E+001; 2.0793E-004; 6.6000E+001; 1.7352E-001; 6.6000E+001; 6.8216E-001; 6.6000E+001; 6.8453E-001; 6.6000E+001; 6.3659E-001; 6.6000E+001; 5.8520E-001; 6.6000E+001; 1.0385E-001;
 6.7000E+001; 2.0194E-004; 6.7000E+001; 1.6470E-001; 6.7000E+001; 6.6831E-001; 6.7000E+001; 6.8579E-001; 6.7000E+001; 6.3905E-001; 6.7000E+001; 5.8782E-001; 6.7000E+001; 1.0073E-001;
 6.8000E+001; 1.9623E-004; 6.8000E+001; 1.5660E-001; 6.8000E+001; 6.5303E-001; 6.8000E+001; 6.8706E-001; 6.8000E+001; 6.4144E-001; 6.8000E+001; 5.9041E-001; 6.8000E+001; 9.7704E-002;
 6.9000E+001; 1.9077E-004; 6.9000E+001; 1.4916E-001; 6.9000E+001; 6.3650E-001; 6.9000E+001; 6.8833E-001; 6.9000E+001; 6.4375E-001; 6.9000E+001; 5.9298E-001; 6.9000E+001; 9.4762E-002;
 7.0000E+001; 1.8555E-004; 7.0000E+001; 1.4229E-001; 7.0000E+001; 6.1896E-001; 7.0000E+001; 6.8962E-001; 7.0000E+001; 6.4597E-001; 7.0000E+001; 5.9551E-001; 7.0000E+001; 9.1903E-002;
 7.1000E+001; 1.8055E-004; 7.1000E+001; 1.3593E-001; 7.1000E+001; 6.0068E-001; 7.1000E+001; 6.9092E-001; 7.1000E+001; 6.4810E-001; 7.1000E+001; 5.9802E-001; 7.1000E+001; 8.9128E-002;
 7.2000E+001; 1.7574E-004; 7.2000E+001; 1.3002E-001; 7.2000E+001; 5.8194E-001; 7.2000E+001; 6.9221E-001; 7.2000E+001; 6.5014E-001; 7.2000E+001; 6.0049E-001; 7.2000E+001; 8.6432E-002;
 7.3000E+001; 1.7112E-004; 7.3000E+001; 1.2450E-001; 7.3000E+001; 5.6301E-001; 7.3000E+001; 6.9348E-001; 7.3000E+001; 6.5208E-001; 7.3000E+001; 6.0292E-001; 7.3000E+001; 8.3815E-002;
 7.4000E+001; 1.6665E-004; 7.4000E+001; 1.1931E-001; 7.4000E+001; 5.4413E-001; 7.4000E+001; 6.9468E-001; 7.4000E+001; 6.5392E-001; 7.4000E+001; 6.0532E-001; 7.4000E+001; 8.1275E-002;
 7.5000E+001; 1.6233E-004; 7.5000E+001; 1.1445E-001; 7.5000E+001; 5.2551E-001; 7.5000E+001; 6.9578E-001; 7.5000E+001; 6.5565E-001; 7.5000E+001; 6.0768E-001; 7.5000E+001; 7.8809E-002;
 7.6000E+001; 1.5815E-004; 7.6000E+001; 1.0986E-001; 7.6000E+001; 5.0732E-001; 7.6000E+001; 6.9673E-001; 7.6000E+001; 6.5728E-001; 7.6000E+001; 6.1000E-001; 7.6000E+001; 7.6416E-002;
 7.7000E+001; 1.5410E-004; 7.7000E+001; 1.0556E-001; 7.7000E+001; 4.8967E-001; 7.7000E+001; 6.9748E-001; 7.7000E+001; 6.5880E-001; 7.7000E+001; 6.1229E-001; 7.7000E+001; 7.4092E-002;
 7.8000E+001; 1.5017E-004; 7.8000E+001; 1.0151E-001; 7.8000E+001; 4.7265E-001; 7.8000E+001; 6.9797E-001; 7.8000E+001; 6.6022E-001; 7.8000E+001; 6.1453E-001; 7.8000E+001; 7.1837E-002;
 7.9000E+001; 1.4636E-004; 7.9000E+001; 9.7710E-002; 7.9000E+001; 4.5629E-001; 7.9000E+001; 6.9813E-001; 7.9000E+001; 6.6153E-001; 7.9000E+001; 6.1672E-001; 7.9000E+001; 6.9647E-002;
 8.0000E+001; 1.4266E-004; 8.0000E+001; 9.4154E-002; 8.0000E+001; 4.4063E-001; 8.0000E+001; 6.9791E-001; 8.0000E+001; 6.6273E-001; 8.0000E+001; 6.1887E-001; 8.0000E+001; 6.7522E-002;
 8.1000E+001; 1.3906E-004; 8.1000E+001; 9.0825E-002; 8.1000E+001; 4.2566E-001; 8.1000E+001; 6.9725E-001; 8.1000E+001; 6.6384E-001; 8.1000E+001; 6.2097E-001; 8.1000E+001; 6.5458E-002;
 8.2000E+001; 1.3557E-004; 8.2000E+001; 8.7713E-002; 8.2000E+001; 4.1136E-001; 8.2000E+001; 6.9610E-001; 8.2000E+001; 6.6485E-001; 8.2000E+001; 6.2302E-001; 8.2000E+001; 6.3454E-002;
 8.3000E+001; 1.3219E-004; 8.3000E+001; 8.4801E-002; 8.3000E+001; 3.9771E-001; 8.3000E+001; 6.9440E-001; 8.3000E+001; 6.6577E-001; 8.3000E+001; 6.2502E-001; 8.3000E+001; 6.1509E-002;
 8.4000E+001; 1.2889E-004; 8.4000E+001; 8.2074E-002; 8.4000E+001; 3.8469E-001; 8.4000E+001; 6.9212E-001; 8.4000E+001; 6.6661E-001; 8.4000E+001; 6.2697E-001; 8.4000E+001; 5.9620E-002;
 8.5000E+001; 1.2568E-004; 8.5000E+001; 7.9517E-002; 8.5000E+001; 3.7228E-001; 8.5000E+001; 6.8922E-001; 8.5000E+001; 6.6737E-001; 8.5000E+001; 6.2886E-001; 8.5000E+001; 5.7786E-002;
 8.6000E+001; 1.2256E-004; 8.6000E+001; 7.7114E-002; 8.6000E+001; 3.6044E-001; 8.6000E+001; 6.8568E-001; 8.6000E+001; 6.6806E-001; 8.6000E+001; 6.3069E-001; 8.6000E+001; 5.6006E-002;
 8.7000E+001; 1.1951E-004; 8.7000E+001; 7.4851E-002; 8.7000E+001; 3.4917E-001; 8.7000E+001; 6.8150E-001; 8.7000E+001; 6.6869E-001; 8.7000E+001; 6.3245E-001; 8.7000E+001; 5.4278E-002;
 8.8000E+001; 1.1654E-004; 8.8000E+001; 7.2714E-002; 8.8000E+001; 3.3845E-001; 8.8000E+001; 6.7667E-001; 8.8000E+001; 6.6926E-001; 8.8000E+001; 6.3416E-001; 8.8000E+001; 5.2600E-002;
 8.9000E+001; 1.1363E-004; 8.9000E+001; 7.0693E-002; 8.9000E+001; 3.2825E-001; 8.9000E+001; 6.7121E-001; 8.9000E+001; 6.6978E-001; 8.9000E+001; 6.3580E-001; 8.9000E+001; 5.0971E-002;
 9.0000E+001; 1.1079E-004; 9.0000E+001; 6.8779E-002; 9.0000E+001; 3.1857E-001; 9.0000E+001; 6.6515E-001; 9.0000E+001; 6.7026E-001; 9.0000E+001; 6.3737E-001; 9.0000E+001; 4.9390E-002;
 9.1000E+001; 1.0801E-004; 9.1000E+001; 6.6963E-002; 9.1000E+001; 3.0939E-001; 9.1000E+001; 6.5851E-001; 9.1000E+001; 6.7069E-001; 9.1000E+001; 6.3888E-001; 9.1000E+001; 4.7856E-002;
 9.2000E+001; 1.0528E-004; 9.2000E+001; 6.5238E-002; 9.2000E+001; 3.0069E-001; 9.2000E+001; 6.5134E-001; 9.2000E+001; 6.7108E-001; 9.2000E+001; 6.4031E-001; 9.2000E+001; 4.6367E-002;
 9.3000E+001; 1.0261E-004; 9.3000E+001; 6.3600E-002; 9.3000E+001; 2.9245E-001; 9.3000E+001; 6.4370E-001; 9.3000E+001; 6.7143E-001; 9.3000E+001; 6.4167E-001; 9.3000E+001; 4.4923E-002;
 9.4000E+001; 9.9999E-005; 9.4000E+001; 6.2043E-002; 9.4000E+001; 2.8466E-001; 9.4000E+001; 6.3564E-001; 9.4000E+001; 6.7174E-001; 9.4000E+001; 6.4295E-001; 9.4000E+001; 4.3523E-002;
 9.5000E+001; 9.7436E-005; 9.5000E+001; 6.0560E-002; 9.5000E+001; 2.7729E-001; 9.5000E+001; 6.2722E-001; 9.5000E+001; 6.7200E-001; 9.5000E+001; 6.4416E-001; 9.5000E+001; 4.2164E-002;
 9.6000E+001; 9.4927E-005; 9.6000E+001; 5.9146E-002; 9.6000E+001; 2.7032E-001; 9.6000E+001; 6.1851E-001; 9.6000E+001; 6.7221E-001; 9.6000E+001; 6.4528E-001; 9.6000E+001; 4.0847E-002;
 9.7000E+001; 9.2472E-005; 9.7000E+001; 5.7795E-002; 9.7000E+001; 2.6371E-001; 9.7000E+001; 6.0959E-001; 9.7000E+001; 6.7237E-001; 9.7000E+001; 6.4633E-001; 9.7000E+001; 3.9571E-002;
 9.8000E+001; 9.0078E-005; 9.8000E+001; 5.6498E-002; 9.8000E+001; 2.5746E-001; 9.8000E+001; 6.0051E-001; 9.8000E+001; 6.7246E-001; 9.8000E+001; 6.4730E-001; 9.8000E+001; 3.8334E-002;
 9.9000E+001; 8.7759E-005; 9.9000E+001; 5.5242E-002; 9.9000E+001; 2.5152E-001; 9.9000E+001; 5.9134E-001; 9.9000E+001; 6.7249E-001; 9.9000E+001; 6.4818E-001; 9.9000E+001; 3.7136E-002;
 1.0000E+002; 8.5571E-005; 1.0000E+002; 5.4002E-002; 1.0000E+002; 2.4587E-001; 1.0000E+002; 5.8215E-001; 1.0000E+002; 6.7243E-001; 1.0000E+002; 6.4899E-001; 1.0000E+002; 3.5975E-002;
 1.0100E+002; 8.3474E-005; 1.0100E+002; 5.2731E-002; 1.0100E+002; 2.4046E-001; 1.0100E+002; 5.7298E-001; 1.0100E+002; 6.7228E-001; 1.0100E+002; 6.4971E-001; 1.0100E+002; 3.4851E-002;
 1.0200E+002; 8.1007E-005; 1.0200E+002; 5.1719E-002; 1.0200E+002; 2.3514E-001; 1.0200E+002; 5.6389E-001; 1.0200E+002; 6.7203E-001; 1.0200E+002; 6.5036E-001; 1.0200E+002; 3.3764E-002;
 1.0300E+002; 7.8510E-005; 1.0300E+002; 5.0916E-002; 1.0300E+002; 2.3003E-001; 1.0300E+002; 5.5491E-001; 1.0300E+002; 6.7168E-001; 1.0300E+002; 6.5092E-001; 1.0300E+002; 3.2712E-002;
 1.0400E+002; 7.6048E-005; 1.0400E+002; 5.0066E-002; 1.0400E+002; 2.2552E-001; 1.0400E+002; 5.4604E-001; 1.0400E+002; 6.7121E-001; 1.0400E+002; 6.5140E-001; 1.0400E+002; 3.1694E-002;
 1.0500E+002; 7.3591E-005; 1.0500E+002; 4.9265E-002; 1.0500E+002; 2.2149E-001; 1.0500E+002; 5.3726E-001; 1.0500E+002; 6.7063E-001; 1.0500E+002; 6.5181E-001; 1.0500E+002; 3.0710E-002;
 1.0600E+002; 7.1157E-005; 1.0600E+002; 4.8472E-002; 1.0600E+002; 2.1790E-001; 1.0600E+002; 5.2861E-001; 1.0600E+002; 6.6992E-001; 1.0600E+002; 6.5214E-001; 1.0600E+002; 2.9758E-002;
 1.0700E+002; 6.8742E-005; 1.0700E+002; 4.7700E-002; 1.0700E+002; 2.1449E-001; 1.0700E+002; 5.2015E-001; 1.0700E+002; 6.6910E-001; 1.0700E+002; 6.5239E-001; 1.0700E+002; 2.8840E-002;
