Time(min)   ;SW_00mm     ;Time(min)   ;SW_10mm     ;Time(min)   ;SW_20mm     ;Time(min)   ;SW_30mm     ;Time(min)   ;SW_40mm     ;Time(min)   ;SW_50mm     ;Time(min)   ;SW_120mm    ;
 1.1000E+001; 3.2255E-002; 1.1000E+001; 2.5452E-001; 1.1000E+001; 2.2665E-001; 1.1000E+001; 2.2029E-001; 1.1000E+001; 2.1650E-001; 1.1000E+001; 2.1431E-001; 1.1000E+001; 1.5189E-001;
 1.2000E+001; 3.0268E-002; 1.2000E+001; 2.6010E-001; 1.2000E+001; 2.2678E-001; 1.2000E+001; 2.2033E-001; 1.2000E+001; 2.1658E-001; 1.2000E+001; 2.1434E-001; 1.2000E+001; 1.5073E-001;
 1.3000E+001; 2.8501E-002; 1.3000E+001; 2.6581E-001; 1.3000E+001; 2.2685E-001; 1.3000E+001; 2.2035E-001; 1.3000E+001; 2.1665E-001; 1.3000E+001; 2.1438E-001; 1.3000E+001; 1.4978E-001;
 1.4000E+001; 2.6932E-002; 1.4000E+001; 2.7166E-001; 1.4000E+001; 2.2684E-001; 1.4000E+001; 2.2036E-001; 1.4000E+001; 2.1671E-001; 1.4000E+001; 2.1442E-001; 1.4000E+001; 1.4899E-001;
 1.5000E+001; 2.5548E-002; 1.5000E+001; 2.7763E-001; 1.5000E+001; 2.2677E-001; 1.5000E+001; 2.2036E-001; 1.5000E+001; 2.1675E-001; 1.5000E+001; 2.1448E-001; 1.5000E+001; 1.4832E-001;
 1.6000E+001; 2.4344E-002; 1.6000E+001; 2.8356E-001; 1.6000E+001; 2.2664E-001; 1.6000E+001; 2.2035E-001; 1.6000E+001; 2.1678E-001; 1.6000E+001; 2.1453E-001; 1.6000E+001; 1.4774E-001;
 1.7000E+001; 2.3317E-002; 1.7000E+001; 2.8901E-001; 1.7000E+001; 2.2645E-001; 1.7000E+001; 2.2035E-001; 1.7000E+001; 2.1680E-001; 1.7000E+001; 2.1458E-001; 1.7000E+001; 1.4723E-001;
 1.8000E+001; 2.2454E-002; 1.8000E+001; 2.9304E-001; 1.8000E+001; 2.2624E-001; 1.8000E+001; 2.2036E-001; 1.8000E+001; 2.1681E-001; 1.8000E+001; 2.1462E-001; 1.8000E+001; 1.4676E-001;
 1.9000E+001; 2.1731E-002; 1.9000E+001; 2.9449E-001; 1.9000E+001; 2.2603E-001; 1.9000E+001; 2.2039E-001; 1.9000E+001; 2.1682E-001; 1.9000E+001; 2.1465E-001; 1.9000E+001; 1.4631E-001;
 2.0000E+001; 2.1110E-002; 2.0000E+001; 2.9252E-001; 2.0000E+001; 2.2587E-001; 2.0000E+001; 2.2045E-001; 2.0000E+001; 2.1683E-001; 2.0000E+001; 2.1468E-001; 2.0000E+001; 1.4588E-001;
 2.1000E+001; 2.0559E-002; 2.1000E+001; 2.8714E-001; 2.1000E+001; 2.2583E-001; 2.1000E+001; 2.2055E-001; 2.1000E+001; 2.1685E-001; 2.1000E+001; 2.1469E-001; 2.1000E+001; 1.4544E-001;
 2.2000E+001; 2.0042E-002; 2.2000E+001; 2.7887E-001; 2.2000E+001; 2.2600E-001; 2.2000E+001; 2.2069E-001; 2.2000E+001; 2.1688E-001; 2.2000E+001; 2.1471E-001; 2.2000E+001; 1.4499E-001;
 2.3000E+001; 1.9548E-002; 2.3000E+001; 2.6843E-001; 2.3000E+001; 2.2647E-001; 2.3000E+001; 2.2085E-001; 2.3000E+001; 2.1691E-001; 2.3000E+001; 2.1472E-001; 2.3000E+001; 1.4451E-001;
 2.4000E+001; 1.9073E-002; 2.4000E+001; 2.5637E-001; 2.4000E+001; 2.2726E-001; 2.4000E+001; 2.2103E-001; 2.4000E+001; 2.1696E-001; 2.4000E+001; 2.1474E-001; 2.4000E+001; 1.4400E-001;
 2.5000E+001; 1.8611E-002; 2.5000E+001; 2.4298E-001; 2.5000E+001; 2.2840E-001; 2.5000E+001; 2.2124E-001; 2.5000E+001; 2.1703E-001; 2.5000E+001; 2.1475E-001; 2.5000E+001; 1.4345E-001;
 2.6000E+001; 1.8161E-002; 2.6000E+001; 2.2840E-001; 2.6000E+001; 2.2990E-001; 2.6000E+001; 2.2146E-001; 2.6000E+001; 2.1710E-001; 2.6000E+001; 2.1477E-001; 2.6000E+001; 1.4285E-001;
 2.7000E+001; 1.7722E-002; 2.7000E+001; 2.1275E-001; 2.7000E+001; 2.3175E-001; 2.7000E+001; 2.2170E-001; 2.7000E+001; 2.1718E-001; 2.7000E+001; 2.1480E-001; 2.7000E+001; 1.4220E-001;
 2.8000E+001; 1.7296E-002; 2.8000E+001; 1.9626E-001; 2.8000E+001; 2.3395E-001; 2.8000E+001; 2.2197E-001; 2.8000E+001; 2.1728E-001; 2.8000E+001; 2.1483E-001; 2.8000E+001; 1.4150E-001;
 2.9000E+001; 1.6870E-002; 2.9000E+001; 1.7930E-001; 2.9000E+001; 2.3650E-001; 2.9000E+001; 2.2227E-001; 2.9000E+001; 2.1739E-001; 2.9000E+001; 2.1487E-001; 2.9000E+001; 1.4073E-001;
 3.0000E+001; 1.6451E-002; 3.0000E+001; 1.6268E-001; 3.0000E+001; 2.3941E-001; 3.0000E+001; 2.2260E-001; 3.0000E+001; 2.1751E-001; 3.0000E+001; 2.1492E-001; 3.0000E+001; 1.3990E-001;
 3.1000E+001; 1.6059E-002; 3.1000E+001; 1.4721E-001; 3.1000E+001; 2.4268E-001; 3.1000E+001; 2.2296E-001; 3.1000E+001; 2.1763E-001; 3.1000E+001; 2.1497E-001; 3.1000E+001; 1.3901E-001;
 3.2000E+001; 1.5694E-002; 3.2000E+001; 1.3333E-001; 3.2000E+001; 2.4622E-001; 3.2000E+001; 2.2335E-001; 3.2000E+001; 2.1776E-001; 3.2000E+001; 2.1502E-001; 3.2000E+001; 1.3805E-001;
 3.3000E+001; 1.5353E-002; 3.3000E+001; 1.2117E-001; 3.3000E+001; 2.4990E-001; 3.3000E+001; 2.2377E-001; 3.3000E+001; 2.1789E-001; 3.3000E+001; 2.1508E-001; 3.3000E+001; 1.3703E-001;
 3.4000E+001; 1.5032E-002; 3.4000E+001; 1.1062E-001; 3.4000E+001; 2.5356E-001; 3.4000E+001; 2.2423E-001; 3.4000E+001; 2.1802E-001; 3.4000E+001; 2.1514E-001; 3.4000E+001; 1.3595E-001;
 3.5000E+001; 1.4726E-002; 3.5000E+001; 1.0144E-001; 3.5000E+001; 2.5706E-001; 3.5000E+001; 2.2472E-001; 3.5000E+001; 2.1815E-001; 3.5000E+001; 2.1520E-001; 3.5000E+001; 1.3481E-001;
 3.6000E+001; 1.4433E-002; 3.6000E+001; 9.3436E-002; 3.6000E+001; 2.6028E-001; 3.6000E+001; 2.2527E-001; 3.6000E+001; 2.1828E-001; 3.6000E+001; 2.1527E-001; 3.6000E+001; 1.3361E-001;
 3.7000E+001; 1.4150E-002; 3.7000E+001; 8.6428E-002; 3.7000E+001; 2.6314E-001; 3.7000E+001; 2.2588E-001; 3.7000E+001; 2.1842E-001; 3.7000E+001; 2.1534E-001; 3.7000E+001; 1.3236E-001;
 3.8000E+001; 1.3875E-002; 3.8000E+001; 8.0292E-002; 3.8000E+001; 2.6550E-001; 3.8000E+001; 2.2658E-001; 3.8000E+001; 2.1857E-001; 3.8000E+001; 2.1541E-001; 3.8000E+001; 1.3106E-001;
 3.9000E+001; 1.3606E-002; 3.9000E+001; 7.4985E-002; 3.9000E+001; 2.6724E-001; 3.9000E+001; 2.2738E-001; 3.9000E+001; 2.1872E-001; 3.9000E+001; 2.1550E-001; 3.9000E+001; 1.2971E-001;
 4.0000E+001; 1.3343E-002; 4.0000E+001; 7.0354E-002; 4.0000E+001; 2.6811E-001; 4.0000E+001; 2.2826E-001; 4.0000E+001; 2.1890E-001; 4.0000E+001; 2.1558E-001; 4.0000E+001; 1.2832E-001;
 4.1000E+001; 1.3087E-002; 4.1000E+001; 6.6314E-002; 4.1000E+001; 2.6792E-001; 4.1000E+001; 2.2927E-001; 4.1000E+001; 2.1911E-001; 4.1000E+001; 2.1568E-001; 4.1000E+001; 1.2689E-001;
 4.2000E+001; 1.2841E-002; 4.2000E+001; 6.2796E-002; 4.2000E+001; 2.6650E-001; 4.2000E+001; 2.3039E-001; 4.2000E+001; 2.1935E-001; 4.2000E+001; 2.1578E-001; 4.2000E+001; 1.2543E-001;
 4.3000E+001; 1.2604E-002; 4.3000E+001; 5.9730E-002; 4.3000E+001; 2.6372E-001; 4.3000E+001; 2.3166E-001; 4.3000E+001; 2.1962E-001; 4.3000E+001; 2.1589E-001; 4.3000E+001; 1.2394E-001;
 4.4000E+001; 1.2376E-002; 4.4000E+001; 5.7044E-002; 4.4000E+001; 2.5952E-001; 4.4000E+001; 2.3306E-001; 4.4000E+001; 2.1993E-001; 4.4000E+001; 2.1600E-001; 4.4000E+001; 1.2244E-001;
 4.5000E+001; 1.2156E-002; 4.5000E+001; 5.4666E-002; 4.5000E+001; 2.5395E-001; 4.5000E+001; 2.3462E-001; 4.5000E+001; 2.2026E-001; 4.5000E+001; 2.1612E-001; 4.5000E+001; 1.2091E-001;
 4.6000E+001; 1.1945E-002; 4.6000E+001; 5.2532E-002; 4.6000E+001; 2.4710E-001; 4.6000E+001; 2.3631E-001; 4.6000E+001; 2.2064E-001; 4.6000E+001; 2.1624E-001; 4.6000E+001; 1.1937E-001;
 4.7000E+001; 1.1740E-002; 4.7000E+001; 5.0590E-002; 4.7000E+001; 2.3911E-001; 4.7000E+001; 2.3812E-001; 4.7000E+001; 2.2104E-001; 4.7000E+001; 2.1636E-001; 4.7000E+001; 1.1782E-001;
 4.8000E+001; 1.1541E-002; 4.8000E+001; 4.8800E-002; 4.8000E+001; 2.3014E-001; 4.8000E+001; 2.4004E-001; 4.8000E+001; 2.2148E-001; 4.8000E+001; 2.1648E-001; 4.8000E+001; 1.1626E-001;
 4.9000E+001; 1.1347E-002; 4.9000E+001; 4.7116E-002; 4.9000E+001; 2.2036E-001; 4.9000E+001; 2.4205E-001; 4.9000E+001; 2.2196E-001; 4.9000E+001; 2.1661E-001; 4.9000E+001; 1.1471E-001;
 5.0000E+001; 1.1158E-002; 5.0000E+001; 4.5495E-002; 5.0000E+001; 2.0997E-001; 5.0000E+001; 2.4411E-001; 5.0000E+001; 2.2247E-001; 5.0000E+001; 2.1673E-001; 5.0000E+001; 1.1315E-001;
 5.1000E+001; 1.0973E-002; 5.1000E+001; 4.3964E-002; 5.1000E+001; 1.9925E-001; 5.1000E+001; 2.4620E-001; 5.1000E+001; 2.2301E-001; 5.1000E+001; 2.1686E-001; 5.1000E+001; 1.1160E-001;
 5.2000E+001; 1.0792E-002; 5.2000E+001; 4.2528E-002; 5.2000E+001; 1.8842E-001; 5.2000E+001; 2.4830E-001; 5.2000E+001; 2.2360E-001; 5.2000E+001; 2.1699E-001; 5.2000E+001; 1.1006E-001;
 5.3000E+001; 1.0615E-002; 5.3000E+001; 4.1187E-002; 5.3000E+001; 1.7768E-001; 5.3000E+001; 2.5038E-001; 5.3000E+001; 2.2423E-001; 5.3000E+001; 2.1713E-001; 5.3000E+001; 1.0853E-001;
 5.4000E+001; 1.0443E-002; 5.4000E+001; 3.9938E-002; 5.4000E+001; 1.6722E-001; 5.4000E+001; 2.5241E-001; 5.4000E+001; 2.2488E-001; 5.4000E+001; 2.1729E-001; 5.4000E+001; 1.0701E-001;
 5.5000E+001; 1.0276E-002; 5.5000E+001; 3.8778E-002; 5.5000E+001; 1.5718E-001; 5.5000E+001; 2.5435E-001; 5.5000E+001; 2.2558E-001; 5.5000E+001; 2.1747E-001; 5.5000E+001; 1.0551E-001;
 5.6000E+001; 1.0112E-002; 5.6000E+001; 3.7700E-002; 5.6000E+001; 1.4769E-001; 5.6000E+001; 2.5617E-001; 5.6000E+001; 2.2632E-001; 5.6000E+001; 2.1766E-001; 5.6000E+001; 1.0402E-001;
 5.7000E+001; 9.9530E-003; 5.7000E+001; 3.6698E-002; 5.7000E+001; 1.3882E-001; 5.7000E+001; 2.5785E-001; 5.7000E+001; 2.2712E-001; 5.7000E+001; 2.1788E-001; 5.7000E+001; 1.0255E-001;
 5.8000E+001; 9.7977E-003; 5.8000E+001; 3.5761E-002; 5.8000E+001; 1.3062E-001; 5.8000E+001; 2.5934E-001; 5.8000E+001; 2.2796E-001; 5.8000E+001; 2.1812E-001; 5.8000E+001; 1.0109E-001;
 5.9000E+001; 9.6462E-003; 5.9000E+001; 3.4882E-002; 5.9000E+001; 1.2307E-001; 5.9000E+001; 2.6061E-001; 5.9000E+001; 2.2886E-001; 5.9000E+001; 2.1838E-001; 5.9000E+001; 9.9660E-002;
 6.0000E+001; 9.4980E-003; 6.0000E+001; 3.4052E-002; 6.0000E+001; 1.1616E-001; 6.0000E+001; 2.6164E-001; 6.0000E+001; 2.2982E-001; 6.0000E+001; 2.1866E-001; 6.0000E+001; 9.8246E-002;
 6.1000E+001; 9.3531E-003; 6.1000E+001; 3.3265E-002; 6.1000E+001; 1.0987E-001; 6.1000E+001; 2.6237E-001; 6.1000E+001; 2.3084E-001; 6.1000E+001; 2.1897E-001; 6.1000E+001; 9.6854E-002;
 6.2000E+001; 9.2112E-003; 6.2000E+001; 3.2509E-002; 6.2000E+001; 1.0419E-001; 6.2000E+001; 2.6276E-001; 6.2000E+001; 2.3191E-001; 6.2000E+001; 2.1929E-001; 6.2000E+001; 9.5482E-002;
 6.3000E+001; 9.0718E-003; 6.3000E+001; 3.1780E-002; 6.3000E+001; 9.9060E-002; 6.3000E+001; 2.6274E-001; 6.3000E+001; 2.3305E-001; 6.3000E+001; 2.1965E-001; 6.3000E+001; 9.4133E-002;
 6.4000E+001; 8.9350E-003; 6.4000E+001; 3.1079E-002; 6.4000E+001; 9.4396E-002; 6.4000E+001; 2.6223E-001; 6.4000E+001; 2.3423E-001; 6.4000E+001; 2.2002E-001; 6.4000E+001; 9.2805E-002;
 6.5000E+001; 8.8008E-003; 6.5000E+001; 3.0408E-002; 6.5000E+001; 9.0159E-002; 6.5000E+001; 2.6119E-001; 6.5000E+001; 2.3546E-001; 6.5000E+001; 2.2042E-001; 6.5000E+001; 9.1499E-002;
 6.6000E+001; 8.6691E-003; 6.6000E+001; 2.9767E-002; 6.6000E+001; 8.6307E-002; 6.6000E+001; 2.5955E-001; 6.6000E+001; 2.3673E-001; 6.6000E+001; 2.2084E-001; 6.6000E+001; 9.0215E-002;
 6.7000E+001; 8.5398E-003; 6.7000E+001; 2.9155E-002; 6.7000E+001; 8.2799E-002; 6.7000E+001; 2.5726E-001; 6.7000E+001; 2.3803E-001; 6.7000E+001; 2.2129E-001; 6.7000E+001; 8.8953E-002;
 6.8000E+001; 8.4130E-003; 6.8000E+001; 2.8571E-002; 6.8000E+001; 7.9597E-002; 6.8000E+001; 2.5430E-001; 6.8000E+001; 2.3936E-001; 6.8000E+001; 2.2176E-001; 6.8000E+001; 8.7713E-002;
 6.9000E+001; 8.2885E-003; 6.9000E+001; 2.8016E-002; 6.9000E+001; 7.6665E-002; 6.9000E+001; 2.5065E-001; 6.9000E+001; 2.4071E-001; 6.9000E+001; 2.2224E-001; 6.9000E+001; 8.6496E-002;
 7.0000E+001; 8.1663E-003; 7.0000E+001; 2.7486E-002; 7.0000E+001; 7.3968E-002; 7.0000E+001; 2.4631E-001; 7.0000E+001; 2.4206E-001; 7.0000E+001; 2.2275E-001; 7.0000E+001; 8.5300E-002;
 7.1000E+001; 8.0464E-003; 7.1000E+001; 2.6981E-002; 7.1000E+001; 7.1477E-002; 7.1000E+001; 2.4130E-001; 7.1000E+001; 2.4342E-001; 7.1000E+001; 2.2327E-001; 7.1000E+001; 8.4126E-002;
 7.2000E+001; 7.9285E-003; 7.2000E+001; 2.6499E-002; 7.2000E+001; 6.9166E-002; 7.2000E+001; 2.3567E-001; 7.2000E+001; 2.4477E-001; 7.2000E+001; 2.2382E-001; 7.2000E+001; 8.2973E-002;
 7.3000E+001; 7.8126E-003; 7.3000E+001; 2.6036E-002; 7.3000E+001; 6.7013E-002; 7.3000E+001; 2.2948E-001; 7.3000E+001; 2.4611E-001; 7.3000E+001; 2.2439E-001; 7.3000E+001; 8.1841E-002;
 7.4000E+001; 7.6987E-003; 7.4000E+001; 2.5592E-002; 7.4000E+001; 6.5002E-002; 7.4000E+001; 2.2278E-001; 7.4000E+001; 2.4743E-001; 7.4000E+001; 2.2499E-001; 7.4000E+001; 8.0730E-002;
 7.5000E+001; 7.5865E-003; 7.5000E+001; 2.5165E-002; 7.5000E+001; 6.3118E-002; 7.5000E+001; 2.1566E-001; 7.5000E+001; 2.4871E-001; 7.5000E+001; 2.2562E-001; 7.5000E+001; 7.9640E-002;
 7.6000E+001; 7.4760E-003; 7.6000E+001; 2.4754E-002; 7.6000E+001; 6.1340E-002; 7.6000E+001; 2.0820E-001; 7.6000E+001; 2.4996E-001; 7.6000E+001; 2.2627E-001; 7.6000E+001; 7.8571E-002;
 7.7000E+001; 7.3672E-003; 7.7000E+001; 2.4355E-002; 7.7000E+001; 5.9658E-002; 7.7000E+001; 2.0051E-001; 7.7000E+001; 2.5117E-001; 7.7000E+001; 2.2696E-001; 7.7000E+001; 7.7522E-002;
 7.8000E+001; 7.2600E-003; 7.8000E+001; 2.3968E-002; 7.8000E+001; 5.8074E-002; 7.8000E+001; 1.9272E-001; 7.8000E+001; 2.5232E-001; 7.8000E+001; 2.2767E-001; 7.8000E+001; 7.6493E-002;
 7.9000E+001; 7.1543E-003; 7.9000E+001; 2.3594E-002; 7.9000E+001; 5.6585E-002; 7.9000E+001; 1.8494E-001; 7.9000E+001; 2.5341E-001; 7.9000E+001; 2.2842E-001; 7.9000E+001; 7.5483E-002;
 8.0000E+001; 7.0500E-003; 8.0000E+001; 2.3233E-002; 8.0000E+001; 5.5183E-002; 8.0000E+001; 1.7726E-001; 8.0000E+001; 2.5443E-001; 8.0000E+001; 2.2919E-001; 8.0000E+001; 7.4493E-002;
 8.1000E+001; 6.9472E-003; 8.1000E+001; 2.2885E-002; 8.1000E+001; 5.3863E-002; 8.1000E+001; 1.6975E-001; 8.1000E+001; 2.5536E-001; 8.1000E+001; 2.2999E-001; 8.1000E+001; 7.3522E-002;
 8.2000E+001; 6.8458E-003; 8.2000E+001; 2.2549E-002; 8.2000E+001; 5.2619E-002; 8.2000E+001; 1.6249E-001; 8.2000E+001; 2.5618E-001; 8.2000E+001; 2.3081E-001; 8.2000E+001; 7.2570E-002;
 8.3000E+001; 6.7458E-003; 8.3000E+001; 2.2225E-002; 8.3000E+001; 5.1445E-002; 8.3000E+001; 1.5552E-001; 8.3000E+001; 2.5689E-001; 8.3000E+001; 2.3166E-001; 8.3000E+001; 7.1637E-002;
 8.4000E+001; 6.6472E-003; 8.4000E+001; 2.1912E-002; 8.4000E+001; 5.0336E-002; 8.4000E+001; 1.4889E-001; 8.4000E+001; 2.5747E-001; 8.4000E+001; 2.3252E-001; 8.4000E+001; 7.0722E-002;
 8.5000E+001; 6.5498E-003; 8.5000E+001; 2.1611E-002; 8.5000E+001; 4.9286E-002; 8.5000E+001; 1.4261E-001; 8.5000E+001; 2.5789E-001; 8.5000E+001; 2.3340E-001; 8.5000E+001; 6.9825E-002;
 8.6000E+001; 6.4536E-003; 8.6000E+001; 2.1319E-002; 8.6000E+001; 4.8291E-002; 8.6000E+001; 1.3671E-001; 8.6000E+001; 2.5814E-001; 8.6000E+001; 2.3430E-001; 8.6000E+001; 6.8946E-002;
 8.7000E+001; 6.3588E-003; 8.7000E+001; 2.1036E-002; 8.7000E+001; 4.7344E-002; 8.7000E+001; 1.3117E-001; 8.7000E+001; 2.5820E-001; 8.7000E+001; 2.3522E-001; 8.7000E+001; 6.8084E-002;
 8.8000E+001; 6.2649E-003; 8.8000E+001; 2.0763E-002; 8.8000E+001; 4.6444E-002; 8.8000E+001; 1.2601E-001; 8.8000E+001; 2.5805E-001; 8.8000E+001; 2.3614E-001; 8.8000E+001; 6.7239E-002;
 8.9000E+001; 6.1722E-003; 8.9000E+001; 2.0498E-002; 8.9000E+001; 4.5587E-002; 8.9000E+001; 1.2120E-001; 8.9000E+001; 2.5765E-001; 8.9000E+001; 2.3708E-001; 8.9000E+001; 6.6412E-002;
 9.0000E+001; 6.0805E-003; 9.0000E+001; 2.0241E-002; 9.0000E+001; 4.4771E-002; 9.0000E+001; 1.1674E-001; 9.0000E+001; 2.5698E-001; 9.0000E+001; 2.3802E-001; 9.0000E+001; 6.5601E-002;
 9.1000E+001; 5.9898E-003; 9.1000E+001; 1.9992E-002; 9.1000E+001; 4.3994E-002; 9.1000E+001; 1.1259E-001; 9.1000E+001; 2.5601E-001; 9.1000E+001; 2.3896E-001; 9.1000E+001; 6.4807E-002;
 9.2000E+001; 5.9002E-003; 9.2000E+001; 1.9750E-002; 9.2000E+001; 4.3254E-002; 9.2000E+001; 1.0877E-001; 9.2000E+001; 2.5471E-001; 9.2000E+001; 2.3990E-001; 9.2000E+001; 6.4028E-002;
 9.3000E+001; 5.8115E-003; 9.3000E+001; 1.9515E-002; 9.3000E+001; 4.2545E-002; 9.3000E+001; 1.0524E-001; 9.3000E+001; 2.5306E-001; 9.3000E+001; 2.4084E-001; 9.3000E+001; 6.3266E-002;
 9.4000E+001; 5.7237E-003; 9.4000E+001; 1.9285E-002; 9.4000E+001; 4.1867E-002; 9.4000E+001; 1.0196E-001; 9.4000E+001; 2.5102E-001; 9.4000E+001; 2.4178E-001; 9.4000E+001; 6.2519E-002;
 9.5000E+001; 5.6369E-003; 9.5000E+001; 1.9062E-002; 9.5000E+001; 4.1220E-002; 9.5000E+001; 9.8916E-002; 9.5000E+001; 2.4859E-001; 9.5000E+001; 2.4271E-001; 9.5000E+001; 6.1787E-002;
 9.6000E+001; 5.5510E-003; 9.6000E+001; 1.8844E-002; 9.6000E+001; 4.0601E-002; 9.6000E+001; 9.6076E-002; 9.6000E+001; 2.4576E-001; 9.6000E+001; 2.4362E-001; 9.6000E+001; 6.1070E-002;
 9.7000E+001; 5.4659E-003; 9.7000E+001; 1.8632E-002; 9.7000E+001; 4.0010E-002; 9.7000E+001; 9.3423E-002; 9.7000E+001; 2.4254E-001; 9.7000E+001; 2.4453E-001; 9.7000E+001; 6.0368E-002;
 9.8000E+001; 5.3818E-003; 9.8000E+001; 1.8424E-002; 9.8000E+001; 3.9445E-002; 9.8000E+001; 9.0940E-002; 9.8000E+001; 2.3893E-001; 9.8000E+001; 2.4542E-001; 9.8000E+001; 5.9681E-002;
 9.9000E+001; 5.2985E-003; 9.9000E+001; 1.8222E-002; 9.9000E+001; 3.8903E-002; 9.9000E+001; 8.8612E-002; 9.9000E+001; 2.3496E-001; 9.9000E+001; 2.4629E-001; 9.9000E+001; 5.9008E-002;
 1.0000E+002; 5.2162E-003; 1.0000E+002; 1.8023E-002; 1.0000E+002; 3.8382E-002; 1.0000E+002; 8.6425E-002; 1.0000E+002; 2.3065E-001; 1.0000E+002; 2.4713E-001; 1.0000E+002; 5.8348E-002;
 1.0100E+002; 5.1349E-003; 1.0100E+002; 1.7828E-002; 1.0100E+002; 3.7880E-002; 1.0100E+002; 8.4367E-002; 1.0100E+002; 2.2604E-001; 1.0100E+002; 2.4795E-001; 1.0100E+002; 5.7702E-002;
 1.0200E+002; 5.0552E-003; 1.0200E+002; 1.7633E-002; 1.0200E+002; 3.7393E-002; 1.0200E+002; 8.2428E-002; 1.0200E+002; 2.2115E-001; 1.0200E+002; 2.4874E-001; 1.0200E+002; 5.7070E-002;
 1.0300E+002; 4.9759E-003; 1.0300E+002; 1.7440E-002; 1.0300E+002; 3.6912E-002; 1.0300E+002; 8.0594E-002; 1.0300E+002; 2.1604E-001; 1.0300E+002; 2.4949E-001; 1.0300E+002; 5.6451E-002;
 1.0400E+002; 4.8951E-003; 1.0400E+002; 1.7274E-002; 1.0400E+002; 3.6453E-002; 1.0400E+002; 7.8849E-002; 1.0400E+002; 2.1075E-001; 1.0400E+002; 2.5020E-001; 1.0400E+002; 5.5845E-002;
 1.0500E+002; 4.8145E-003; 1.0500E+002; 1.7108E-002; 1.0500E+002; 3.6048E-002; 1.0500E+002; 7.7197E-002; 1.0500E+002; 2.0532E-001; 1.0500E+002; 2.5087E-001; 1.0500E+002; 5.5251E-002;
 1.0600E+002; 4.7343E-003; 1.0600E+002; 1.6942E-002; 1.0600E+002; 3.5680E-002; 1.0600E+002; 7.5658E-002; 1.0600E+002; 1.9981E-001; 1.0600E+002; 2.5148E-001; 1.0600E+002; 5.4670E-002;
 1.0700E+002; 4.6547E-003; 1.0700E+002; 1.6776E-002; 1.0700E+002; 3.5317E-002; 1.0700E+002; 7.4256E-002; 1.0700E+002; 1.9425E-001; 1.0700E+002; 2.5204E-001; 1.0700E+002; 5.4101E-002;
