Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0011E+001; 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0011E+001;
 1.0000E+000; 6.3146E+001; 1.0000E+000; 2.6057E+001; 1.0000E+000; 2.0256E+001; 1.0000E+000; 2.0012E+001; 1.0000E+000; 2.0012E+001; 1.0000E+000; 2.0012E+001; 1.0000E+000; 1.9334E+001;
 2.0000E+000; 8.0281E+001; 2.0000E+000; 3.6948E+001; 2.0000E+000; 2.3040E+001; 2.0000E+000; 2.0353E+001; 2.0000E+000; 2.0038E+001; 2.0000E+000; 2.0014E+001; 2.0000E+000; 1.9216E+001;
 3.0000E+000; 9.2477E+001; 3.0000E+000; 4.6848E+001; 3.0000E+000; 2.7397E+001; 3.0000E+000; 2.1504E+001; 3.0000E+000; 2.0235E+001; 3.0000E+000; 2.0038E+001; 3.0000E+000; 1.9187E+001;
 4.0000E+000; 1.0223E+002; 4.0000E+000; 5.5549E+001; 4.0000E+000; 3.2338E+001; 4.0000E+000; 2.3398E+001; 4.0000E+000; 2.0746E+001; 4.0000E+000; 2.0139E+001; 4.0000E+000; 1.9194E+001;
 5.0000E+000; 1.1072E+002; 5.0000E+000; 6.3297E+001; 5.0000E+000; 3.7400E+001; 5.0000E+000; 2.5815E+001; 5.0000E+000; 2.1608E+001; 5.0000E+000; 2.0374E+001; 5.0000E+000; 1.9218E+001;
 6.0000E+000; 1.1846E+002; 6.0000E+000; 7.0351E+001; 6.0000E+000; 4.2402E+001; 6.0000E+000; 2.8562E+001; 6.0000E+000; 2.2789E+001; 6.0000E+000; 2.0777E+001; 6.0000E+000; 1.9249E+001;
 7.0000E+000; 1.2570E+002; 7.0000E+000; 7.6899E+001; 7.0000E+000; 4.7283E+001; 7.0000E+000; 3.1511E+001; 7.0000E+000; 2.4235E+001; 7.0000E+000; 2.1356E+001; 7.0000E+000; 1.9282E+001;
 8.0000E+000; 1.3253E+002; 8.0000E+000; 8.3063E+001; 8.0000E+000; 5.2033E+001; 8.0000E+000; 3.4579E+001; 8.0000E+000; 2.5891E+001; 8.0000E+000; 2.2104E+001; 8.0000E+000; 1.9314E+001;
 9.0000E+000; 1.3904E+002; 9.0000E+000; 8.8918E+001; 9.0000E+000; 5.6655E+001; 9.0000E+000; 3.7713E+001; 9.0000E+000; 2.7712E+001; 9.0000E+000; 2.3006E+001; 9.0000E+000; 1.9345E+001;
 1.0000E+001; 1.4525E+002; 1.0000E+001; 9.4509E+001; 1.0000E+001; 6.1157E+001; 1.0000E+001; 4.0883E+001; 1.0000E+001; 2.9660E+001; 1.0000E+001; 2.4045E+001; 1.0000E+001; 1.9375E+001;
 1.1000E+001; 1.5123E+002; 1.1000E+001; 9.9876E+001; 1.1000E+001; 6.5545E+001; 1.1000E+001; 4.4068E+001; 1.1000E+001; 3.1707E+001; 1.1000E+001; 2.5204E+001; 1.1000E+001; 1.9402E+001;
 1.2000E+001; 1.5701E+002; 1.2000E+001; 1.0505E+002; 1.2000E+001; 6.9830E+001; 1.2000E+001; 4.7253E+001; 1.2000E+001; 3.3830E+001; 1.2000E+001; 2.6467E+001; 1.2000E+001; 1.9429E+001;
 1.3000E+001; 1.6259E+002; 1.3000E+001; 1.1006E+002; 1.3000E+001; 7.4018E+001; 1.3000E+001; 5.0430E+001; 1.3000E+001; 3.6011E+001; 1.3000E+001; 2.7818E+001; 1.3000E+001; 1.9456E+001;
 1.4000E+001; 1.6799E+002; 1.4000E+001; 1.1491E+002; 1.4000E+001; 7.8116E+001; 1.4000E+001; 5.3593E+001; 1.4000E+001; 3.8238E+001; 1.4000E+001; 2.9246E+001; 1.4000E+001; 1.9483E+001;
 1.5000E+001; 1.7321E+002; 1.5000E+001; 1.1961E+002; 1.5000E+001; 8.2129E+001; 1.5000E+001; 5.6736E+001; 1.5000E+001; 4.0500E+001; 1.5000E+001; 3.0739E+001; 1.5000E+001; 1.9513E+001;
 1.6000E+001; 1.7824E+002; 1.6000E+001; 1.2416E+002; 1.6000E+001; 8.6061E+001; 1.6000E+001; 5.9857E+001; 1.6000E+001; 4.2789E+001; 1.6000E+001; 3.2288E+001; 1.6000E+001; 1.9547E+001;
