Time(min)   ;SW_00mm     ;Time(min)   ;SW_10mm     ;Time(min)   ;SW_20mm     ;Time(min)   ;SW_30mm     ;Time(min)   ;SW_40mm     ;Time(min)   ;SW_50mm     ;Time(min)   ;SW_120mm    ;
 1.6000E+001; 2.6665E-002; 1.6000E+001; 2.3776E-001; 1.6000E+001; 2.0294E-001; 1.6000E+001; 1.9036E-001; 1.6000E+001; 1.8254E-001; 1.6000E+001; 1.7795E-001; 1.6000E+001; 1.4549E-001;
 1.7000E+001; 2.5443E-002; 1.7000E+001; 2.4108E-001; 1.7000E+001; 2.0297E-001; 1.7000E+001; 1.9035E-001; 1.7000E+001; 1.8255E-001; 1.7000E+001; 1.7800E-001; 1.7000E+001; 1.4495E-001;
 1.8000E+001; 2.4321E-002; 1.8000E+001; 2.4447E-001; 1.8000E+001; 2.0299E-001; 1.8000E+001; 1.9033E-001; 1.8000E+001; 1.8255E-001; 1.8000E+001; 1.7803E-001; 1.8000E+001; 1.4447E-001;
 1.9000E+001; 2.3289E-002; 1.9000E+001; 2.4796E-001; 1.9000E+001; 2.0299E-001; 1.9000E+001; 1.9030E-001; 1.9000E+001; 1.8255E-001; 1.9000E+001; 1.7806E-001; 1.9000E+001; 1.4402E-001;
 2.0000E+001; 2.2337E-002; 2.0000E+001; 2.5160E-001; 2.0000E+001; 2.0297E-001; 2.0000E+001; 1.9027E-001; 2.0000E+001; 1.8254E-001; 2.0000E+001; 1.7807E-001; 2.0000E+001; 1.4359E-001;
 2.1000E+001; 2.1459E-002; 2.1000E+001; 2.5545E-001; 2.1000E+001; 2.0296E-001; 2.1000E+001; 1.9023E-001; 2.1000E+001; 1.8252E-001; 2.1000E+001; 1.7807E-001; 2.1000E+001; 1.4316E-001;
 2.2000E+001; 2.0649E-002; 2.2000E+001; 2.5958E-001; 2.2000E+001; 2.0297E-001; 2.2000E+001; 1.9019E-001; 2.2000E+001; 1.8251E-001; 2.2000E+001; 1.7807E-001; 2.2000E+001; 1.4272E-001;
 2.3000E+001; 1.9904E-002; 2.3000E+001; 2.6408E-001; 2.3000E+001; 2.0301E-001; 2.3000E+001; 1.9014E-001; 2.3000E+001; 1.8248E-001; 2.3000E+001; 1.7807E-001; 2.3000E+001; 1.4226E-001;
 2.4000E+001; 1.9223E-002; 2.4000E+001; 2.6906E-001; 2.4000E+001; 2.0312E-001; 2.4000E+001; 1.9009E-001; 2.4000E+001; 1.8246E-001; 2.4000E+001; 1.7806E-001; 2.4000E+001; 1.4177E-001;
 2.5000E+001; 1.8607E-002; 2.5000E+001; 2.7462E-001; 2.5000E+001; 2.0333E-001; 2.5000E+001; 1.9003E-001; 2.5000E+001; 1.8243E-001; 2.5000E+001; 1.7805E-001; 2.5000E+001; 1.4124E-001;
 2.6000E+001; 1.8053E-002; 2.6000E+001; 2.8070E-001; 2.6000E+001; 2.0363E-001; 2.6000E+001; 1.8997E-001; 2.6000E+001; 1.8239E-001; 2.6000E+001; 1.7804E-001; 2.6000E+001; 1.4066E-001;
 2.7000E+001; 1.7557E-002; 2.7000E+001; 2.8699E-001; 2.7000E+001; 2.0403E-001; 2.7000E+001; 1.8991E-001; 2.7000E+001; 1.8236E-001; 2.7000E+001; 1.7802E-001; 2.7000E+001; 1.4004E-001;
 2.8000E+001; 1.7106E-002; 2.8000E+001; 2.9280E-001; 2.8000E+001; 2.0446E-001; 2.8000E+001; 1.8986E-001; 2.8000E+001; 1.8231E-001; 2.8000E+001; 1.7800E-001; 2.8000E+001; 1.3936E-001;
 2.9000E+001; 1.6690E-002; 2.9000E+001; 2.9724E-001; 2.9000E+001; 2.0489E-001; 2.9000E+001; 1.8983E-001; 2.9000E+001; 1.8227E-001; 2.9000E+001; 1.7797E-001; 2.9000E+001; 1.3862E-001;
 3.0000E+001; 1.6299E-002; 3.0000E+001; 2.9951E-001; 3.0000E+001; 2.0526E-001; 3.0000E+001; 1.8984E-001; 3.0000E+001; 1.8223E-001; 3.0000E+001; 1.7795E-001; 3.0000E+001; 1.3782E-001;
 3.1000E+001; 1.5931E-002; 3.1000E+001; 2.9916E-001; 3.1000E+001; 2.0558E-001; 3.1000E+001; 1.8989E-001; 3.1000E+001; 1.8218E-001; 3.1000E+001; 1.7792E-001; 3.1000E+001; 1.3696E-001;
 3.2000E+001; 1.5582E-002; 3.2000E+001; 2.9610E-001; 3.2000E+001; 2.0585E-001; 3.2000E+001; 1.9000E-001; 3.2000E+001; 1.8215E-001; 3.2000E+001; 1.7789E-001; 3.2000E+001; 1.3603E-001;
 3.3000E+001; 1.5250E-002; 3.3000E+001; 2.9054E-001; 3.3000E+001; 2.0609E-001; 3.3000E+001; 1.9017E-001; 3.3000E+001; 1.8212E-001; 3.3000E+001; 1.7786E-001; 3.3000E+001; 1.3505E-001;
 3.4000E+001; 1.4932E-002; 3.4000E+001; 2.8276E-001; 3.4000E+001; 2.0632E-001; 3.4000E+001; 1.9039E-001; 3.4000E+001; 1.8211E-001; 3.4000E+001; 1.7783E-001; 3.4000E+001; 1.3400E-001;
 3.5000E+001; 1.4626E-002; 3.5000E+001; 2.7301E-001; 3.5000E+001; 2.0655E-001; 3.5000E+001; 1.9066E-001; 3.5000E+001; 1.8210E-001; 3.5000E+001; 1.7780E-001; 3.5000E+001; 1.3289E-001;
 3.6000E+001; 1.4332E-002; 3.6000E+001; 2.6150E-001; 3.6000E+001; 2.0680E-001; 3.6000E+001; 1.9097E-001; 3.6000E+001; 1.8211E-001; 3.6000E+001; 1.7777E-001; 3.6000E+001; 1.3173E-001;
 3.7000E+001; 1.4046E-002; 3.7000E+001; 2.4839E-001; 3.7000E+001; 2.0705E-001; 3.7000E+001; 1.9131E-001; 3.7000E+001; 1.8213E-001; 3.7000E+001; 1.7775E-001; 3.7000E+001; 1.3052E-001;
 3.8000E+001; 1.3770E-002; 3.8000E+001; 2.3385E-001; 3.8000E+001; 2.0732E-001; 3.8000E+001; 1.9168E-001; 3.8000E+001; 1.8216E-001; 3.8000E+001; 1.7772E-001; 3.8000E+001; 1.2926E-001;
 3.9000E+001; 1.3503E-002; 3.9000E+001; 2.1810E-001; 3.9000E+001; 2.0760E-001; 3.9000E+001; 1.9206E-001; 3.9000E+001; 1.8221E-001; 3.9000E+001; 1.7770E-001; 3.9000E+001; 1.2795E-001;
 4.0000E+001; 1.3244E-002; 4.0000E+001; 2.0152E-001; 4.0000E+001; 2.0791E-001; 4.0000E+001; 1.9246E-001; 4.0000E+001; 1.8228E-001; 4.0000E+001; 1.7769E-001; 4.0000E+001; 1.2661E-001;
 4.1000E+001; 1.2994E-002; 4.1000E+001; 1.8459E-001; 4.1000E+001; 2.0827E-001; 4.1000E+001; 1.9287E-001; 4.1000E+001; 1.8238E-001; 4.1000E+001; 1.7768E-001; 4.1000E+001; 1.2523E-001;
 4.2000E+001; 1.2751E-002; 4.2000E+001; 1.6795E-001; 4.2000E+001; 2.0873E-001; 4.2000E+001; 1.9329E-001; 4.2000E+001; 1.8249E-001; 4.2000E+001; 1.7768E-001; 4.2000E+001; 1.2382E-001;
 4.3000E+001; 1.2516E-002; 4.3000E+001; 1.5221E-001; 4.3000E+001; 2.0932E-001; 4.3000E+001; 1.9372E-001; 4.3000E+001; 1.8262E-001; 4.3000E+001; 1.7769E-001; 4.3000E+001; 1.2239E-001;
 4.4000E+001; 1.2287E-002; 4.4000E+001; 1.3787E-001; 4.4000E+001; 2.1010E-001; 4.4000E+001; 1.9416E-001; 4.4000E+001; 1.8277E-001; 4.4000E+001; 1.7770E-001; 4.4000E+001; 1.2093E-001;
 4.5000E+001; 1.2063E-002; 4.5000E+001; 1.2517E-001; 4.5000E+001; 2.1110E-001; 4.5000E+001; 1.9460E-001; 4.5000E+001; 1.8294E-001; 4.5000E+001; 1.7772E-001; 4.5000E+001; 1.1946E-001;
 4.6000E+001; 1.1845E-002; 4.6000E+001; 1.1417E-001; 4.6000E+001; 2.1235E-001; 4.6000E+001; 1.9505E-001; 4.6000E+001; 1.8312E-001; 4.6000E+001; 1.7775E-001; 4.6000E+001; 1.1798E-001;
 4.7000E+001; 1.1633E-002; 4.7000E+001; 1.0472E-001; 4.7000E+001; 2.1384E-001; 4.7000E+001; 1.9550E-001; 4.7000E+001; 1.8332E-001; 4.7000E+001; 1.7778E-001; 4.7000E+001; 1.1649E-001;
 4.8000E+001; 1.1427E-002; 4.8000E+001; 9.6625E-002; 4.8000E+001; 2.1555E-001; 4.8000E+001; 1.9594E-001; 4.8000E+001; 1.8354E-001; 4.8000E+001; 1.7782E-001; 4.8000E+001; 1.1499E-001;
 4.9000E+001; 1.1227E-002; 4.9000E+001; 8.9677E-002; 4.9000E+001; 2.1743E-001; 4.9000E+001; 1.9638E-001; 4.9000E+001; 1.8376E-001; 4.9000E+001; 1.7786E-001; 4.9000E+001; 1.1350E-001;
 5.0000E+001; 1.1032E-002; 5.0000E+001; 8.3679E-002; 5.0000E+001; 2.1943E-001; 5.0000E+001; 1.9679E-001; 5.0000E+001; 1.8401E-001; 5.0000E+001; 1.7791E-001; 5.0000E+001; 1.1200E-001;
 5.1000E+001; 1.0843E-002; 5.1000E+001; 7.8467E-002; 5.1000E+001; 2.2147E-001; 5.1000E+001; 1.9718E-001; 5.1000E+001; 1.8426E-001; 5.1000E+001; 1.7797E-001; 5.1000E+001; 1.1051E-001;
 5.2000E+001; 1.0660E-002; 5.2000E+001; 7.3904E-002; 5.2000E+001; 2.2343E-001; 5.2000E+001; 1.9755E-001; 5.2000E+001; 1.8452E-001; 5.2000E+001; 1.7802E-001; 5.2000E+001; 1.0903E-001;
 5.3000E+001; 1.0482E-002; 5.3000E+001; 6.9879E-002; 5.3000E+001; 2.2520E-001; 5.3000E+001; 1.9787E-001; 5.3000E+001; 1.8479E-001; 5.3000E+001; 1.7809E-001; 5.3000E+001; 1.0755E-001;
 5.4000E+001; 1.0309E-002; 5.4000E+001; 6.6296E-002; 5.4000E+001; 2.2659E-001; 5.4000E+001; 1.9816E-001; 5.4000E+001; 1.8506E-001; 5.4000E+001; 1.7817E-001; 5.4000E+001; 1.0609E-001;
 5.5000E+001; 1.0140E-002; 5.5000E+001; 6.3076E-002; 5.5000E+001; 2.2744E-001; 5.5000E+001; 1.9840E-001; 5.5000E+001; 1.8534E-001; 5.5000E+001; 1.7825E-001; 5.5000E+001; 1.0464E-001;
 5.6000E+001; 9.9759E-003; 5.6000E+001; 6.0153E-002; 5.6000E+001; 2.2753E-001; 5.6000E+001; 1.9859E-001; 5.6000E+001; 1.8561E-001; 5.6000E+001; 1.7835E-001; 5.6000E+001; 1.0321E-001;
 5.7000E+001; 9.8155E-003; 5.7000E+001; 5.7478E-002; 5.7000E+001; 2.2668E-001; 5.7000E+001; 1.9874E-001; 5.7000E+001; 1.8588E-001; 5.7000E+001; 1.7845E-001; 5.7000E+001; 1.0179E-001;
 5.8000E+001; 9.6586E-003; 5.8000E+001; 5.5013E-002; 5.8000E+001; 2.2475E-001; 5.8000E+001; 1.9885E-001; 5.8000E+001; 1.8616E-001; 5.8000E+001; 1.7857E-001; 5.8000E+001; 1.0040E-001;
 5.9000E+001; 9.5049E-003; 5.9000E+001; 5.2733E-002; 5.9000E+001; 2.2164E-001; 5.9000E+001; 1.9891E-001; 5.9000E+001; 1.8644E-001; 5.9000E+001; 1.7869E-001; 5.9000E+001; 9.9021E-002;
 6.0000E+001; 9.3544E-003; 6.0000E+001; 5.0623E-002; 6.0000E+001; 2.1734E-001; 6.0000E+001; 1.9895E-001; 6.0000E+001; 1.8671E-001; 6.0000E+001; 1.7883E-001; 6.0000E+001; 9.7664E-002;
 6.1000E+001; 9.2070E-003; 6.1000E+001; 4.8671E-002; 6.1000E+001; 2.1189E-001; 6.1000E+001; 1.9898E-001; 6.1000E+001; 1.8699E-001; 6.1000E+001; 1.7897E-001; 6.1000E+001; 9.6330E-002;
 6.2000E+001; 9.0625E-003; 6.2000E+001; 4.6867E-002; 6.2000E+001; 2.0539E-001; 6.2000E+001; 1.9899E-001; 6.2000E+001; 1.8727E-001; 6.2000E+001; 1.7913E-001; 6.2000E+001; 9.5017E-002;
 6.3000E+001; 8.9210E-003; 6.3000E+001; 4.5202E-002; 6.3000E+001; 1.9799E-001; 6.3000E+001; 1.9901E-001; 6.3000E+001; 1.8754E-001; 6.3000E+001; 1.7929E-001; 6.3000E+001; 9.3727E-002;
 6.4000E+001; 8.7825E-003; 6.4000E+001; 4.3664E-002; 6.4000E+001; 1.8988E-001; 6.4000E+001; 1.9905E-001; 6.4000E+001; 1.8782E-001; 6.4000E+001; 1.7946E-001; 6.4000E+001; 9.2459E-002;
 6.5000E+001; 8.6468E-003; 6.5000E+001; 4.2244E-002; 6.5000E+001; 1.8127E-001; 6.5000E+001; 1.9913E-001; 6.5000E+001; 1.8809E-001; 6.5000E+001; 1.7964E-001; 6.5000E+001; 9.1215E-002;
 6.6000E+001; 8.5140E-003; 6.6000E+001; 4.0929E-002; 6.6000E+001; 1.7237E-001; 6.6000E+001; 1.9924E-001; 6.6000E+001; 1.8835E-001; 6.6000E+001; 1.7982E-001; 6.6000E+001; 8.9993E-002;
 6.7000E+001; 8.3840E-003; 6.7000E+001; 3.9708E-002; 6.7000E+001; 1.6342E-001; 6.7000E+001; 1.9940E-001; 6.7000E+001; 1.8861E-001; 6.7000E+001; 1.8002E-001; 6.7000E+001; 8.8795E-002;
 6.8000E+001; 8.2566E-003; 6.8000E+001; 3.8569E-002; 6.8000E+001; 1.5459E-001; 6.8000E+001; 1.9962E-001; 6.8000E+001; 1.8886E-001; 6.8000E+001; 1.8021E-001; 6.8000E+001; 8.7618E-002;
 6.9000E+001; 8.1317E-003; 6.9000E+001; 3.7502E-002; 6.9000E+001; 1.4606E-001; 6.9000E+001; 1.9990E-001; 6.9000E+001; 1.8909E-001; 6.9000E+001; 1.8041E-001; 6.9000E+001; 8.6465E-002;
 7.0000E+001; 8.0092E-003; 7.0000E+001; 3.6497E-002; 7.0000E+001; 1.3795E-001; 7.0000E+001; 2.0023E-001; 7.0000E+001; 1.8931E-001; 7.0000E+001; 1.8061E-001; 7.0000E+001; 8.5333E-002;
 7.1000E+001; 7.8889E-003; 7.1000E+001; 3.5546E-002; 7.1000E+001; 1.3035E-001; 7.1000E+001; 2.0060E-001; 7.1000E+001; 1.8951E-001; 7.1000E+001; 1.8080E-001; 7.1000E+001; 8.4222E-002;
 7.2000E+001; 7.7707E-003; 7.2000E+001; 3.4644E-002; 7.2000E+001; 1.2330E-001; 7.2000E+001; 2.0099E-001; 7.2000E+001; 1.8969E-001; 7.2000E+001; 1.8100E-001; 7.2000E+001; 8.3133E-002;
 7.3000E+001; 7.6544E-003; 7.3000E+001; 3.3786E-002; 7.3000E+001; 1.1681E-001; 7.3000E+001; 2.0139E-001; 7.3000E+001; 1.8984E-001; 7.3000E+001; 1.8120E-001; 7.3000E+001; 8.2064E-002;
 7.4000E+001; 7.5400E-003; 7.4000E+001; 3.2968E-002; 7.4000E+001; 1.1087E-001; 7.4000E+001; 2.0176E-001; 7.4000E+001; 1.8998E-001; 7.4000E+001; 1.8139E-001; 7.4000E+001; 8.1016E-002;
 7.5000E+001; 7.4275E-003; 7.5000E+001; 3.2188E-002; 7.5000E+001; 1.0544E-001; 7.5000E+001; 2.0206E-001; 7.5000E+001; 1.9008E-001; 7.5000E+001; 1.8158E-001; 7.5000E+001; 7.9988E-002;
 7.6000E+001; 7.3167E-003; 7.6000E+001; 3.1444E-002; 7.6000E+001; 1.0048E-001; 7.6000E+001; 2.0225E-001; 7.6000E+001; 1.9016E-001; 7.6000E+001; 1.8177E-001; 7.6000E+001; 7.8978E-002;
 7.7000E+001; 7.2076E-003; 7.7000E+001; 3.0736E-002; 7.7000E+001; 9.5962E-002; 7.7000E+001; 2.0228E-001; 7.7000E+001; 1.9020E-001; 7.7000E+001; 1.8196E-001; 7.7000E+001; 7.7988E-002;
 7.8000E+001; 7.1002E-003; 7.8000E+001; 3.0062E-002; 7.8000E+001; 9.1831E-002; 7.8000E+001; 2.0210E-001; 7.8000E+001; 1.9022E-001; 7.8000E+001; 1.8214E-001; 7.8000E+001; 7.7016E-002;
 7.9000E+001; 6.9944E-003; 7.9000E+001; 2.9420E-002; 7.9000E+001; 8.8047E-002; 7.9000E+001; 2.0167E-001; 7.9000E+001; 1.9021E-001; 7.9000E+001; 1.8232E-001; 7.9000E+001; 7.6061E-002;
 8.0000E+001; 6.8902E-003; 8.0000E+001; 2.8808E-002; 8.0000E+001; 8.4571E-002; 8.0000E+001; 2.0093E-001; 8.0000E+001; 1.9017E-001; 8.0000E+001; 1.8250E-001; 8.0000E+001; 7.5125E-002;
 8.1000E+001; 6.7875E-003; 8.1000E+001; 2.8225E-002; 8.1000E+001; 8.1367E-002; 8.1000E+001; 1.9984E-001; 8.1000E+001; 1.9011E-001; 8.1000E+001; 1.8267E-001; 8.1000E+001; 7.4205E-002;
 8.2000E+001; 6.6863E-003; 8.2000E+001; 2.7669E-002; 8.2000E+001; 7.8406E-002; 8.2000E+001; 1.9837E-001; 8.2000E+001; 1.9002E-001; 8.2000E+001; 1.8283E-001; 8.2000E+001; 7.3302E-002;
 8.3000E+001; 6.5866E-003; 8.3000E+001; 2.7136E-002; 8.3000E+001; 7.5661E-002; 8.3000E+001; 1.9650E-001; 8.3000E+001; 1.8992E-001; 8.3000E+001; 1.8299E-001; 8.3000E+001; 7.2414E-002;
 8.4000E+001; 6.4882E-003; 8.4000E+001; 2.6626E-002; 8.4000E+001; 7.3108E-002; 8.4000E+001; 1.9420E-001; 8.4000E+001; 1.8980E-001; 8.4000E+001; 1.8314E-001; 8.4000E+001; 7.1543E-002;
 8.5000E+001; 6.3911E-003; 8.5000E+001; 2.6136E-002; 8.5000E+001; 7.0731E-002; 8.5000E+001; 1.9150E-001; 8.5000E+001; 1.8966E-001; 8.5000E+001; 1.8328E-001; 8.5000E+001; 7.0688E-002;
 8.6000E+001; 6.2953E-003; 8.6000E+001; 2.5664E-002; 8.6000E+001; 6.8512E-002; 8.6000E+001; 1.8839E-001; 8.6000E+001; 1.8952E-001; 8.6000E+001; 1.8341E-001; 8.6000E+001; 6.9847E-002;
 8.7000E+001; 6.2007E-003; 8.7000E+001; 2.5210E-002; 8.7000E+001; 6.6439E-002; 8.7000E+001; 1.8491E-001; 8.7000E+001; 1.8936E-001; 8.7000E+001; 1.8353E-001; 8.7000E+001; 6.9021E-002;
 8.8000E+001; 6.1073E-003; 8.8000E+001; 2.4771E-002; 8.8000E+001; 6.4500E-002; 8.8000E+001; 1.8109E-001; 8.8000E+001; 1.8921E-001; 8.8000E+001; 1.8363E-001; 8.8000E+001; 6.8210E-002;
 8.9000E+001; 6.0150E-003; 8.9000E+001; 2.4347E-002; 8.9000E+001; 6.2684E-002; 8.9000E+001; 1.7699E-001; 8.9000E+001; 1.8906E-001; 8.9000E+001; 1.8373E-001; 8.9000E+001; 6.7413E-002;
 9.0000E+001; 5.9237E-003; 9.0000E+001; 2.3938E-002; 9.0000E+001; 6.0983E-002; 9.0000E+001; 1.7266E-001; 9.0000E+001; 1.8890E-001; 9.0000E+001; 1.8380E-001; 9.0000E+001; 6.6630E-002;
 9.1000E+001; 5.8336E-003; 9.1000E+001; 2.3542E-002; 9.1000E+001; 5.9387E-002; 9.1000E+001; 1.6815E-001; 9.1000E+001; 1.8875E-001; 9.1000E+001; 1.8387E-001; 9.1000E+001; 6.5861E-002;
 9.2000E+001; 5.7444E-003; 9.2000E+001; 2.3158E-002; 9.2000E+001; 5.7888E-002; 9.2000E+001; 1.6353E-001; 9.2000E+001; 1.8860E-001; 9.2000E+001; 1.8391E-001; 9.2000E+001; 6.5106E-002;
 9.3000E+001; 5.6562E-003; 9.3000E+001; 2.2787E-002; 9.3000E+001; 5.6479E-002; 9.3000E+001; 1.5885E-001; 9.3000E+001; 1.8845E-001; 9.3000E+001; 1.8394E-001; 9.3000E+001; 6.4363E-002;
 9.4000E+001; 5.5690E-003; 9.4000E+001; 2.2428E-002; 9.4000E+001; 5.5152E-002; 9.4000E+001; 1.5416E-001; 9.4000E+001; 1.8830E-001; 9.4000E+001; 1.8394E-001; 9.4000E+001; 6.3634E-002;
 9.5000E+001; 5.4828E-003; 9.5000E+001; 2.2080E-002; 9.5000E+001; 5.3900E-002; 9.5000E+001; 1.4951E-001; 9.5000E+001; 1.8814E-001; 9.5000E+001; 1.8393E-001; 9.5000E+001; 6.2918E-002;
 9.6000E+001; 5.3975E-003; 9.6000E+001; 2.1742E-002; 9.6000E+001; 5.2718E-002; 9.6000E+001; 1.4494E-001; 9.6000E+001; 1.8796E-001; 9.6000E+001; 1.8390E-001; 9.6000E+001; 6.2214E-002;
 9.7000E+001; 5.3131E-003; 9.7000E+001; 2.1413E-002; 9.7000E+001; 5.1599E-002; 9.7000E+001; 1.4049E-001; 9.7000E+001; 1.8777E-001; 9.7000E+001; 1.8384E-001; 9.7000E+001; 6.1523E-002;
 9.8000E+001; 5.2297E-003; 9.8000E+001; 2.1093E-002; 9.8000E+001; 5.0538E-002; 9.8000E+001; 1.3618E-001; 9.8000E+001; 1.8756E-001; 9.8000E+001; 1.8377E-001; 9.8000E+001; 6.0844E-002;
 9.9000E+001; 5.1472E-003; 9.9000E+001; 2.0781E-002; 9.9000E+001; 4.9529E-002; 9.9000E+001; 1.3203E-001; 9.9000E+001; 1.8731E-001; 9.9000E+001; 1.8367E-001; 9.9000E+001; 6.0177E-002;
 1.0000E+002; 5.0658E-003; 1.0000E+002; 2.0475E-002; 1.0000E+002; 4.8567E-002; 1.0000E+002; 1.2806E-001; 1.0000E+002; 1.8702E-001; 1.0000E+002; 1.8354E-001; 1.0000E+002; 5.9522E-002;
 1.0100E+002; 4.9858E-003; 1.0100E+002; 2.0171E-002; 1.0100E+002; 4.7646E-002; 1.0100E+002; 1.2427E-001; 1.0100E+002; 1.8668E-001; 1.0100E+002; 1.8339E-001; 1.0100E+002; 5.8879E-002;
 1.0200E+002; 4.9062E-003; 1.0200E+002; 1.9870E-002; 1.0200E+002; 4.6758E-002; 1.0200E+002; 1.2067E-001; 1.0200E+002; 1.8627E-001; 1.0200E+002; 1.8323E-001; 1.0200E+002; 5.8248E-002;
 1.0300E+002; 4.8257E-003; 1.0300E+002; 1.9603E-002; 1.0300E+002; 4.5887E-002; 1.0300E+002; 1.1725E-001; 1.0300E+002; 1.8581E-001; 1.0300E+002; 1.8303E-001; 1.0300E+002; 5.7628E-002;
 1.0400E+002; 4.7456E-003; 1.0400E+002; 1.9348E-002; 1.0400E+002; 4.5071E-002; 1.0400E+002; 1.1400E-001; 1.0400E+002; 1.8526E-001; 1.0400E+002; 1.8282E-001; 1.0400E+002; 5.7019E-002;
 1.0500E+002; 4.6661E-003; 1.0500E+002; 1.9094E-002; 1.0500E+002; 4.4330E-002; 1.0500E+002; 1.1090E-001; 1.0500E+002; 1.8464E-001; 1.0500E+002; 1.8258E-001; 1.0500E+002; 5.6422E-002;
 1.0600E+002; 4.5872E-003; 1.0600E+002; 1.8845E-002; 1.0600E+002; 4.3645E-002; 1.0600E+002; 1.0795E-001; 1.0600E+002; 1.8393E-001; 1.0600E+002; 1.8232E-001; 1.0600E+002; 5.5836E-002;
 1.0700E+002; 4.5090E-003; 1.0700E+002; 1.8598E-002; 1.0700E+002; 4.3005E-002; 1.0700E+002; 1.0514E-001; 1.0700E+002; 1.8314E-001; 1.0700E+002; 1.8204E-001; 1.0700E+002; 5.5260E-002;
