Time(min)   ;SW_00mm     ;Time(min)   ;SW_10mm     ;Time(min)   ;SW_20mm     ;Time(min)   ;SW_30mm     ;Time(min)   ;SW_40mm     ;Time(min)   ;SW_50mm     ;Time(min)   ;SW_120mm    ;
 4.1000E+001; 1.3099E-002; 4.1000E+001; 8.9354E-002; 4.1000E+001; 2.5551E-001; 4.1000E+001; 2.2443E-001; 4.1000E+001; 2.1558E-001; 4.1000E+001; 2.1204E-001; 4.1000E+001; 1.2666E-001;
 4.2000E+001; 1.2865E-002; 4.2000E+001; 8.3013E-002; 4.2000E+001; 2.5871E-001; 4.2000E+001; 2.2500E-001; 4.2000E+001; 2.1576E-001; 4.2000E+001; 2.1212E-001; 4.2000E+001; 1.2521E-001;
 4.3000E+001; 1.2636E-002; 4.3000E+001; 7.7412E-002; 4.3000E+001; 2.6178E-001; 4.3000E+001; 2.2558E-001; 4.3000E+001; 2.1595E-001; 4.3000E+001; 2.1220E-001; 4.3000E+001; 1.2374E-001;
 4.4000E+001; 1.2414E-002; 4.4000E+001; 7.2455E-002; 4.4000E+001; 2.6460E-001; 4.4000E+001; 2.2618E-001; 4.4000E+001; 2.1617E-001; 4.4000E+001; 2.1229E-001; 4.4000E+001; 1.2223E-001;
 4.5000E+001; 1.2197E-002; 4.5000E+001; 6.8066E-002; 4.5000E+001; 2.6702E-001; 4.5000E+001; 2.2679E-001; 4.5000E+001; 2.1640E-001; 4.5000E+001; 2.1239E-001; 4.5000E+001; 1.2072E-001;
 4.6000E+001; 1.1986E-002; 4.6000E+001; 6.4178E-002; 4.6000E+001; 2.6881E-001; 4.6000E+001; 2.2742E-001; 4.6000E+001; 2.1666E-001; 4.6000E+001; 2.1249E-001; 4.6000E+001; 1.1918E-001;
 4.7000E+001; 1.1780E-002; 4.7000E+001; 6.0729E-002; 4.7000E+001; 2.6971E-001; 4.7000E+001; 2.2808E-001; 4.7000E+001; 2.1693E-001; 4.7000E+001; 2.1259E-001; 4.7000E+001; 1.1764E-001;
 4.8000E+001; 1.1581E-002; 4.8000E+001; 5.7662E-002; 4.8000E+001; 2.6945E-001; 4.8000E+001; 2.2876E-001; 4.8000E+001; 2.1723E-001; 4.8000E+001; 2.1269E-001; 4.8000E+001; 1.1610E-001;
 4.9000E+001; 1.1387E-002; 4.9000E+001; 5.4921E-002; 4.9000E+001; 2.6777E-001; 4.9000E+001; 2.2947E-001; 4.9000E+001; 2.1755E-001; 4.9000E+001; 2.1279E-001; 4.9000E+001; 1.1455E-001;
 5.0000E+001; 1.1199E-002; 5.0000E+001; 5.2457E-002; 5.0000E+001; 2.6455E-001; 5.0000E+001; 2.3022E-001; 5.0000E+001; 2.1789E-001; 5.0000E+001; 2.1290E-001; 5.0000E+001; 1.1300E-001;
 5.1000E+001; 1.1015E-002; 5.1000E+001; 5.0227E-002; 5.1000E+001; 2.5974E-001; 5.1000E+001; 2.3102E-001; 5.1000E+001; 2.1826E-001; 5.1000E+001; 2.1301E-001; 5.1000E+001; 1.1146E-001;
 5.2000E+001; 1.0837E-002; 5.2000E+001; 4.8195E-002; 5.2000E+001; 2.5340E-001; 5.2000E+001; 2.3188E-001; 5.2000E+001; 2.1865E-001; 5.2000E+001; 2.1311E-001; 5.2000E+001; 1.0992E-001;
 5.3000E+001; 1.0663E-002; 5.3000E+001; 4.6329E-002; 5.3000E+001; 2.4566E-001; 5.3000E+001; 2.3281E-001; 5.3000E+001; 2.1906E-001; 5.3000E+001; 2.1323E-001; 5.3000E+001; 1.0840E-001;
 5.4000E+001; 1.0494E-002; 5.4000E+001; 4.4603E-002; 5.4000E+001; 2.3668E-001; 5.4000E+001; 2.3380E-001; 5.4000E+001; 2.1948E-001; 5.4000E+001; 2.1335E-001; 5.4000E+001; 1.0689E-001;
 5.5000E+001; 1.0328E-002; 5.5000E+001; 4.2997E-002; 5.5000E+001; 2.2666E-001; 5.5000E+001; 2.3487E-001; 5.5000E+001; 2.1992E-001; 5.5000E+001; 2.1349E-001; 5.5000E+001; 1.0539E-001;
 5.6000E+001; 1.0166E-002; 5.6000E+001; 4.1497E-002; 5.6000E+001; 2.1580E-001; 5.6000E+001; 2.3602E-001; 5.6000E+001; 2.2037E-001; 5.6000E+001; 2.1363E-001; 5.6000E+001; 1.0391E-001;
 5.7000E+001; 1.0008E-002; 5.7000E+001; 4.0093E-002; 5.7000E+001; 2.0436E-001; 5.7000E+001; 2.3725E-001; 5.7000E+001; 2.2083E-001; 5.7000E+001; 2.1379E-001; 5.7000E+001; 1.0245E-001;
 5.8000E+001; 9.8528E-003; 5.8000E+001; 3.8777E-002; 5.8000E+001; 1.9261E-001; 5.8000E+001; 2.3856E-001; 5.8000E+001; 2.2130E-001; 5.8000E+001; 2.1396E-001; 5.8000E+001; 1.0100E-001;
 5.9000E+001; 9.7010E-003; 5.9000E+001; 3.7545E-002; 5.9000E+001; 1.8083E-001; 5.9000E+001; 2.3996E-001; 5.9000E+001; 2.2178E-001; 5.9000E+001; 2.1414E-001; 5.9000E+001; 9.9578E-002;
 6.0000E+001; 9.5524E-003; 6.0000E+001; 3.6390E-002; 6.0000E+001; 1.6931E-001; 6.0000E+001; 2.4144E-001; 6.0000E+001; 2.2227E-001; 6.0000E+001; 2.1433E-001; 6.0000E+001; 9.8174E-002;
 6.1000E+001; 9.4070E-003; 6.1000E+001; 3.5308E-002; 6.1000E+001; 1.5828E-001; 6.1000E+001; 2.4300E-001; 6.1000E+001; 2.2278E-001; 6.1000E+001; 2.1453E-001; 6.1000E+001; 9.6790E-002;
 6.2000E+001; 9.2648E-003; 6.2000E+001; 3.4293E-002; 6.2000E+001; 1.4791E-001; 6.2000E+001; 2.4462E-001; 6.2000E+001; 2.2329E-001; 6.2000E+001; 2.1475E-001; 6.2000E+001; 9.5429E-002;
 6.3000E+001; 9.1253E-003; 6.3000E+001; 3.3338E-002; 6.3000E+001; 1.3830E-001; 6.3000E+001; 2.4628E-001; 6.3000E+001; 2.2381E-001; 6.3000E+001; 2.1498E-001; 6.3000E+001; 9.4089E-002;
 6.4000E+001; 8.9888E-003; 6.4000E+001; 3.2438E-002; 6.4000E+001; 1.2949E-001; 6.4000E+001; 2.4794E-001; 6.4000E+001; 2.2434E-001; 6.4000E+001; 2.1522E-001; 6.4000E+001; 9.2772E-002;
 6.5000E+001; 8.8550E-003; 6.5000E+001; 3.1587E-002; 6.5000E+001; 1.2147E-001; 6.5000E+001; 2.4957E-001; 6.5000E+001; 2.2487E-001; 6.5000E+001; 2.1548E-001; 6.5000E+001; 9.1476E-002;
 6.6000E+001; 8.7237E-003; 6.6000E+001; 3.0781E-002; 6.6000E+001; 1.1420E-001; 6.6000E+001; 2.5113E-001; 6.6000E+001; 2.2541E-001; 6.6000E+001; 2.1575E-001; 6.6000E+001; 9.0203E-002;
 6.7000E+001; 8.5949E-003; 6.7000E+001; 3.0015E-002; 6.7000E+001; 1.0762E-001; 6.7000E+001; 2.5256E-001; 6.7000E+001; 2.2595E-001; 6.7000E+001; 2.1604E-001; 6.7000E+001; 8.8953E-002;
 6.8000E+001; 8.4684E-003; 6.8000E+001; 2.9285E-002; 6.8000E+001; 1.0168E-001; 6.8000E+001; 2.5379E-001; 6.8000E+001; 2.2649E-001; 6.8000E+001; 2.1633E-001; 6.8000E+001; 8.7724E-002;
 6.9000E+001; 8.3441E-003; 6.9000E+001; 2.8590E-002; 6.9000E+001; 9.6296E-002; 6.9000E+001; 2.5477E-001; 6.9000E+001; 2.2704E-001; 6.9000E+001; 2.1663E-001; 6.9000E+001; 8.6518E-002;
 7.0000E+001; 8.2219E-003; 7.0000E+001; 2.7925E-002; 7.0000E+001; 9.1426E-002; 7.0000E+001; 2.5540E-001; 7.0000E+001; 2.2760E-001; 7.0000E+001; 2.1694E-001; 7.0000E+001; 8.5333E-002;
 7.1000E+001; 8.1019E-003; 7.1000E+001; 2.7291E-002; 7.1000E+001; 8.7013E-002; 7.1000E+001; 2.5561E-001; 7.1000E+001; 2.2815E-001; 7.1000E+001; 2.1726E-001; 7.1000E+001; 8.4171E-002;
 7.2000E+001; 7.9838E-003; 7.2000E+001; 2.6684E-002; 7.2000E+001; 8.3006E-002; 7.2000E+001; 2.5528E-001; 7.2000E+001; 2.2872E-001; 7.2000E+001; 2.1758E-001; 7.2000E+001; 8.3029E-002;
 7.3000E+001; 7.8674E-003; 7.3000E+001; 2.6105E-002; 7.3000E+001; 7.9357E-002; 7.3000E+001; 2.5432E-001; 7.3000E+001; 2.2929E-001; 7.3000E+001; 2.1791E-001; 7.3000E+001; 8.1909E-002;
 7.4000E+001; 7.7526E-003; 7.4000E+001; 2.5555E-002; 7.4000E+001; 7.6024E-002; 7.4000E+001; 2.5265E-001; 7.4000E+001; 2.2987E-001; 7.4000E+001; 2.1824E-001; 7.4000E+001; 8.0810E-002;
 7.5000E+001; 7.6399E-003; 7.5000E+001; 2.5033E-002; 7.5000E+001; 7.2970E-002; 7.5000E+001; 2.5019E-001; 7.5000E+001; 2.3046E-001; 7.5000E+001; 2.1859E-001; 7.5000E+001; 7.9731E-002;
 7.6000E+001; 7.5290E-003; 7.6000E+001; 2.4535E-002; 7.6000E+001; 7.0164E-002; 7.6000E+001; 2.4692E-001; 7.6000E+001; 2.3107E-001; 7.6000E+001; 2.1894E-001; 7.6000E+001; 7.8672E-002;
 7.7000E+001; 7.4199E-003; 7.7000E+001; 2.4058E-002; 7.7000E+001; 6.7576E-002; 7.7000E+001; 2.4282E-001; 7.7000E+001; 2.3169E-001; 7.7000E+001; 2.1929E-001; 7.7000E+001; 7.7634E-002;
 7.8000E+001; 7.3125E-003; 7.8000E+001; 2.3601E-002; 7.8000E+001; 6.5182E-002; 7.8000E+001; 2.3792E-001; 7.8000E+001; 2.3233E-001; 7.8000E+001; 2.1966E-001; 7.8000E+001; 7.6615E-002;
 7.9000E+001; 7.2067E-003; 7.9000E+001; 2.3162E-002; 7.9000E+001; 6.2960E-002; 7.9000E+001; 2.3225E-001; 7.9000E+001; 2.3299E-001; 7.9000E+001; 2.2002E-001; 7.9000E+001; 7.5616E-002;
 8.0000E+001; 7.1024E-003; 8.0000E+001; 2.2740E-002; 8.0000E+001; 6.0892E-002; 8.0000E+001; 2.2590E-001; 8.0000E+001; 2.3367E-001; 8.0000E+001; 2.2040E-001; 8.0000E+001; 7.4636E-002;
 8.1000E+001; 6.9996E-003; 8.1000E+001; 2.2333E-002; 8.1000E+001; 5.8963E-002; 8.1000E+001; 2.1896E-001; 8.1000E+001; 2.3437E-001; 8.1000E+001; 2.2077E-001; 8.1000E+001; 7.3675E-002;
 8.2000E+001; 6.8982E-003; 8.2000E+001; 2.1941E-002; 8.2000E+001; 5.7160E-002; 8.2000E+001; 2.1154E-001; 8.2000E+001; 2.3510E-001; 8.2000E+001; 2.2115E-001; 8.2000E+001; 7.2732E-002;
 8.3000E+001; 6.7982E-003; 8.3000E+001; 2.1564E-002; 8.3000E+001; 5.5472E-002; 8.3000E+001; 2.0375E-001; 8.3000E+001; 2.3584E-001; 8.3000E+001; 2.2154E-001; 8.3000E+001; 7.1807E-002;
 8.4000E+001; 6.6995E-003; 8.4000E+001; 2.1200E-002; 8.4000E+001; 5.3890E-002; 8.4000E+001; 1.9572E-001; 8.4000E+001; 2.3661E-001; 8.4000E+001; 2.2192E-001; 8.4000E+001; 7.0900E-002;
 8.5000E+001; 6.6021E-003; 8.5000E+001; 2.0848E-002; 8.5000E+001; 5.2406E-002; 8.5000E+001; 1.8759E-001; 8.5000E+001; 2.3739E-001; 8.5000E+001; 2.2230E-001; 8.5000E+001; 7.0011E-002;
 8.6000E+001; 6.5059E-003; 8.6000E+001; 2.0509E-002; 8.6000E+001; 5.1012E-002; 8.6000E+001; 1.7947E-001; 8.6000E+001; 2.3819E-001; 8.6000E+001; 2.2268E-001; 8.6000E+001; 6.9140E-002;
 8.7000E+001; 6.4109E-003; 8.7000E+001; 2.0182E-002; 8.7000E+001; 4.9701E-002; 8.7000E+001; 1.7147E-001; 8.7000E+001; 2.3898E-001; 8.7000E+001; 2.2306E-001; 8.7000E+001; 6.8285E-002;
 8.8000E+001; 6.3172E-003; 8.8000E+001; 1.9866E-002; 8.8000E+001; 4.8466E-002; 8.8000E+001; 1.6370E-001; 8.8000E+001; 2.3978E-001; 8.8000E+001; 2.2344E-001; 8.8000E+001; 6.7447E-002;
 8.9000E+001; 6.2245E-003; 8.9000E+001; 1.9561E-002; 8.9000E+001; 4.7301E-002; 8.9000E+001; 1.5623E-001; 8.9000E+001; 2.4055E-001; 8.9000E+001; 2.2382E-001; 8.9000E+001; 6.6626E-002;
 9.0000E+001; 6.1330E-003; 9.0000E+001; 1.9267E-002; 9.0000E+001; 4.6200E-002; 9.0000E+001; 1.4911E-001; 9.0000E+001; 2.4128E-001; 9.0000E+001; 2.2419E-001; 9.0000E+001; 6.5821E-002;
 9.1000E+001; 6.0415E-003; 9.1000E+001; 1.8989E-002; 9.1000E+001; 4.5159E-002; 9.1000E+001; 1.4238E-001; 9.1000E+001; 2.4196E-001; 9.1000E+001; 2.2455E-001; 9.1000E+001; 6.5032E-002;
 9.2000E+001; 5.9509E-003; 9.2000E+001; 1.8731E-002; 9.2000E+001; 4.4176E-002; 9.2000E+001; 1.3605E-001; 9.2000E+001; 2.4255E-001; 9.2000E+001; 2.2492E-001; 9.2000E+001; 6.4259E-002;
 9.3000E+001; 5.8615E-003; 9.3000E+001; 1.8485E-002; 9.3000E+001; 4.3251E-002; 9.3000E+001; 1.3014E-001; 9.3000E+001; 2.4304E-001; 9.3000E+001; 2.2527E-001; 9.3000E+001; 6.3501E-002;
 9.4000E+001; 5.7733E-003; 9.4000E+001; 1.8249E-002; 9.4000E+001; 4.2378E-002; 9.4000E+001; 1.2463E-001; 9.4000E+001; 2.4340E-001; 9.4000E+001; 2.2562E-001; 9.4000E+001; 6.2758E-002;
 9.5000E+001; 5.6861E-003; 9.5000E+001; 1.8021E-002; 9.5000E+001; 4.1551E-002; 9.5000E+001; 1.1951E-001; 9.5000E+001; 2.4358E-001; 9.5000E+001; 2.2597E-001; 9.5000E+001; 6.2030E-002;
 9.6000E+001; 5.5998E-003; 9.6000E+001; 1.7800E-002; 9.6000E+001; 4.0767E-002; 9.6000E+001; 1.1477E-001; 9.6000E+001; 2.4357E-001; 9.6000E+001; 2.2632E-001; 9.6000E+001; 6.1317E-002;
 9.7000E+001; 5.5145E-003; 9.7000E+001; 1.7586E-002; 9.7000E+001; 4.0023E-002; 9.7000E+001; 1.1038E-001; 9.7000E+001; 2.4332E-001; 9.7000E+001; 2.2665E-001; 9.7000E+001; 6.0618E-002;
 9.8000E+001; 5.4300E-003; 9.8000E+001; 1.7378E-002; 9.8000E+001; 3.9315E-002; 9.8000E+001; 1.0631E-001; 9.8000E+001; 2.4279E-001; 9.8000E+001; 2.2699E-001; 9.8000E+001; 5.9933E-002;
 9.9000E+001; 5.3465E-003; 9.9000E+001; 1.7177E-002; 9.9000E+001; 3.8642E-002; 9.9000E+001; 1.0255E-001; 9.9000E+001; 2.4195E-001; 9.9000E+001; 2.2732E-001; 9.9000E+001; 5.9262E-002;
 1.0000E+002; 5.2639E-003; 1.0000E+002; 1.6980E-002; 1.0000E+002; 3.8001E-002; 1.0000E+002; 9.9069E-002; 1.0000E+002; 2.4077E-001; 1.0000E+002; 2.2765E-001; 1.0000E+002; 5.8604E-002;
 1.0100E+002; 5.1823E-003; 1.0100E+002; 1.6788E-002; 1.0100E+002; 3.7388E-002; 1.0100E+002; 9.5836E-002; 1.0100E+002; 2.3922E-001; 1.0100E+002; 2.2798E-001; 1.0100E+002; 5.7960E-002;
 1.0200E+002; 5.1016E-003; 1.0200E+002; 1.6600E-002; 1.0200E+002; 3.6802E-002; 1.0200E+002; 9.2832E-002; 1.0200E+002; 2.3729E-001; 1.0200E+002; 2.2831E-001; 1.0200E+002; 5.7329E-002;
 1.0300E+002; 5.0224E-003; 1.0300E+002; 1.6413E-002; 1.0300E+002; 3.6237E-002; 1.0300E+002; 9.0033E-002; 1.0300E+002; 2.3496E-001; 1.0300E+002; 2.2865E-001; 1.0300E+002; 5.6711E-002;
 1.0400E+002; 4.9451E-003; 1.0400E+002; 1.6222E-002; 1.0400E+002; 3.5684E-002; 1.0400E+002; 8.7420E-002; 1.0400E+002; 2.3224E-001; 1.0400E+002; 2.2898E-001; 1.0400E+002; 5.6105E-002;
 1.0500E+002; 4.8650E-003; 1.0500E+002; 1.6063E-002; 1.0500E+002; 3.5137E-002; 1.0500E+002; 8.4965E-002; 1.0500E+002; 2.2913E-001; 1.0500E+002; 2.2931E-001; 1.0500E+002; 5.5512E-002;
 1.0600E+002; 4.7852E-003; 1.0600E+002; 1.5910E-002; 1.0600E+002; 3.4670E-002; 1.0600E+002; 8.2639E-002; 1.0600E+002; 2.2565E-001; 1.0600E+002; 2.2965E-001; 1.0600E+002; 5.4931E-002;
 1.0700E+002; 4.7060E-003; 1.0700E+002; 1.5758E-002; 1.0700E+002; 3.4259E-002; 1.0700E+002; 8.0436E-002; 1.0700E+002; 2.2184E-001; 1.0700E+002; 2.2999E-001; 1.0700E+002; 5.4362E-002;
