Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.8594E-002; 0.0000E+000; 9.6643E-002; 0.0000E+000; 9.5284E-002; 0.0000E+000; 9.4391E-002; 0.0000E+000; 9.3886E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.6445E-002; 1.0000E+000; 9.6296E-002; 1.0000E+000; 9.5272E-002; 1.0000E+000; 9.4390E-002; 1.0000E+000; 9.3886E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.8812E-002; 2.0000E+000; 9.4161E-002; 2.0000E+000; 9.5137E-002; 2.0000E+000; 9.4381E-002; 2.0000E+000; 9.3886E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.3530E-002; 3.0000E+000; 8.5367E-002; 3.0000E+000; 9.4637E-002; 3.0000E+000; 9.4312E-002; 3.0000E+000; 9.3877E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1190E-001; 4.0000E+000; 7.6677E-002; 4.0000E+000; 9.2429E-002; 4.0000E+000; 9.4106E-002; 4.0000E+000; 9.3841E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.3034E-001; 5.0000E+000; 7.1852E-002; 5.0000E+000; 8.6795E-002; 5.0000E+000; 9.3578E-002; 5.0000E+000; 9.3748E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4900E-001; 6.0000E+000; 7.0210E-002; 6.0000E+000; 7.7874E-002; 6.0000E+000; 9.2194E-002; 6.0000E+000; 9.3560E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.6841E-001; 7.0000E+000; 7.0793E-002; 7.0000E+000; 6.7951E-002; 7.0000E+000; 8.8991E-002; 7.0000E+000; 9.3186E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.8901E-001; 8.0000E+000; 7.3021E-002; 8.0000E+000; 5.9480E-002; 8.0000E+000; 8.2855E-002; 8.0000E+000; 9.2410E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.1127E-001; 9.0000E+000; 7.6579E-002; 9.0000E+000; 5.3429E-002; 9.0000E+000; 7.3486E-002; 9.0000E+000; 9.0777E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.3591E-001; 1.0000E+001; 8.1364E-002; 1.0000E+001; 4.9680E-002; 1.0000E+001; 6.2468E-002; 1.0000E+001; 8.7473E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.6335E-001; 1.1000E+001; 8.7395E-002; 1.1000E+001; 4.7804E-002; 1.1000E+001; 5.2404E-002; 1.1000E+001; 8.1401E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 2.9398E-001; 1.2000E+001; 9.4715E-002; 1.2000E+001; 4.7396E-002; 1.2000E+001; 4.4769E-002; 1.2000E+001; 7.1974E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 3.2828E-001; 1.3000E+001; 1.0339E-001; 1.3000E+001; 4.8159E-002; 1.3000E+001; 3.9618E-002; 1.3000E+001; 6.0454E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 3.6675E-001; 1.4000E+001; 1.1358E-001; 1.4000E+001; 4.9917E-002; 1.4000E+001; 3.6449E-002; 1.4000E+001; 4.9586E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 4.0961E-001; 1.5000E+001; 1.2540E-001; 1.5000E+001; 5.2572E-002; 1.5000E+001; 3.4745E-002; 1.5000E+001; 4.1169E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 4.5715E-001; 1.6000E+001; 1.3898E-001; 1.6000E+001; 5.6074E-002; 1.6000E+001; 3.4118E-002; 1.6000E+001; 3.5340E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 5.0970E-001; 1.7000E+001; 1.5451E-001; 1.7000E+001; 6.0413E-002; 1.7000E+001; 3.4317E-002; 1.7000E+001; 3.1556E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 5.6735E-001; 1.8000E+001; 1.7227E-001; 1.8000E+001; 6.5631E-002; 1.8000E+001; 3.5192E-002; 1.8000E+001; 2.9232E-002; 1.8000E+001; 1.0132E-001;
 1.9000E+001; 1.0132E-001; 1.9000E+001; 6.3053E-001; 1.9000E+001; 1.9255E-001; 1.9000E+001; 7.1797E-002; 1.9000E+001; 3.6665E-002; 1.9000E+001; 2.7947E-002; 1.9000E+001; 1.0132E-001;
 2.0000E+001; 1.0132E-001; 2.0000E+001; 6.9950E-001; 2.0000E+001; 2.1569E-001; 2.0000E+001; 7.9001E-002; 2.0000E+001; 3.8698E-002; 2.0000E+001; 2.7422E-002; 2.0000E+001; 1.0132E-001;
 2.1000E+001; 1.0132E-001; 2.1000E+001; 7.7444E-001; 2.1000E+001; 2.4210E-001; 2.1000E+001; 8.7365E-002; 2.1000E+001; 4.1286E-002; 2.1000E+001; 2.7489E-002; 2.1000E+001; 1.0132E-001;
 2.2000E+001; 1.0132E-001; 2.2000E+001; 8.5541E-001; 2.2000E+001; 2.7232E-001; 2.2000E+001; 9.7044E-002; 2.2000E+001; 4.4448E-002; 2.2000E+001; 2.8045E-002; 2.2000E+001; 1.0132E-001;
 2.3000E+001; 1.0132E-001; 2.3000E+001; 9.4219E-001; 2.3000E+001; 3.0704E-001; 2.3000E+001; 1.0827E-001; 2.3000E+001; 4.8236E-002; 2.3000E+001; 2.9037E-002; 2.3000E+001; 1.0132E-001;
 2.4000E+001; 1.0132E-001; 2.4000E+001; 1.0344E+000; 2.4000E+001; 3.4687E-001; 2.4000E+001; 1.2128E-001; 2.4000E+001; 5.2716E-002; 2.4000E+001; 3.0445E-002; 2.4000E+001; 1.0132E-001;
 2.5000E+001; 1.0132E-001; 2.5000E+001; 1.1311E+000; 2.5000E+001; 3.9248E-001; 2.5000E+001; 1.3636E-001; 2.5000E+001; 5.7972E-002; 2.5000E+001; 3.2266E-002; 2.5000E+001; 1.0132E-001;
 2.6000E+001; 1.0132E-001; 2.6000E+001; 1.2306E+000; 2.6000E+001; 4.4440E-001; 2.6000E+001; 1.5384E-001; 2.6000E+001; 6.4098E-002; 2.6000E+001; 3.4511E-002; 2.6000E+001; 1.0132E-001;
 2.7000E+001; 1.0132E-001; 2.7000E+001; 1.3304E+000; 2.7000E+001; 5.0270E-001; 2.7000E+001; 1.7404E-001; 2.7000E+001; 7.1201E-002; 2.7000E+001; 3.7201E-002; 2.7000E+001; 1.0132E-001;
 2.8000E+001; 1.0132E-001; 2.8000E+001; 1.4269E+000; 2.8000E+001; 5.6639E-001; 2.8000E+001; 1.9737E-001; 2.8000E+001; 7.9404E-002; 2.8000E+001; 4.0364E-002; 2.8000E+001; 1.0132E-001;
 2.9000E+001; 1.0132E-001; 2.9000E+001; 1.5170E+000; 2.9000E+001; 6.3375E-001; 2.9000E+001; 2.2401E-001; 2.9000E+001; 8.8817E-002; 2.9000E+001; 4.4033E-002; 2.9000E+001; 1.0132E-001;
 3.0000E+001; 1.0132E-001; 3.0000E+001; 1.5986E+000; 3.0000E+001; 7.0228E-001; 3.0000E+001; 2.5395E-001; 3.0000E+001; 9.9510E-002; 3.0000E+001; 4.8229E-002; 3.0000E+001; 1.0132E-001;
 3.1000E+001; 1.0132E-001; 3.1000E+001; 1.6715E+000; 3.1000E+001; 7.6947E-001; 3.1000E+001; 2.8699E-001; 3.1000E+001; 1.1152E-001; 3.1000E+001; 5.2964E-002; 3.1000E+001; 1.0132E-001;
 3.2000E+001; 1.0132E-001; 3.2000E+001; 1.7364E+000; 3.2000E+001; 8.3339E-001; 3.2000E+001; 3.2265E-001; 3.2000E+001; 1.2484E-001; 3.2000E+001; 5.8243E-002; 3.2000E+001; 1.0132E-001;
 3.3000E+001; 1.0132E-001; 3.3000E+001; 1.7944E+000; 3.3000E+001; 8.9293E-001; 3.3000E+001; 3.6037E-001; 3.3000E+001; 1.3946E-001; 3.3000E+001; 6.4065E-002; 3.3000E+001; 1.0132E-001;
 3.4000E+001; 1.0132E-001; 3.4000E+001; 1.8466E+000; 3.4000E+001; 9.4764E-001; 3.4000E+001; 3.9943E-001; 3.4000E+001; 1.5538E-001; 3.4000E+001; 7.0440E-002; 3.4000E+001; 1.0132E-001;
 3.5000E+001; 1.0132E-001; 3.5000E+001; 1.8941E+000; 3.5000E+001; 9.9770E-001; 3.5000E+001; 4.3900E-001; 3.5000E+001; 1.7250E-001; 3.5000E+001; 7.7366E-002; 3.5000E+001; 1.0132E-001;
 3.6000E+001; 1.0132E-001; 3.6000E+001; 1.9375E+000; 3.6000E+001; 1.0436E+000; 3.6000E+001; 4.7834E-001; 3.6000E+001; 1.9068E-001; 3.6000E+001; 8.4830E-002; 3.6000E+001; 1.0132E-001;
 3.7000E+001; 1.0132E-001; 3.7000E+001; 1.9772E+000; 3.7000E+001; 1.0861E+000; 3.7000E+001; 5.1691E-001; 3.7000E+001; 2.0977E-001; 3.7000E+001; 9.2809E-002; 3.7000E+001; 1.0132E-001;
 3.8000E+001; 1.0132E-001; 3.8000E+001; 2.0132E+000; 3.8000E+001; 1.1257E+000; 3.8000E+001; 5.5435E-001; 3.8000E+001; 2.2961E-001; 3.8000E+001; 1.0128E-001; 3.8000E+001; 1.0132E-001;
 3.9000E+001; 1.0132E-001; 3.9000E+001; 2.0451E+000; 3.9000E+001; 1.1631E+000; 3.9000E+001; 5.9039E-001; 3.9000E+001; 2.5007E-001; 3.9000E+001; 1.1022E-001; 3.9000E+001; 1.0132E-001;
 4.0000E+001; 1.0132E-001; 4.0000E+001; 2.0721E+000; 4.0000E+001; 1.1989E+000; 4.0000E+001; 6.2479E-001; 4.0000E+001; 2.7115E-001; 4.0000E+001; 1.1963E-001; 4.0000E+001; 1.0132E-001;
 4.1000E+001; 1.0132E-001; 4.1000E+001; 2.0931E+000; 4.1000E+001; 1.2334E+000; 4.1000E+001; 6.5777E-001; 4.1000E+001; 2.9264E-001; 4.1000E+001; 1.2949E-001; 4.1000E+001; 1.0132E-001;
 4.2000E+001; 1.0132E-001; 4.2000E+001; 2.1070E+000; 4.2000E+001; 1.2670E+000; 4.2000E+001; 6.8951E-001; 4.2000E+001; 3.1441E-001; 4.2000E+001; 1.3977E-001; 4.2000E+001; 1.0132E-001;
 4.3000E+001; 1.0132E-001; 4.3000E+001; 2.1128E+000; 4.3000E+001; 1.3002E+000; 4.3000E+001; 7.2020E-001; 4.3000E+001; 3.3635E-001; 4.3000E+001; 1.5045E-001; 4.3000E+001; 1.0132E-001;
 4.4000E+001; 1.0132E-001; 4.4000E+001; 2.1101E+000; 4.4000E+001; 1.3332E+000; 4.4000E+001; 7.4999E-001; 4.4000E+001; 3.5839E-001; 4.4000E+001; 1.6150E-001; 4.4000E+001; 1.0132E-001;
 4.5000E+001; 1.0132E-001; 4.5000E+001; 2.0993E+000; 4.5000E+001; 1.3660E+000; 4.5000E+001; 7.7901E-001; 4.5000E+001; 3.8050E-001; 4.5000E+001; 1.7289E-001; 4.5000E+001; 1.0132E-001;
 4.6000E+001; 1.0132E-001; 4.6000E+001; 2.0819E+000; 4.6000E+001; 1.3988E+000; 4.6000E+001; 8.0728E-001; 4.6000E+001; 4.0267E-001; 4.6000E+001; 1.8465E-001; 4.6000E+001; 1.0132E-001;
 4.7000E+001; 1.0132E-001; 4.7000E+001; 2.0595E+000; 4.7000E+001; 1.4315E+000; 4.7000E+001; 8.3481E-001; 4.7000E+001; 4.2482E-001; 4.7000E+001; 1.9680E-001; 4.7000E+001; 1.0132E-001;
 4.8000E+001; 1.0132E-001; 4.8000E+001; 2.0337E+000; 4.8000E+001; 1.4642E+000; 4.8000E+001; 8.6164E-001; 4.8000E+001; 4.4689E-001; 4.8000E+001; 2.0928E-001; 4.8000E+001; 1.0132E-001;
 4.9000E+001; 1.0132E-001; 4.9000E+001; 2.0060E+000; 4.9000E+001; 1.4969E+000; 4.9000E+001; 8.8781E-001; 4.9000E+001; 4.6881E-001; 4.9000E+001; 2.2207E-001; 4.9000E+001; 1.0132E-001;
 5.0000E+001; 1.0132E-001; 5.0000E+001; 1.9772E+000; 5.0000E+001; 1.5296E+000; 5.0000E+001; 9.1332E-001; 5.0000E+001; 4.9052E-001; 5.0000E+001; 2.3512E-001; 5.0000E+001; 1.0132E-001;
 5.1000E+001; 1.0132E-001; 5.1000E+001; 1.9479E+000; 5.1000E+001; 1.5621E+000; 5.1000E+001; 9.3819E-001; 5.1000E+001; 5.1196E-001; 5.1000E+001; 2.4839E-001; 5.1000E+001; 1.0132E-001;
 5.2000E+001; 1.0132E-001; 5.2000E+001; 1.9187E+000; 5.2000E+001; 1.5945E+000; 5.2000E+001; 9.6243E-001; 5.2000E+001; 5.3309E-001; 5.2000E+001; 2.6184E-001; 5.2000E+001; 1.0132E-001;
 5.3000E+001; 1.0132E-001; 5.3000E+001; 1.8898E+000; 5.3000E+001; 1.6267E+000; 5.3000E+001; 9.8603E-001; 5.3000E+001; 5.5368E-001; 5.3000E+001; 2.7554E-001; 5.3000E+001; 1.0132E-001;
 5.4000E+001; 1.0132E-001; 5.4000E+001; 1.8612E+000; 5.4000E+001; 1.6586E+000; 5.4000E+001; 1.0090E+000; 5.4000E+001; 5.7378E-001; 5.4000E+001; 2.8940E-001; 5.4000E+001; 1.0132E-001;
 5.5000E+001; 1.0132E-001; 5.5000E+001; 1.8330E+000; 5.5000E+001; 1.6901E+000; 5.5000E+001; 1.0314E+000; 5.5000E+001; 5.9341E-001; 5.5000E+001; 3.0335E-001; 5.5000E+001; 1.0132E-001;
 5.6000E+001; 1.0132E-001; 5.6000E+001; 1.8050E+000; 5.6000E+001; 1.7210E+000; 5.6000E+001; 1.0532E+000; 5.6000E+001; 6.1256E-001; 5.6000E+001; 3.1732E-001; 5.6000E+001; 1.0132E-001;
 5.7000E+001; 1.0132E-001; 5.7000E+001; 1.7770E+000; 5.7000E+001; 1.7512E+000; 5.7000E+001; 1.0746E+000; 5.7000E+001; 6.3124E-001; 5.7000E+001; 3.3127E-001; 5.7000E+001; 1.0132E-001;
 5.8000E+001; 1.0132E-001; 5.8000E+001; 1.7489E+000; 5.8000E+001; 1.7803E+000; 5.8000E+001; 1.0955E+000; 5.8000E+001; 6.4946E-001; 5.8000E+001; 3.4516E-001; 5.8000E+001; 1.0132E-001;
 5.9000E+001; 1.0132E-001; 5.9000E+001; 1.7205E+000; 5.9000E+001; 1.8083E+000; 5.9000E+001; 1.1160E+000; 5.9000E+001; 6.6724E-001; 5.9000E+001; 3.5894E-001; 5.9000E+001; 1.0132E-001;
 6.0000E+001; 1.0132E-001; 6.0000E+001; 1.6918E+000; 6.0000E+001; 1.8347E+000; 6.0000E+001; 1.1362E+000; 6.0000E+001; 6.8455E-001; 6.0000E+001; 3.7261E-001; 6.0000E+001; 1.0132E-001;
 6.1000E+001; 1.0132E-001; 6.1000E+001; 1.6632E+000; 6.1000E+001; 1.8593E+000; 6.1000E+001; 1.1561E+000; 6.1000E+001; 7.0139E-001; 6.1000E+001; 3.8614E-001; 6.1000E+001; 1.0132E-001;
 6.2000E+001; 1.0132E-001; 6.2000E+001; 1.6349E+000; 6.2000E+001; 1.8819E+000; 6.2000E+001; 1.1757E+000; 6.2000E+001; 7.1780E-001; 6.2000E+001; 3.9950E-001; 6.2000E+001; 1.0132E-001;
 6.3000E+001; 1.0132E-001; 6.3000E+001; 1.6071E+000; 6.3000E+001; 1.9020E+000; 6.3000E+001; 1.1951E+000; 6.3000E+001; 7.3381E-001; 6.3000E+001; 4.1265E-001; 6.3000E+001; 1.0132E-001;
 6.4000E+001; 1.0132E-001; 6.4000E+001; 1.5800E+000; 6.4000E+001; 1.9193E+000; 6.4000E+001; 1.2144E+000; 6.4000E+001; 7.4947E-001; 6.4000E+001; 4.2559E-001; 6.4000E+001; 1.0132E-001;
 6.5000E+001; 1.0132E-001; 6.5000E+001; 1.5539E+000; 6.5000E+001; 1.9337E+000; 6.5000E+001; 1.2335E+000; 6.5000E+001; 7.6479E-001; 6.5000E+001; 4.3831E-001; 6.5000E+001; 1.0132E-001;
 6.6000E+001; 1.0132E-001; 6.6000E+001; 1.5287E+000; 6.6000E+001; 1.9447E+000; 6.6000E+001; 1.2526E+000; 6.6000E+001; 7.7978E-001; 6.6000E+001; 4.5080E-001; 6.6000E+001; 1.0132E-001;
 6.7000E+001; 1.0132E-001; 6.7000E+001; 1.5046E+000; 6.7000E+001; 1.9523E+000; 6.7000E+001; 1.2716E+000; 6.7000E+001; 7.9446E-001; 6.7000E+001; 4.6303E-001; 6.7000E+001; 1.0132E-001;
 6.8000E+001; 1.0132E-001; 6.8000E+001; 1.4814E+000; 6.8000E+001; 1.9563E+000; 6.8000E+001; 1.2905E+000; 6.8000E+001; 8.0882E-001; 6.8000E+001; 4.7493E-001; 6.8000E+001; 1.0132E-001;
 6.9000E+001; 1.0132E-001; 6.9000E+001; 1.4590E+000; 6.9000E+001; 1.9569E+000; 6.9000E+001; 1.3094E+000; 6.9000E+001; 8.2285E-001; 6.9000E+001; 4.8655E-001; 6.9000E+001; 1.0132E-001;
 7.0000E+001; 1.0132E-001; 7.0000E+001; 1.4372E+000; 7.0000E+001; 1.9542E+000; 7.0000E+001; 1.3283E+000; 7.0000E+001; 8.3656E-001; 7.0000E+001; 4.9789E-001; 7.0000E+001; 1.0132E-001;
 7.1000E+001; 1.0132E-001; 7.1000E+001; 1.4160E+000; 7.1000E+001; 1.9485E+000; 7.1000E+001; 1.3471E+000; 7.1000E+001; 8.4996E-001; 7.1000E+001; 5.0895E-001; 7.1000E+001; 1.0132E-001;
 7.2000E+001; 1.0132E-001; 7.2000E+001; 1.3951E+000; 7.2000E+001; 1.9401E+000; 7.2000E+001; 1.3659E+000; 7.2000E+001; 8.6306E-001; 7.2000E+001; 5.1972E-001; 7.2000E+001; 1.0132E-001;
 7.3000E+001; 1.0132E-001; 7.3000E+001; 1.3745E+000; 7.3000E+001; 1.9296E+000; 7.3000E+001; 1.3847E+000; 7.3000E+001; 8.7586E-001; 7.3000E+001; 5.3020E-001; 7.3000E+001; 1.0132E-001;
 7.4000E+001; 1.0132E-001; 7.4000E+001; 1.3542E+000; 7.4000E+001; 1.9173E+000; 7.4000E+001; 1.4034E+000; 7.4000E+001; 8.8837E-001; 7.4000E+001; 5.4039E-001; 7.4000E+001; 1.0132E-001;
 7.5000E+001; 1.0132E-001; 7.5000E+001; 1.3341E+000; 7.5000E+001; 1.9035E+000; 7.5000E+001; 1.4219E+000; 7.5000E+001; 9.0060E-001; 7.5000E+001; 5.5028E-001; 7.5000E+001; 1.0132E-001;
 7.6000E+001; 1.0132E-001; 7.6000E+001; 1.3143E+000; 7.6000E+001; 1.8887E+000; 7.6000E+001; 1.4403E+000; 7.6000E+001; 9.1255E-001; 7.6000E+001; 5.5985E-001; 7.6000E+001; 1.0132E-001;
 7.7000E+001; 1.0132E-001; 7.7000E+001; 1.2948E+000; 7.7000E+001; 1.8730E+000; 7.7000E+001; 1.4585E+000; 7.7000E+001; 9.2422E-001; 7.7000E+001; 5.6912E-001; 7.7000E+001; 1.0132E-001;
