Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 1.0086E-001; 0.0000E+000; 1.0062E-001; 0.0000E+000; 1.0048E-001; 0.0000E+000; 1.0041E-001; 0.0000E+000; 1.0037E-001; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 9.0516E-002; 1.0000E+000; 1.0055E-001; 1.0000E+000; 1.0048E-001; 1.0000E+000; 1.0041E-001; 1.0000E+000; 1.0037E-001; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 8.7230E-002; 2.0000E+000; 9.7719E-002; 2.0000E+000; 1.0035E-001; 2.0000E+000; 1.0040E-001; 2.0000E+000; 1.0037E-001; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 1.0086E-001; 3.0000E+000; 9.1263E-002; 3.0000E+000; 9.9441E-002; 3.0000E+000; 1.0031E-001; 3.0000E+000; 1.0036E-001; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1889E-001; 4.0000E+000; 8.5285E-002; 4.0000E+000; 9.6890E-002; 4.0000E+000; 9.9953E-002; 4.0000E+000; 1.0031E-001; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.3929E-001; 5.0000E+000; 8.1824E-002; 5.0000E+000; 9.2489E-002; 5.0000E+000; 9.9010E-002; 5.0000E+000; 1.0015E-001; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.6177E-001; 6.0000E+000; 8.1282E-002; 6.0000E+000; 8.6637E-002; 6.0000E+000; 9.7171E-002; 6.0000E+000; 9.9773E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.8665E-001; 7.0000E+000; 8.3382E-002; 7.0000E+000; 8.0242E-002; 7.0000E+000; 9.4190E-002; 7.0000E+000; 9.9024E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.1434E-001; 8.0000E+000; 8.7807E-002; 8.0000E+000; 7.4439E-002; 8.0000E+000; 8.9961E-002; 8.0000E+000; 9.7739E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.4614E-001; 9.0000E+000; 9.4433E-002; 9.0000E+000; 7.0132E-002; 9.0000E+000; 8.4598E-002; 9.0000E+000; 9.5756E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.8270E-001; 1.0000E+001; 1.0342E-001; 1.0000E+001; 6.7795E-002; 1.0000E+001; 7.8533E-002; 1.0000E+001; 9.2940E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 3.2463E-001; 1.1000E+001; 1.1495E-001; 1.1000E+001; 6.7542E-002; 1.1000E+001; 7.2512E-002; 1.1000E+001; 8.9230E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 3.7230E-001; 1.2000E+001; 1.2933E-001; 1.2000E+001; 6.9314E-002; 1.2000E+001; 6.7364E-002; 1.2000E+001; 8.4698E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 4.2621E-001; 1.3000E+001; 1.4733E-001; 1.3000E+001; 7.3080E-002; 1.3000E+001; 6.3690E-002; 1.3000E+001; 7.9614E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 4.8563E-001; 1.4000E+001; 1.7007E-001; 1.4000E+001; 7.9066E-002; 1.4000E+001; 6.1798E-002; 1.4000E+001; 7.4444E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 5.4862E-001; 1.5000E+001; 1.9791E-001; 1.5000E+001; 8.7484E-002; 1.5000E+001; 6.1785E-002; 1.5000E+001; 6.9782E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 6.1276E-001; 1.6000E+001; 2.3093E-001; 1.6000E+001; 9.8521E-002; 1.6000E+001; 6.3604E-002; 1.6000E+001; 6.6158E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 6.7421E-001; 1.7000E+001; 2.6923E-001; 1.7000E+001; 1.1238E-001; 1.7000E+001; 6.7175E-002; 1.7000E+001; 6.3885E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 7.2880E-001; 1.8000E+001; 3.1285E-001; 1.8000E+001; 1.2955E-001; 1.8000E+001; 7.2504E-002; 1.8000E+001; 6.3059E-002; 1.8000E+001; 1.0132E-001;
 1.9000E+001; 1.0132E-001; 1.9000E+001; 7.7512E-001; 1.9000E+001; 3.5834E-001; 1.9000E+001; 1.5002E-001; 1.9000E+001; 7.9665E-002; 1.9000E+001; 6.3670E-002; 1.9000E+001; 1.0132E-001;
 2.0000E+001; 1.0132E-001; 2.0000E+001; 8.1221E-001; 2.0000E+001; 4.0212E-001; 2.0000E+001; 1.7305E-001; 2.0000E+001; 8.8622E-002; 2.0000E+001; 6.5646E-002; 2.0000E+001; 1.0132E-001;
 2.1000E+001; 1.0132E-001; 2.1000E+001; 8.4089E-001; 2.1000E+001; 4.4135E-001; 2.1000E+001; 1.9734E-001; 2.1000E+001; 9.9177E-002; 2.1000E+001; 6.8867E-002; 2.1000E+001; 1.0132E-001;
 2.2000E+001; 1.0132E-001; 2.2000E+001; 8.6483E-001; 2.2000E+001; 4.7522E-001; 2.2000E+001; 2.2167E-001; 2.2000E+001; 1.1097E-001; 2.2000E+001; 7.3174E-002; 2.2000E+001; 1.0132E-001;
 2.3000E+001; 1.0132E-001; 2.3000E+001; 8.8528E-001; 2.3000E+001; 5.0494E-001; 2.3000E+001; 2.4573E-001; 2.3000E+001; 1.2371E-001; 2.3000E+001; 7.8403E-002; 2.3000E+001; 1.0132E-001;
 2.4000E+001; 1.0132E-001; 2.4000E+001; 9.0172E-001; 2.4000E+001; 5.3060E-001; 2.4000E+001; 2.6861E-001; 2.4000E+001; 1.3708E-001; 2.4000E+001; 8.4419E-002; 2.4000E+001; 1.0132E-001;
 2.5000E+001; 1.0132E-001; 2.5000E+001; 9.1479E-001; 2.5000E+001; 5.5240E-001; 2.5000E+001; 2.8957E-001; 2.5000E+001; 1.5059E-001; 2.5000E+001; 9.1068E-002; 2.5000E+001; 1.0132E-001;
 2.6000E+001; 1.0132E-001; 2.6000E+001; 9.2495E-001; 2.6000E+001; 5.7088E-001; 2.6000E+001; 3.0816E-001; 2.6000E+001; 1.6375E-001; 2.6000E+001; 9.8140E-002; 2.6000E+001; 1.0132E-001;
 2.7000E+001; 1.0132E-001; 2.7000E+001; 9.3253E-001; 2.7000E+001; 5.8638E-001; 2.7000E+001; 3.2462E-001; 2.7000E+001; 1.7611E-001; 2.7000E+001; 1.0539E-001; 2.7000E+001; 1.0132E-001;
 2.8000E+001; 1.0132E-001; 2.8000E+001; 9.3740E-001; 2.8000E+001; 5.9913E-001; 2.8000E+001; 3.3977E-001; 2.8000E+001; 1.8761E-001; 2.8000E+001; 1.1259E-001; 2.8000E+001; 1.0132E-001;
 2.9000E+001; 1.0132E-001; 2.9000E+001; 9.4366E-001; 2.9000E+001; 6.1218E-001; 2.9000E+001; 3.5337E-001; 2.9000E+001; 1.9818E-001; 2.9000E+001; 1.1959E-001; 2.9000E+001; 1.0132E-001;
 3.0000E+001; 1.0132E-001; 3.0000E+001; 9.5342E-001; 3.0000E+001; 6.3058E-001; 3.0000E+001; 3.6754E-001; 3.0000E+001; 2.0801E-001; 3.0000E+001; 1.2626E-001; 3.0000E+001; 1.0132E-001;
 3.1000E+001; 1.0132E-001; 3.1000E+001; 9.6103E-001; 3.1000E+001; 6.5262E-001; 3.1000E+001; 3.8404E-001; 3.1000E+001; 2.1798E-001; 3.1000E+001; 1.3270E-001; 3.1000E+001; 1.0132E-001;
 3.2000E+001; 1.0132E-001; 3.2000E+001; 9.6570E-001; 3.2000E+001; 6.7641E-001; 3.2000E+001; 4.0274E-001; 3.2000E+001; 2.2882E-001; 3.2000E+001; 1.3921E-001; 3.2000E+001; 1.0132E-001;
 3.3000E+001; 1.0132E-001; 3.3000E+001; 9.6745E-001; 3.3000E+001; 7.0052E-001; 3.3000E+001; 4.2305E-001; 3.3000E+001; 2.4091E-001; 3.3000E+001; 1.4612E-001; 3.3000E+001; 1.0132E-001;
 3.4000E+001; 1.0132E-001; 3.4000E+001; 9.6655E-001; 3.4000E+001; 7.2387E-001; 3.4000E+001; 4.4412E-001; 3.4000E+001; 2.5454E-001; 3.4000E+001; 1.5373E-001; 3.4000E+001; 1.0132E-001;
 3.5000E+001; 1.0132E-001; 3.5000E+001; 9.6325E-001; 3.5000E+001; 7.4617E-001; 3.5000E+001; 4.6524E-001; 3.5000E+001; 2.6922E-001; 3.5000E+001; 1.6218E-001; 3.5000E+001; 1.0132E-001;
 3.6000E+001; 1.0132E-001; 3.6000E+001; 9.5784E-001; 3.6000E+001; 7.6730E-001; 3.6000E+001; 4.8592E-001; 3.6000E+001; 2.8452E-001; 3.6000E+001; 1.7140E-001; 3.6000E+001; 1.0132E-001;
 3.7000E+001; 1.0132E-001; 3.7000E+001; 9.5056E-001; 3.7000E+001; 7.8723E-001; 3.7000E+001; 5.0582E-001; 3.7000E+001; 3.0004E-001; 3.7000E+001; 1.8124E-001; 3.7000E+001; 1.0132E-001;
 3.8000E+001; 1.0132E-001; 3.8000E+001; 9.4172E-001; 3.8000E+001; 8.0606E-001; 3.8000E+001; 5.2473E-001; 3.8000E+001; 3.1545E-001; 3.8000E+001; 1.9149E-001; 3.8000E+001; 1.0132E-001;
 3.9000E+001; 1.0132E-001; 3.9000E+001; 9.3440E-001; 3.9000E+001; 8.2534E-001; 3.9000E+001; 5.4280E-001; 3.9000E+001; 3.3081E-001; 3.9000E+001; 2.0199E-001; 3.9000E+001; 1.0132E-001;
 4.0000E+001; 1.0132E-001; 4.0000E+001; 9.2681E-001; 4.0000E+001; 8.4510E-001; 4.0000E+001; 5.6042E-001; 4.0000E+001; 3.4678E-001; 4.0000E+001; 2.1284E-001; 4.0000E+001; 1.0132E-001;
 4.1000E+001; 1.0132E-001; 4.1000E+001; 9.1892E-001; 4.1000E+001; 8.6492E-001; 4.1000E+001; 5.7806E-001; 4.1000E+001; 3.6308E-001; 4.1000E+001; 2.2411E-001; 4.1000E+001; 1.0132E-001;
 4.2000E+001; 1.0132E-001; 4.2000E+001; 9.1122E-001; 4.2000E+001; 8.8470E-001; 4.2000E+001; 5.9574E-001; 4.2000E+001; 3.7965E-001; 4.2000E+001; 2.3575E-001; 4.2000E+001; 1.0132E-001;
 4.3000E+001; 1.0132E-001; 4.3000E+001; 9.0413E-001; 4.3000E+001; 9.0432E-001; 4.3000E+001; 6.1342E-001; 4.3000E+001; 3.9644E-001; 4.3000E+001; 2.4775E-001; 4.3000E+001; 1.0132E-001;
 4.4000E+001; 1.0132E-001; 4.4000E+001; 8.9788E-001; 4.4000E+001; 9.2360E-001; 4.4000E+001; 6.3103E-001; 4.4000E+001; 4.1339E-001; 4.4000E+001; 2.6005E-001; 4.4000E+001; 1.0132E-001;
 4.5000E+001; 1.0132E-001; 4.5000E+001; 8.9265E-001; 4.5000E+001; 9.4236E-001; 4.5000E+001; 6.4845E-001; 4.5000E+001; 4.3039E-001; 4.5000E+001; 2.7261E-001; 4.5000E+001; 1.0132E-001;
 4.6000E+001; 1.0132E-001; 4.6000E+001; 8.8831E-001; 4.6000E+001; 9.6039E-001; 4.6000E+001; 6.6538E-001; 4.6000E+001; 4.4733E-001; 4.6000E+001; 2.8556E-001; 4.6000E+001; 1.0132E-001;
 4.7000E+001; 1.0132E-001; 4.7000E+001; 8.8460E-001; 4.7000E+001; 9.7742E-001; 4.7000E+001; 6.8159E-001; 4.7000E+001; 4.6399E-001; 4.7000E+001; 2.9897E-001; 4.7000E+001; 1.0132E-001;
 4.8000E+001; 1.0132E-001; 4.8000E+001; 8.8123E-001; 4.8000E+001; 9.9326E-001; 4.8000E+001; 6.9718E-001; 4.8000E+001; 4.8025E-001; 4.8000E+001; 3.1255E-001; 4.8000E+001; 1.0132E-001;
 4.9000E+001; 1.0132E-001; 4.9000E+001; 8.7747E-001; 4.9000E+001; 1.0079E+000; 4.9000E+001; 7.1221E-001; 4.9000E+001; 4.9603E-001; 4.9000E+001; 3.2611E-001; 4.9000E+001; 1.0132E-001;
 5.0000E+001; 1.0132E-001; 5.0000E+001; 8.7258E-001; 5.0000E+001; 1.0217E+000; 5.0000E+001; 7.2705E-001; 5.0000E+001; 5.1138E-001; 5.0000E+001; 3.3953E-001; 5.0000E+001; 1.0132E-001;
 5.1000E+001; 1.0132E-001; 5.1000E+001; 8.6730E-001; 5.1000E+001; 1.0344E+000; 5.1000E+001; 7.4183E-001; 5.1000E+001; 5.2646E-001; 5.1000E+001; 3.5280E-001; 5.1000E+001; 1.0132E-001;
 5.2000E+001; 1.0132E-001; 5.2000E+001; 8.6177E-001; 5.2000E+001; 1.0458E+000; 5.2000E+001; 7.5653E-001; 5.2000E+001; 5.4131E-001; 5.2000E+001; 3.6593E-001; 5.2000E+001; 1.0132E-001;
 5.3000E+001; 1.0132E-001; 5.3000E+001; 8.5613E-001; 5.3000E+001; 1.0557E+000; 5.3000E+001; 7.7111E-001; 5.3000E+001; 5.5551E-001; 5.3000E+001; 3.7937E-001; 5.3000E+001; 1.0132E-001;
 5.4000E+001; 1.0132E-001; 5.4000E+001; 8.5052E-001; 5.4000E+001; 1.0640E+000; 5.4000E+001; 7.8544E-001; 5.4000E+001; 5.6915E-001; 5.4000E+001; 3.9300E-001; 5.4000E+001; 1.0132E-001;
 5.5000E+001; 1.0132E-001; 5.5000E+001; 8.4508E-001; 5.5000E+001; 1.0707E+000; 5.5000E+001; 7.9962E-001; 5.5000E+001; 5.8248E-001; 5.5000E+001; 4.0657E-001; 5.5000E+001; 1.0132E-001;
 5.6000E+001; 1.0132E-001; 5.6000E+001; 8.3994E-001; 5.6000E+001; 1.0758E+000; 5.6000E+001; 8.1370E-001; 5.6000E+001; 5.9555E-001; 5.6000E+001; 4.2001E-001; 5.6000E+001; 1.0132E-001;
 5.7000E+001; 1.0132E-001; 5.7000E+001; 8.3518E-001; 5.7000E+001; 1.0794E+000; 5.7000E+001; 8.2770E-001; 5.7000E+001; 6.0838E-001; 5.7000E+001; 4.3330E-001; 5.7000E+001; 1.0132E-001;
 5.8000E+001; 1.0132E-001; 5.8000E+001; 8.3082E-001; 5.8000E+001; 1.0815E+000; 5.8000E+001; 8.4159E-001; 5.8000E+001; 6.2096E-001; 5.8000E+001; 4.4641E-001; 5.8000E+001; 1.0132E-001;
 5.9000E+001; 1.0132E-001; 5.9000E+001; 8.2681E-001; 5.9000E+001; 1.0825E+000; 5.9000E+001; 8.5536E-001; 5.9000E+001; 6.3328E-001; 5.9000E+001; 4.5932E-001; 5.9000E+001; 1.0132E-001;
 6.0000E+001; 1.0132E-001; 6.0000E+001; 8.2310E-001; 6.0000E+001; 1.0824E+000; 6.0000E+001; 8.6898E-001; 6.0000E+001; 6.4524E-001; 6.0000E+001; 4.7197E-001; 6.0000E+001; 1.0132E-001;
 6.1000E+001; 1.0132E-001; 6.1000E+001; 8.1957E-001; 6.1000E+001; 1.0813E+000; 6.1000E+001; 8.8235E-001; 6.1000E+001; 6.5660E-001; 6.1000E+001; 4.8428E-001; 6.1000E+001; 1.0132E-001;
 6.2000E+001; 1.0132E-001; 6.2000E+001; 8.1585E-001; 6.2000E+001; 1.0802E+000; 6.2000E+001; 8.9554E-001; 6.2000E+001; 6.6748E-001; 6.2000E+001; 4.9621E-001; 6.2000E+001; 1.0132E-001;
 6.3000E+001; 1.0132E-001; 6.3000E+001; 8.1188E-001; 6.3000E+001; 1.0785E+000; 6.3000E+001; 9.0871E-001; 6.3000E+001; 6.7808E-001; 6.3000E+001; 5.0778E-001; 6.3000E+001; 1.0132E-001;
 6.4000E+001; 1.0132E-001; 6.4000E+001; 8.0776E-001; 6.4000E+001; 1.0763E+000; 6.4000E+001; 9.2191E-001; 6.4000E+001; 6.8847E-001; 6.4000E+001; 5.1903E-001; 6.4000E+001; 1.0132E-001;
 6.5000E+001; 1.0132E-001; 6.5000E+001; 8.0355E-001; 6.5000E+001; 1.0737E+000; 6.5000E+001; 9.3512E-001; 6.5000E+001; 6.9870E-001; 6.5000E+001; 5.3000E-001; 6.5000E+001; 1.0132E-001;
 6.6000E+001; 1.0132E-001; 6.6000E+001; 7.9930E-001; 6.6000E+001; 1.0708E+000; 6.6000E+001; 9.4835E-001; 6.6000E+001; 7.0881E-001; 6.6000E+001; 5.4073E-001; 6.6000E+001; 1.0132E-001;
 6.7000E+001; 1.0132E-001; 6.7000E+001; 7.9506E-001; 6.7000E+001; 1.0677E+000; 6.7000E+001; 9.6157E-001; 6.7000E+001; 7.1882E-001; 6.7000E+001; 5.5121E-001; 6.7000E+001; 1.0132E-001;
 6.8000E+001; 1.0132E-001; 6.8000E+001; 7.9089E-001; 6.8000E+001; 1.0646E+000; 6.8000E+001; 9.7472E-001; 6.8000E+001; 7.2867E-001; 6.8000E+001; 5.6112E-001; 6.8000E+001; 1.0132E-001;
 6.9000E+001; 1.0132E-001; 6.9000E+001; 7.8683E-001; 6.9000E+001; 1.0613E+000; 6.9000E+001; 9.8770E-001; 6.9000E+001; 7.3828E-001; 6.9000E+001; 5.7061E-001; 6.9000E+001; 1.0132E-001;
 7.0000E+001; 1.0132E-001; 7.0000E+001; 7.8290E-001; 7.0000E+001; 1.0581E+000; 7.0000E+001; 1.0005E+000; 7.0000E+001; 7.4773E-001; 7.0000E+001; 5.7980E-001; 7.0000E+001; 1.0132E-001;
 7.1000E+001; 1.0132E-001; 7.1000E+001; 7.7911E-001; 7.1000E+001; 1.0549E+000; 7.1000E+001; 1.0129E+000; 7.1000E+001; 7.5703E-001; 7.1000E+001; 5.8874E-001; 7.1000E+001; 1.0132E-001;
 7.2000E+001; 1.0132E-001; 7.2000E+001; 7.7547E-001; 7.2000E+001; 1.0517E+000; 7.2000E+001; 1.0250E+000; 7.2000E+001; 7.6619E-001; 7.2000E+001; 5.9743E-001; 7.2000E+001; 1.0132E-001;
 7.3000E+001; 1.0132E-001; 7.3000E+001; 7.7195E-001; 7.3000E+001; 1.0485E+000; 7.3000E+001; 1.0365E+000; 7.3000E+001; 7.7523E-001; 7.3000E+001; 6.0587E-001; 7.3000E+001; 1.0132E-001;
 7.4000E+001; 1.0132E-001; 7.4000E+001; 7.6853E-001; 7.4000E+001; 1.0452E+000; 7.4000E+001; 1.0475E+000; 7.4000E+001; 7.8414E-001; 7.4000E+001; 6.1405E-001; 7.4000E+001; 1.0132E-001;
