Time(min)   ;HR_00mm     ;Time(min)   ;HR_10mm     ;Time(min)   ;HR_20mm     ;Time(min)   ;HR_30mm     ;Time(min)   ;HR_40mm     ;Time(min)   ;HR_50mm     ;Time(min)   ;HR_120mm    ;
 1.3000E+001; 1.2123E-002; 1.3000E+001; 5.6940E-001; 1.3000E+001; 5.0357E-001; 1.3000E+001; 4.4737E-001; 1.3000E+001; 4.1037E-001; 1.3000E+001; 3.8781E-001; 1.3000E+001; 2.6016E-001;
 1.4000E+001; 1.0326E-002; 1.4000E+001; 5.8298E-001; 1.4000E+001; 5.1071E-001; 1.4000E+001; 4.5292E-001; 1.4000E+001; 4.1445E-001; 1.4000E+001; 3.9073E-001; 1.4000E+001; 2.5773E-001;
 1.5000E+001; 8.8053E-003; 1.5000E+001; 5.9574E-001; 1.5000E+001; 5.1757E-001; 1.5000E+001; 4.5838E-001; 1.5000E+001; 4.1853E-001; 1.5000E+001; 3.9364E-001; 1.5000E+001; 2.5569E-001;
 1.6000E+001; 7.5204E-003; 1.6000E+001; 6.0772E-001; 1.6000E+001; 5.2420E-001; 1.6000E+001; 4.6374E-001; 1.6000E+001; 4.2262E-001; 1.6000E+001; 3.9656E-001; 1.6000E+001; 2.5395E-001;
 1.7000E+001; 6.4354E-003; 1.7000E+001; 6.1902E-001; 1.7000E+001; 5.3058E-001; 1.7000E+001; 4.6902E-001; 1.7000E+001; 4.2671E-001; 1.7000E+001; 3.9950E-001; 1.7000E+001; 2.5243E-001;
 1.8000E+001; 5.5192E-003; 1.8000E+001; 6.2968E-001; 1.8000E+001; 5.3676E-001; 1.8000E+001; 4.7422E-001; 1.8000E+001; 4.3080E-001; 1.8000E+001; 4.0248E-001; 1.8000E+001; 2.5107E-001;
 1.9000E+001; 4.7449E-003; 1.9000E+001; 6.3976E-001; 1.9000E+001; 5.4274E-001; 1.9000E+001; 4.7933E-001; 1.9000E+001; 4.3488E-001; 1.9000E+001; 4.0549E-001; 1.9000E+001; 2.4980E-001;
 2.0000E+001; 4.0896E-003; 2.0000E+001; 6.4934E-001; 2.0000E+001; 5.4853E-001; 2.0000E+001; 4.8436E-001; 2.0000E+001; 4.3895E-001; 2.0000E+001; 4.0853E-001; 2.0000E+001; 2.4859E-001;
 2.1000E+001; 3.5341E-003; 2.1000E+001; 6.5846E-001; 2.1000E+001; 5.5415E-001; 2.1000E+001; 4.8932E-001; 2.1000E+001; 4.4300E-001; 2.1000E+001; 4.1160E-001; 2.1000E+001; 2.4740E-001;
 2.2000E+001; 3.0621E-003; 2.2000E+001; 6.6718E-001; 2.2000E+001; 5.5961E-001; 2.2000E+001; 4.9419E-001; 2.2000E+001; 4.4704E-001; 2.2000E+001; 4.1470E-001; 2.2000E+001; 2.4618E-001;
 2.3000E+001; 2.6603E-003; 2.3000E+001; 6.7555E-001; 2.3000E+001; 5.6493E-001; 2.3000E+001; 4.9899E-001; 2.3000E+001; 4.5105E-001; 2.3000E+001; 4.1782E-001; 2.3000E+001; 2.4490E-001;
 2.4000E+001; 2.3174E-003; 2.4000E+001; 6.8362E-001; 2.4000E+001; 5.7013E-001; 2.4000E+001; 5.0370E-001; 2.4000E+001; 4.5504E-001; 2.4000E+001; 4.2095E-001; 2.4000E+001; 2.4355E-001;
 2.5000E+001; 2.0242E-003; 2.5000E+001; 6.9142E-001; 2.5000E+001; 5.7525E-001; 2.5000E+001; 5.0833E-001; 2.5000E+001; 4.5901E-001; 2.5000E+001; 4.2410E-001; 2.5000E+001; 2.4208E-001;
 2.6000E+001; 1.7732E-003; 2.6000E+001; 6.9900E-001; 2.6000E+001; 5.8030E-001; 2.6000E+001; 5.1288E-001; 2.6000E+001; 4.6294E-001; 2.6000E+001; 4.2726E-001; 2.6000E+001; 2.4049E-001;
 2.7000E+001; 1.5582E-003; 2.7000E+001; 7.0640E-001; 2.7000E+001; 5.8534E-001; 2.7000E+001; 5.1734E-001; 2.7000E+001; 4.6684E-001; 2.7000E+001; 4.3042E-001; 2.7000E+001; 2.3875E-001;
 2.8000E+001; 1.3745E-003; 2.8000E+001; 7.1370E-001; 2.8000E+001; 5.9042E-001; 2.8000E+001; 5.2172E-001; 2.8000E+001; 4.7070E-001; 2.8000E+001; 4.3358E-001; 2.8000E+001; 2.3686E-001;
 2.9000E+001; 1.2185E-003; 2.9000E+001; 7.2098E-001; 2.9000E+001; 5.9557E-001; 2.9000E+001; 5.2603E-001; 2.9000E+001; 4.7453E-001; 2.9000E+001; 4.3674E-001; 2.9000E+001; 2.3479E-001;
 3.0000E+001; 1.0874E-003; 3.0000E+001; 7.2833E-001; 3.0000E+001; 6.0086E-001; 3.0000E+001; 5.3029E-001; 3.0000E+001; 4.7831E-001; 3.0000E+001; 4.3989E-001; 3.0000E+001; 2.3254E-001;
 3.1000E+001; 9.7931E-004; 3.1000E+001; 7.3584E-001; 3.1000E+001; 6.0633E-001; 3.1000E+001; 5.3449E-001; 3.1000E+001; 4.8205E-001; 3.1000E+001; 4.4304E-001; 3.1000E+001; 2.3011E-001;
 3.2000E+001; 8.9212E-004; 3.2000E+001; 7.4348E-001; 3.2000E+001; 6.1200E-001; 3.2000E+001; 5.3867E-001; 3.2000E+001; 4.8575E-001; 3.2000E+001; 4.4617E-001; 3.2000E+001; 2.2750E-001;
 3.3000E+001; 8.2360E-004; 3.3000E+001; 7.5104E-001; 3.3000E+001; 6.1779E-001; 3.3000E+001; 5.4284E-001; 3.3000E+001; 4.8940E-001; 3.3000E+001; 4.4928E-001; 3.3000E+001; 2.2474E-001;
 3.4000E+001; 7.6900E-004; 3.4000E+001; 7.5808E-001; 3.4000E+001; 6.2350E-001; 3.4000E+001; 5.4709E-001; 3.4000E+001; 4.9301E-001; 3.4000E+001; 4.5237E-001; 3.4000E+001; 2.2186E-001;
 3.5000E+001; 7.2244E-004; 3.5000E+001; 7.6380E-001; 3.5000E+001; 6.2901E-001; 3.5000E+001; 5.5141E-001; 3.5000E+001; 4.9658E-001; 3.5000E+001; 4.5545E-001; 3.5000E+001; 2.1890E-001;
 3.6000E+001; 6.7995E-004; 3.6000E+001; 7.6734E-001; 3.6000E+001; 6.3422E-001; 3.6000E+001; 5.5582E-001; 3.6000E+001; 5.0012E-001; 3.6000E+001; 4.5850E-001; 3.6000E+001; 2.1587E-001;
 3.7000E+001; 6.4029E-004; 3.7000E+001; 7.6794E-001; 3.7000E+001; 6.3905E-001; 3.7000E+001; 5.6031E-001; 3.7000E+001; 5.0365E-001; 3.7000E+001; 4.6154E-001; 3.7000E+001; 2.1278E-001;
 3.8000E+001; 6.0380E-004; 3.8000E+001; 7.6508E-001; 3.8000E+001; 6.4351E-001; 3.8000E+001; 5.6489E-001; 3.8000E+001; 5.0717E-001; 3.8000E+001; 4.6456E-001; 3.8000E+001; 2.0959E-001;
 3.9000E+001; 5.7074E-004; 3.9000E+001; 7.5843E-001; 3.9000E+001; 6.4761E-001; 3.9000E+001; 5.6953E-001; 3.9000E+001; 5.1069E-001; 3.9000E+001; 4.6756E-001; 3.9000E+001; 2.0626E-001;
 4.0000E+001; 5.4102E-004; 4.0000E+001; 7.4775E-001; 4.0000E+001; 6.5141E-001; 4.0000E+001; 5.7419E-001; 4.0000E+001; 5.1424E-001; 4.0000E+001; 4.7055E-001; 4.0000E+001; 2.0278E-001;
 4.1000E+001; 5.1420E-004; 4.1000E+001; 7.3278E-001; 4.1000E+001; 6.5498E-001; 4.1000E+001; 5.7882E-001; 4.1000E+001; 5.1781E-001; 4.1000E+001; 4.7353E-001; 4.1000E+001; 1.9913E-001;
 4.2000E+001; 4.8990E-004; 4.2000E+001; 7.1322E-001; 4.2000E+001; 6.5838E-001; 4.2000E+001; 5.8341E-001; 4.2000E+001; 5.2141E-001; 4.2000E+001; 4.7649E-001; 4.2000E+001; 1.9533E-001;
 4.3000E+001; 4.6774E-004; 4.3000E+001; 6.8885E-001; 4.3000E+001; 6.6169E-001; 4.3000E+001; 5.8792E-001; 4.3000E+001; 5.2505E-001; 4.3000E+001; 4.7945E-001; 4.3000E+001; 1.9138E-001;
 4.4000E+001; 4.4740E-004; 4.4000E+001; 6.5968E-001; 4.4000E+001; 6.6500E-001; 4.4000E+001; 5.9235E-001; 4.4000E+001; 5.2871E-001; 4.4000E+001; 4.8240E-001; 4.4000E+001; 1.8731E-001;
 4.5000E+001; 4.2851E-004; 4.5000E+001; 6.2618E-001; 4.5000E+001; 6.6839E-001; 4.5000E+001; 5.9669E-001; 4.5000E+001; 5.3239E-001; 4.5000E+001; 4.8535E-001; 4.5000E+001; 1.8315E-001;
 4.6000E+001; 4.1064E-004; 4.6000E+001; 5.8941E-001; 4.6000E+001; 6.7197E-001; 4.6000E+001; 6.0091E-001; 4.6000E+001; 5.3608E-001; 4.6000E+001; 4.8830E-001; 4.6000E+001; 1.7892E-001;
 4.7000E+001; 3.9043E-004; 4.7000E+001; 5.5084E-001; 4.7000E+001; 6.7578E-001; 4.7000E+001; 6.0503E-001; 4.7000E+001; 5.3977E-001; 4.7000E+001; 4.9124E-001; 4.7000E+001; 1.7463E-001;
 4.8000E+001; 3.7080E-004; 4.8000E+001; 5.1238E-001; 4.8000E+001; 6.7989E-001; 4.8000E+001; 6.0903E-001; 4.8000E+001; 5.4344E-001; 4.8000E+001; 4.9419E-001; 4.8000E+001; 1.7031E-001;
 4.9000E+001; 3.5242E-004; 4.9000E+001; 4.7563E-001; 4.9000E+001; 6.8425E-001; 4.9000E+001; 6.1288E-001; 4.9000E+001; 5.4709E-001; 4.9000E+001; 4.9713E-001; 4.9000E+001; 1.6598E-001;
 5.0000E+001; 3.3542E-004; 5.0000E+001; 4.4163E-001; 5.0000E+001; 6.8874E-001; 5.0000E+001; 6.1659E-001; 5.0000E+001; 5.5071E-001; 5.0000E+001; 5.0008E-001; 5.0000E+001; 1.6165E-001;
 5.1000E+001; 3.1969E-004; 5.1000E+001; 4.1110E-001; 5.1000E+001; 6.9319E-001; 5.1000E+001; 6.2013E-001; 5.1000E+001; 5.5430E-001; 5.1000E+001; 5.0302E-001; 5.1000E+001; 1.5734E-001;
 5.2000E+001; 3.0508E-004; 5.2000E+001; 3.8374E-001; 5.2000E+001; 6.9732E-001; 5.2000E+001; 6.2349E-001; 5.2000E+001; 5.5784E-001; 5.2000E+001; 5.0595E-001; 5.2000E+001; 1.5305E-001;
 5.3000E+001; 2.9164E-004; 5.3000E+001; 3.5921E-001; 5.3000E+001; 7.0084E-001; 5.3000E+001; 6.2664E-001; 5.3000E+001; 5.6133E-001; 5.3000E+001; 5.0889E-001; 5.3000E+001; 1.4881E-001;
 5.4000E+001; 2.7929E-004; 5.4000E+001; 3.3714E-001; 5.4000E+001; 7.0349E-001; 5.4000E+001; 6.2960E-001; 5.4000E+001; 5.6478E-001; 5.4000E+001; 5.1182E-001; 5.4000E+001; 1.4461E-001;
 5.5000E+001; 2.6791E-004; 5.5000E+001; 3.1718E-001; 5.5000E+001; 7.0502E-001; 5.5000E+001; 6.3235E-001; 5.5000E+001; 5.6817E-001; 5.5000E+001; 5.1474E-001; 5.5000E+001; 1.4048E-001;
 5.6000E+001; 2.5737E-004; 5.6000E+001; 2.9897E-001; 5.6000E+001; 7.0518E-001; 5.6000E+001; 6.3490E-001; 5.6000E+001; 5.7151E-001; 5.6000E+001; 5.1766E-001; 5.6000E+001; 1.3642E-001;
 5.7000E+001; 2.4754E-004; 5.7000E+001; 2.8223E-001; 5.7000E+001; 7.0381E-001; 5.7000E+001; 6.3727E-001; 5.7000E+001; 5.7479E-001; 5.7000E+001; 5.2057E-001; 5.7000E+001; 1.3243E-001;
 5.8000E+001; 2.3832E-004; 5.8000E+001; 2.6677E-001; 5.8000E+001; 7.0077E-001; 5.8000E+001; 6.3949E-001; 5.8000E+001; 5.7801E-001; 5.8000E+001; 5.2347E-001; 5.8000E+001; 1.2852E-001;
 5.9000E+001; 2.2963E-004; 5.9000E+001; 2.5243E-001; 5.9000E+001; 6.9598E-001; 5.9000E+001; 6.4156E-001; 5.9000E+001; 5.8117E-001; 5.9000E+001; 5.2635E-001; 5.9000E+001; 1.2469E-001;
 6.0000E+001; 2.2141E-004; 6.0000E+001; 2.3914E-001; 6.0000E+001; 6.8942E-001; 6.0000E+001; 6.4353E-001; 6.0000E+001; 5.8427E-001; 6.0000E+001; 5.2923E-001; 6.0000E+001; 1.2096E-001;
 6.1000E+001; 2.1362E-004; 6.1000E+001; 2.2684E-001; 6.1000E+001; 6.8111E-001; 6.1000E+001; 6.4542E-001; 6.1000E+001; 5.8731E-001; 6.1000E+001; 5.3209E-001; 6.1000E+001; 1.1731E-001;
 6.2000E+001; 2.0625E-004; 6.2000E+001; 2.1551E-001; 6.2000E+001; 6.7111E-001; 6.2000E+001; 6.4725E-001; 6.2000E+001; 5.9027E-001; 6.2000E+001; 5.3493E-001; 6.2000E+001; 1.1376E-001;
 6.3000E+001; 1.9925E-004; 6.3000E+001; 2.0508E-001; 6.3000E+001; 6.5954E-001; 6.3000E+001; 6.4905E-001; 6.3000E+001; 5.9316E-001; 6.3000E+001; 5.3775E-001; 6.3000E+001; 1.1031E-001;
 6.4000E+001; 1.9261E-004; 6.4000E+001; 1.9553E-001; 6.4000E+001; 6.4656E-001; 6.4000E+001; 6.5083E-001; 6.4000E+001; 5.9597E-001; 6.4000E+001; 5.4055E-001; 6.4000E+001; 1.0695E-001;
 6.5000E+001; 1.8632E-004; 6.5000E+001; 1.8677E-001; 6.5000E+001; 6.3234E-001; 6.5000E+001; 6.5261E-001; 6.5000E+001; 5.9870E-001; 6.5000E+001; 5.4333E-001; 6.5000E+001; 1.0370E-001;
 6.6000E+001; 1.8034E-004; 6.6000E+001; 1.7874E-001; 6.6000E+001; 6.1711E-001; 6.6000E+001; 6.5438E-001; 6.6000E+001; 6.0133E-001; 6.6000E+001; 5.4608E-001; 6.6000E+001; 1.0054E-001;
 6.7000E+001; 1.7465E-004; 6.7000E+001; 1.7136E-001; 6.7000E+001; 6.0112E-001; 6.7000E+001; 6.5614E-001; 6.7000E+001; 6.0387E-001; 6.7000E+001; 5.4881E-001; 6.7000E+001; 9.7472E-002;
 6.8000E+001; 1.6923E-004; 6.8000E+001; 1.6457E-001; 6.8000E+001; 5.8461E-001; 6.8000E+001; 6.5786E-001; 6.8000E+001; 6.0631E-001; 6.8000E+001; 5.5150E-001; 6.8000E+001; 9.4505E-002;
 6.9000E+001; 1.6406E-004; 6.9000E+001; 1.5828E-001; 6.9000E+001; 5.6784E-001; 6.9000E+001; 6.5951E-001; 6.9000E+001; 6.0864E-001; 6.9000E+001; 5.5416E-001; 6.9000E+001; 9.1634E-002;
 7.0000E+001; 1.5911E-004; 7.0000E+001; 1.5244E-001; 7.0000E+001; 5.5102E-001; 7.0000E+001; 6.6107E-001; 7.0000E+001; 6.1086E-001; 7.0000E+001; 5.5679E-001; 7.0000E+001; 8.8857E-002;
 7.1000E+001; 1.5437E-004; 7.1000E+001; 1.4700E-001; 7.1000E+001; 5.3436E-001; 7.1000E+001; 6.6247E-001; 7.1000E+001; 6.1296E-001; 7.1000E+001; 5.5938E-001; 7.1000E+001; 8.6172E-002;
 7.2000E+001; 1.4981E-004; 7.2000E+001; 1.4192E-001; 7.2000E+001; 5.1802E-001; 7.2000E+001; 6.6367E-001; 7.2000E+001; 6.1495E-001; 7.2000E+001; 5.6193E-001; 7.2000E+001; 8.3577E-002;
 7.3000E+001; 1.4543E-004; 7.3000E+001; 1.3717E-001; 7.3000E+001; 5.0211E-001; 7.3000E+001; 6.6460E-001; 7.3000E+001; 6.1681E-001; 7.3000E+001; 5.6443E-001; 7.3000E+001; 8.1070E-002;
 7.4000E+001; 1.4122E-004; 7.4000E+001; 1.3272E-001; 7.4000E+001; 4.8673E-001; 7.4000E+001; 6.6522E-001; 7.4000E+001; 6.1856E-001; 7.4000E+001; 5.6689E-001; 7.4000E+001; 7.8648E-002;
 7.5000E+001; 1.3716E-004; 7.5000E+001; 1.2855E-001; 7.5000E+001; 4.7192E-001; 7.5000E+001; 6.6545E-001; 7.5000E+001; 6.2019E-001; 7.5000E+001; 5.6931E-001; 7.5000E+001; 7.6309E-002;
 7.6000E+001; 1.3324E-004; 7.6000E+001; 1.2464E-001; 7.6000E+001; 4.5772E-001; 7.6000E+001; 6.6526E-001; 7.6000E+001; 6.2170E-001; 7.6000E+001; 5.7168E-001; 7.6000E+001; 7.4050E-002;
 7.7000E+001; 1.2945E-004; 7.7000E+001; 1.2098E-001; 7.7000E+001; 4.4414E-001; 7.7000E+001; 6.6458E-001; 7.7000E+001; 6.2311E-001; 7.7000E+001; 5.7399E-001; 7.7000E+001; 7.1868E-002;
 7.8000E+001; 1.2579E-004; 7.8000E+001; 1.1755E-001; 7.8000E+001; 4.3116E-001; 7.8000E+001; 6.6339E-001; 7.8000E+001; 6.2441E-001; 7.8000E+001; 5.7625E-001; 7.8000E+001; 6.9761E-002;
 7.9000E+001; 1.2225E-004; 7.9000E+001; 1.1433E-001; 7.9000E+001; 4.1877E-001; 7.9000E+001; 6.6165E-001; 7.9000E+001; 6.2561E-001; 7.9000E+001; 5.7846E-001; 7.9000E+001; 6.7726E-002;
 8.0000E+001; 1.1882E-004; 8.0000E+001; 1.1132E-001; 8.0000E+001; 4.0696E-001; 8.0000E+001; 6.5933E-001; 8.0000E+001; 6.2672E-001; 8.0000E+001; 5.8061E-001; 8.0000E+001; 6.5759E-002;
 8.1000E+001; 1.1550E-004; 8.1000E+001; 1.0850E-001; 8.1000E+001; 3.9571E-001; 8.1000E+001; 6.5644E-001; 8.1000E+001; 6.2775E-001; 8.1000E+001; 5.8269E-001; 8.1000E+001; 6.3859E-002;
 8.2000E+001; 1.1228E-004; 8.2000E+001; 1.0584E-001; 8.2000E+001; 3.8499E-001; 8.2000E+001; 6.5297E-001; 8.2000E+001; 6.2869E-001; 8.2000E+001; 5.8471E-001; 8.2000E+001; 6.2021E-002;
 8.3000E+001; 1.0915E-004; 8.3000E+001; 1.0334E-001; 8.3000E+001; 3.7480E-001; 8.3000E+001; 6.4893E-001; 8.3000E+001; 6.2957E-001; 8.3000E+001; 5.8667E-001; 8.3000E+001; 6.0244E-002;
 8.4000E+001; 1.0610E-004; 8.4000E+001; 1.0099E-001; 8.4000E+001; 3.6510E-001; 8.4000E+001; 6.4434E-001; 8.4000E+001; 6.3038E-001; 8.4000E+001; 5.8856E-001; 8.4000E+001; 5.8525E-002;
 8.5000E+001; 1.0314E-004; 8.5000E+001; 9.8761E-002; 8.5000E+001; 3.5589E-001; 8.5000E+001; 6.3923E-001; 8.5000E+001; 6.3112E-001; 8.5000E+001; 5.9037E-001; 8.5000E+001; 5.6862E-002;
 8.6000E+001; 1.0026E-004; 8.6000E+001; 9.6657E-002; 8.6000E+001; 3.4715E-001; 8.6000E+001; 6.3365E-001; 8.6000E+001; 6.3181E-001; 8.6000E+001; 5.9211E-001; 8.6000E+001; 5.5251E-002;
 8.7000E+001; 9.7448E-005; 8.7000E+001; 9.4664E-002; 8.7000E+001; 3.3886E-001; 8.7000E+001; 6.2763E-001; 8.7000E+001; 6.3243E-001; 8.7000E+001; 5.9377E-001; 8.7000E+001; 5.3690E-002;
 8.8000E+001; 9.4709E-005; 8.8000E+001; 9.2773E-002; 8.8000E+001; 3.3100E-001; 8.8000E+001; 6.2122E-001; 8.8000E+001; 6.3299E-001; 8.8000E+001; 5.9535E-001; 8.8000E+001; 5.2178E-002;
 8.9000E+001; 9.2037E-005; 8.9000E+001; 9.0976E-002; 8.9000E+001; 3.2356E-001; 8.9000E+001; 6.1449E-001; 8.9000E+001; 6.3349E-001; 8.9000E+001; 5.9685E-001; 8.9000E+001; 5.0712E-002;
 9.0000E+001; 8.9429E-005; 9.0000E+001; 8.9265E-002; 9.0000E+001; 3.1652E-001; 9.0000E+001; 6.0748E-001; 9.0000E+001; 6.3392E-001; 9.0000E+001; 5.9826E-001; 9.0000E+001; 4.9290E-002;
 9.1000E+001; 8.6882E-005; 9.1000E+001; 8.7635E-002; 9.1000E+001; 3.0985E-001; 9.1000E+001; 6.0025E-001; 9.1000E+001; 6.3427E-001; 9.1000E+001; 5.9959E-001; 9.1000E+001; 4.7911E-002;
 9.2000E+001; 8.4394E-005; 9.2000E+001; 8.6079E-002; 9.2000E+001; 3.0353E-001; 9.2000E+001; 5.9286E-001; 9.2000E+001; 6.3455E-001; 9.2000E+001; 6.0083E-001; 9.2000E+001; 4.6572E-002;
 9.3000E+001; 8.1964E-005; 9.3000E+001; 8.4590E-002; 9.3000E+001; 2.9756E-001; 9.3000E+001; 5.8536E-001; 9.3000E+001; 6.3473E-001; 9.3000E+001; 6.0197E-001; 9.3000E+001; 4.5273E-002;
 9.4000E+001; 7.9591E-005; 9.4000E+001; 8.3161E-002; 9.4000E+001; 2.9190E-001; 9.4000E+001; 5.7781E-001; 9.4000E+001; 6.3482E-001; 9.4000E+001; 6.0303E-001; 9.4000E+001; 4.4011E-002;
 9.5000E+001; 7.7276E-005; 9.5000E+001; 8.1786E-002; 9.5000E+001; 2.8653E-001; 9.5000E+001; 5.7025E-001; 9.5000E+001; 6.3480E-001; 9.5000E+001; 6.0399E-001; 9.5000E+001; 4.2786E-002;
 9.6000E+001; 7.5020E-005; 9.6000E+001; 8.0456E-002; 9.6000E+001; 2.8144E-001; 9.6000E+001; 5.6272E-001; 9.6000E+001; 6.3466E-001; 9.6000E+001; 6.0486E-001; 9.6000E+001; 4.1596E-002;
 9.7000E+001; 7.2834E-005; 9.7000E+001; 7.9160E-002; 9.7000E+001; 2.7661E-001; 9.7000E+001; 5.5526E-001; 9.7000E+001; 6.3440E-001; 9.7000E+001; 6.0564E-001; 9.7000E+001; 4.0439E-002;
 9.8000E+001; 7.0746E-005; 9.8000E+001; 7.7876E-002; 9.8000E+001; 2.7202E-001; 9.8000E+001; 5.4791E-001; 9.8000E+001; 6.3400E-001; 9.8000E+001; 6.0632E-001; 9.8000E+001; 3.9316E-002;
 9.9000E+001; 6.8781E-005; 9.9000E+001; 7.6550E-002; 9.9000E+001; 2.6764E-001; 9.9000E+001; 5.4069E-001; 9.9000E+001; 6.3347E-001; 9.9000E+001; 6.0691E-001; 9.9000E+001; 3.8225E-002;
 1.0000E+002; 6.6498E-005; 1.0000E+002; 7.5337E-002; 1.0000E+002; 2.6339E-001; 1.0000E+002; 5.3362E-001; 1.0000E+002; 6.3280E-001; 1.0000E+002; 6.0741E-001; 1.0000E+002; 3.7164E-002;
 1.0100E+002; 6.4295E-005; 1.0100E+002; 7.4356E-002; 1.0100E+002; 2.5926E-001; 1.0100E+002; 5.2672E-001; 1.0100E+002; 6.3199E-001; 1.0100E+002; 6.0782E-001; 1.0100E+002; 3.6135E-002;
 1.0200E+002; 6.2102E-005; 1.0200E+002; 7.3510E-002; 1.0200E+002; 2.5531E-001; 1.0200E+002; 5.2000E-001; 1.0200E+002; 6.3103E-001; 1.0200E+002; 6.0814E-001; 1.0200E+002; 3.5134E-002;
 1.0300E+002; 5.9949E-005; 1.0300E+002; 7.2626E-002; 1.0300E+002; 2.5170E-001; 1.0300E+002; 5.1346E-001; 1.0300E+002; 6.2992E-001; 1.0300E+002; 6.0837E-001; 1.0300E+002; 3.4163E-002;
 1.0400E+002; 5.7831E-005; 1.0400E+002; 7.1779E-002; 1.0400E+002; 2.4840E-001; 1.0400E+002; 5.0708E-001; 1.0400E+002; 6.2868E-001; 1.0400E+002; 6.0851E-001; 1.0400E+002; 3.3220E-002;
 1.0500E+002; 5.5746E-005; 1.0500E+002; 7.0948E-002; 1.0500E+002; 2.4542E-001; 1.0500E+002; 5.0090E-001; 1.0500E+002; 6.2730E-001; 1.0500E+002; 6.0857E-001; 1.0500E+002; 3.2305E-002;
 1.0600E+002; 5.3696E-005; 1.0600E+002; 7.0137E-002; 1.0600E+002; 2.4261E-001; 1.0600E+002; 4.9486E-001; 1.0600E+002; 6.2580E-001; 1.0600E+002; 6.0855E-001; 1.0600E+002; 3.1417E-002;
 1.0700E+002; 5.1678E-005; 1.0700E+002; 6.9346E-002; 1.0700E+002; 2.3996E-001; 1.0700E+002; 4.8893E-001; 1.0700E+002; 6.2419E-001; 1.0700E+002; 6.0844E-001; 1.0700E+002; 3.0556E-002;
