Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0011E+001; 0.0000E+000; 2.0011E+001; 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0011E+001;
 1.0000E+000; 6.3128E+001; 1.0000E+000; 2.6054E+001; 1.0000E+000; 2.0255E+001; 1.0000E+000; 2.0012E+001; 1.0000E+000; 2.0012E+001; 1.0000E+000; 2.0012E+001; 1.0000E+000; 1.9333E+001;
 2.0000E+000; 8.0216E+001; 2.0000E+000; 3.6931E+001; 2.0000E+000; 2.3037E+001; 2.0000E+000; 2.0352E+001; 2.0000E+000; 2.0037E+001; 2.0000E+000; 2.0013E+001; 2.0000E+000; 1.9215E+001;
 3.0000E+000; 9.2408E+001; 3.0000E+000; 4.6805E+001; 3.0000E+000; 2.7387E+001; 3.0000E+000; 2.1502E+001; 3.0000E+000; 2.0234E+001; 3.0000E+000; 2.0037E+001; 3.0000E+000; 1.9184E+001;
 4.0000E+000; 1.0224E+002; 4.0000E+000; 5.5495E+001; 4.0000E+000; 3.2317E+001; 4.0000E+000; 2.3392E+001; 4.0000E+000; 2.0744E+001; 4.0000E+000; 2.0138E+001; 4.0000E+000; 1.9191E+001;
 5.0000E+000; 1.1085E+002; 5.0000E+000; 6.3258E+001; 5.0000E+000; 3.7374E+001; 5.0000E+000; 2.5804E+001; 5.0000E+000; 2.1604E+001; 5.0000E+000; 2.0373E+001; 5.0000E+000; 1.9214E+001;
 6.0000E+000; 1.1874E+002; 6.0000E+000; 7.0352E+001; 6.0000E+000; 4.2379E+001; 6.0000E+000; 2.8548E+001; 6.0000E+000; 2.2783E+001; 6.0000E+000; 2.0775E+001; 6.0000E+000; 1.9243E+001;
 7.0000E+000; 1.2612E+002; 7.0000E+000; 7.6957E+001; 7.0000E+000; 4.7275E+001; 7.0000E+000; 3.1497E+001; 7.0000E+000; 2.4227E+001; 7.0000E+000; 2.1352E+001; 7.0000E+000; 1.9275E+001;
 8.0000E+000; 1.3310E+002; 8.0000E+000; 8.3187E+001; 8.0000E+000; 5.2047E+001; 8.0000E+000; 3.4568E+001; 8.0000E+000; 2.5882E+001; 8.0000E+000; 2.2099E+001; 8.0000E+000; 1.9306E+001;
 9.0000E+000; 1.3974E+002; 9.0000E+000; 8.9113E+001; 9.0000E+000; 5.6700E+001; 9.0000E+000; 3.7712E+001; 9.0000E+000; 2.7704E+001; 9.0000E+000; 2.3000E+001; 9.0000E+000; 1.9336E+001;
 1.0000E+001; 1.4607E+002; 1.0000E+001; 9.4779E+001; 1.0000E+001; 6.1238E+001; 1.0000E+001; 4.0895E+001; 1.0000E+001; 2.9655E+001; 1.0000E+001; 2.4040E+001; 1.0000E+001; 1.9364E+001;
 1.1000E+001; 1.5215E+002; 1.1000E+001; 1.0022E+002; 1.1000E+001; 6.5668E+001; 1.1000E+001; 4.4098E+001; 1.1000E+001; 3.1707E+001; 1.1000E+001; 2.5199E+001; 1.1000E+001; 1.9391E+001;
 1.2000E+001; 1.5799E+002; 1.2000E+001; 1.0546E+002; 1.2000E+001; 6.9995E+001; 1.2000E+001; 4.7304E+001; 1.2000E+001; 3.3837E+001; 1.2000E+001; 2.6464E+001; 1.2000E+001; 1.9416E+001;
 1.3000E+001; 1.6360E+002; 1.3000E+001; 1.1052E+002; 1.3000E+001; 7.4226E+001; 1.3000E+001; 5.0505E+001; 1.3000E+001; 3.6029E+001; 1.3000E+001; 2.7818E+001; 1.3000E+001; 1.9442E+001;
 1.4000E+001; 1.6901E+002; 1.4000E+001; 1.1542E+002; 1.4000E+001; 7.8365E+001; 1.4000E+001; 5.3692E+001; 1.4000E+001; 3.8269E+001; 1.4000E+001; 2.9250E+001; 1.4000E+001; 1.9468E+001;
 1.5000E+001; 1.7421E+002; 1.5000E+001; 1.2015E+002; 1.5000E+001; 8.2414E+001; 1.5000E+001; 5.6861E+001; 1.5000E+001; 4.0545E+001; 1.5000E+001; 3.0749E+001; 1.5000E+001; 1.9497E+001;
 1.6000E+001; 1.7920E+002; 1.6000E+001; 1.2472E+002; 1.6000E+001; 8.6376E+001; 1.6000E+001; 6.0006E+001; 1.6000E+001; 4.2848E+001; 1.6000E+001; 3.2305E+001; 1.6000E+001; 1.9530E+001;
 1.7000E+001; 1.8400E+002; 1.7000E+001; 1.2914E+002; 1.7000E+001; 9.0252E+001; 1.7000E+001; 6.3125E+001; 1.7000E+001; 4.5173E+001; 1.7000E+001; 3.3910E+001; 1.7000E+001; 1.9568E+001;
