Time(min)   ;HR_00mm     ;Time(min)   ;HR_10mm     ;Time(min)   ;HR_20mm     ;Time(min)   ;HR_30mm     ;Time(min)   ;HR_40mm     ;Time(min)   ;HR_50mm     ;Time(min)   ;HR_120mm    ;
 2.7000E+001; 1.1718E-003; 2.7000E+001; 7.9058E-001; 2.7000E+001; 6.3891E-001; 2.7000E+001; 5.7563E-001; 2.7000E+001; 5.3128E-001; 2.7000E+001; 4.9922E-001; 2.7000E+001; 2.4301E-001;
 2.8000E+001; 1.1007E-003; 2.8000E+001; 7.9556E-001; 2.8000E+001; 6.4411E-001; 2.8000E+001; 5.7989E-001; 2.8000E+001; 5.3499E-001; 2.8000E+001; 5.0228E-001; 2.8000E+001; 2.4117E-001;
 2.9000E+001; 1.0396E-003; 2.9000E+001; 7.9770E-001; 2.9000E+001; 6.4904E-001; 2.9000E+001; 5.8418E-001; 2.9000E+001; 5.3867E-001; 2.9000E+001; 5.0534E-001; 2.9000E+001; 2.3918E-001;
 3.0000E+001; 9.8594E-004; 3.0000E+001; 7.9706E-001; 3.0000E+001; 6.5373E-001; 3.0000E+001; 5.8851E-001; 3.0000E+001; 5.4232E-001; 3.0000E+001; 5.0838E-001; 3.0000E+001; 2.3701E-001;
 3.1000E+001; 9.3769E-004; 3.1000E+001; 7.9389E-001; 3.1000E+001; 6.5825E-001; 3.1000E+001; 5.9289E-001; 3.1000E+001; 5.4596E-001; 3.1000E+001; 5.1142E-001; 3.1000E+001; 2.3467E-001;
 3.2000E+001; 8.9323E-004; 3.2000E+001; 7.8838E-001; 3.2000E+001; 6.6266E-001; 3.2000E+001; 5.9729E-001; 3.2000E+001; 5.4958E-001; 3.2000E+001; 5.1446E-001; 3.2000E+001; 2.3215E-001;
 3.3000E+001; 8.5146E-004; 3.3000E+001; 7.8055E-001; 3.3000E+001; 6.6700E-001; 3.3000E+001; 6.0171E-001; 3.3000E+001; 5.5320E-001; 3.3000E+001; 5.1748E-001; 3.3000E+001; 2.2946E-001;
 3.4000E+001; 8.1172E-004; 3.4000E+001; 7.7023E-001; 3.4000E+001; 6.7128E-001; 3.4000E+001; 6.0613E-001; 3.4000E+001; 5.5679E-001; 3.4000E+001; 5.2049E-001; 3.4000E+001; 2.2659E-001;
 3.5000E+001; 7.7374E-004; 3.5000E+001; 7.5705E-001; 3.5000E+001; 6.7551E-001; 3.5000E+001; 6.1052E-001; 3.5000E+001; 5.6036E-001; 3.5000E+001; 5.2349E-001; 3.5000E+001; 2.2354E-001;
 3.6000E+001; 7.3745E-004; 3.6000E+001; 7.4043E-001; 3.6000E+001; 6.7969E-001; 3.6000E+001; 6.1488E-001; 3.6000E+001; 5.6391E-001; 3.6000E+001; 5.2648E-001; 3.6000E+001; 2.2033E-001;
 3.7000E+001; 7.0295E-004; 3.7000E+001; 7.1971E-001; 3.7000E+001; 6.8382E-001; 3.7000E+001; 6.1920E-001; 3.7000E+001; 5.6743E-001; 3.7000E+001; 5.2946E-001; 3.7000E+001; 2.1697E-001;
 3.8000E+001; 6.7039E-004; 3.8000E+001; 6.9424E-001; 3.8000E+001; 6.8793E-001; 3.8000E+001; 6.2348E-001; 3.8000E+001; 5.7091E-001; 3.8000E+001; 5.3243E-001; 3.8000E+001; 2.1346E-001;
 3.9000E+001; 6.3986E-004; 3.9000E+001; 6.6373E-001; 3.9000E+001; 6.9206E-001; 3.9000E+001; 6.2772E-001; 3.9000E+001; 5.7436E-001; 3.9000E+001; 5.3539E-001; 3.9000E+001; 2.0981E-001;
 4.0000E+001; 6.1129E-004; 4.0000E+001; 6.2854E-001; 4.0000E+001; 6.9630E-001; 4.0000E+001; 6.3189E-001; 4.0000E+001; 5.7779E-001; 4.0000E+001; 5.3834E-001; 4.0000E+001; 2.0605E-001;
 4.1000E+001; 5.8444E-004; 4.1000E+001; 5.8990E-001; 4.1000E+001; 7.0073E-001; 4.1000E+001; 6.3601E-001; 4.1000E+001; 5.8120E-001; 4.1000E+001; 5.4128E-001; 4.1000E+001; 2.0217E-001;
 4.2000E+001; 5.5907E-004; 4.2000E+001; 5.4962E-001; 4.2000E+001; 7.0543E-001; 4.2000E+001; 6.4007E-001; 4.2000E+001; 5.8461E-001; 4.2000E+001; 5.4421E-001; 4.2000E+001; 1.9820E-001;
 4.3000E+001; 5.3503E-004; 4.3000E+001; 5.0952E-001; 4.3000E+001; 7.1041E-001; 4.3000E+001; 6.4407E-001; 4.3000E+001; 5.8800E-001; 4.3000E+001; 5.4712E-001; 4.3000E+001; 1.9414E-001;
 4.4000E+001; 5.1162E-004; 4.4000E+001; 4.7088E-001; 4.4000E+001; 7.1564E-001; 4.4000E+001; 6.4799E-001; 4.4000E+001; 5.9137E-001; 4.4000E+001; 5.5003E-001; 4.4000E+001; 1.9002E-001;
 4.5000E+001; 4.8987E-004; 4.5000E+001; 4.3453E-001; 4.5000E+001; 7.2104E-001; 4.5000E+001; 6.5183E-001; 4.5000E+001; 5.9473E-001; 4.5000E+001; 5.5292E-001; 4.5000E+001; 1.8585E-001;
 4.6000E+001; 4.6979E-004; 4.6000E+001; 4.0083E-001; 4.6000E+001; 7.2651E-001; 4.6000E+001; 6.5559E-001; 4.6000E+001; 5.9808E-001; 4.6000E+001; 5.5579E-001; 4.6000E+001; 1.8164E-001;
 4.7000E+001; 4.5120E-004; 4.7000E+001; 3.6980E-001; 4.7000E+001; 7.3194E-001; 4.7000E+001; 6.5925E-001; 4.7000E+001; 6.0141E-001; 4.7000E+001; 5.5864E-001; 4.7000E+001; 1.7740E-001;
 4.8000E+001; 4.3393E-004; 4.8000E+001; 3.4136E-001; 4.8000E+001; 7.3721E-001; 4.8000E+001; 6.6281E-001; 4.8000E+001; 6.0473E-001; 4.8000E+001; 5.6147E-001; 4.8000E+001; 1.7314E-001;
 4.9000E+001; 4.1780E-004; 4.9000E+001; 3.1536E-001; 4.9000E+001; 7.4217E-001; 4.9000E+001; 6.6626E-001; 4.9000E+001; 6.0804E-001; 4.9000E+001; 5.6427E-001; 4.9000E+001; 1.6888E-001;
 5.0000E+001; 4.0269E-004; 5.0000E+001; 2.9166E-001; 5.0000E+001; 7.4665E-001; 5.0000E+001; 6.6960E-001; 5.0000E+001; 6.1132E-001; 5.0000E+001; 5.6705E-001; 5.0000E+001; 1.6464E-001;
 5.1000E+001; 3.8851E-004; 5.1000E+001; 2.7005E-001; 5.1000E+001; 7.5043E-001; 5.1000E+001; 6.7281E-001; 5.1000E+001; 6.1459E-001; 5.1000E+001; 5.6980E-001; 5.1000E+001; 1.6041E-001;
 5.2000E+001; 3.7516E-004; 5.2000E+001; 2.5030E-001; 5.2000E+001; 7.5324E-001; 5.2000E+001; 6.7589E-001; 5.2000E+001; 6.1783E-001; 5.2000E+001; 5.7253E-001; 5.2000E+001; 1.5620E-001;
 5.3000E+001; 3.6253E-004; 5.3000E+001; 2.3218E-001; 5.3000E+001; 7.5480E-001; 5.3000E+001; 6.7884E-001; 5.3000E+001; 6.2105E-001; 5.3000E+001; 5.7524E-001; 5.3000E+001; 1.5204E-001;
 5.4000E+001; 3.5052E-004; 5.4000E+001; 2.1550E-001; 5.4000E+001; 7.5484E-001; 5.4000E+001; 6.8166E-001; 5.4000E+001; 6.2423E-001; 5.4000E+001; 5.7794E-001; 5.4000E+001; 1.4792E-001;
 5.5000E+001; 3.3904E-004; 5.5000E+001; 2.0010E-001; 5.5000E+001; 7.5311E-001; 5.5000E+001; 6.8435E-001; 5.5000E+001; 6.2737E-001; 5.5000E+001; 5.8064E-001; 5.5000E+001; 1.4386E-001;
 5.6000E+001; 3.2805E-004; 5.6000E+001; 1.8591E-001; 5.6000E+001; 7.4944E-001; 5.6000E+001; 6.8695E-001; 5.6000E+001; 6.3046E-001; 5.6000E+001; 5.8333E-001; 5.6000E+001; 1.3985E-001;
 5.7000E+001; 3.1715E-004; 5.7000E+001; 1.7291E-001; 5.7000E+001; 7.4368E-001; 5.7000E+001; 6.8945E-001; 5.7000E+001; 6.3352E-001; 5.7000E+001; 5.8601E-001; 5.7000E+001; 1.3591E-001;
 5.8000E+001; 3.0544E-004; 5.8000E+001; 1.6138E-001; 5.8000E+001; 7.3574E-001; 5.8000E+001; 6.9189E-001; 5.8000E+001; 6.3655E-001; 5.8000E+001; 5.8869E-001; 5.8000E+001; 1.3203E-001;
 5.9000E+001; 2.9453E-004; 5.9000E+001; 1.5121E-001; 5.9000E+001; 7.2549E-001; 5.9000E+001; 6.9428E-001; 5.9000E+001; 6.3953E-001; 5.9000E+001; 5.9136E-001; 5.9000E+001; 1.2823E-001;
 6.0000E+001; 2.8441E-004; 6.0000E+001; 1.4216E-001; 6.0000E+001; 7.1287E-001; 6.0000E+001; 6.9664E-001; 6.0000E+001; 6.4247E-001; 6.0000E+001; 5.9403E-001; 6.0000E+001; 1.2451E-001;
 6.1000E+001; 2.7497E-004; 6.1000E+001; 1.3408E-001; 6.1000E+001; 6.9786E-001; 6.1000E+001; 6.9900E-001; 6.1000E+001; 6.4538E-001; 6.1000E+001; 5.9670E-001; 6.1000E+001; 1.2087E-001;
 6.2000E+001; 2.6615E-004; 6.2000E+001; 1.2681E-001; 6.2000E+001; 6.8057E-001; 6.2000E+001; 7.0137E-001; 6.2000E+001; 6.4825E-001; 6.2000E+001; 5.9936E-001; 6.2000E+001; 1.1732E-001;
 6.3000E+001; 2.5787E-004; 6.3000E+001; 1.2026E-001; 6.3000E+001; 6.6117E-001; 6.3000E+001; 7.0377E-001; 6.3000E+001; 6.5107E-001; 6.3000E+001; 6.0202E-001; 6.3000E+001; 1.1384E-001;
 6.4000E+001; 2.5007E-004; 6.4000E+001; 1.1432E-001; 6.4000E+001; 6.3999E-001; 6.4000E+001; 7.0621E-001; 6.4000E+001; 6.5385E-001; 6.4000E+001; 6.0468E-001; 6.4000E+001; 1.1045E-001;
 6.5000E+001; 2.4270E-004; 6.5000E+001; 1.0889E-001; 6.5000E+001; 6.1743E-001; 6.5000E+001; 7.0870E-001; 6.5000E+001; 6.5658E-001; 6.5000E+001; 6.0732E-001; 6.5000E+001; 1.0715E-001;
 6.6000E+001; 2.3569E-004; 6.6000E+001; 1.0390E-001; 6.6000E+001; 5.9396E-001; 6.6000E+001; 7.1123E-001; 6.6000E+001; 6.5924E-001; 6.6000E+001; 6.0996E-001; 6.6000E+001; 1.0394E-001;
 6.7000E+001; 2.2900E-004; 6.7000E+001; 9.9275E-002; 6.7000E+001; 5.7007E-001; 6.7000E+001; 7.1378E-001; 6.7000E+001; 6.6185E-001; 6.7000E+001; 6.1259E-001; 6.7000E+001; 1.0081E-001;
 6.8000E+001; 2.2259E-004; 6.8000E+001; 9.4975E-002; 6.8000E+001; 5.4620E-001; 6.8000E+001; 7.1631E-001; 6.8000E+001; 6.6438E-001; 6.8000E+001; 6.1520E-001; 6.8000E+001; 9.7759E-002;
 6.9000E+001; 2.1643E-004; 6.9000E+001; 9.0963E-002; 6.9000E+001; 5.2271E-001; 6.9000E+001; 7.1876E-001; 6.9000E+001; 6.6684E-001; 6.9000E+001; 6.1779E-001; 6.9000E+001; 9.4797E-002;
 7.0000E+001; 2.1050E-004; 7.0000E+001; 8.7219E-002; 7.0000E+001; 4.9990E-001; 7.0000E+001; 7.2110E-001; 7.0000E+001; 6.6922E-001; 7.0000E+001; 6.2035E-001; 7.0000E+001; 9.1916E-002;
 7.1000E+001; 2.0479E-004; 7.1000E+001; 8.3730E-002; 7.1000E+001; 4.7795E-001; 7.1000E+001; 7.2323E-001; 7.1000E+001; 6.7151E-001; 7.1000E+001; 6.2288E-001; 7.1000E+001; 8.9117E-002;
 7.2000E+001; 1.9930E-004; 7.2000E+001; 8.0487E-002; 7.2000E+001; 4.5698E-001; 7.2000E+001; 7.2510E-001; 7.2000E+001; 6.7372E-001; 7.2000E+001; 6.2538E-001; 7.2000E+001; 8.6396E-002;
 7.3000E+001; 1.9401E-004; 7.3000E+001; 7.7482E-002; 7.3000E+001; 4.3706E-001; 7.3000E+001; 7.2661E-001; 7.3000E+001; 6.7585E-001; 7.3000E+001; 6.2785E-001; 7.3000E+001; 8.3754E-002;
 7.4000E+001; 1.8892E-004; 7.4000E+001; 7.4703E-002; 7.4000E+001; 4.1821E-001; 7.4000E+001; 7.2767E-001; 7.4000E+001; 6.7789E-001; 7.4000E+001; 6.3029E-001; 7.4000E+001; 8.1186E-002;
 7.5000E+001; 1.8403E-004; 7.5000E+001; 7.2139E-002; 7.5000E+001; 4.0039E-001; 7.5000E+001; 7.2818E-001; 7.5000E+001; 6.7984E-001; 7.5000E+001; 6.3271E-001; 7.5000E+001; 7.8692E-002;
 7.6000E+001; 1.7932E-004; 7.6000E+001; 6.9772E-002; 7.6000E+001; 3.8358E-001; 7.6000E+001; 7.2806E-001; 7.6000E+001; 6.8171E-001; 7.6000E+001; 6.3509E-001; 7.6000E+001; 7.6271E-002;
 7.7000E+001; 1.7481E-004; 7.7000E+001; 6.7587E-002; 7.7000E+001; 3.6770E-001; 7.7000E+001; 7.2721E-001; 7.7000E+001; 6.8349E-001; 7.7000E+001; 6.3745E-001; 7.7000E+001; 7.3918E-002;
 7.8000E+001; 1.7032E-004; 7.8000E+001; 6.5546E-002; 7.8000E+001; 3.5274E-001; 7.8000E+001; 7.2554E-001; 7.8000E+001; 6.8521E-001; 7.8000E+001; 6.3977E-001; 7.8000E+001; 7.1634E-002;
 7.9000E+001; 1.6590E-004; 7.9000E+001; 6.3656E-002; 7.9000E+001; 3.3868E-001; 7.9000E+001; 7.2298E-001; 7.9000E+001; 6.8685E-001; 7.9000E+001; 6.4206E-001; 7.9000E+001; 6.9416E-002;
 8.0000E+001; 1.6163E-004; 8.0000E+001; 6.1915E-002; 8.0000E+001; 3.2545E-001; 8.0000E+001; 7.1946E-001; 8.0000E+001; 6.8843E-001; 8.0000E+001; 6.4432E-001; 8.0000E+001; 6.7262E-002;
 8.1000E+001; 1.5749E-004; 8.1000E+001; 6.0305E-002; 8.1000E+001; 3.1300E-001; 8.1000E+001; 7.1494E-001; 8.1000E+001; 6.8996E-001; 8.1000E+001; 6.4655E-001; 8.1000E+001; 6.5171E-002;
 8.2000E+001; 1.5347E-004; 8.2000E+001; 5.8812E-002; 8.2000E+001; 3.0129E-001; 8.2000E+001; 7.0940E-001; 8.2000E+001; 6.9143E-001; 8.2000E+001; 6.4873E-001; 8.2000E+001; 6.3141E-002;
 8.3000E+001; 1.4958E-004; 8.3000E+001; 5.7425E-002; 8.3000E+001; 2.9030E-001; 8.3000E+001; 7.0282E-001; 8.3000E+001; 6.9286E-001; 8.3000E+001; 6.5087E-001; 8.3000E+001; 6.1169E-002;
 8.4000E+001; 1.4580E-004; 8.4000E+001; 5.6133E-002; 8.4000E+001; 2.7998E-001; 8.4000E+001; 6.9522E-001; 8.4000E+001; 6.9425E-001; 8.4000E+001; 6.5297E-001; 8.4000E+001; 5.9255E-002;
 8.5000E+001; 1.4212E-004; 8.5000E+001; 5.4932E-002; 8.5000E+001; 2.7032E-001; 8.5000E+001; 6.8664E-001; 8.5000E+001; 6.9560E-001; 8.5000E+001; 6.5503E-001; 8.5000E+001; 5.7398E-002;
 8.6000E+001; 1.3854E-004; 8.6000E+001; 5.3817E-002; 8.6000E+001; 2.6128E-001; 8.6000E+001; 6.7711E-001; 8.6000E+001; 6.9692E-001; 8.6000E+001; 6.5703E-001; 8.6000E+001; 5.5595E-002;
 8.7000E+001; 1.3506E-004; 8.7000E+001; 5.2784E-002; 8.7000E+001; 2.5284E-001; 8.7000E+001; 6.6673E-001; 8.7000E+001; 6.9821E-001; 8.7000E+001; 6.5898E-001; 8.7000E+001; 5.3845E-002;
 8.8000E+001; 1.3166E-004; 8.8000E+001; 5.1829E-002; 8.8000E+001; 2.4497E-001; 8.8000E+001; 6.5558E-001; 8.8000E+001; 6.9946E-001; 8.8000E+001; 6.6088E-001; 8.8000E+001; 5.2147E-002;
 8.9000E+001; 1.2835E-004; 8.9000E+001; 5.0949E-002; 8.9000E+001; 2.3762E-001; 8.9000E+001; 6.4376E-001; 8.9000E+001; 7.0067E-001; 8.9000E+001; 6.6273E-001; 8.9000E+001; 5.0499E-002;
 9.0000E+001; 1.2513E-004; 9.0000E+001; 5.0138E-002; 9.0000E+001; 2.3075E-001; 9.0000E+001; 6.3140E-001; 9.0000E+001; 7.0183E-001; 9.0000E+001; 6.6451E-001; 9.0000E+001; 4.8901E-002;
 9.1000E+001; 1.2198E-004; 9.1000E+001; 4.9392E-002; 9.1000E+001; 2.2435E-001; 9.1000E+001; 6.1863E-001; 9.1000E+001; 7.0292E-001; 9.1000E+001; 6.6624E-001; 9.1000E+001; 4.7351E-002;
 9.2000E+001; 1.1890E-004; 9.2000E+001; 4.8704E-002; 9.2000E+001; 2.1836E-001; 9.2000E+001; 6.0558E-001; 9.2000E+001; 7.0395E-001; 9.2000E+001; 6.6790E-001; 9.2000E+001; 4.5848E-002;
 9.3000E+001; 1.1592E-004; 9.3000E+001; 4.7989E-002; 9.3000E+001; 2.1286E-001; 9.3000E+001; 5.9238E-001; 9.3000E+001; 7.0487E-001; 9.3000E+001; 6.6950E-001; 9.3000E+001; 4.4391E-002;
 9.4000E+001; 1.1296E-004; 9.4000E+001; 4.7258E-002; 9.4000E+001; 2.0780E-001; 9.4000E+001; 5.7915E-001; 9.4000E+001; 7.0569E-001; 9.4000E+001; 6.7103E-001; 9.4000E+001; 4.2979E-002;
 9.5000E+001; 1.1004E-004; 9.5000E+001; 4.6557E-002; 9.5000E+001; 2.0307E-001; 9.5000E+001; 5.6600E-001; 9.5000E+001; 7.0638E-001; 9.5000E+001; 6.7250E-001; 9.5000E+001; 4.1610E-002;
 9.6000E+001; 1.0717E-004; 9.6000E+001; 4.5893E-002; 9.6000E+001; 1.9864E-001; 9.6000E+001; 5.5305E-001; 9.6000E+001; 7.0691E-001; 9.6000E+001; 6.7390E-001; 9.6000E+001; 4.0284E-002;
 9.7000E+001; 1.0436E-004; 9.7000E+001; 4.5267E-002; 9.7000E+001; 1.9448E-001; 9.7000E+001; 5.4036E-001; 9.7000E+001; 7.0726E-001; 9.7000E+001; 6.7523E-001; 9.7000E+001; 3.9000E-002;
 9.8000E+001; 1.0163E-004; 9.8000E+001; 4.4672E-002; 9.8000E+001; 1.9058E-001; 9.8000E+001; 5.2801E-001; 9.8000E+001; 7.0741E-001; 9.8000E+001; 6.7650E-001; 9.8000E+001; 3.7757E-002;
 9.9000E+001; 9.8982E-005; 9.9000E+001; 4.4100E-002; 9.9000E+001; 1.8691E-001; 9.9000E+001; 5.1604E-001; 9.9000E+001; 7.0733E-001; 9.9000E+001; 6.7771E-001; 9.9000E+001; 3.6553E-002;
 1.0000E+002; 9.6486E-005; 1.0000E+002; 4.3534E-002; 1.0000E+002; 1.8344E-001; 1.0000E+002; 5.0447E-001; 1.0000E+002; 7.0699E-001; 1.0000E+002; 6.7884E-001; 1.0000E+002; 3.5388E-002;
 1.0100E+002; 9.4248E-005; 1.0100E+002; 4.2915E-002; 1.0100E+002; 1.8013E-001; 1.0100E+002; 4.9333E-001; 1.0100E+002; 7.0639E-001; 1.0100E+002; 6.7992E-001; 1.0100E+002; 3.4261E-002;
 1.0200E+002; 9.1391E-005; 1.0200E+002; 4.2483E-002; 1.0200E+002; 1.7688E-001; 1.0200E+002; 4.8259E-001; 1.0200E+002; 7.0549E-001; 1.0200E+002; 6.8093E-001; 1.0200E+002; 3.3171E-002;
 1.0300E+002; 8.8509E-005; 1.0300E+002; 4.2252E-002; 1.0300E+002; 1.7391E-001; 1.0300E+002; 4.7224E-001; 1.0300E+002; 7.0430E-001; 1.0300E+002; 6.8188E-001; 1.0300E+002; 3.2117E-002;
 1.0400E+002; 8.5653E-005; 1.0400E+002; 4.1983E-002; 1.0400E+002; 1.7151E-001; 1.0400E+002; 4.6224E-001; 1.0400E+002; 7.0279E-001; 1.0400E+002; 6.8277E-001; 1.0400E+002; 3.1099E-002;
 1.0500E+002; 8.2807E-005; 1.0500E+002; 4.1734E-002; 1.0500E+002; 1.6948E-001; 1.0500E+002; 4.5259E-001; 1.0500E+002; 7.0098E-001; 1.0500E+002; 6.8361E-001; 1.0500E+002; 3.0115E-002;
 1.0600E+002; 7.9984E-005; 1.0600E+002; 4.1484E-002; 1.0600E+002; 1.6774E-001; 1.0600E+002; 4.4340E-001; 1.0600E+002; 6.9886E-001; 1.0600E+002; 6.8438E-001; 1.0600E+002; 2.9165E-002;
 1.0700E+002; 7.7181E-005; 1.0700E+002; 4.1239E-002; 1.0700E+002; 1.6607E-001; 1.0700E+002; 4.3490E-001; 1.0700E+002; 6.9644E-001; 1.0700E+002; 6.8511E-001; 1.0700E+002; 2.8247E-002;
