Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0012E+001;
 1.0000E+000; 6.3187E+001; 1.0000E+000; 2.6064E+001; 1.0000E+000; 2.0257E+001; 1.0000E+000; 2.0013E+001; 1.0000E+000; 2.0013E+001; 1.0000E+000; 2.0013E+001; 1.0000E+000; 1.9335E+001;
 2.0000E+000; 8.0410E+001; 2.0000E+000; 3.6985E+001; 2.0000E+000; 2.3049E+001; 2.0000E+000; 2.0355E+001; 2.0000E+000; 2.0039E+001; 2.0000E+000; 2.0015E+001; 2.0000E+000; 1.9219E+001;
 3.0000E+000; 9.2637E+001; 3.0000E+000; 4.6934E+001; 3.0000E+000; 2.7421E+001; 3.0000E+000; 2.1510E+001; 3.0000E+000; 2.0237E+001; 3.0000E+000; 2.0039E+001; 3.0000E+000; 1.9191E+001;
 4.0000E+000; 1.0230E+002; 4.0000E+000; 5.5668E+001; 4.0000E+000; 3.2382E+001; 4.0000E+000; 2.3413E+001; 4.0000E+000; 2.0750E+001; 4.0000E+000; 2.0140E+001; 4.0000E+000; 1.9200E+001;
 5.0000E+000; 1.1060E+002; 5.0000E+000; 6.3405E+001; 5.0000E+000; 3.7460E+001; 5.0000E+000; 2.5840E+001; 5.0000E+000; 2.1617E+001; 5.0000E+000; 2.0377E+001; 5.0000E+000; 1.9226E+001;
 6.0000E+000; 1.1810E+002; 6.0000E+000; 7.0408E+001; 6.0000E+000; 4.2465E+001; 6.0000E+000; 2.8597E+001; 6.0000E+000; 2.2803E+001; 6.0000E+000; 2.0782E+001; 6.0000E+000; 1.9258E+001;
 7.0000E+000; 1.2509E+002; 7.0000E+000; 7.6871E+001; 7.0000E+000; 4.7331E+001; 7.0000E+000; 3.1551E+001; 7.0000E+000; 2.4255E+001; 7.0000E+000; 2.1364E+001; 7.0000E+000; 1.9293E+001;
 8.0000E+000; 1.3168E+002; 8.0000E+000; 8.2929E+001; 8.0000E+000; 5.2049E+001; 8.0000E+000; 3.4615E+001; 8.0000E+000; 2.5916E+001; 8.0000E+000; 2.2115E+001; 8.0000E+000; 1.9327E+001;
 9.0000E+000; 1.3795E+002; 9.0000E+000; 8.8667E+001; 9.0000E+000; 5.6625E+001; 9.0000E+000; 3.7740E+001; 9.0000E+000; 2.7738E+001; 9.0000E+000; 2.3021E+001; 9.0000E+000; 1.9360E+001;
 1.0000E+001; 1.4396E+002; 1.0000E+001; 9.4138E+001; 1.0000E+001; 6.1070E+001; 1.0000E+001; 4.0891E+001; 1.0000E+001; 2.9685E+001; 1.0000E+001; 2.4063E+001; 1.0000E+001; 1.9391E+001;
 1.1000E+001; 1.4975E+002; 1.1000E+001; 9.9387E+001; 1.1000E+001; 6.5395E+001; 1.1000E+001; 4.4051E+001; 1.1000E+001; 3.1725E+001; 1.1000E+001; 2.5223E+001; 1.1000E+001; 1.9420E+001;
 1.2000E+001; 1.5537E+002; 1.2000E+001; 1.0445E+002; 1.2000E+001; 6.9611E+001; 1.2000E+001; 4.7205E+001; 1.2000E+001; 3.3838E+001; 1.2000E+001; 2.6485E+001; 1.2000E+001; 1.9449E+001;
 1.3000E+001; 1.6082E+002; 1.3000E+001; 1.0935E+002; 1.3000E+001; 7.3729E+001; 1.3000E+001; 5.0345E+001; 1.3000E+001; 3.6005E+001; 1.3000E+001; 2.7833E+001; 1.3000E+001; 1.9477E+001;
 1.4000E+001; 1.6611E+002; 1.4000E+001; 1.1412E+002; 1.4000E+001; 7.7759E+001; 1.4000E+001; 5.3468E+001; 1.4000E+001; 3.8214E+001; 1.4000E+001; 2.9256E+001; 1.4000E+001; 1.9506E+001;
