Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0016E+001; 0.0000E+000; 2.0016E+001; 0.0000E+000; 2.0014E+001;
 1.0000E+000; 6.3294E+001; 1.0000E+000; 2.6088E+001; 1.0000E+000; 2.0262E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0016E+001; 1.0000E+000; 2.0016E+001; 1.0000E+000; 1.9339E+001;
 2.0000E+000; 8.0669E+001; 2.0000E+000; 3.7071E+001; 2.0000E+000; 2.3074E+001; 2.0000E+000; 2.0361E+001; 2.0000E+000; 2.0042E+001; 2.0000E+000; 2.0017E+001; 2.0000E+000; 1.9225E+001;
 3.0000E+000; 9.2993E+001; 3.0000E+000; 4.7112E+001; 3.0000E+000; 2.7482E+001; 3.0000E+000; 2.1529E+001; 3.0000E+000; 2.0243E+001; 3.0000E+000; 2.0042E+001; 3.0000E+000; 1.9200E+001;
 4.0000E+000; 1.0261E+002; 4.0000E+000; 5.5926E+001; 4.0000E+000; 3.2489E+001; 4.0000E+000; 2.3452E+001; 4.0000E+000; 2.0764E+001; 4.0000E+000; 2.0146E+001; 4.0000E+000; 1.9211E+001;
 5.0000E+000; 1.1075E+002; 5.0000E+000; 6.3698E+001; 5.0000E+000; 3.7612E+001; 5.0000E+000; 2.5906E+001; 5.0000E+000; 2.1641E+001; 5.0000E+000; 2.0386E+001; 5.0000E+000; 1.9239E+001;
 6.0000E+000; 1.1801E+002; 6.0000E+000; 7.0679E+001; 6.0000E+000; 4.2647E+001; 6.0000E+000; 2.8690E+001; 6.0000E+000; 2.2843E+001; 6.0000E+000; 2.0797E+001; 6.0000E+000; 1.9274E+001;
 7.0000E+000; 1.2471E+002; 7.0000E+000; 7.7075E+001; 7.0000E+000; 4.7524E+001; 7.0000E+000; 3.1667E+001; 7.0000E+000; 2.4313E+001; 7.0000E+000; 2.1388E+001; 7.0000E+000; 1.9311E+001;
 8.0000E+000; 1.3101E+002; 8.0000E+000; 8.3032E+001; 8.0000E+000; 5.2230E+001; 8.0000E+000; 3.4748E+001; 8.0000E+000; 2.5991E+001; 8.0000E+000; 2.2150E+001; 8.0000E+000; 1.9347E+001;
 9.0000E+000; 1.3702E+002; 9.0000E+000; 8.8649E+001; 9.0000E+000; 5.6775E+001; 9.0000E+000; 3.7878E+001; 9.0000E+000; 2.7828E+001; 9.0000E+000; 2.3067E+001; 9.0000E+000; 1.9381E+001;
