Time(min)   ;HR_00mm     ;Time(min)   ;HR_10mm     ;Time(min)   ;HR_20mm     ;Time(min)   ;HR_30mm     ;Time(min)   ;HR_40mm     ;Time(min)   ;HR_50mm     ;Time(min)   ;HR_120mm    ;
 0.0000E+000; 4.9871E-001; 0.0000E+000; 4.2351E-001; 0.0000E+000; 3.8584E-001; 0.0000E+000; 3.6438E-001; 0.0000E+000; 3.5165E-001; 0.0000E+000; 3.4475E-001; 0.0000E+000; 4.9871E-001;
 1.0000E+000; 2.0423E-001; 1.0000E+000; 3.9866E-001; 1.0000E+000; 3.8366E-001; 1.0000E+000; 3.6419E-001; 1.0000E+000; 3.5163E-001; 1.0000E+000; 3.4475E-001; 1.0000E+000; 4.3888E-001;
 2.0000E+000; 8.9030E-002; 2.0000E+000; 3.8305E-001; 2.0000E+000; 3.8621E-001; 2.0000E+000; 3.6464E-001; 2.0000E+000; 3.5167E-001; 2.0000E+000; 3.4475E-001; 2.0000E+000; 3.9514E-001;
 3.0000E+000; 6.0995E-002; 3.0000E+000; 3.8167E-001; 3.0000E+000; 3.9315E-001; 3.0000E+000; 3.6671E-001; 3.0000E+000; 3.5203E-001; 3.0000E+000; 3.4479E-001; 3.0000E+000; 3.6171E-001;
 4.0000E+000; 4.9646E-002; 4.0000E+000; 3.9261E-001; 4.0000E+000; 4.0232E-001; 4.0000E+000; 3.7031E-001; 4.0000E+000; 3.5300E-001; 4.0000E+000; 3.4498E-001; 4.0000E+000; 3.3637E-001;
 5.0000E+000; 4.2552E-002; 5.0000E+000; 4.0974E-001; 5.0000E+000; 4.1225E-001; 5.0000E+000; 3.7508E-001; 5.0000E+000; 3.5463E-001; 5.0000E+000; 3.4543E-001; 5.0000E+000; 3.1714E-001;
 6.0000E+000; 3.6733E-002; 6.0000E+000; 4.2838E-001; 6.0000E+000; 4.2216E-001; 6.0000E+000; 3.8059E-001; 6.0000E+000; 3.5691E-001; 6.0000E+000; 3.4619E-001; 6.0000E+000; 3.0245E-001;
 7.0000E+000; 3.1635E-002; 7.0000E+000; 4.4678E-001; 7.0000E+000; 4.3178E-001; 7.0000E+000; 3.8645E-001; 7.0000E+000; 3.5975E-001; 7.0000E+000; 3.4730E-001; 7.0000E+000; 2.9113E-001;
 8.0000E+000; 2.7186E-002; 8.0000E+000; 4.6438E-001; 8.0000E+000; 4.4099E-001; 8.0000E+000; 3.9242E-001; 8.0000E+000; 3.6312E-001; 8.0000E+000; 3.4873E-001; 8.0000E+000; 2.8234E-001;
 9.0000E+000; 2.3407E-002; 9.0000E+000; 4.8153E-001; 9.0000E+000; 4.4983E-001; 9.0000E+000; 3.9840E-001; 9.0000E+000; 3.6691E-001; 9.0000E+000; 3.5049E-001; 9.0000E+000; 2.7543E-001;
 1.0000E+001; 2.0175E-002; 1.0000E+001; 4.9832E-001; 1.0000E+001; 4.5831E-001; 1.0000E+001; 4.0434E-001; 1.0000E+001; 3.7089E-001; 1.0000E+001; 3.5260E-001; 1.0000E+001; 2.6997E-001;
 1.1000E+001; 1.7365E-002; 1.1000E+001; 5.1427E-001; 1.1000E+001; 4.6644E-001; 1.1000E+001; 4.1020E-001; 1.1000E+001; 3.7494E-001; 1.1000E+001; 3.5510E-001; 1.1000E+001; 2.6560E-001;
 1.2000E+001; 1.4937E-002; 1.2000E+001; 5.2931E-001; 1.2000E+001; 4.7423E-001; 1.2000E+001; 4.1598E-001; 1.2000E+001; 3.7901E-001; 1.2000E+001; 3.5790E-001; 1.2000E+001; 2.6207E-001;
 1.3000E+001; 1.2851E-002; 1.3000E+001; 5.4346E-001; 1.3000E+001; 4.8170E-001; 1.3000E+001; 4.2166E-001; 1.3000E+001; 3.8309E-001; 1.3000E+001; 3.6080E-001; 1.3000E+001; 2.5919E-001;
 1.4000E+001; 1.1066E-002; 1.4000E+001; 5.5675E-001; 1.4000E+001; 4.8889E-001; 1.4000E+001; 4.2725E-001; 1.4000E+001; 3.8718E-001; 1.4000E+001; 3.6368E-001; 1.4000E+001; 2.5682E-001;
 1.5000E+001; 9.5409E-003; 1.5000E+001; 5.6923E-001; 1.5000E+001; 4.9582E-001; 1.5000E+001; 4.3275E-001; 1.5000E+001; 3.9128E-001; 1.5000E+001; 3.6657E-001; 1.5000E+001; 2.5483E-001;
 1.6000E+001; 8.2404E-003; 1.6000E+001; 5.8093E-001; 1.6000E+001; 5.0250E-001; 1.6000E+001; 4.3815E-001; 1.6000E+001; 3.9539E-001; 1.6000E+001; 3.6947E-001; 1.6000E+001; 2.5313E-001;
 1.7000E+001; 7.1315E-003; 1.7000E+001; 5.9190E-001; 1.7000E+001; 5.0896E-001; 1.7000E+001; 4.4347E-001; 1.7000E+001; 3.9950E-001; 1.7000E+001; 3.7241E-001; 1.7000E+001; 2.5164E-001;
 1.8000E+001; 6.1857E-003; 1.8000E+001; 6.0220E-001; 1.8000E+001; 5.1520E-001; 1.8000E+001; 4.4870E-001; 1.8000E+001; 4.0360E-001; 1.8000E+001; 3.7538E-001; 1.8000E+001; 2.5031E-001;
 1.9000E+001; 5.3782E-003; 1.9000E+001; 6.1185E-001; 1.9000E+001; 5.2125E-001; 1.9000E+001; 4.5385E-001; 1.9000E+001; 4.0770E-001; 1.9000E+001; 3.7839E-001; 1.9000E+001; 2.4907E-001;
 2.0000E+001; 4.6879E-003; 2.0000E+001; 6.2092E-001; 2.0000E+001; 5.2712E-001; 2.0000E+001; 4.5892E-001; 2.0000E+001; 4.1178E-001; 2.0000E+001; 3.8144E-001; 2.0000E+001; 2.4787E-001;
 2.1000E+001; 4.0968E-003; 2.1000E+001; 6.2944E-001; 2.1000E+001; 5.3281E-001; 2.1000E+001; 4.6390E-001; 2.1000E+001; 4.1586E-001; 2.1000E+001; 3.8452E-001; 2.1000E+001; 2.4669E-001;
 2.2000E+001; 3.5897E-003; 2.2000E+001; 6.3746E-001; 2.2000E+001; 5.3834E-001; 2.2000E+001; 4.6881E-001; 2.2000E+001; 4.1991E-001; 2.2000E+001; 3.8762E-001; 2.2000E+001; 2.4547E-001;
 2.3000E+001; 3.1537E-003; 2.3000E+001; 6.4501E-001; 2.3000E+001; 5.4371E-001; 2.3000E+001; 4.7364E-001; 2.3000E+001; 4.2395E-001; 2.3000E+001; 3.9075E-001; 2.3000E+001; 2.4420E-001;
 2.4000E+001; 2.7779E-003; 2.4000E+001; 6.5214E-001; 2.4000E+001; 5.4895E-001; 2.4000E+001; 4.7839E-001; 2.4000E+001; 4.2796E-001; 2.4000E+001; 3.9390E-001; 2.4000E+001; 2.4284E-001;
 2.5000E+001; 2.4532E-003; 2.5000E+001; 6.5887E-001; 2.5000E+001; 5.5405E-001; 2.5000E+001; 4.8306E-001; 2.5000E+001; 4.3195E-001; 2.5000E+001; 3.9706E-001; 2.5000E+001; 2.4136E-001;
 2.6000E+001; 2.1720E-003; 2.6000E+001; 6.6524E-001; 2.6000E+001; 5.5903E-001; 2.6000E+001; 4.8764E-001; 2.6000E+001; 4.3591E-001; 2.6000E+001; 4.0023E-001; 2.6000E+001; 2.3975E-001;
 2.7000E+001; 1.9278E-003; 2.7000E+001; 6.7128E-001; 2.7000E+001; 5.6390E-001; 2.7000E+001; 4.9214E-001; 2.7000E+001; 4.3984E-001; 2.7000E+001; 4.0341E-001; 2.7000E+001; 2.3798E-001;
 2.8000E+001; 1.7151E-003; 2.8000E+001; 6.7700E-001; 2.8000E+001; 5.6868E-001; 2.8000E+001; 4.9657E-001; 2.8000E+001; 4.4374E-001; 2.8000E+001; 4.0659E-001; 2.8000E+001; 2.3605E-001;
 2.9000E+001; 1.5294E-003; 2.9000E+001; 6.8245E-001; 2.9000E+001; 5.7336E-001; 2.9000E+001; 5.0091E-001; 2.9000E+001; 4.4760E-001; 2.9000E+001; 4.0977E-001; 2.9000E+001; 2.3392E-001;
 3.0000E+001; 1.3669E-003; 3.0000E+001; 6.8765E-001; 3.0000E+001; 5.7796E-001; 3.0000E+001; 5.0518E-001; 3.0000E+001; 4.5143E-001; 3.0000E+001; 4.1296E-001; 3.0000E+001; 2.3162E-001;
 3.1000E+001; 1.2245E-003; 3.1000E+001; 6.9262E-001; 3.1000E+001; 5.8250E-001; 3.1000E+001; 5.0938E-001; 3.1000E+001; 4.5522E-001; 3.1000E+001; 4.1614E-001; 3.1000E+001; 2.2926E-001;
 3.2000E+001; 1.0994E-003; 3.2000E+001; 6.9742E-001; 3.2000E+001; 5.8699E-001; 3.2000E+001; 5.1350E-001; 3.2000E+001; 4.5897E-001; 3.2000E+001; 4.1931E-001; 3.2000E+001; 2.2703E-001;
