Time(min)   ;HYD_00mm    ;Time(min)   ;HYD_10mm    ;Time(min)   ;HYD_20mm    ;Time(min)   ;HYD_30mm    ;Time(min)   ;HYD_40mm    ;Time(min)   ;HYD_50mm    ;Time(min)   ;HYD_120mm   ;
 2.1000E+001; 8.9442E-001; 2.1000E+001; 8.1814E-001; 2.1000E+001; 7.6557E-001; 2.1000E+001; 7.2940E-001; 2.1000E+001; 7.0493E-001; 2.1000E+001; 6.9075E-001; 2.1000E+001; 8.9432E-001;
 2.2000E+001; 8.9444E-001; 2.2000E+001; 8.1894E-001; 2.2000E+001; 7.6566E-001; 2.2000E+001; 7.2942E-001; 2.2000E+001; 7.0494E-001; 2.2000E+001; 6.9076E-001; 2.2000E+001; 8.9432E-001;
 2.3000E+001; 8.9445E-001; 2.3000E+001; 8.1993E-001; 2.3000E+001; 7.6578E-001; 2.3000E+001; 7.2945E-001; 2.3000E+001; 7.0495E-001; 2.3000E+001; 6.9076E-001; 2.3000E+001; 8.9432E-001;
 2.4000E+001; 8.9447E-001; 2.4000E+001; 8.2116E-001; 2.4000E+001; 7.6591E-001; 2.4000E+001; 7.2948E-001; 2.4000E+001; 7.0495E-001; 2.4000E+001; 6.9076E-001; 2.4000E+001; 8.9432E-001;
 2.5000E+001; 8.9449E-001; 2.5000E+001; 8.2264E-001; 2.5000E+001; 7.6607E-001; 2.5000E+001; 7.2951E-001; 2.5000E+001; 7.0496E-001; 2.5000E+001; 6.9077E-001; 2.5000E+001; 8.9432E-001;
 2.6000E+001; 8.9450E-001; 2.6000E+001; 8.2444E-001; 2.6000E+001; 7.6625E-001; 2.6000E+001; 7.2955E-001; 2.6000E+001; 7.0498E-001; 2.6000E+001; 6.9077E-001; 2.6000E+001; 8.9432E-001;
 2.7000E+001; 8.9452E-001; 2.7000E+001; 8.2659E-001; 2.7000E+001; 7.6647E-001; 2.7000E+001; 7.2960E-001; 2.7000E+001; 7.0499E-001; 2.7000E+001; 6.9078E-001; 2.7000E+001; 8.9432E-001;
 2.8000E+001; 8.9455E-001; 2.8000E+001; 8.2917E-001; 2.8000E+001; 7.6673E-001; 2.8000E+001; 7.2965E-001; 2.8000E+001; 7.0500E-001; 2.8000E+001; 6.9078E-001; 2.8000E+001; 8.9432E-001;
 2.9000E+001; 8.9457E-001; 2.9000E+001; 8.3222E-001; 2.9000E+001; 7.6703E-001; 2.9000E+001; 7.2972E-001; 2.9000E+001; 7.0502E-001; 2.9000E+001; 6.9079E-001; 2.9000E+001; 8.9432E-001;
 3.0000E+001; 8.9459E-001; 3.0000E+001; 8.3576E-001; 3.0000E+001; 7.6738E-001; 3.0000E+001; 7.2979E-001; 3.0000E+001; 7.0504E-001; 3.0000E+001; 6.9079E-001; 3.0000E+001; 8.9432E-001;
 3.1000E+001; 8.9462E-001; 3.1000E+001; 8.3979E-001; 3.1000E+001; 7.6778E-001; 3.1000E+001; 7.2987E-001; 3.1000E+001; 7.0506E-001; 3.1000E+001; 6.9080E-001; 3.1000E+001; 8.9432E-001;
 3.2000E+001; 8.9465E-001; 3.2000E+001; 8.4420E-001; 3.2000E+001; 7.6825E-001; 3.2000E+001; 7.2997E-001; 3.2000E+001; 7.0509E-001; 3.2000E+001; 6.9081E-001; 3.2000E+001; 8.9432E-001;
 3.3000E+001; 8.9468E-001; 3.3000E+001; 8.4885E-001; 3.3000E+001; 7.6878E-001; 3.3000E+001; 7.3008E-001; 3.3000E+001; 7.0512E-001; 3.3000E+001; 6.9082E-001; 3.3000E+001; 8.9432E-001;
 3.4000E+001; 8.9471E-001; 3.4000E+001; 8.5356E-001; 3.4000E+001; 7.6938E-001; 3.4000E+001; 7.3020E-001; 3.4000E+001; 7.0515E-001; 3.4000E+001; 6.9083E-001; 3.4000E+001; 8.9432E-001;
 3.5000E+001; 8.9474E-001; 3.5000E+001; 8.5817E-001; 3.5000E+001; 7.7007E-001; 3.5000E+001; 7.3035E-001; 3.5000E+001; 7.0518E-001; 3.5000E+001; 6.9084E-001; 3.5000E+001; 8.9432E-001;
 3.6000E+001; 8.9477E-001; 3.6000E+001; 8.6256E-001; 3.6000E+001; 7.7084E-001; 3.6000E+001; 7.3051E-001; 3.6000E+001; 7.0522E-001; 3.6000E+001; 6.9086E-001; 3.6000E+001; 8.9432E-001;
 3.7000E+001; 8.9481E-001; 3.7000E+001; 8.6658E-001; 3.7000E+001; 7.7170E-001; 3.7000E+001; 7.3069E-001; 3.7000E+001; 7.0527E-001; 3.7000E+001; 6.9087E-001; 3.7000E+001; 8.9432E-001;
 3.8000E+001; 8.9484E-001; 3.8000E+001; 8.7014E-001; 3.8000E+001; 7.7266E-001; 3.8000E+001; 7.3090E-001; 3.8000E+001; 7.0532E-001; 3.8000E+001; 6.9089E-001; 3.8000E+001; 8.9432E-001;
 3.9000E+001; 8.9488E-001; 3.9000E+001; 8.7318E-001; 3.9000E+001; 7.7372E-001; 3.9000E+001; 7.3114E-001; 3.9000E+001; 7.0538E-001; 3.9000E+001; 6.9090E-001; 3.9000E+001; 8.9432E-001;
 4.0000E+001; 8.9492E-001; 4.0000E+001; 8.7567E-001; 4.0000E+001; 7.7490E-001; 4.0000E+001; 7.3140E-001; 4.0000E+001; 7.0545E-001; 4.0000E+001; 6.9092E-001; 4.0000E+001; 8.9432E-001;
 4.1000E+001; 8.9496E-001; 4.1000E+001; 8.7765E-001; 4.1000E+001; 7.7620E-001; 4.1000E+001; 7.3170E-001; 4.1000E+001; 7.0552E-001; 4.1000E+001; 6.9095E-001; 4.1000E+001; 8.9432E-001;
 4.2000E+001; 8.9501E-001; 4.2000E+001; 8.7918E-001; 4.2000E+001; 7.7764E-001; 4.2000E+001; 7.3203E-001; 4.2000E+001; 7.0560E-001; 4.2000E+001; 6.9097E-001; 4.2000E+001; 8.9432E-001;
 4.3000E+001; 8.9505E-001; 4.3000E+001; 8.8034E-001; 4.3000E+001; 7.7922E-001; 4.3000E+001; 7.3241E-001; 4.3000E+001; 7.0569E-001; 4.3000E+001; 6.9100E-001; 4.3000E+001; 8.9432E-001;
 4.4000E+001; 8.9510E-001; 4.4000E+001; 8.8123E-001; 4.4000E+001; 7.8095E-001; 4.4000E+001; 7.3282E-001; 4.4000E+001; 7.0579E-001; 4.4000E+001; 6.9103E-001; 4.4000E+001; 8.9432E-001;
 4.5000E+001; 8.9515E-001; 4.5000E+001; 8.8192E-001; 4.5000E+001; 7.8287E-001; 4.5000E+001; 7.3328E-001; 4.5000E+001; 7.0591E-001; 4.5000E+001; 6.9106E-001; 4.5000E+001; 8.9432E-001;
 4.6000E+001; 8.9520E-001; 4.6000E+001; 8.8247E-001; 4.6000E+001; 7.8497E-001; 4.6000E+001; 7.3379E-001; 4.6000E+001; 7.0603E-001; 4.6000E+001; 6.9110E-001; 4.6000E+001; 8.9433E-001;
 4.7000E+001; 8.9525E-001; 4.7000E+001; 8.8291E-001; 4.7000E+001; 7.8727E-001; 4.7000E+001; 7.3436E-001; 4.7000E+001; 7.0617E-001; 4.7000E+001; 6.9114E-001; 4.7000E+001; 8.9433E-001;
 4.8000E+001; 8.9530E-001; 4.8000E+001; 8.8328E-001; 4.8000E+001; 7.8979E-001; 4.8000E+001; 7.3498E-001; 4.8000E+001; 7.0632E-001; 4.8000E+001; 6.9118E-001; 4.8000E+001; 8.9433E-001;
 4.9000E+001; 8.9535E-001; 4.9000E+001; 8.8360E-001; 4.9000E+001; 7.9255E-001; 4.9000E+001; 7.3567E-001; 4.9000E+001; 7.0649E-001; 4.9000E+001; 6.9123E-001; 4.9000E+001; 8.9433E-001;
 5.0000E+001; 8.9541E-001; 5.0000E+001; 8.8388E-001; 5.0000E+001; 7.9553E-001; 5.0000E+001; 7.3641E-001; 5.0000E+001; 7.0668E-001; 5.0000E+001; 6.9128E-001; 5.0000E+001; 8.9433E-001;
 5.1000E+001; 8.9547E-001; 5.1000E+001; 8.8413E-001; 5.1000E+001; 7.9874E-001; 5.1000E+001; 7.3723E-001; 5.1000E+001; 7.0688E-001; 5.1000E+001; 6.9134E-001; 5.1000E+001; 8.9433E-001;
 5.2000E+001; 8.9553E-001; 5.2000E+001; 8.8435E-001; 5.2000E+001; 8.0217E-001; 5.2000E+001; 7.3812E-001; 5.2000E+001; 7.0711E-001; 5.2000E+001; 6.9140E-001; 5.2000E+001; 8.9433E-001;
 5.3000E+001; 8.9559E-001; 5.3000E+001; 8.8456E-001; 5.3000E+001; 8.0579E-001; 5.3000E+001; 7.3908E-001; 5.3000E+001; 7.0735E-001; 5.3000E+001; 6.9147E-001; 5.3000E+001; 8.9433E-001;
 5.4000E+001; 8.9565E-001; 5.4000E+001; 8.8475E-001; 5.4000E+001; 8.0956E-001; 5.4000E+001; 7.4013E-001; 5.4000E+001; 7.0762E-001; 5.4000E+001; 6.9155E-001; 5.4000E+001; 8.9433E-001;
 5.5000E+001; 8.9572E-001; 5.5000E+001; 8.8494E-001; 5.5000E+001; 8.1343E-001; 5.5000E+001; 7.4125E-001; 5.5000E+001; 7.0792E-001; 5.5000E+001; 6.9163E-001; 5.5000E+001; 8.9433E-001;
 5.6000E+001; 8.9578E-001; 5.6000E+001; 8.8511E-001; 5.6000E+001; 8.1734E-001; 5.6000E+001; 7.4245E-001; 5.6000E+001; 7.0824E-001; 5.6000E+001; 6.9173E-001; 5.6000E+001; 8.9433E-001;
 5.7000E+001; 8.9585E-001; 5.7000E+001; 8.8527E-001; 5.7000E+001; 8.2124E-001; 5.7000E+001; 7.4373E-001; 5.7000E+001; 7.0858E-001; 5.7000E+001; 6.9183E-001; 5.7000E+001; 8.9433E-001;
 5.8000E+001; 8.9592E-001; 5.8000E+001; 8.8543E-001; 5.8000E+001; 8.2505E-001; 5.8000E+001; 7.4511E-001; 5.8000E+001; 7.0896E-001; 5.8000E+001; 6.9193E-001; 5.8000E+001; 8.9433E-001;
 5.9000E+001; 8.9599E-001; 5.9000E+001; 8.8558E-001; 5.9000E+001; 8.2873E-001; 5.9000E+001; 7.4656E-001; 5.9000E+001; 7.0937E-001; 5.9000E+001; 6.9205E-001; 5.9000E+001; 8.9433E-001;
 6.0000E+001; 8.9606E-001; 6.0000E+001; 8.8573E-001; 6.0000E+001; 8.3221E-001; 6.0000E+001; 7.4811E-001; 6.0000E+001; 7.0982E-001; 6.0000E+001; 6.9218E-001; 6.0000E+001; 8.9433E-001;
 6.1000E+001; 8.9614E-001; 6.1000E+001; 8.8587E-001; 6.1000E+001; 8.3546E-001; 6.1000E+001; 7.4975E-001; 6.1000E+001; 7.1030E-001; 6.1000E+001; 6.9232E-001; 6.1000E+001; 8.9433E-001;
 6.2000E+001; 8.9621E-001; 6.2000E+001; 8.8601E-001; 6.2000E+001; 8.3845E-001; 6.2000E+001; 7.5147E-001; 6.2000E+001; 7.1082E-001; 6.2000E+001; 6.9247E-001; 6.2000E+001; 8.9433E-001;
 6.3000E+001; 8.9629E-001; 6.3000E+001; 8.8614E-001; 6.3000E+001; 8.4118E-001; 6.3000E+001; 7.5330E-001; 6.3000E+001; 7.1138E-001; 6.3000E+001; 6.9263E-001; 6.3000E+001; 8.9433E-001;
 6.4000E+001; 8.9637E-001; 6.4000E+001; 8.8627E-001; 6.4000E+001; 8.4362E-001; 6.4000E+001; 7.5521E-001; 6.4000E+001; 7.1198E-001; 6.4000E+001; 6.9280E-001; 6.4000E+001; 8.9433E-001;
 6.5000E+001; 8.9645E-001; 6.5000E+001; 8.8640E-001; 6.5000E+001; 8.4581E-001; 6.5000E+001; 7.5723E-001; 6.5000E+001; 7.1263E-001; 6.5000E+001; 6.9299E-001; 6.5000E+001; 8.9433E-001;
 6.6000E+001; 8.9653E-001; 6.6000E+001; 8.8653E-001; 6.6000E+001; 8.4774E-001; 6.6000E+001; 7.5934E-001; 6.6000E+001; 7.1332E-001; 6.6000E+001; 6.9320E-001; 6.6000E+001; 8.9433E-001;
 6.7000E+001; 8.9662E-001; 6.7000E+001; 8.8666E-001; 6.7000E+001; 8.4945E-001; 6.7000E+001; 7.6156E-001; 6.7000E+001; 7.1406E-001; 6.7000E+001; 6.9342E-001; 6.7000E+001; 8.9433E-001;
 6.8000E+001; 8.9670E-001; 6.8000E+001; 8.8679E-001; 6.8000E+001; 8.5097E-001; 6.8000E+001; 7.6387E-001; 6.8000E+001; 7.1485E-001; 6.8000E+001; 6.9365E-001; 6.8000E+001; 8.9433E-001;
 6.9000E+001; 8.9679E-001; 6.9000E+001; 8.8692E-001; 6.9000E+001; 8.5230E-001; 6.9000E+001; 7.6629E-001; 6.9000E+001; 7.1570E-001; 6.9000E+001; 6.9391E-001; 6.9000E+001; 8.9433E-001;
 7.0000E+001; 8.9688E-001; 7.0000E+001; 8.8704E-001; 7.0000E+001; 8.5349E-001; 7.0000E+001; 7.6881E-001; 7.0000E+001; 7.1660E-001; 7.0000E+001; 6.9418E-001; 7.0000E+001; 8.9433E-001;
 7.1000E+001; 8.9697E-001; 7.1000E+001; 8.8717E-001; 7.1000E+001; 8.5455E-001; 7.1000E+001; 7.7142E-001; 7.1000E+001; 7.1755E-001; 7.1000E+001; 6.9447E-001; 7.1000E+001; 8.9433E-001;
 7.2000E+001; 8.9706E-001; 7.2000E+001; 8.8730E-001; 7.2000E+001; 8.5549E-001; 7.2000E+001; 7.7414E-001; 7.2000E+001; 7.1856E-001; 7.2000E+001; 6.9478E-001; 7.2000E+001; 8.9433E-001;
 7.3000E+001; 8.9715E-001; 7.3000E+001; 8.8742E-001; 7.3000E+001; 8.5635E-001; 7.3000E+001; 7.7693E-001; 7.3000E+001; 7.1963E-001; 7.3000E+001; 6.9512E-001; 7.3000E+001; 8.9433E-001;
 7.4000E+001; 8.9725E-001; 7.4000E+001; 8.8755E-001; 7.4000E+001; 8.5713E-001; 7.4000E+001; 7.7981E-001; 7.4000E+001; 7.2075E-001; 7.4000E+001; 6.9548E-001; 7.4000E+001; 8.9433E-001;
 7.5000E+001; 8.9735E-001; 7.5000E+001; 8.8768E-001; 7.5000E+001; 8.5784E-001; 7.5000E+001; 7.8276E-001; 7.5000E+001; 7.2193E-001; 7.5000E+001; 6.9586E-001; 7.5000E+001; 8.9433E-001;
 7.6000E+001; 8.9744E-001; 7.6000E+001; 8.8781E-001; 7.6000E+001; 8.5850E-001; 7.6000E+001; 7.8577E-001; 7.6000E+001; 7.2318E-001; 7.6000E+001; 6.9627E-001; 7.6000E+001; 8.9433E-001;
 7.7000E+001; 8.9754E-001; 7.7000E+001; 8.8793E-001; 7.7000E+001; 8.5911E-001; 7.7000E+001; 7.8881E-001; 7.7000E+001; 7.2448E-001; 7.7000E+001; 6.9671E-001; 7.7000E+001; 8.9433E-001;
 7.8000E+001; 8.9765E-001; 7.8000E+001; 8.8806E-001; 7.8000E+001; 8.5968E-001; 7.8000E+001; 7.9189E-001; 7.8000E+001; 7.2585E-001; 7.8000E+001; 6.9717E-001; 7.8000E+001; 8.9433E-001;
 7.9000E+001; 8.9775E-001; 7.9000E+001; 8.8819E-001; 7.9000E+001; 8.6021E-001; 7.9000E+001; 7.9497E-001; 7.9000E+001; 7.2727E-001; 7.9000E+001; 6.9766E-001; 7.9000E+001; 8.9433E-001;
 8.0000E+001; 8.9785E-001; 8.0000E+001; 8.8832E-001; 8.0000E+001; 8.6071E-001; 8.0000E+001; 7.9804E-001; 8.0000E+001; 7.2875E-001; 8.0000E+001; 6.9818E-001; 8.0000E+001; 8.9433E-001;
 8.1000E+001; 8.9796E-001; 8.1000E+001; 8.8846E-001; 8.1000E+001; 8.6119E-001; 8.1000E+001; 8.0108E-001; 8.1000E+001; 7.3030E-001; 8.1000E+001; 6.9874E-001; 8.1000E+001; 8.9433E-001;
 8.2000E+001; 8.9807E-001; 8.2000E+001; 8.8859E-001; 8.2000E+001; 8.6165E-001; 8.2000E+001; 8.0408E-001; 8.2000E+001; 7.3190E-001; 8.2000E+001; 6.9933E-001; 8.2000E+001; 8.9433E-001;
 8.3000E+001; 8.9818E-001; 8.3000E+001; 8.8872E-001; 8.3000E+001; 8.6208E-001; 8.3000E+001; 8.0701E-001; 8.3000E+001; 7.3356E-001; 8.3000E+001; 6.9995E-001; 8.3000E+001; 8.9433E-001;
 8.4000E+001; 8.9829E-001; 8.4000E+001; 8.8886E-001; 8.4000E+001; 8.6250E-001; 8.4000E+001; 8.0988E-001; 8.4000E+001; 7.3528E-001; 8.4000E+001; 7.0061E-001; 8.4000E+001; 8.9433E-001;
 8.5000E+001; 8.9840E-001; 8.5000E+001; 8.8900E-001; 8.5000E+001; 8.6290E-001; 8.5000E+001; 8.1265E-001; 8.5000E+001; 7.3706E-001; 8.5000E+001; 7.0130E-001; 8.5000E+001; 8.9433E-001;
 8.6000E+001; 8.9852E-001; 8.6000E+001; 8.8913E-001; 8.6000E+001; 8.6329E-001; 8.6000E+001; 8.1533E-001; 8.6000E+001; 7.3890E-001; 8.6000E+001; 7.0203E-001; 8.6000E+001; 8.9433E-001;
 8.7000E+001; 8.9863E-001; 8.7000E+001; 8.8927E-001; 8.7000E+001; 8.6366E-001; 8.7000E+001; 8.1790E-001; 8.7000E+001; 7.4079E-001; 8.7000E+001; 7.0280E-001; 8.7000E+001; 8.9433E-001;
 8.8000E+001; 8.9875E-001; 8.8000E+001; 8.8941E-001; 8.8000E+001; 8.6403E-001; 8.8000E+001; 8.2037E-001; 8.8000E+001; 7.4274E-001; 8.8000E+001; 7.0361E-001; 8.8000E+001; 8.9433E-001;
 8.9000E+001; 8.9887E-001; 8.9000E+001; 8.8956E-001; 8.9000E+001; 8.6439E-001; 8.9000E+001; 8.2272E-001; 8.9000E+001; 7.4475E-001; 8.9000E+001; 7.0445E-001; 8.9000E+001; 8.9433E-001;
 9.0000E+001; 8.9899E-001; 9.0000E+001; 8.8970E-001; 9.0000E+001; 8.6474E-001; 9.0000E+001; 8.2496E-001; 9.0000E+001; 7.4681E-001; 9.0000E+001; 7.0534E-001; 9.0000E+001; 8.9433E-001;
 9.1000E+001; 8.9911E-001; 9.1000E+001; 8.8985E-001; 9.1000E+001; 8.6508E-001; 9.1000E+001; 8.2710E-001; 9.1000E+001; 7.4892E-001; 9.1000E+001; 7.0627E-001; 9.1000E+001; 8.9433E-001;
 9.2000E+001; 8.9923E-001; 9.2000E+001; 8.8999E-001; 9.2000E+001; 8.6542E-001; 9.2000E+001; 8.2913E-001; 9.2000E+001; 7.5108E-001; 9.2000E+001; 7.0724E-001; 9.2000E+001; 8.9433E-001;
 9.3000E+001; 8.9936E-001; 9.3000E+001; 8.9014E-001; 9.3000E+001; 8.6575E-001; 9.3000E+001; 8.3105E-001; 9.3000E+001; 7.5330E-001; 9.3000E+001; 7.0825E-001; 9.3000E+001; 8.9433E-001;
 9.4000E+001; 8.9948E-001; 9.4000E+001; 8.9029E-001; 9.4000E+001; 8.6608E-001; 9.4000E+001; 8.3288E-001; 9.4000E+001; 7.5556E-001; 9.4000E+001; 7.0931E-001; 9.4000E+001; 8.9433E-001;
 9.5000E+001; 8.9961E-001; 9.5000E+001; 8.9045E-001; 9.5000E+001; 8.6640E-001; 9.5000E+001; 8.3462E-001; 9.5000E+001; 7.5786E-001; 9.5000E+001; 7.1040E-001; 9.5000E+001; 8.9433E-001;
 9.6000E+001; 8.9974E-001; 9.6000E+001; 8.9060E-001; 9.6000E+001; 8.6672E-001; 9.6000E+001; 8.3627E-001; 9.6000E+001; 7.6021E-001; 9.6000E+001; 7.1154E-001; 9.6000E+001; 8.9433E-001;
 9.7000E+001; 8.9987E-001; 9.7000E+001; 8.9076E-001; 9.7000E+001; 8.6704E-001; 9.7000E+001; 8.3784E-001; 9.7000E+001; 7.6259E-001; 9.7000E+001; 7.1272E-001; 9.7000E+001; 8.9433E-001;
 9.8000E+001; 9.0001E-001; 9.8000E+001; 8.9091E-001; 9.8000E+001; 8.6736E-001; 9.8000E+001; 8.3934E-001; 9.8000E+001; 7.6501E-001; 9.8000E+001; 7.1395E-001; 9.8000E+001; 8.9433E-001;
 9.9000E+001; 9.0014E-001; 9.9000E+001; 8.9107E-001; 9.9000E+001; 8.6767E-001; 9.9000E+001; 8.4078E-001; 9.9000E+001; 7.6747E-001; 9.9000E+001; 7.1521E-001; 9.9000E+001; 8.9433E-001;
 1.0000E+002; 9.0028E-001; 1.0000E+002; 8.9123E-001; 1.0000E+002; 8.6798E-001; 1.0000E+002; 8.4215E-001; 1.0000E+002; 7.6995E-001; 1.0000E+002; 7.1652E-001; 1.0000E+002; 8.9433E-001;
 1.0100E+002; 9.0041E-001; 1.0100E+002; 8.9140E-001; 1.0100E+002; 8.6829E-001; 1.0100E+002; 8.4346E-001; 1.0100E+002; 7.7246E-001; 1.0100E+002; 7.1786E-001; 1.0100E+002; 8.9433E-001;
 1.0200E+002; 9.0055E-001; 1.0200E+002; 8.9156E-001; 1.0200E+002; 8.6861E-001; 1.0200E+002; 8.4473E-001; 1.0200E+002; 7.7498E-001; 1.0200E+002; 7.1925E-001; 1.0200E+002; 8.9433E-001;
 1.0300E+002; 9.0069E-001; 1.0300E+002; 8.9173E-001; 1.0300E+002; 8.6891E-001; 1.0300E+002; 8.4594E-001; 1.0300E+002; 7.7752E-001; 1.0300E+002; 7.2067E-001; 1.0300E+002; 8.9433E-001;
 1.0400E+002; 9.0083E-001; 1.0400E+002; 8.9190E-001; 1.0400E+002; 8.6922E-001; 1.0400E+002; 8.4712E-001; 1.0400E+002; 7.8008E-001; 1.0400E+002; 7.2213E-001; 1.0400E+002; 8.9433E-001;
 1.0500E+002; 9.0098E-001; 1.0500E+002; 8.9207E-001; 1.0500E+002; 8.6954E-001; 1.0500E+002; 8.4825E-001; 1.0500E+002; 7.8264E-001; 1.0500E+002; 7.2363E-001; 1.0500E+002; 8.9433E-001;
 1.0600E+002; 9.0112E-001; 1.0600E+002; 8.9224E-001; 1.0600E+002; 8.6985E-001; 1.0600E+002; 8.4935E-001; 1.0600E+002; 7.8520E-001; 1.0600E+002; 7.2517E-001; 1.0600E+002; 8.9433E-001;
 1.0700E+002; 9.0127E-001; 1.0700E+002; 8.9242E-001; 1.0700E+002; 8.7016E-001; 1.0700E+002; 8.5042E-001; 1.0700E+002; 7.8777E-001; 1.0700E+002; 7.2673E-001; 1.0700E+002; 8.9433E-001;
