Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.3912E-002; 0.0000E+000; 9.1354E-002; 0.0000E+000; 9.0176E-002; 0.0000E+000; 8.9233E-002; 0.0000E+000; 8.8596E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.0617E-002; 1.0000E+000; 9.1018E-002; 1.0000E+000; 9.0167E-002; 1.0000E+000; 8.9232E-002; 1.0000E+000; 8.8595E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.3106E-002; 2.0000E+000; 8.8248E-002; 2.0000E+000; 8.9994E-002; 2.0000E+000; 8.9220E-002; 2.0000E+000; 8.8595E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 8.8917E-002; 3.0000E+000; 7.9044E-002; 3.0000E+000; 8.9180E-002; 3.0000E+000; 8.9128E-002; 3.0000E+000; 8.8584E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.0794E-001; 4.0000E+000; 7.1472E-002; 4.0000E+000; 8.6110E-002; 4.0000E+000; 8.8836E-002; 4.0000E+000; 8.8536E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.2588E-001; 5.0000E+000; 6.7957E-002; 5.0000E+000; 7.9778E-002; 5.0000E+000; 8.8018E-002; 5.0000E+000; 8.8414E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4293E-001; 6.0000E+000; 6.7046E-002; 6.0000E+000; 7.1100E-002; 6.0000E+000; 8.6008E-002; 6.0000E+000; 8.8153E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.5978E-001; 7.0000E+000; 6.7722E-002; 7.0000E+000; 6.2114E-002; 7.0000E+000; 8.1901E-002; 7.0000E+000; 8.7604E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.7696E-001; 8.0000E+000; 6.9521E-002; 8.0000E+000; 5.4535E-002; 8.0000E+000; 7.4888E-002; 8.0000E+000; 8.6463E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 1.9493E-001; 9.0000E+000; 7.2219E-002; 9.0000E+000; 4.8985E-002; 9.0000E+000; 6.5121E-002; 9.0000E+000; 8.4162E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.1454E-001; 1.0000E+001; 7.5752E-002; 1.0000E+001; 4.5337E-002; 1.0000E+001; 5.4410E-002; 1.0000E+001; 7.9750E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.3633E-001; 1.1000E+001; 8.0231E-002; 1.1000E+001; 4.3269E-002; 1.1000E+001; 4.5058E-002; 1.1000E+001; 7.2101E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 2.6074E-001; 1.2000E+001; 8.5757E-002; 1.2000E+001; 4.2485E-002; 1.2000E+001; 3.8136E-002; 1.2000E+001; 6.1128E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 2.8828E-001; 1.3000E+001; 9.2426E-002; 1.3000E+001; 4.2748E-002; 1.3000E+001; 3.3529E-002; 1.3000E+001; 4.9155E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 3.1953E-001; 1.4000E+001; 1.0040E-001; 1.4000E+001; 4.3917E-002; 1.4000E+001; 3.0710E-002; 1.4000E+001; 3.9143E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 3.5471E-001; 1.5000E+001; 1.0980E-001; 1.5000E+001; 4.5902E-002; 1.5000E+001; 2.9189E-002; 1.5000E+001; 3.2076E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 3.9421E-001; 1.6000E+001; 1.2073E-001; 1.6000E+001; 4.8653E-002; 1.6000E+001; 2.8611E-002; 1.6000E+001; 2.7498E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 4.3841E-001; 1.7000E+001; 1.3336E-001; 1.7000E+001; 5.2157E-002; 1.7000E+001; 2.8752E-002; 1.7000E+001; 2.4664E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 4.8748E-001; 1.8000E+001; 1.4801E-001; 1.8000E+001; 5.6465E-002; 1.8000E+001; 2.9486E-002; 1.8000E+001; 2.3007E-002; 1.8000E+001; 1.0132E-001;
 1.9000E+001; 1.0132E-001; 1.9000E+001; 5.4199E-001; 1.9000E+001; 1.6497E-001; 1.9000E+001; 6.1658E-002; 1.9000E+001; 3.0757E-002; 1.9000E+001; 2.2172E-002; 1.9000E+001; 1.0132E-001;
 2.0000E+001; 1.0132E-001; 2.0000E+001; 6.0242E-001; 2.0000E+001; 1.8463E-001; 2.0000E+001; 6.7839E-002; 2.0000E+001; 3.2542E-002; 2.0000E+001; 2.1944E-002; 2.0000E+001; 1.0132E-001;
 2.1000E+001; 1.0132E-001; 2.1000E+001; 6.6919E-001; 2.1000E+001; 2.0747E-001; 2.1000E+001; 7.5156E-002; 2.1000E+001; 3.4853E-002; 2.1000E+001; 2.2200E-002; 2.1000E+001; 1.0132E-001;
 2.2000E+001; 1.0132E-001; 2.2000E+001; 7.4265E-001; 2.2000E+001; 2.3419E-001; 2.2000E+001; 8.3814E-002; 2.2000E+001; 3.7731E-002; 2.2000E+001; 2.2876E-002; 2.2000E+001; 1.0132E-001;
 2.3000E+001; 1.0132E-001; 2.3000E+001; 8.2281E-001; 2.3000E+001; 2.6582E-001; 2.3000E+001; 9.4160E-002; 2.3000E+001; 4.1267E-002; 2.3000E+001; 2.3955E-002; 2.3000E+001; 1.0132E-001;
 2.4000E+001; 1.0132E-001; 2.4000E+001; 9.1042E-001; 2.4000E+001; 3.0354E-001; 2.4000E+001; 1.0661E-001; 2.4000E+001; 4.5587E-002; 2.4000E+001; 2.5453E-002; 2.4000E+001; 1.0132E-001;
 2.5000E+001; 1.0132E-001; 2.5000E+001; 1.0049E+000; 2.5000E+001; 3.4896E-001; 2.5000E+001; 1.2172E-001; 2.5000E+001; 5.0854E-002; 2.5000E+001; 2.7405E-002; 2.5000E+001; 1.0132E-001;
 2.6000E+001; 1.0132E-001; 2.6000E+001; 1.1064E+000; 2.6000E+001; 4.0196E-001; 2.6000E+001; 1.4002E-001; 2.6000E+001; 5.7247E-002; 2.6000E+001; 2.9863E-002; 2.6000E+001; 1.0132E-001;
 2.7000E+001; 1.0132E-001; 2.7000E+001; 1.2120E+000; 2.7000E+001; 4.6107E-001; 2.7000E+001; 1.6140E-001; 2.7000E+001; 6.4792E-002; 2.7000E+001; 3.2829E-002; 2.7000E+001; 1.0132E-001;
 2.8000E+001; 1.0132E-001; 2.8000E+001; 1.3176E+000; 2.8000E+001; 5.2641E-001; 2.8000E+001; 1.8624E-001; 2.8000E+001; 7.3564E-002; 2.8000E+001; 3.6301E-002; 2.8000E+001; 1.0132E-001;
 2.9000E+001; 1.0132E-001; 2.9000E+001; 1.4184E+000; 2.9000E+001; 5.9637E-001; 2.9000E+001; 2.1492E-001; 2.9000E+001; 8.3718E-002; 2.9000E+001; 4.0316E-002; 2.9000E+001; 1.0132E-001;
 3.0000E+001; 1.0132E-001; 3.0000E+001; 1.5096E+000; 3.0000E+001; 6.6777E-001; 3.0000E+001; 2.4746E-001; 3.0000E+001; 9.5381E-002; 3.0000E+001; 4.4912E-002; 3.0000E+001; 1.0132E-001;
 3.1000E+001; 1.0132E-001; 3.1000E+001; 1.5888E+000; 3.1000E+001; 7.3690E-001; 3.1000E+001; 2.8336E-001; 3.1000E+001; 1.0860E-001; 3.1000E+001; 5.0113E-002; 3.1000E+001; 1.0132E-001;
 3.2000E+001; 1.0132E-001; 3.2000E+001; 1.6593E+000; 3.2000E+001; 8.0126E-001; 3.2000E+001; 3.2158E-001; 3.2000E+001; 1.2333E-001; 3.2000E+001; 5.5918E-002; 3.2000E+001; 1.0132E-001;
 3.3000E+001; 1.0132E-001; 3.3000E+001; 1.7254E+000; 3.3000E+001; 8.6165E-001; 3.3000E+001; 3.6116E-001; 3.3000E+001; 1.3946E-001; 3.3000E+001; 6.2312E-002; 3.3000E+001; 1.0132E-001;
 3.4000E+001; 1.0132E-001; 3.4000E+001; 1.7859E+000; 3.4000E+001; 9.1850E-001; 3.4000E+001; 4.0150E-001; 3.4000E+001; 1.5691E-001; 3.4000E+001; 6.9283E-002; 3.4000E+001; 1.0132E-001;
 3.5000E+001; 1.0132E-001; 3.5000E+001; 1.8407E+000; 3.5000E+001; 9.7174E-001; 3.5000E+001; 4.4194E-001; 3.5000E+001; 1.7560E-001; 3.5000E+001; 7.6833E-002; 3.5000E+001; 1.0132E-001;
