Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0012E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0012E+001;
 1.0000E+000; 6.3167E+001; 1.0000E+000; 2.6061E+001; 1.0000E+000; 2.0257E+001; 1.0000E+000; 2.0013E+001; 1.0000E+000; 2.0013E+001; 1.0000E+000; 2.0013E+001; 1.0000E+000; 1.9335E+001;
 2.0000E+000; 8.0344E+001; 2.0000E+000; 3.6967E+001; 2.0000E+000; 2.3045E+001; 2.0000E+000; 2.0354E+001; 2.0000E+000; 2.0038E+001; 2.0000E+000; 2.0015E+001; 2.0000E+000; 1.9218E+001;
 3.0000E+000; 9.2553E+001; 3.0000E+000; 4.6890E+001; 3.0000E+000; 2.7410E+001; 3.0000E+000; 2.1508E+001; 3.0000E+000; 2.0236E+001; 3.0000E+000; 2.0038E+001; 3.0000E+000; 1.9189E+001;
 4.0000E+000; 1.0226E+002; 4.0000E+000; 5.5605E+001; 4.0000E+000; 3.2360E+001; 4.0000E+000; 2.3406E+001; 4.0000E+000; 2.0749E+001; 4.0000E+000; 2.0140E+001; 4.0000E+000; 1.9197E+001;
 5.0000E+000; 1.1067E+002; 5.0000E+000; 6.3348E+001; 5.0000E+000; 3.7429E+001; 5.0000E+000; 2.5827E+001; 5.0000E+000; 2.1613E+001; 5.0000E+000; 2.0376E+001; 5.0000E+000; 1.9222E+001;
 6.0000E+000; 1.1831E+002; 6.0000E+000; 7.0379E+001; 6.0000E+000; 4.2433E+001; 6.0000E+000; 2.8580E+001; 6.0000E+000; 2.2797E+001; 6.0000E+000; 2.0780E+001; 6.0000E+000; 1.9254E+001;
 7.0000E+000; 1.2543E+002; 7.0000E+000; 7.6890E+001; 7.0000E+000; 4.7308E+001; 7.0000E+000; 3.1531E+001; 7.0000E+000; 2.4245E+001; 7.0000E+000; 2.1360E+001; 7.0000E+000; 1.9288E+001;
 8.0000E+000; 1.3217E+002; 8.0000E+000; 8.3009E+001; 8.0000E+000; 5.2044E+001; 8.0000E+000; 3.4598E+001; 8.0000E+000; 2.5904E+001; 8.0000E+000; 2.2110E+001; 8.0000E+000; 1.9321E+001;
 9.0000E+000; 1.3857E+002; 9.0000E+000; 8.8813E+001; 9.0000E+000; 5.6646E+001; 9.0000E+000; 3.7728E+001; 9.0000E+000; 2.7726E+001; 9.0000E+000; 2.3014E+001; 9.0000E+000; 1.9353E+001;
