Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.9785E-002; 0.0000E+000; 9.8954E-002; 0.0000E+000; 9.8488E-002; 0.0000E+000; 9.8230E-002; 0.0000E+000; 9.8098E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.8262E-002; 1.0000E+000; 9.8740E-002; 1.0000E+000; 9.8482E-002; 1.0000E+000; 9.8229E-002; 1.0000E+000; 9.8098E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 8.1622E-002; 2.0000E+000; 9.6459E-002; 2.0000E+000; 9.8368E-002; 2.0000E+000; 9.8220E-002; 2.0000E+000; 9.8098E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.5931E-002; 3.0000E+000; 8.8464E-002; 3.0000E+000; 9.7771E-002; 3.0000E+000; 9.8154E-002; 3.0000E+000; 9.8089E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1409E-001; 4.0000E+000; 8.0492E-002; 4.0000E+000; 9.5423E-002; 4.0000E+000; 9.7927E-002; 4.0000E+000; 9.8053E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.3293E-001; 5.0000E+000; 7.5746E-002; 5.0000E+000; 9.0301E-002; 5.0000E+000; 9.7257E-002; 5.0000E+000; 9.7953E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.5248E-001; 6.0000E+000; 7.4082E-002; 6.0000E+000; 8.2605E-002; 6.0000E+000; 9.5651E-002; 6.0000E+000; 9.7718E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.7321E-001; 7.0000E+000; 7.4791E-002; 7.0000E+000; 7.3791E-002; 7.0000E+000; 9.2493E-002; 7.0000E+000; 9.7203E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.9555E-001; 8.0000E+000; 7.7354E-002; 8.0000E+000; 6.5762E-002; 8.0000E+000; 8.7216E-002; 8.0000E+000; 9.6174E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.2019E-001; 9.0000E+000; 8.1476E-002; 9.0000E+000; 5.9699E-002; 9.0000E+000; 7.9650E-002; 9.0000E+000; 9.4287E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.4808E-001; 1.0000E+001; 8.7109E-002; 1.0000E+001; 5.5838E-002; 1.0000E+001; 7.0494E-002; 1.0000E+001; 9.1102E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.7992E-001; 1.1000E+001; 9.4349E-002; 1.1000E+001; 5.3980E-002; 1.1000E+001; 6.1321E-002; 1.1000E+001; 8.6148E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 3.1640E-001; 1.2000E+001; 1.0335E-001; 1.2000E+001; 5.3828E-002; 1.2000E+001; 5.3660E-002; 1.2000E+001; 7.9163E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 3.5851E-001; 1.3000E+001; 1.1435E-001; 1.3000E+001; 5.5143E-002; 1.3000E+001; 4.8155E-002; 1.3000E+001; 7.0506E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 4.0725E-001; 1.4000E+001; 1.2787E-001; 1.4000E+001; 5.7838E-002; 1.4000E+001; 4.4735E-002; 1.4000E+001; 6.1381E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 4.6293E-001; 1.5000E+001; 1.4425E-001; 1.5000E+001; 6.1896E-002; 1.5000E+001; 4.3077E-002; 1.5000E+001; 5.3286E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 5.2585E-001; 1.6000E+001; 1.6394E-001; 1.6000E+001; 6.7345E-002; 1.6000E+001; 4.2849E-002; 1.6000E+001; 4.7101E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 5.9580E-001; 1.7000E+001; 1.8753E-001; 1.7000E+001; 7.4286E-002; 1.7000E+001; 4.3812E-002; 1.7000E+001; 4.2913E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 6.7126E-001; 1.8000E+001; 2.1625E-001; 1.8000E+001; 8.2984E-002; 1.8000E+001; 4.5848E-002; 1.8000E+001; 4.0435E-002; 1.8000E+001; 1.0132E-001;
 1.9000E+001; 1.0132E-001; 1.9000E+001; 7.5139E-001; 1.9000E+001; 2.5095E-001; 1.9000E+001; 9.3765E-002; 1.9000E+001; 4.8946E-002; 1.9000E+001; 3.9344E-002; 1.9000E+001; 1.0132E-001;
 2.0000E+001; 1.0132E-001; 2.0000E+001; 8.3420E-001; 2.0000E+001; 2.9251E-001; 2.0000E+001; 1.0697E-001; 2.0000E+001; 5.3135E-002; 2.0000E+001; 3.9386E-002; 2.0000E+001; 1.0132E-001;
 2.1000E+001; 1.0132E-001; 2.1000E+001; 9.1679E-001; 2.1000E+001; 3.4150E-001; 2.1000E+001; 1.2301E-001; 2.1000E+001; 5.8484E-002; 2.1000E+001; 4.0384E-002; 2.1000E+001; 1.0132E-001;
 2.2000E+001; 1.0132E-001; 2.2000E+001; 9.9532E-001; 2.2000E+001; 3.9762E-001; 2.2000E+001; 1.4232E-001; 2.2000E+001; 6.5100E-002; 2.2000E+001; 4.2235E-002; 2.2000E+001; 1.0132E-001;
 2.3000E+001; 1.0132E-001; 2.3000E+001; 1.0653E+000; 2.3000E+001; 4.5884E-001; 2.3000E+001; 1.6552E-001; 2.3000E+001; 7.3155E-002; 2.3000E+001; 4.4894E-002; 2.3000E+001; 1.0132E-001;
 2.4000E+001; 1.0132E-001; 2.4000E+001; 1.1244E+000; 2.4000E+001; 5.2101E-001; 2.4000E+001; 1.9262E-001; 2.4000E+001; 8.2803E-002; 2.4000E+001; 4.8357E-002; 2.4000E+001; 1.0132E-001;
 2.5000E+001; 1.0132E-001; 2.5000E+001; 1.1723E+000; 2.5000E+001; 5.7992E-001; 2.5000E+001; 2.2311E-001; 2.5000E+001; 9.4100E-002; 2.5000E+001; 5.2614E-002; 2.5000E+001; 1.0132E-001;
 2.6000E+001; 1.0132E-001; 2.6000E+001; 1.2109E+000; 2.6000E+001; 6.3280E-001; 2.6000E+001; 2.5590E-001; 2.6000E+001; 1.0701E-001; 2.6000E+001; 5.7646E-002; 2.6000E+001; 1.0132E-001;
 2.7000E+001; 1.0132E-001; 2.7000E+001; 1.2423E+000; 2.7000E+001; 6.7855E-001; 2.7000E+001; 2.8968E-001; 2.7000E+001; 1.2138E-001; 2.7000E+001; 6.3423E-002; 2.7000E+001; 1.0132E-001;
 2.8000E+001; 1.0132E-001; 2.8000E+001; 1.2684E+000; 2.8000E+001; 7.1635E-001; 2.8000E+001; 3.2402E-001; 2.8000E+001; 1.3711E-001; 2.8000E+001; 6.9915E-002; 2.8000E+001; 1.0132E-001;
 2.9000E+001; 1.0132E-001; 2.9000E+001; 1.2905E+000; 2.9000E+001; 7.4786E-001; 2.9000E+001; 3.5727E-001; 2.9000E+001; 1.5396E-001; 2.9000E+001; 7.7107E-002; 2.9000E+001; 1.0132E-001;
 3.0000E+001; 1.0132E-001; 3.0000E+001; 1.3106E+000; 3.0000E+001; 7.7479E-001; 3.0000E+001; 3.8841E-001; 3.0000E+001; 1.7152E-001; 3.0000E+001; 8.4942E-002; 3.0000E+001; 1.0132E-001;
 3.1000E+001; 1.0132E-001; 3.1000E+001; 1.3292E+000; 3.1000E+001; 7.9898E-001; 3.1000E+001; 4.1718E-001; 3.1000E+001; 1.8932E-001; 3.1000E+001; 9.3321E-002; 3.1000E+001; 1.0132E-001;
 3.2000E+001; 1.0132E-001; 3.2000E+001; 1.3454E+000; 3.2000E+001; 8.2119E-001; 3.2000E+001; 4.4373E-001; 3.2000E+001; 2.0700E-001; 3.2000E+001; 1.0213E-001; 3.2000E+001; 1.0132E-001;
 3.3000E+001; 1.0132E-001; 3.3000E+001; 1.3585E+000; 3.3000E+001; 8.4193E-001; 3.3000E+001; 4.6831E-001; 3.3000E+001; 2.2437E-001; 3.3000E+001; 1.1125E-001; 3.3000E+001; 1.0132E-001;
 3.4000E+001; 1.0132E-001; 3.4000E+001; 1.3678E+000; 3.4000E+001; 8.6147E-001; 3.4000E+001; 4.9114E-001; 3.4000E+001; 2.4158E-001; 3.4000E+001; 1.2064E-001; 3.4000E+001; 1.0132E-001;
 3.5000E+001; 1.0132E-001; 3.5000E+001; 1.3722E+000; 3.5000E+001; 8.8061E-001; 3.5000E+001; 5.1252E-001; 3.5000E+001; 2.5844E-001; 3.5000E+001; 1.3024E-001; 3.5000E+001; 1.0132E-001;
 3.6000E+001; 1.0132E-001; 3.6000E+001; 1.3707E+000; 3.6000E+001; 8.9996E-001; 3.6000E+001; 5.3291E-001; 3.6000E+001; 2.7484E-001; 3.6000E+001; 1.3999E-001; 3.6000E+001; 1.0132E-001;
 3.7000E+001; 1.0132E-001; 3.7000E+001; 1.3630E+000; 3.7000E+001; 9.1980E-001; 3.7000E+001; 5.5270E-001; 3.7000E+001; 2.9078E-001; 3.7000E+001; 1.4981E-001; 3.7000E+001; 1.0132E-001;
 3.8000E+001; 1.0132E-001; 3.8000E+001; 1.3494E+000; 3.8000E+001; 9.4008E-001; 3.8000E+001; 5.7211E-001; 3.8000E+001; 3.0636E-001; 3.8000E+001; 1.5966E-001; 3.8000E+001; 1.0132E-001;
 3.9000E+001; 1.0132E-001; 3.9000E+001; 1.3337E+000; 3.9000E+001; 9.6102E-001; 3.9000E+001; 5.9108E-001; 3.9000E+001; 3.2179E-001; 3.9000E+001; 1.6952E-001; 3.9000E+001; 1.0132E-001;
 4.0000E+001; 1.0132E-001; 4.0000E+001; 1.3212E+000; 4.0000E+001; 9.8494E-001; 4.0000E+001; 6.1004E-001; 4.0000E+001; 3.3768E-001; 4.0000E+001; 1.7950E-001; 4.0000E+001; 1.0132E-001;
 4.1000E+001; 1.0132E-001; 4.1000E+001; 1.3078E+000; 4.1000E+001; 1.0105E+000; 4.1000E+001; 6.3011E-001; 4.1000E+001; 3.5412E-001; 4.1000E+001; 1.8975E-001; 4.1000E+001; 1.0132E-001;
 4.2000E+001; 1.0132E-001; 4.2000E+001; 1.2934E+000; 4.2000E+001; 1.0362E+000; 4.2000E+001; 6.5088E-001; 4.2000E+001; 3.7127E-001; 4.2000E+001; 2.0038E-001; 4.2000E+001; 1.0132E-001;
 4.3000E+001; 1.0132E-001; 4.3000E+001; 1.2781E+000; 4.3000E+001; 1.0617E+000; 4.3000E+001; 6.7177E-001; 4.3000E+001; 3.8906E-001; 4.3000E+001; 2.1147E-001; 4.3000E+001; 1.0132E-001;
 4.4000E+001; 1.0132E-001; 4.4000E+001; 1.2621E+000; 4.4000E+001; 1.0868E+000; 4.4000E+001; 6.9239E-001; 4.4000E+001; 4.0724E-001; 4.4000E+001; 2.2304E-001; 4.4000E+001; 1.0132E-001;
 4.5000E+001; 1.0132E-001; 4.5000E+001; 1.2458E+000; 4.5000E+001; 1.1114E+000; 4.5000E+001; 7.1255E-001; 4.5000E+001; 4.2560E-001; 4.5000E+001; 2.3503E-001; 4.5000E+001; 1.0132E-001;
 4.6000E+001; 1.0132E-001; 4.6000E+001; 1.2295E+000; 4.6000E+001; 1.1356E+000; 4.6000E+001; 7.3205E-001; 4.6000E+001; 4.4396E-001; 4.6000E+001; 2.4744E-001; 4.6000E+001; 1.0132E-001;
 4.7000E+001; 1.0132E-001; 4.7000E+001; 1.2134E+000; 4.7000E+001; 1.1595E+000; 4.7000E+001; 7.5074E-001; 4.7000E+001; 4.6212E-001; 4.7000E+001; 2.6034E-001; 4.7000E+001; 1.0132E-001;
 4.8000E+001; 1.0132E-001; 4.8000E+001; 1.1978E+000; 4.8000E+001; 1.1829E+000; 4.8000E+001; 7.6880E-001; 4.8000E+001; 4.7997E-001; 4.8000E+001; 2.7354E-001; 4.8000E+001; 1.0132E-001;
 4.9000E+001; 1.0132E-001; 4.9000E+001; 1.1829E+000; 4.9000E+001; 1.2058E+000; 4.9000E+001; 7.8631E-001; 4.9000E+001; 4.9745E-001; 4.9000E+001; 2.8688E-001; 4.9000E+001; 1.0132E-001;
 5.0000E+001; 1.0132E-001; 5.0000E+001; 1.1685E+000; 5.0000E+001; 1.2281E+000; 5.0000E+001; 8.0335E-001; 5.0000E+001; 5.1454E-001; 5.0000E+001; 3.0027E-001; 5.0000E+001; 1.0132E-001;
 5.1000E+001; 1.0132E-001; 5.1000E+001; 1.1547E+000; 5.1000E+001; 1.2496E+000; 5.1000E+001; 8.1995E-001; 5.1000E+001; 5.3120E-001; 5.1000E+001; 3.1361E-001; 5.1000E+001; 1.0132E-001;
 5.2000E+001; 1.0132E-001; 5.2000E+001; 1.1414E+000; 5.2000E+001; 1.2700E+000; 5.2000E+001; 8.3612E-001; 5.2000E+001; 5.4740E-001; 5.2000E+001; 3.2683E-001; 5.2000E+001; 1.0132E-001;
 5.3000E+001; 1.0132E-001; 5.3000E+001; 1.1297E+000; 5.3000E+001; 1.2900E+000; 5.3000E+001; 8.5206E-001; 5.3000E+001; 5.6282E-001; 5.3000E+001; 3.4019E-001; 5.3000E+001; 1.0132E-001;
 5.4000E+001; 1.0132E-001; 5.4000E+001; 1.1193E+000; 5.4000E+001; 1.3097E+000; 5.4000E+001; 8.6837E-001; 5.4000E+001; 5.7777E-001; 5.4000E+001; 3.5367E-001; 5.4000E+001; 1.0132E-001;
 5.5000E+001; 1.0132E-001; 5.5000E+001; 1.1094E+000; 5.5000E+001; 1.3279E+000; 5.5000E+001; 8.8494E-001; 5.5000E+001; 5.9265E-001; 5.5000E+001; 3.6716E-001; 5.5000E+001; 1.0132E-001;
 5.6000E+001; 1.0132E-001; 5.6000E+001; 1.1001E+000; 5.6000E+001; 1.3442E+000; 5.6000E+001; 9.0158E-001; 5.6000E+001; 6.0749E-001; 5.6000E+001; 3.8070E-001; 5.6000E+001; 1.0132E-001;
 5.7000E+001; 1.0132E-001; 5.7000E+001; 1.0913E+000; 5.7000E+001; 1.3581E+000; 5.7000E+001; 9.1818E-001; 5.7000E+001; 6.2221E-001; 5.7000E+001; 3.9427E-001; 5.7000E+001; 1.0132E-001;
 5.8000E+001; 1.0132E-001; 5.8000E+001; 1.0829E+000; 5.8000E+001; 1.3694E+000; 5.8000E+001; 9.3469E-001; 5.8000E+001; 6.3672E-001; 5.8000E+001; 4.0783E-001; 5.8000E+001; 1.0132E-001;
 5.9000E+001; 1.0132E-001; 5.9000E+001; 1.0751E+000; 5.9000E+001; 1.3778E+000; 5.9000E+001; 9.5109E-001; 5.9000E+001; 6.5098E-001; 5.9000E+001; 4.2132E-001; 5.9000E+001; 1.0132E-001;
 6.0000E+001; 1.0132E-001; 6.0000E+001; 1.0677E+000; 6.0000E+001; 1.3832E+000; 6.0000E+001; 9.6741E-001; 6.0000E+001; 6.6492E-001; 6.0000E+001; 4.3468E-001; 6.0000E+001; 1.0132E-001;
 6.1000E+001; 1.0132E-001; 6.1000E+001; 1.0607E+000; 6.1000E+001; 1.3858E+000; 6.1000E+001; 9.8362E-001; 6.1000E+001; 6.7835E-001; 6.1000E+001; 4.4787E-001; 6.1000E+001; 1.0132E-001;
 6.2000E+001; 1.0132E-001; 6.2000E+001; 1.0542E+000; 6.2000E+001; 1.3858E+000; 6.2000E+001; 9.9970E-001; 6.2000E+001; 6.9134E-001; 6.2000E+001; 4.6080E-001; 6.2000E+001; 1.0132E-001;
 6.3000E+001; 1.0132E-001; 6.3000E+001; 1.0479E+000; 6.3000E+001; 1.3835E+000; 6.3000E+001; 1.0157E+000; 6.3000E+001; 7.0396E-001; 6.3000E+001; 4.7345E-001; 6.3000E+001; 1.0132E-001;
 6.4000E+001; 1.0132E-001; 6.4000E+001; 1.0419E+000; 6.4000E+001; 1.3792E+000; 6.4000E+001; 1.0316E+000; 6.4000E+001; 7.1621E-001; 6.4000E+001; 4.8580E-001; 6.4000E+001; 1.0132E-001;
 6.5000E+001; 1.0132E-001; 6.5000E+001; 1.0361E+000; 6.5000E+001; 1.3734E+000; 6.5000E+001; 1.0475E+000; 6.5000E+001; 7.2811E-001; 6.5000E+001; 4.9781E-001; 6.5000E+001; 1.0132E-001;
 6.6000E+001; 1.0132E-001; 6.6000E+001; 1.0287E+000; 6.6000E+001; 1.3675E+000; 6.6000E+001; 1.0636E+000; 6.6000E+001; 7.3975E-001; 6.6000E+001; 5.0949E-001; 6.6000E+001; 1.0132E-001;
