Time(min)   ;HR_00mm     ;Time(min)   ;HR_10mm     ;Time(min)   ;HR_20mm     ;Time(min)   ;HR_30mm     ;Time(min)   ;HR_40mm     ;Time(min)   ;HR_50mm     ;Time(min)   ;HR_120mm    ;
 0.0000E+000; 4.9893E-001; 0.0000E+000; 4.9360E-001; 0.0000E+000; 4.8949E-001; 0.0000E+000; 4.8643E-001; 0.0000E+000; 4.8430E-001; 0.0000E+000; 4.8305E-001; 0.0000E+000; 4.9893E-001;
 1.0000E+000; 2.2401E-001; 1.0000E+000; 4.7229E-001; 1.0000E+000; 4.8766E-001; 1.0000E+000; 4.8627E-001; 1.0000E+000; 4.8429E-001; 1.0000E+000; 4.8305E-001; 1.0000E+000; 4.4273E-001;
 2.0000E+000; 1.0973E-001; 2.0000E+000; 4.7330E-001; 2.0000E+000; 4.9133E-001; 2.0000E+000; 4.8679E-001; 2.0000E+000; 4.8433E-001; 2.0000E+000; 4.8305E-001; 2.0000E+000; 4.0173E-001;
 3.0000E+000; 7.6848E-002; 3.0000E+000; 4.9689E-001; 3.0000E+000; 4.9956E-001; 3.0000E+000; 4.8883E-001; 3.0000E+000; 4.8467E-001; 3.0000E+000; 4.8309E-001; 3.0000E+000; 3.7037E-001;
 4.0000E+000; 5.7071E-002; 4.0000E+000; 5.2449E-001; 4.0000E+000; 5.0923E-001; 4.0000E+000; 4.9218E-001; 4.0000E+000; 4.8556E-001; 4.0000E+000; 4.8327E-001; 4.0000E+000; 3.4651E-001;
 5.0000E+000; 4.2588E-002; 5.0000E+000; 5.5018E-001; 5.0000E+000; 5.1901E-001; 5.0000E+000; 4.9643E-001; 5.0000E+000; 4.8705E-001; 5.0000E+000; 4.8367E-001; 5.0000E+000; 3.2831E-001;
 6.0000E+000; 3.1890E-002; 6.0000E+000; 5.7314E-001; 6.0000E+000; 5.2847E-001; 6.0000E+000; 5.0127E-001; 6.0000E+000; 4.8909E-001; 6.0000E+000; 4.8436E-001; 6.0000E+000; 3.1435E-001;
 7.0000E+000; 2.4044E-002; 7.0000E+000; 5.9359E-001; 7.0000E+000; 5.3748E-001; 7.0000E+000; 5.0648E-001; 7.0000E+000; 4.9159E-001; 7.0000E+000; 4.8536E-001; 7.0000E+000; 3.0356E-001;
 8.0000E+000; 1.8299E-002; 8.0000E+000; 6.1189E-001; 8.0000E+000; 5.4605E-001; 8.0000E+000; 5.1191E-001; 8.0000E+000; 4.9447E-001; 8.0000E+000; 4.8665E-001; 8.0000E+000; 2.9514E-001;
 9.0000E+000; 1.4157E-002; 9.0000E+000; 6.2911E-001; 9.0000E+000; 5.5426E-001; 9.0000E+000; 5.1743E-001; 9.0000E+000; 4.9766E-001; 9.0000E+000; 4.8821E-001; 9.0000E+000; 2.8851E-001;
