Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 1.0122E-001; 0.0000E+000; 1.0115E-001; 0.0000E+000; 1.0111E-001; 0.0000E+000; 1.0109E-001; 0.0000E+000; 1.0108E-001; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 9.2499E-002; 1.0000E+000; 1.0099E-001; 1.0000E+000; 1.0111E-001; 1.0000E+000; 1.0109E-001; 1.0000E+000; 1.0108E-001; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 9.3180E-002; 2.0000E+000; 9.7783E-002; 2.0000E+000; 1.0082E-001; 2.0000E+000; 1.0107E-001; 2.0000E+000; 1.0108E-001; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 1.0588E-001; 3.0000E+000; 9.3503E-002; 3.0000E+000; 9.9529E-002; 3.0000E+000; 1.0088E-001; 3.0000E+000; 1.0105E-001; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.2377E-001; 4.0000E+000; 9.0444E-002; 4.0000E+000; 9.7156E-002; 4.0000E+000; 1.0028E-001; 4.0000E+000; 1.0094E-001; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.4584E-001; 5.0000E+000; 8.9798E-002; 5.0000E+000; 9.4007E-002; 5.0000E+000; 9.9132E-002; 5.0000E+000; 1.0064E-001; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.7116E-001; 6.0000E+000; 9.2107E-002; 6.0000E+000; 9.0610E-002; 6.0000E+000; 9.7391E-002; 6.0000E+000; 1.0008E-001; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.9989E-001; 7.0000E+000; 9.7361E-002; 7.0000E+000; 8.7617E-002; 7.0000E+000; 9.5118E-002; 7.0000E+000; 9.9181E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 2.3221E-001; 8.0000E+000; 1.0553E-001; 8.0000E+000; 8.5669E-002; 8.0000E+000; 9.2483E-002; 8.0000E+000; 9.7923E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.6917E-001; 9.0000E+000; 1.1679E-001; 9.0000E+000; 8.5316E-002; 9.0000E+000; 8.9752E-002; 9.0000E+000; 9.6324E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 3.0957E-001; 1.0000E+001; 1.3126E-001; 1.0000E+001; 8.6985E-002; 1.0000E+001; 8.7294E-002; 1.0000E+001; 9.4451E-002; 1.0000E+001; 1.0132E-001;
