Time(min)   ;HYD_00mm    ;Time(min)   ;HYD_10mm    ;Time(min)   ;HYD_20mm    ;Time(min)   ;HYD_30mm    ;Time(min)   ;HYD_40mm    ;Time(min)   ;HYD_50mm    ;Time(min)   ;HYD_120mm   ;
 2.2000E+001; 8.9339E-001; 2.2000E+001; 8.7830E-001; 2.2000E+001; 8.6151E-001; 2.2000E+001; 8.5135E-001; 2.2000E+001; 8.4436E-001; 2.2000E+001; 8.4022E-001; 2.2000E+001; 8.9326E-001;
 2.3000E+001; 8.9341E-001; 2.3000E+001; 8.7883E-001; 2.3000E+001; 8.6163E-001; 2.3000E+001; 8.5137E-001; 2.3000E+001; 8.4436E-001; 2.3000E+001; 8.4022E-001; 2.3000E+001; 8.9326E-001;
 2.4000E+001; 8.9343E-001; 2.4000E+001; 8.7930E-001; 2.4000E+001; 8.6176E-001; 2.4000E+001; 8.5139E-001; 2.4000E+001; 8.4437E-001; 2.4000E+001; 8.4023E-001; 2.4000E+001; 8.9326E-001;
 2.5000E+001; 8.9345E-001; 2.5000E+001; 8.7972E-001; 2.5000E+001; 8.6193E-001; 2.5000E+001; 8.5142E-001; 2.5000E+001; 8.4438E-001; 2.5000E+001; 8.4023E-001; 2.5000E+001; 8.9326E-001;
 2.6000E+001; 8.9347E-001; 2.6000E+001; 8.8006E-001; 2.6000E+001; 8.6213E-001; 2.6000E+001; 8.5146E-001; 2.6000E+001; 8.4439E-001; 2.6000E+001; 8.4023E-001; 2.6000E+001; 8.9326E-001;
 2.7000E+001; 8.9349E-001; 2.7000E+001; 8.8034E-001; 2.7000E+001; 8.6237E-001; 2.7000E+001; 8.5150E-001; 2.7000E+001; 8.4440E-001; 2.7000E+001; 8.4023E-001; 2.7000E+001; 8.9326E-001;
 2.8000E+001; 8.9352E-001; 2.8000E+001; 8.8057E-001; 2.8000E+001; 8.6266E-001; 2.8000E+001; 8.5154E-001; 2.8000E+001; 8.4441E-001; 2.8000E+001; 8.4024E-001; 2.8000E+001; 8.9326E-001;
 2.9000E+001; 8.9354E-001; 2.9000E+001; 8.8075E-001; 2.9000E+001; 8.6301E-001; 2.9000E+001; 8.5160E-001; 2.9000E+001; 8.4442E-001; 2.9000E+001; 8.4024E-001; 2.9000E+001; 8.9326E-001;
 3.0000E+001; 8.9357E-001; 3.0000E+001; 8.8089E-001; 3.0000E+001; 8.6343E-001; 3.0000E+001; 8.5166E-001; 3.0000E+001; 8.4444E-001; 3.0000E+001; 8.4025E-001; 3.0000E+001; 8.9326E-001;
 3.1000E+001; 8.9359E-001; 3.1000E+001; 8.8101E-001; 3.1000E+001; 8.6392E-001; 3.1000E+001; 8.5173E-001; 3.1000E+001; 8.4445E-001; 3.1000E+001; 8.4025E-001; 3.1000E+001; 8.9326E-001;
 3.2000E+001; 8.9362E-001; 3.2000E+001; 8.8111E-001; 3.2000E+001; 8.6449E-001; 3.2000E+001; 8.5182E-001; 3.2000E+001; 8.4447E-001; 3.2000E+001; 8.4026E-001; 3.2000E+001; 8.9326E-001;
 3.3000E+001; 8.9365E-001; 3.3000E+001; 8.8119E-001; 3.3000E+001; 8.6515E-001; 3.3000E+001; 8.5191E-001; 3.3000E+001; 8.4450E-001; 3.3000E+001; 8.4027E-001; 3.3000E+001; 8.9326E-001;
 3.4000E+001; 8.9369E-001; 3.4000E+001; 8.8127E-001; 3.4000E+001; 8.6589E-001; 3.4000E+001; 8.5202E-001; 3.4000E+001; 8.4452E-001; 3.4000E+001; 8.4028E-001; 3.4000E+001; 8.9326E-001;
 3.5000E+001; 8.9372E-001; 3.5000E+001; 8.8133E-001; 3.5000E+001; 8.6673E-001; 3.5000E+001; 8.5214E-001; 3.5000E+001; 8.4455E-001; 3.5000E+001; 8.4028E-001; 3.5000E+001; 8.9326E-001;
 3.6000E+001; 8.9376E-001; 3.6000E+001; 8.8139E-001; 3.6000E+001; 8.6764E-001; 3.6000E+001; 8.5229E-001; 3.6000E+001; 8.4459E-001; 3.6000E+001; 8.4029E-001; 3.6000E+001; 8.9326E-001;
 3.7000E+001; 8.9379E-001; 3.7000E+001; 8.8144E-001; 3.7000E+001; 8.6863E-001; 3.7000E+001; 8.5245E-001; 3.7000E+001; 8.4462E-001; 3.7000E+001; 8.4031E-001; 3.7000E+001; 8.9326E-001;
 3.8000E+001; 8.9383E-001; 3.8000E+001; 8.8150E-001; 3.8000E+001; 8.6969E-001; 3.8000E+001; 8.5263E-001; 3.8000E+001; 8.4466E-001; 3.8000E+001; 8.4032E-001; 3.8000E+001; 8.9326E-001;
 3.9000E+001; 8.9387E-001; 3.9000E+001; 8.8154E-001; 3.9000E+001; 8.7079E-001; 3.9000E+001; 8.5284E-001; 3.9000E+001; 8.4471E-001; 3.9000E+001; 8.4033E-001; 3.9000E+001; 8.9326E-001;
 4.0000E+001; 8.9391E-001; 4.0000E+001; 8.8159E-001; 4.0000E+001; 8.7192E-001; 4.0000E+001; 8.5308E-001; 4.0000E+001; 8.4476E-001; 4.0000E+001; 8.4035E-001; 4.0000E+001; 8.9326E-001;
 4.1000E+001; 8.9395E-001; 4.1000E+001; 8.8164E-001; 4.1000E+001; 8.7305E-001; 4.1000E+001; 8.5335E-001; 4.1000E+001; 8.4482E-001; 4.1000E+001; 8.4036E-001; 4.1000E+001; 8.9326E-001;
 4.2000E+001; 8.9400E-001; 4.2000E+001; 8.8168E-001; 4.2000E+001; 8.7415E-001; 4.2000E+001; 8.5366E-001; 4.2000E+001; 8.4489E-001; 4.2000E+001; 8.4038E-001; 4.2000E+001; 8.9326E-001;
 4.3000E+001; 8.9404E-001; 4.3000E+001; 8.8173E-001; 4.3000E+001; 8.7522E-001; 4.3000E+001; 8.5402E-001; 4.3000E+001; 8.4496E-001; 4.3000E+001; 8.4040E-001; 4.3000E+001; 8.9326E-001;
 4.4000E+001; 8.9409E-001; 4.4000E+001; 8.8177E-001; 4.4000E+001; 8.7623E-001; 4.4000E+001; 8.5441E-001; 4.4000E+001; 8.4504E-001; 4.4000E+001; 8.4043E-001; 4.4000E+001; 8.9326E-001;
 4.5000E+001; 8.9414E-001; 4.5000E+001; 8.8182E-001; 4.5000E+001; 8.7716E-001; 4.5000E+001; 8.5486E-001; 4.5000E+001; 8.4513E-001; 4.5000E+001; 8.4045E-001; 4.5000E+001; 8.9326E-001;
 4.6000E+001; 8.9419E-001; 4.6000E+001; 8.8186E-001; 4.6000E+001; 8.7801E-001; 4.6000E+001; 8.5537E-001; 4.6000E+001; 8.4523E-001; 4.6000E+001; 8.4048E-001; 4.6000E+001; 8.9326E-001;
 4.7000E+001; 8.9424E-001; 4.7000E+001; 8.8190E-001; 4.7000E+001; 8.7876E-001; 4.7000E+001; 8.5594E-001; 4.7000E+001; 8.4534E-001; 4.7000E+001; 8.4051E-001; 4.7000E+001; 8.9326E-001;
 4.8000E+001; 8.9429E-001; 4.8000E+001; 8.8195E-001; 4.8000E+001; 8.7942E-001; 4.8000E+001; 8.5657E-001; 4.8000E+001; 8.4547E-001; 4.8000E+001; 8.4055E-001; 4.8000E+001; 8.9326E-001;
 4.9000E+001; 8.9435E-001; 4.9000E+001; 8.8200E-001; 4.9000E+001; 8.8000E-001; 4.9000E+001; 8.5726E-001; 4.9000E+001; 8.4560E-001; 4.9000E+001; 8.4058E-001; 4.9000E+001; 8.9326E-001;
 5.0000E+001; 8.9441E-001; 5.0000E+001; 8.8204E-001; 5.0000E+001; 8.8049E-001; 5.0000E+001; 8.5803E-001; 5.0000E+001; 8.4575E-001; 5.0000E+001; 8.4062E-001; 5.0000E+001; 8.9326E-001;
 5.1000E+001; 8.9446E-001; 5.1000E+001; 8.8209E-001; 5.1000E+001; 8.8091E-001; 5.1000E+001; 8.5888E-001; 5.1000E+001; 8.4591E-001; 5.1000E+001; 8.4067E-001; 5.1000E+001; 8.9326E-001;
 5.2000E+001; 8.9452E-001; 5.2000E+001; 8.8213E-001; 5.2000E+001; 8.8127E-001; 5.2000E+001; 8.5979E-001; 5.2000E+001; 8.4610E-001; 5.2000E+001; 8.4072E-001; 5.2000E+001; 8.9326E-001;
 5.3000E+001; 8.9459E-001; 5.3000E+001; 8.8218E-001; 5.3000E+001; 8.8158E-001; 5.3000E+001; 8.6079E-001; 5.3000E+001; 8.4630E-001; 5.3000E+001; 8.4077E-001; 5.3000E+001; 8.9326E-001;
 5.4000E+001; 8.9465E-001; 5.4000E+001; 8.8223E-001; 5.4000E+001; 8.8185E-001; 5.4000E+001; 8.6185E-001; 5.4000E+001; 8.4652E-001; 5.4000E+001; 8.4083E-001; 5.4000E+001; 8.9326E-001;
 5.5000E+001; 8.9471E-001; 5.5000E+001; 8.8228E-001; 5.5000E+001; 8.8208E-001; 5.5000E+001; 8.6299E-001; 5.5000E+001; 8.4676E-001; 5.5000E+001; 8.4089E-001; 5.5000E+001; 8.9326E-001;
 5.6000E+001; 8.9478E-001; 5.6000E+001; 8.8233E-001; 5.6000E+001; 8.8228E-001; 5.6000E+001; 8.6420E-001; 5.6000E+001; 8.4703E-001; 5.6000E+001; 8.4096E-001; 5.6000E+001; 8.9326E-001;
 5.7000E+001; 8.9485E-001; 5.7000E+001; 8.8237E-001; 5.7000E+001; 8.8246E-001; 5.7000E+001; 8.6547E-001; 5.7000E+001; 8.4733E-001; 5.7000E+001; 8.4104E-001; 5.7000E+001; 8.9326E-001;
 5.8000E+001; 8.9492E-001; 5.8000E+001; 8.8243E-001; 5.8000E+001; 8.8262E-001; 5.8000E+001; 8.6681E-001; 5.8000E+001; 8.4766E-001; 5.8000E+001; 8.4112E-001; 5.8000E+001; 8.9326E-001;
 5.9000E+001; 8.9499E-001; 5.9000E+001; 8.8248E-001; 5.9000E+001; 8.8277E-001; 5.9000E+001; 8.6819E-001; 5.9000E+001; 8.4802E-001; 5.9000E+001; 8.4121E-001; 5.9000E+001; 8.9326E-001;
 6.0000E+001; 8.9506E-001; 6.0000E+001; 8.8253E-001; 6.0000E+001; 8.8290E-001; 6.0000E+001; 8.6961E-001; 6.0000E+001; 8.4842E-001; 6.0000E+001; 8.4131E-001; 6.0000E+001; 8.9326E-001;
 6.1000E+001; 8.9513E-001; 6.1000E+001; 8.8258E-001; 6.1000E+001; 8.8302E-001; 6.1000E+001; 8.7107E-001; 6.1000E+001; 8.4885E-001; 6.1000E+001; 8.4142E-001; 6.1000E+001; 8.9326E-001;
 6.2000E+001; 8.9521E-001; 6.2000E+001; 8.8264E-001; 6.2000E+001; 8.8313E-001; 6.2000E+001; 8.7254E-001; 6.2000E+001; 8.4932E-001; 6.2000E+001; 8.4153E-001; 6.2000E+001; 8.9326E-001;
 6.3000E+001; 8.9529E-001; 6.3000E+001; 8.8269E-001; 6.3000E+001; 8.8324E-001; 6.3000E+001; 8.7402E-001; 6.3000E+001; 8.4984E-001; 6.3000E+001; 8.4166E-001; 6.3000E+001; 8.9326E-001;
 6.4000E+001; 8.9537E-001; 6.4000E+001; 8.8275E-001; 6.4000E+001; 8.8334E-001; 6.4000E+001; 8.7548E-001; 6.4000E+001; 8.5041E-001; 6.4000E+001; 8.4179E-001; 6.4000E+001; 8.9326E-001;
 6.5000E+001; 8.9545E-001; 6.5000E+001; 8.8281E-001; 6.5000E+001; 8.8343E-001; 6.5000E+001; 8.7692E-001; 6.5000E+001; 8.5102E-001; 6.5000E+001; 8.4194E-001; 6.5000E+001; 8.9326E-001;
 6.6000E+001; 8.9553E-001; 6.6000E+001; 8.8286E-001; 6.6000E+001; 8.8352E-001; 6.6000E+001; 8.7832E-001; 6.6000E+001; 8.5169E-001; 6.6000E+001; 8.4210E-001; 6.6000E+001; 8.9326E-001;
 6.7000E+001; 8.9561E-001; 6.7000E+001; 8.8292E-001; 6.7000E+001; 8.8361E-001; 6.7000E+001; 8.7966E-001; 6.7000E+001; 8.5241E-001; 6.7000E+001; 8.4227E-001; 6.7000E+001; 8.9326E-001;
 6.8000E+001; 8.9570E-001; 6.8000E+001; 8.8298E-001; 6.8000E+001; 8.8370E-001; 6.8000E+001; 8.8095E-001; 6.8000E+001; 8.5319E-001; 6.8000E+001; 8.4246E-001; 6.8000E+001; 8.9326E-001;
 6.9000E+001; 8.9578E-001; 6.9000E+001; 8.8304E-001; 6.9000E+001; 8.8378E-001; 6.9000E+001; 8.8215E-001; 6.9000E+001; 8.5402E-001; 6.9000E+001; 8.4266E-001; 6.9000E+001; 8.9326E-001;
 7.0000E+001; 8.9587E-001; 7.0000E+001; 8.8311E-001; 7.0000E+001; 8.8386E-001; 7.0000E+001; 8.8328E-001; 7.0000E+001; 8.5492E-001; 7.0000E+001; 8.4287E-001; 7.0000E+001; 8.9326E-001;
 7.1000E+001; 8.9596E-001; 7.1000E+001; 8.8317E-001; 7.1000E+001; 8.8394E-001; 7.1000E+001; 8.8432E-001; 7.1000E+001; 8.5587E-001; 7.1000E+001; 8.4311E-001; 7.1000E+001; 8.9326E-001;
 7.2000E+001; 8.9605E-001; 7.2000E+001; 8.8323E-001; 7.2000E+001; 8.8402E-001; 7.2000E+001; 8.8527E-001; 7.2000E+001; 8.5689E-001; 7.2000E+001; 8.4337E-001; 7.2000E+001; 8.9326E-001;
 7.3000E+001; 8.9615E-001; 7.3000E+001; 8.8330E-001; 7.3000E+001; 8.8409E-001; 7.3000E+001; 8.8613E-001; 7.3000E+001; 8.5797E-001; 7.3000E+001; 8.4364E-001; 7.3000E+001; 8.9326E-001;
 7.4000E+001; 8.9624E-001; 7.4000E+001; 8.8337E-001; 7.4000E+001; 8.8417E-001; 7.4000E+001; 8.8690E-001; 7.4000E+001; 8.5911E-001; 7.4000E+001; 8.4394E-001; 7.4000E+001; 8.9326E-001;
 7.5000E+001; 8.9634E-001; 7.5000E+001; 8.8343E-001; 7.5000E+001; 8.8424E-001; 7.5000E+001; 8.8759E-001; 7.5000E+001; 8.6031E-001; 7.5000E+001; 8.4426E-001; 7.5000E+001; 8.9326E-001;
 7.6000E+001; 8.9643E-001; 7.6000E+001; 8.8350E-001; 7.6000E+001; 8.8432E-001; 7.6000E+001; 8.8821E-001; 7.6000E+001; 8.6157E-001; 7.6000E+001; 8.4461E-001; 7.6000E+001; 8.9326E-001;
 7.7000E+001; 8.9653E-001; 7.7000E+001; 8.8357E-001; 7.7000E+001; 8.8439E-001; 7.7000E+001; 8.8876E-001; 7.7000E+001; 8.6289E-001; 7.7000E+001; 8.4498E-001; 7.7000E+001; 8.9326E-001;
 7.8000E+001; 8.9663E-001; 7.8000E+001; 8.8365E-001; 7.8000E+001; 8.8446E-001; 7.8000E+001; 8.8924E-001; 7.8000E+001; 8.6426E-001; 7.8000E+001; 8.4539E-001; 7.8000E+001; 8.9326E-001;
 7.9000E+001; 8.9674E-001; 7.9000E+001; 8.8372E-001; 7.9000E+001; 8.8453E-001; 7.9000E+001; 8.8968E-001; 7.9000E+001; 8.6569E-001; 7.9000E+001; 8.4582E-001; 7.9000E+001; 8.9326E-001;
 8.0000E+001; 8.9684E-001; 8.0000E+001; 8.8379E-001; 8.0000E+001; 8.8461E-001; 8.0000E+001; 8.9006E-001; 8.0000E+001; 8.6717E-001; 8.0000E+001; 8.4629E-001; 8.0000E+001; 8.9326E-001;
 8.1000E+001; 8.9695E-001; 8.1000E+001; 8.8387E-001; 8.1000E+001; 8.8468E-001; 8.1000E+001; 8.9041E-001; 8.1000E+001; 8.6869E-001; 8.1000E+001; 8.4679E-001; 8.1000E+001; 8.9326E-001;
 8.2000E+001; 8.9705E-001; 8.2000E+001; 8.8395E-001; 8.2000E+001; 8.8475E-001; 8.2000E+001; 8.9072E-001; 8.2000E+001; 8.7025E-001; 8.2000E+001; 8.4733E-001; 8.2000E+001; 8.9326E-001;
 8.3000E+001; 8.9716E-001; 8.3000E+001; 8.8403E-001; 8.3000E+001; 8.8482E-001; 8.3000E+001; 8.9100E-001; 8.3000E+001; 8.7185E-001; 8.3000E+001; 8.4790E-001; 8.3000E+001; 8.9326E-001;
 8.4000E+001; 8.9727E-001; 8.4000E+001; 8.8410E-001; 8.4000E+001; 8.8489E-001; 8.4000E+001; 8.9126E-001; 8.4000E+001; 8.7348E-001; 8.4000E+001; 8.4852E-001; 8.4000E+001; 8.9326E-001;
 8.5000E+001; 8.9738E-001; 8.5000E+001; 8.8419E-001; 8.5000E+001; 8.8497E-001; 8.5000E+001; 8.9150E-001; 8.5000E+001; 8.7513E-001; 8.5000E+001; 8.4918E-001; 8.5000E+001; 8.9326E-001;
 8.6000E+001; 8.9750E-001; 8.6000E+001; 8.8427E-001; 8.6000E+001; 8.8504E-001; 8.6000E+001; 8.9171E-001; 8.6000E+001; 8.7680E-001; 8.6000E+001; 8.4988E-001; 8.6000E+001; 8.9326E-001;
 8.7000E+001; 8.9761E-001; 8.7000E+001; 8.8435E-001; 8.7000E+001; 8.8511E-001; 8.7000E+001; 8.9191E-001; 8.7000E+001; 8.7847E-001; 8.7000E+001; 8.5063E-001; 8.7000E+001; 8.9326E-001;
 8.8000E+001; 8.9773E-001; 8.8000E+001; 8.8444E-001; 8.8000E+001; 8.8518E-001; 8.8000E+001; 8.9210E-001; 8.8000E+001; 8.8014E-001; 8.8000E+001; 8.5142E-001; 8.8000E+001; 8.9326E-001;
 8.9000E+001; 8.9785E-001; 8.9000E+001; 8.8452E-001; 8.9000E+001; 8.8526E-001; 8.9000E+001; 8.9228E-001; 8.9000E+001; 8.8180E-001; 8.9000E+001; 8.5226E-001; 8.9000E+001; 8.9326E-001;
 9.0000E+001; 8.9797E-001; 9.0000E+001; 8.8461E-001; 9.0000E+001; 8.8533E-001; 9.0000E+001; 8.9244E-001; 9.0000E+001; 8.8344E-001; 9.0000E+001; 8.5315E-001; 9.0000E+001; 8.9326E-001;
 9.1000E+001; 8.9809E-001; 9.1000E+001; 8.8470E-001; 9.1000E+001; 8.8541E-001; 9.1000E+001; 8.9260E-001; 9.1000E+001; 8.8505E-001; 9.1000E+001; 8.5409E-001; 9.1000E+001; 8.9326E-001;
 9.2000E+001; 8.9821E-001; 9.2000E+001; 8.8479E-001; 9.2000E+001; 8.8548E-001; 9.2000E+001; 8.9275E-001; 9.2000E+001; 8.8662E-001; 9.2000E+001; 8.5509E-001; 9.2000E+001; 8.9326E-001;
 9.3000E+001; 8.9833E-001; 9.3000E+001; 8.8489E-001; 9.3000E+001; 8.8556E-001; 9.3000E+001; 8.9290E-001; 9.3000E+001; 8.8814E-001; 9.3000E+001; 8.5613E-001; 9.3000E+001; 8.9326E-001;
 9.4000E+001; 8.9846E-001; 9.4000E+001; 8.8498E-001; 9.4000E+001; 8.8564E-001; 9.4000E+001; 8.9304E-001; 9.4000E+001; 8.8960E-001; 9.4000E+001; 8.5723E-001; 9.4000E+001; 8.9326E-001;
 9.5000E+001; 8.9859E-001; 9.5000E+001; 8.8508E-001; 9.5000E+001; 8.8571E-001; 9.5000E+001; 8.9317E-001; 9.5000E+001; 8.9101E-001; 9.5000E+001; 8.5837E-001; 9.5000E+001; 8.9326E-001;
 9.6000E+001; 8.9872E-001; 9.6000E+001; 8.8518E-001; 9.6000E+001; 8.8579E-001; 9.6000E+001; 8.9330E-001; 9.6000E+001; 8.9234E-001; 9.6000E+001; 8.5957E-001; 9.6000E+001; 8.9326E-001;
 9.7000E+001; 8.9885E-001; 9.7000E+001; 8.8528E-001; 9.7000E+001; 8.8587E-001; 9.7000E+001; 8.9343E-001; 9.7000E+001; 8.9360E-001; 9.7000E+001; 8.6083E-001; 9.7000E+001; 8.9326E-001;
 9.8000E+001; 8.9898E-001; 9.8000E+001; 8.8538E-001; 9.8000E+001; 8.8595E-001; 9.8000E+001; 8.9355E-001; 9.8000E+001; 8.9478E-001; 9.8000E+001; 8.6213E-001; 9.8000E+001; 8.9326E-001;
 9.9000E+001; 8.9911E-001; 9.9000E+001; 8.8548E-001; 9.9000E+001; 8.8603E-001; 9.9000E+001; 8.9367E-001; 9.9000E+001; 8.9589E-001; 9.9000E+001; 8.6348E-001; 9.9000E+001; 8.9326E-001;
 1.0000E+002; 8.9925E-001; 1.0000E+002; 8.8558E-001; 1.0000E+002; 8.8612E-001; 1.0000E+002; 8.9379E-001; 1.0000E+002; 8.9692E-001; 1.0000E+002; 8.6489E-001; 1.0000E+002; 8.9327E-001;
 1.0100E+002; 8.9938E-001; 1.0100E+002; 8.8569E-001; 1.0100E+002; 8.8620E-001; 1.0100E+002; 8.9390E-001; 1.0100E+002; 8.9787E-001; 1.0100E+002; 8.6634E-001; 1.0100E+002; 8.9327E-001;
 1.0200E+002; 8.9952E-001; 1.0200E+002; 8.8580E-001; 1.0200E+002; 8.8629E-001; 1.0200E+002; 8.9402E-001; 1.0200E+002; 8.9874E-001; 1.0200E+002; 8.6784E-001; 1.0200E+002; 8.9327E-001;
 1.0300E+002; 8.9966E-001; 1.0300E+002; 8.8591E-001; 1.0300E+002; 8.8637E-001; 1.0300E+002; 8.9413E-001; 1.0300E+002; 8.9955E-001; 1.0300E+002; 8.6938E-001; 1.0300E+002; 8.9327E-001;
 1.0400E+002; 8.9980E-001; 1.0400E+002; 8.8602E-001; 1.0400E+002; 8.8646E-001; 1.0400E+002; 8.9424E-001; 1.0400E+002; 9.0028E-001; 1.0400E+002; 8.7097E-001; 1.0400E+002; 8.9327E-001;
 1.0500E+002; 8.9994E-001; 1.0500E+002; 8.8613E-001; 1.0500E+002; 8.8655E-001; 1.0500E+002; 8.9435E-001; 1.0500E+002; 9.0096E-001; 1.0500E+002; 8.7259E-001; 1.0500E+002; 8.9327E-001;
 1.0600E+002; 9.0009E-001; 1.0600E+002; 8.8625E-001; 1.0600E+002; 8.8664E-001; 1.0600E+002; 8.9446E-001; 1.0600E+002; 9.0158E-001; 1.0600E+002; 8.7426E-001; 1.0600E+002; 8.9327E-001;
 1.0700E+002; 9.0023E-001; 1.0700E+002; 8.8637E-001; 1.0700E+002; 8.8673E-001; 1.0700E+002; 8.9457E-001; 1.0700E+002; 9.0214E-001; 1.0700E+002; 8.7595E-001; 1.0700E+002; 8.9327E-001;
