Time(min)   ;HR_00mm     ;Time(min)   ;HR_10mm     ;Time(min)   ;HR_20mm     ;Time(min)   ;HR_30mm     ;Time(min)   ;HR_40mm     ;Time(min)   ;HR_50mm     ;Time(min)   ;HR_120mm    ;
 0.0000E+000; 4.9871E-001; 0.0000E+000; 4.7977E-001; 0.0000E+000; 4.6533E-001; 0.0000E+000; 4.5461E-001; 0.0000E+000; 4.4719E-001; 0.0000E+000; 4.4281E-001; 0.0000E+000; 4.9871E-001;
 1.0000E+000; 2.1913E-001; 1.0000E+000; 4.5684E-001; 1.0000E+000; 4.6332E-001; 1.0000E+000; 4.5444E-001; 1.0000E+000; 4.4717E-001; 1.0000E+000; 4.4281E-001; 1.0000E+000; 4.4167E-001;
 2.0000E+000; 1.0218E-001; 2.0000E+000; 4.4711E-001; 2.0000E+000; 4.6616E-001; 2.0000E+000; 4.5490E-001; 2.0000E+000; 4.4721E-001; 2.0000E+000; 4.4281E-001; 2.0000E+000; 3.9980E-001;
 3.0000E+000; 7.2446E-002; 3.0000E+000; 4.5893E-001; 3.0000E+000; 4.7367E-001; 3.0000E+000; 4.5694E-001; 3.0000E+000; 4.4756E-001; 3.0000E+000; 4.4285E-001; 3.0000E+000; 3.6761E-001;
 4.0000E+000; 5.7490E-002; 4.0000E+000; 4.8105E-001; 4.0000E+000; 4.8321E-001; 4.0000E+000; 4.6037E-001; 4.0000E+000; 4.4848E-001; 4.0000E+000; 4.4303E-001; 4.0000E+000; 3.4298E-001;
 5.0000E+000; 4.6312E-002; 5.0000E+000; 5.0459E-001; 5.0000E+000; 4.9310E-001; 5.0000E+000; 4.6480E-001; 5.0000E+000; 4.5003E-001; 5.0000E+000; 4.4346E-001; 5.0000E+000; 3.2408E-001;
 6.0000E+000; 3.7280E-002; 6.0000E+000; 5.2693E-001; 6.0000E+000; 5.0275E-001; 6.0000E+000; 4.6988E-001; 6.0000E+000; 4.5215E-001; 6.0000E+000; 4.4418E-001; 6.0000E+000; 3.0950E-001;
 7.0000E+000; 3.0014E-002; 7.0000E+000; 5.4751E-001; 7.0000E+000; 5.1199E-001; 7.0000E+000; 4.7535E-001; 7.0000E+000; 4.5477E-001; 7.0000E+000; 4.4522E-001; 7.0000E+000; 2.9815E-001;
 8.0000E+000; 2.4223E-002; 8.0000E+000; 5.6632E-001; 8.0000E+000; 5.2078E-001; 8.0000E+000; 4.8099E-001; 8.0000E+000; 4.5779E-001; 8.0000E+000; 4.4656E-001; 8.0000E+000; 2.8923E-001;
 9.0000E+000; 1.9675E-002; 9.0000E+000; 5.8386E-001; 9.0000E+000; 5.2919E-001; 9.0000E+000; 4.8666E-001; 9.0000E+000; 4.6117E-001; 9.0000E+000; 4.4819E-001; 9.0000E+000; 2.8216E-001;
 1.0000E+001; 1.6062E-002; 1.0000E+001; 6.0044E-001; 1.0000E+001; 5.3724E-001; 1.0000E+001; 4.9230E-001; 1.0000E+001; 4.6484E-001; 1.0000E+001; 4.5008E-001; 1.0000E+001; 2.7651E-001;
 1.1000E+001; 1.3141E-002; 1.1000E+001; 6.1583E-001; 1.1000E+001; 5.4495E-001; 1.1000E+001; 4.9789E-001; 1.1000E+001; 4.6869E-001; 1.1000E+001; 4.5220E-001; 1.1000E+001; 2.7196E-001;
 1.2000E+001; 1.0779E-002; 1.2000E+001; 6.3013E-001; 1.2000E+001; 5.5233E-001; 1.2000E+001; 5.0341E-001; 1.2000E+001; 4.7262E-001; 1.2000E+001; 4.5457E-001; 1.2000E+001; 2.6825E-001;
 1.3000E+001; 8.8727E-003; 1.3000E+001; 6.4350E-001; 1.3000E+001; 5.5942E-001; 1.3000E+001; 5.0885E-001; 1.3000E+001; 4.7657E-001; 1.3000E+001; 4.5718E-001; 1.3000E+001; 2.6521E-001;
 1.4000E+001; 7.3322E-003; 1.4000E+001; 6.5611E-001; 1.4000E+001; 5.6623E-001; 1.4000E+001; 5.1422E-001; 1.4000E+001; 4.8053E-001; 1.4000E+001; 4.5996E-001; 1.4000E+001; 2.6269E-001;
