Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3307E+001; 1.0000E+000; 2.6087E+001; 1.0000E+000; 2.0261E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9338E+001;
 2.0000E+000; 8.0711E+001; 2.0000E+000; 3.7077E+001; 2.0000E+000; 2.3073E+001; 2.0000E+000; 2.0360E+001; 2.0000E+000; 2.0041E+001; 2.0000E+000; 2.0016E+001; 2.0000E+000; 1.9225E+001;
 3.0000E+000; 9.3060E+001; 3.0000E+000; 4.7134E+001; 3.0000E+000; 2.7483E+001; 3.0000E+000; 2.1528E+001; 3.0000E+000; 2.0242E+001; 3.0000E+000; 2.0041E+001; 3.0000E+000; 1.9200E+001;
 4.0000E+000; 1.0268E+002; 4.0000E+000; 5.5965E+001; 4.0000E+000; 3.2496E+001; 4.0000E+000; 2.3452E+001; 4.0000E+000; 2.0762E+001; 4.0000E+000; 2.0144E+001; 4.0000E+000; 1.9212E+001;
 5.0000E+000; 1.1077E+002; 5.0000E+000; 6.3743E+001; 5.0000E+000; 3.7625E+001; 5.0000E+000; 2.5907E+001; 5.0000E+000; 2.1640E+001; 5.0000E+000; 2.0385E+001; 5.0000E+000; 1.9240E+001;
 6.0000E+000; 1.1797E+002; 6.0000E+000; 7.0717E+001; 6.0000E+000; 4.2663E+001; 6.0000E+000; 2.8694E+001; 6.0000E+000; 2.2843E+001; 6.0000E+000; 2.0796E+001; 6.0000E+000; 1.9275E+001;
 7.0000E+000; 1.2459E+002; 7.0000E+000; 7.7094E+001; 7.0000E+000; 4.7539E+001; 7.0000E+000; 3.1672E+001; 7.0000E+000; 2.4313E+001; 7.0000E+000; 2.1387E+001; 7.0000E+000; 1.9312E+001;
 8.0000E+000; 1.3082E+002; 8.0000E+000; 8.3022E+001; 8.0000E+000; 5.2238E+001; 8.0000E+000; 3.4752E+001; 8.0000E+000; 2.5991E+001; 8.0000E+000; 2.2149E+001; 8.0000E+000; 1.9349E+001;
 9.0000E+000; 1.3674E+002; 9.0000E+000; 8.8603E+001; 9.0000E+000; 5.6771E+001; 9.0000E+000; 3.7880E+001; 9.0000E+000; 2.7829E+001; 9.0000E+000; 2.3066E+001; 9.0000E+000; 1.9384E+001;
 1.0000E+001; 1.4241E+002; 1.0000E+001; 9.3905E+001; 1.0000E+001; 6.1152E+001; 1.0000E+001; 4.1022E+001; 1.0000E+001; 2.9784E+001; 1.0000E+001; 2.4120E+001; 1.0000E+001; 1.9416E+001;
 1.1000E+001; 1.4787E+002; 1.1000E+001; 9.8981E+001; 1.1000E+001; 6.5398E+001; 1.1000E+001; 4.4160E+001; 1.1000E+001; 3.1827E+001; 1.1000E+001; 2.5291E+001; 1.1000E+001; 1.9447E+001;
 1.2000E+001; 1.5317E+002; 1.2000E+001; 1.0387E+002; 1.2000E+001; 6.9525E+001; 1.2000E+001; 4.7282E+001; 1.2000E+001; 3.3935E+001; 1.2000E+001; 2.6560E+001; 1.2000E+001; 1.9477E+001;
 1.3000E+001; 1.5830E+002; 1.3000E+001; 1.0860E+002; 1.3000E+001; 7.3545E+001; 1.3000E+001; 5.0382E+001; 1.3000E+001; 3.6092E+001; 1.3000E+001; 2.7913E+001; 1.3000E+001; 1.9507E+001;
 1.4000E+001; 1.6329E+002; 1.4000E+001; 1.1318E+002; 1.4000E+001; 7.7470E+001; 1.4000E+001; 5.3456E+001; 1.4000E+001; 3.8285E+001; 1.4000E+001; 2.9334E+001; 1.4000E+001; 1.9538E+001;
 1.5000E+001; 1.6814E+002; 1.5000E+001; 1.1764E+002; 1.5000E+001; 8.1308E+001; 1.5000E+001; 5.6503E+001; 1.5000E+001; 4.0504E+001; 1.5000E+001; 3.0814E+001; 1.5000E+001; 1.9570E+001;
 1.6000E+001; 1.7286E+002; 1.6000E+001; 1.2198E+002; 1.6000E+001; 8.5067E+001; 1.6000E+001; 5.9521E+001; 1.6000E+001; 4.2743E+001; 1.6000E+001; 3.2344E+001; 1.6000E+001; 1.9607E+001;
 1.7000E+001; 1.7744E+002; 1.7000E+001; 1.2621E+002; 1.7000E+001; 8.8751E+001; 1.7000E+001; 6.2509E+001; 1.7000E+001; 4.4996E+001; 1.7000E+001; 3.3916E+001; 1.7000E+001; 1.9649E+001;
 1.8000E+001; 1.8190E+002; 1.8000E+001; 1.3034E+002; 1.8000E+001; 9.2366E+001; 1.8000E+001; 6.5469E+001; 1.8000E+001; 4.7258E+001; 1.8000E+001; 3.5526E+001; 1.8000E+001; 1.9697E+001;
 1.9000E+001; 1.8624E+002; 1.9000E+001; 1.3438E+002; 1.9000E+001; 9.5914E+001; 1.9000E+001; 6.8399E+001; 1.9000E+001; 4.9525E+001; 1.9000E+001; 3.7167E+001; 1.9000E+001; 1.9754E+001;
 2.0000E+001; 1.9046E+002; 2.0000E+001; 1.3831E+002; 2.0000E+001; 9.9399E+001; 2.0000E+001; 7.1299E+001; 2.0000E+001; 5.1795E+001; 2.0000E+001; 3.8835E+001; 2.0000E+001; 1.9821E+001;
 2.1000E+001; 1.9457E+002; 2.1000E+001; 1.4216E+002; 2.1000E+001; 1.0282E+002; 2.1000E+001; 7.4169E+001; 2.1000E+001; 5.4065E+001; 2.1000E+001; 4.0525E+001; 2.1000E+001; 1.9898E+001;
 2.2000E+001; 1.9856E+002; 2.2000E+001; 1.4591E+002; 2.2000E+001; 1.0619E+002; 2.2000E+001; 7.7008E+001; 2.2000E+001; 5.6332E+001; 2.2000E+001; 4.2235E+001; 2.2000E+001; 1.9989E+001;
 2.3000E+001; 2.0245E+002; 2.3000E+001; 1.4958E+002; 2.3000E+001; 1.0949E+002; 2.3000E+001; 7.9817E+001; 2.3000E+001; 5.8595E+001; 2.3000E+001; 4.3962E+001; 2.3000E+001; 2.0092E+001;
 2.4000E+001; 2.0623E+002; 2.4000E+001; 1.5317E+002; 2.4000E+001; 1.1274E+002; 2.4000E+001; 8.2596E+001; 2.4000E+001; 6.0852E+001; 2.4000E+001; 4.5702E+001; 2.4000E+001; 2.0211E+001;
 2.5000E+001; 2.0991E+002; 2.5000E+001; 1.5667E+002; 2.5000E+001; 1.1593E+002; 2.5000E+001; 8.5343E+001; 2.5000E+001; 6.3101E+001; 2.5000E+001; 4.7453E+001; 2.5000E+001; 2.0345E+001;
 2.6000E+001; 2.1350E+002; 2.6000E+001; 1.6009E+002; 2.6000E+001; 1.1907E+002; 2.6000E+001; 8.8059E+001; 2.6000E+001; 6.5341E+001; 2.6000E+001; 4.9213E+001; 2.6000E+001; 2.0495E+001;
 2.7000E+001; 2.1699E+002; 2.7000E+001; 1.6343E+002; 2.7000E+001; 1.2215E+002; 2.7000E+001; 9.0744E+001; 2.7000E+001; 6.7570E+001; 2.7000E+001; 5.0980E+001; 2.7000E+001; 2.0663E+001;
 2.8000E+001; 2.2038E+002; 2.8000E+001; 1.6669E+002; 2.8000E+001; 1.2518E+002; 2.8000E+001; 9.3397E+001; 2.8000E+001; 6.9788E+001; 2.8000E+001; 5.2753E+001; 2.8000E+001; 2.0849E+001;
 2.9000E+001; 2.2368E+002; 2.9000E+001; 1.6987E+002; 2.9000E+001; 1.2816E+002; 2.9000E+001; 9.6019E+001; 2.9000E+001; 7.1993E+001; 2.9000E+001; 5.4528E+001; 2.9000E+001; 2.1053E+001;
 3.0000E+001; 2.2689E+002; 3.0000E+001; 1.7297E+002; 3.0000E+001; 1.3108E+002; 3.0000E+001; 9.8609E+001; 3.0000E+001; 7.4185E+001; 3.0000E+001; 5.6306E+001; 3.0000E+001; 2.1276E+001;
 3.1000E+001; 2.2999E+002; 3.1000E+001; 1.7599E+002; 3.1000E+001; 1.3396E+002; 3.1000E+001; 1.0117E+002; 3.1000E+001; 7.6362E+001; 3.1000E+001; 5.8084E+001; 3.1000E+001; 2.1517E+001;
 3.2000E+001; 2.3300E+002; 3.2000E+001; 1.7893E+002; 3.2000E+001; 1.3678E+002; 3.2000E+001; 1.0369E+002; 3.2000E+001; 7.8524E+001; 3.2000E+001; 5.9861E+001; 3.2000E+001; 2.1778E+001;
