Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.7954E-002; 0.0000E+000; 9.5566E-002; 0.0000E+000; 9.3915E-002; 0.0000E+000; 9.2841E-002; 0.0000E+000; 9.2236E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.5573E-002; 1.0000E+000; 9.5181E-002; 1.0000E+000; 9.3902E-002; 1.0000E+000; 9.2840E-002; 1.0000E+000; 9.2236E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.7668E-002; 2.0000E+000; 9.3037E-002; 2.0000E+000; 9.3759E-002; 2.0000E+000; 9.2830E-002; 2.0000E+000; 9.2235E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.2572E-002; 3.0000E+000; 8.4012E-002; 3.0000E+000; 9.3255E-002; 3.0000E+000; 9.2757E-002; 3.0000E+000; 9.2226E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1103E-001; 4.0000E+000; 7.5265E-002; 4.0000E+000; 9.1020E-002; 4.0000E+000; 9.2545E-002; 4.0000E+000; 9.2188E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.2928E-001; 5.0000E+000; 7.0568E-002; 5.0000E+000; 8.5204E-002; 5.0000E+000; 9.2015E-002; 5.0000E+000; 9.2092E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4750E-001; 6.0000E+000; 6.9004E-002; 6.0000E+000; 7.6029E-002; 6.0000E+000; 9.0618E-002; 6.0000E+000; 9.1900E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.6624E-001; 7.0000E+000; 6.9554E-002; 7.0000E+000; 6.5994E-002; 7.0000E+000; 8.7308E-002; 7.0000E+000; 9.1524E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.8596E-001; 8.0000E+000; 7.1634E-002; 8.0000E+000; 5.7567E-002; 8.0000E+000; 8.0865E-002; 8.0000E+000; 9.0747E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.0709E-001; 9.0000E+000; 7.4940E-002; 9.0000E+000; 5.1593E-002; 9.0000E+000; 7.1047E-002; 9.0000E+000; 8.9078E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.3032E-001; 1.0000E+001; 7.9368E-002; 1.0000E+001; 4.7878E-002; 1.0000E+001; 5.9741E-002; 1.0000E+001; 8.5589E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.5606E-001; 1.1000E+001; 8.4934E-002; 1.1000E+001; 4.5967E-002; 1.1000E+001; 4.9693E-002; 1.1000E+001; 7.9018E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 2.8465E-001; 1.2000E+001; 9.1675E-002; 1.2000E+001; 4.5455E-002; 1.2000E+001; 4.2227E-002; 1.2000E+001; 6.8816E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 3.1652E-001; 1.3000E+001; 9.9644E-002; 1.3000E+001; 4.6046E-002; 1.3000E+001; 3.7248E-002; 1.3000E+001; 5.6729E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 3.5212E-001; 1.4000E+001; 1.0895E-001; 1.4000E+001; 4.7560E-002; 1.4000E+001; 3.4187E-002; 1.4000E+001; 4.5846E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 3.9161E-001; 1.5000E+001; 1.1969E-001; 1.5000E+001; 4.9895E-002; 1.5000E+001; 3.2513E-002; 1.5000E+001; 3.7734E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 4.3525E-001; 1.6000E+001; 1.3198E-001; 1.6000E+001; 5.2991E-002; 1.6000E+001; 3.1842E-002; 1.6000E+001; 3.2252E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 4.8331E-001; 1.7000E+001; 1.4593E-001; 1.7000E+001; 5.6830E-002; 1.7000E+001; 3.1930E-002; 1.7000E+001; 2.8733E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 5.3592E-001; 1.8000E+001; 1.6175E-001; 1.8000E+001; 6.1428E-002; 1.8000E+001; 3.2627E-002; 1.8000E+001; 2.6571E-002; 1.8000E+001; 1.0132E-001;
 1.9000E+001; 1.0132E-001; 1.9000E+001; 5.9345E-001; 1.9000E+001; 1.7965E-001; 1.9000E+001; 6.6831E-002; 1.9000E+001; 3.3854E-002; 1.9000E+001; 2.5352E-002; 1.9000E+001; 1.0132E-001;
 2.0000E+001; 1.0132E-001; 2.0000E+001; 6.5618E-001; 2.0000E+001; 1.9987E-001; 2.0000E+001; 7.3099E-002; 2.0000E+001; 3.5566E-002; 2.0000E+001; 2.4813E-002; 2.0000E+001; 1.0132E-001;
 2.1000E+001; 1.0132E-001; 2.1000E+001; 7.2438E-001; 2.1000E+001; 2.2270E-001; 2.1000E+001; 8.0315E-002; 2.1000E+001; 3.7749E-002; 2.1000E+001; 2.4794E-002; 2.1000E+001; 1.0132E-001;
 2.2000E+001; 1.0132E-001; 2.2000E+001; 7.9830E-001; 2.2000E+001; 2.4853E-001; 2.2000E+001; 8.8588E-002; 2.2000E+001; 4.0412E-002; 2.2000E+001; 2.5200E-002; 2.2000E+001; 1.0132E-001;
 2.3000E+001; 1.0132E-001; 2.3000E+001; 8.7804E-001; 2.3000E+001; 2.7786E-001; 2.3000E+001; 9.8073E-002; 2.3000E+001; 4.3584E-002; 2.3000E+001; 2.5977E-002; 2.3000E+001; 1.0132E-001;
 2.4000E+001; 1.0132E-001; 2.4000E+001; 9.6369E-001; 2.4000E+001; 3.1116E-001; 2.4000E+001; 1.0895E-001; 2.4000E+001; 4.7314E-002; 2.4000E+001; 2.7102E-002; 2.4000E+001; 1.0132E-001;
 2.5000E+001; 1.0132E-001; 2.5000E+001; 1.0551E+000; 2.5000E+001; 3.4904E-001; 2.5000E+001; 1.2142E-001; 2.5000E+001; 5.1661E-002; 2.5000E+001; 2.8569E-002; 2.5000E+001; 1.0132E-001;
 2.6000E+001; 1.0132E-001; 2.6000E+001; 1.1519E+000; 2.6000E+001; 3.9213E-001; 2.6000E+001; 1.3574E-001; 2.6000E+001; 5.6700E-002; 2.6000E+001; 3.0384E-002; 2.6000E+001; 1.0132E-001;
 2.7000E+001; 1.0132E-001; 2.7000E+001; 1.2530E+000; 2.7000E+001; 4.4109E-001; 2.7000E+001; 1.5220E-001; 2.7000E+001; 6.2522E-002; 2.7000E+001; 3.2568E-002; 2.7000E+001; 1.0132E-001;
 2.8000E+001; 1.0132E-001; 2.8000E+001; 1.3557E+000; 2.8000E+001; 4.9600E-001; 2.8000E+001; 1.7116E-001; 2.8000E+001; 6.9232E-002; 2.8000E+001; 3.5146E-002; 2.8000E+001; 1.0132E-001;
 2.9000E+001; 1.0132E-001; 2.9000E+001; 1.4578E+000; 2.9000E+001; 5.5673E-001; 2.9000E+001; 1.9290E-001; 2.9000E+001; 7.6943E-002; 2.9000E+001; 3.8151E-002; 2.9000E+001; 1.0132E-001;
 3.0000E+001; 1.0132E-001; 3.0000E+001; 1.5556E+000; 3.0000E+001; 6.2221E-001; 3.0000E+001; 2.1767E-001; 3.0000E+001; 8.5747E-002; 3.0000E+001; 4.1613E-002; 3.0000E+001; 1.0132E-001;
 3.1000E+001; 1.0132E-001; 3.1000E+001; 1.6462E+000; 3.1000E+001; 6.9051E-001; 3.1000E+001; 2.4554E-001; 3.1000E+001; 9.5718E-002; 3.1000E+001; 4.5553E-002; 3.1000E+001; 1.0132E-001;
 3.2000E+001; 1.0132E-001; 3.2000E+001; 1.7285E+000; 3.2000E+001; 7.5927E-001; 3.2000E+001; 2.7643E-001; 3.2000E+001; 1.0690E-001; 3.2000E+001; 4.9988E-002; 3.2000E+001; 1.0132E-001;
 3.3000E+001; 1.0132E-001; 3.3000E+001; 1.8023E+000; 3.3000E+001; 8.2632E-001; 3.3000E+001; 3.1009E-001; 3.3000E+001; 1.1931E-001; 3.3000E+001; 5.4925E-002; 3.3000E+001; 1.0132E-001;
 3.4000E+001; 1.0132E-001; 3.4000E+001; 1.8685E+000; 3.4000E+001; 8.9002E-001; 3.4000E+001; 3.4615E-001; 3.4000E+001; 1.3297E-001; 3.4000E+001; 6.0374E-002; 3.4000E+001; 1.0132E-001;
 3.5000E+001; 1.0132E-001; 3.5000E+001; 1.9279E+000; 3.5000E+001; 9.4954E-001; 3.5000E+001; 3.8396E-001; 3.5000E+001; 1.4785E-001; 3.5000E+001; 6.6338E-002; 3.5000E+001; 1.0132E-001;
 3.6000E+001; 1.0132E-001; 3.6000E+001; 1.9816E+000; 3.6000E+001; 1.0046E+000; 3.6000E+001; 4.2286E-001; 3.6000E+001; 1.6386E-001; 3.6000E+001; 7.2809E-002; 3.6000E+001; 1.0132E-001;
 3.7000E+001; 1.0132E-001; 3.7000E+001; 2.0304E+000; 3.7000E+001; 1.0555E+000; 3.7000E+001; 4.6218E-001; 3.7000E+001; 1.8092E-001; 3.7000E+001; 7.9773E-002; 3.7000E+001; 1.0132E-001;
 3.8000E+001; 1.0132E-001; 3.8000E+001; 2.0749E+000; 3.8000E+001; 1.1026E+000; 3.8000E+001; 5.0135E-001; 3.8000E+001; 1.9891E-001; 3.8000E+001; 8.7215E-002; 3.8000E+001; 1.0132E-001;
 3.9000E+001; 1.0132E-001; 3.9000E+001; 2.1150E+000; 3.9000E+001; 1.1465E+000; 3.9000E+001; 5.3986E-001; 3.9000E+001; 2.1773E-001; 3.9000E+001; 9.5118E-002; 3.9000E+001; 1.0132E-001;
 4.0000E+001; 1.0132E-001; 4.0000E+001; 2.1505E+000; 4.0000E+001; 1.1878E+000; 4.0000E+001; 5.7722E-001; 4.0000E+001; 2.3736E-001; 4.0000E+001; 1.0348E-001; 4.0000E+001; 1.0132E-001;
 4.1000E+001; 1.0132E-001; 4.1000E+001; 2.1807E+000; 4.1000E+001; 1.2270E+000; 4.1000E+001; 6.1338E-001; 4.1000E+001; 2.5764E-001; 4.1000E+001; 1.1229E-001; 4.1000E+001; 1.0132E-001;
 4.2000E+001; 1.0132E-001; 4.2000E+001; 2.2046E+000; 4.2000E+001; 1.2645E+000; 4.2000E+001; 6.4831E-001; 4.2000E+001; 2.7841E-001; 4.2000E+001; 1.2153E-001; 4.2000E+001; 1.0132E-001;
 4.3000E+001; 1.0132E-001; 4.3000E+001; 2.2210E+000; 4.3000E+001; 1.3009E+000; 4.3000E+001; 6.8206E-001; 4.3000E+001; 2.9959E-001; 4.3000E+001; 1.3117E-001; 4.3000E+001; 1.0132E-001;
 4.4000E+001; 1.0132E-001; 4.4000E+001; 2.2290E+000; 4.4000E+001; 1.3366E+000; 4.4000E+001; 7.1473E-001; 4.4000E+001; 3.2107E-001; 4.4000E+001; 1.4120E-001; 4.4000E+001; 1.0132E-001;
 4.5000E+001; 1.0132E-001; 4.5000E+001; 2.2279E+000; 4.5000E+001; 1.3716E+000; 4.5000E+001; 7.4644E-001; 4.5000E+001; 3.4279E-001; 4.5000E+001; 1.5158E-001; 4.5000E+001; 1.0132E-001;
 4.6000E+001; 1.0132E-001; 4.6000E+001; 2.2182E+000; 4.6000E+001; 1.4064E+000; 4.6000E+001; 7.7723E-001; 4.6000E+001; 3.6473E-001; 4.6000E+001; 1.6235E-001; 4.6000E+001; 1.0132E-001;
 4.7000E+001; 1.0132E-001; 4.7000E+001; 2.2009E+000; 4.7000E+001; 1.4410E+000; 4.7000E+001; 8.0717E-001; 4.7000E+001; 3.8682E-001; 4.7000E+001; 1.7351E-001; 4.7000E+001; 1.0132E-001;
 4.8000E+001; 1.0132E-001; 4.8000E+001; 2.1778E+000; 4.8000E+001; 1.4755E+000; 4.8000E+001; 8.3633E-001; 4.8000E+001; 4.0897E-001; 4.8000E+001; 1.8502E-001; 4.8000E+001; 1.0132E-001;
 4.9000E+001; 1.0132E-001; 4.9000E+001; 2.1506E+000; 4.9000E+001; 1.5099E+000; 4.9000E+001; 8.6477E-001; 4.9000E+001; 4.3114E-001; 4.9000E+001; 1.9688E-001; 4.9000E+001; 1.0132E-001;
 5.0000E+001; 1.0132E-001; 5.0000E+001; 2.1210E+000; 5.0000E+001; 1.5444E+000; 5.0000E+001; 8.9255E-001; 5.0000E+001; 4.5326E-001; 5.0000E+001; 2.0905E-001; 5.0000E+001; 1.0132E-001;
 5.1000E+001; 1.0132E-001; 5.1000E+001; 2.0900E+000; 5.1000E+001; 1.5788E+000; 5.1000E+001; 9.1967E-001; 5.1000E+001; 4.7529E-001; 5.1000E+001; 2.2150E-001; 5.1000E+001; 1.0132E-001;
 5.2000E+001; 1.0132E-001; 5.2000E+001; 2.0585E+000; 5.2000E+001; 1.6132E+000; 5.2000E+001; 9.4617E-001; 5.2000E+001; 4.9717E-001; 5.2000E+001; 2.3422E-001; 5.2000E+001; 1.0132E-001;
 5.3000E+001; 1.0132E-001; 5.3000E+001; 2.0270E+000; 5.3000E+001; 1.6474E+000; 5.3000E+001; 9.7201E-001; 5.3000E+001; 5.1872E-001; 5.3000E+001; 2.4724E-001; 5.3000E+001; 1.0132E-001;
 5.4000E+001; 1.0132E-001; 5.4000E+001; 1.9959E+000; 5.4000E+001; 1.6813E+000; 5.4000E+001; 9.9719E-001; 5.4000E+001; 5.3993E-001; 5.4000E+001; 2.6053E-001; 5.4000E+001; 1.0132E-001;
 5.5000E+001; 1.0132E-001; 5.5000E+001; 1.9653E+000; 5.5000E+001; 1.7149E+000; 5.5000E+001; 1.0217E+000; 5.5000E+001; 5.6080E-001; 5.5000E+001; 2.7400E-001; 5.5000E+001; 1.0132E-001;
 5.6000E+001; 1.0132E-001; 5.6000E+001; 1.9352E+000; 5.6000E+001; 1.7478E+000; 5.6000E+001; 1.0456E+000; 5.6000E+001; 5.8128E-001; 5.6000E+001; 2.8762E-001; 5.6000E+001; 1.0132E-001;
 5.7000E+001; 1.0132E-001; 5.7000E+001; 1.9053E+000; 5.7000E+001; 1.7801E+000; 5.7000E+001; 1.0689E+000; 5.7000E+001; 6.0135E-001; 5.7000E+001; 3.0132E-001; 5.7000E+001; 1.0132E-001;
 5.8000E+001; 1.0132E-001; 5.8000E+001; 1.8756E+000; 5.8000E+001; 1.8114E+000; 5.8000E+001; 1.0917E+000; 5.8000E+001; 6.2099E-001; 5.8000E+001; 3.1508E-001; 5.8000E+001; 1.0132E-001;
