Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.9119E-002; 0.0000E+000; 9.7532E-002; 0.0000E+000; 9.6419E-002; 0.0000E+000; 9.5683E-002; 0.0000E+000; 9.5265E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.7188E-002; 1.0000E+000; 9.7222E-002; 1.0000E+000; 9.6408E-002; 1.0000E+000; 9.5682E-002; 1.0000E+000; 9.5265E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.9899E-002; 2.0000E+000; 9.5071E-002; 2.0000E+000; 9.6281E-002; 2.0000E+000; 9.5673E-002; 2.0000E+000; 9.5264E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.4441E-002; 3.0000E+000; 8.6505E-002; 3.0000E+000; 9.5777E-002; 3.0000E+000; 9.5607E-002; 3.0000E+000; 9.5256E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1273E-001; 4.0000E+000; 7.7926E-002; 4.0000E+000; 9.3578E-002; 4.0000E+000; 9.5406E-002; 4.0000E+000; 9.5221E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.3137E-001; 5.0000E+000; 7.3032E-002; 5.0000E+000; 8.8101E-002; 5.0000E+000; 9.4874E-002; 5.0000E+000; 9.5131E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.5049E-001; 6.0000E+000; 7.1354E-002; 6.0000E+000; 7.9444E-002; 6.0000E+000; 9.3488E-002; 6.0000E+000; 9.4946E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.7059E-001; 7.0000E+000; 7.2003E-002; 7.0000E+000; 6.9696E-002; 7.0000E+000; 9.0363E-002; 7.0000E+000; 9.4569E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.9211E-001; 8.0000E+000; 7.4405E-002; 8.0000E+000; 6.1255E-002; 8.0000E+000; 8.4494E-002; 8.0000E+000; 9.3785E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.1555E-001; 9.0000E+000; 7.8242E-002; 9.0000E+000; 5.5186E-002; 9.0000E+000; 7.5565E-002; 9.0000E+000; 9.2171E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.4167E-001; 1.0000E+001; 8.3417E-002; 1.0000E+001; 5.1445E-002; 1.0000E+001; 6.4912E-002; 1.0000E+001; 8.9006E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.7091E-001; 1.1000E+001; 8.9953E-002; 1.1000E+001; 4.9637E-002; 1.1000E+001; 5.4950E-002; 1.1000E+001; 8.3346E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 3.0368E-001; 1.2000E+001; 9.7904E-002; 1.2000E+001; 4.9363E-002; 1.2000E+001; 4.7242E-002; 1.2000E+001; 7.4630E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 3.4055E-001; 1.3000E+001; 1.0736E-001; 1.3000E+001; 5.0330E-002; 1.3000E+001; 4.1982E-002; 1.3000E+001; 6.3774E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 3.8207E-001; 1.4000E+001; 1.1852E-001; 1.4000E+001; 5.2368E-002; 1.4000E+001; 3.8748E-002; 1.4000E+001; 5.3128E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 4.2850E-001; 1.5000E+001; 1.3154E-001; 1.5000E+001; 5.5390E-002; 1.5000E+001; 3.7048E-002; 1.5000E+001; 4.4572E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 4.8017E-001; 1.6000E+001; 1.4660E-001; 1.6000E+001; 5.9356E-002; 1.6000E+001; 3.6498E-002; 1.6000E+001; 3.8499E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 5.3740E-001; 1.7000E+001; 1.6395E-001; 1.7000E+001; 6.4274E-002; 1.7000E+001; 3.6844E-002; 1.7000E+001; 3.4506E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 6.0022E-001; 1.8000E+001; 1.8398E-001; 1.8000E+001; 7.0213E-002; 1.8000E+001; 3.7939E-002; 1.8000E+001; 3.2058E-002; 1.8000E+001; 1.0132E-001;
