Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3192E+001; 1.0000E+000; 2.6067E+001; 1.0000E+000; 2.0258E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 1.9336E+001;
 2.0000E+000; 8.0408E+001; 2.0000E+000; 3.6989E+001; 2.0000E+000; 2.3052E+001; 2.0000E+000; 2.0356E+001; 2.0000E+000; 2.0040E+001; 2.0000E+000; 2.0016E+001; 2.0000E+000; 1.9220E+001;
 3.0000E+000; 9.2634E+001; 3.0000E+000; 4.6936E+001; 3.0000E+000; 2.7426E+001; 3.0000E+000; 2.1513E+001; 3.0000E+000; 2.0238E+001; 3.0000E+000; 2.0040E+001; 3.0000E+000; 1.9192E+001;
 4.0000E+000; 1.0231E+002; 4.0000E+000; 5.5669E+001; 4.0000E+000; 3.2388E+001; 4.0000E+000; 2.3417E+001; 4.0000E+000; 2.0753E+001; 4.0000E+000; 2.0142E+001; 4.0000E+000; 1.9201E+001;
 5.0000E+000; 1.1065E+002; 5.0000E+000; 6.3412E+001; 5.0000E+000; 3.7468E+001; 5.0000E+000; 2.5846E+001; 5.0000E+000; 2.1620E+001; 5.0000E+000; 2.0379E+001; 5.0000E+000; 1.9226E+001;
 6.0000E+000; 1.1820E+002; 6.0000E+000; 7.0428E+001; 6.0000E+000; 4.2476E+001; 6.0000E+000; 2.8605E+001; 6.0000E+000; 2.2808E+001; 6.0000E+000; 2.0785E+001; 6.0000E+000; 1.9259E+001;
 7.0000E+000; 1.2523E+002; 7.0000E+000; 7.6910E+001; 7.0000E+000; 4.7349E+001; 7.0000E+000; 3.1562E+001; 7.0000E+000; 2.4262E+001; 7.0000E+000; 2.1367E+001; 7.0000E+000; 1.9293E+001;
 8.0000E+000; 1.3187E+002; 8.0000E+000; 8.2991E+001; 8.0000E+000; 5.2077E+001; 8.0000E+000; 3.4630E+001; 8.0000E+000; 2.5925E+001; 8.0000E+000; 2.2120E+001; 8.0000E+000; 1.9327E+001;
 9.0000E+000; 1.3820E+002; 9.0000E+000; 8.8756E+001; 9.0000E+000; 5.6665E+001; 9.0000E+000; 3.7760E+001; 9.0000E+000; 2.7750E+001; 9.0000E+000; 2.3027E+001; 9.0000E+000; 1.9360E+001;
