Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.9056E-002; 0.0000E+000; 9.7425E-002; 0.0000E+000; 9.6281E-002; 0.0000E+000; 9.5527E-002; 0.0000E+000; 9.5098E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.7097E-002; 1.0000E+000; 9.7110E-002; 1.0000E+000; 9.6271E-002; 1.0000E+000; 9.5526E-002; 1.0000E+000; 9.5098E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.9759E-002; 2.0000E+000; 9.4963E-002; 2.0000E+000; 9.6143E-002; 2.0000E+000; 9.5517E-002; 2.0000E+000; 9.5097E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.4323E-002; 3.0000E+000; 8.6367E-002; 3.0000E+000; 9.5640E-002; 3.0000E+000; 9.5450E-002; 3.0000E+000; 9.5089E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1263E-001; 4.0000E+000; 7.7770E-002; 4.0000E+000; 9.3440E-002; 4.0000E+000; 9.5249E-002; 4.0000E+000; 9.5054E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.3124E-001; 5.0000E+000; 7.2882E-002; 5.0000E+000; 8.7944E-002; 5.0000E+000; 9.4717E-002; 5.0000E+000; 9.4964E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.5030E-001; 6.0000E+000; 7.1206E-002; 6.0000E+000; 7.9252E-002; 6.0000E+000; 9.3333E-002; 6.0000E+000; 9.4778E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.7030E-001; 7.0000E+000; 7.1845E-002; 7.0000E+000; 6.9478E-002; 7.0000E+000; 9.0199E-002; 7.0000E+000; 9.4402E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.9170E-001; 8.0000E+000; 7.4223E-002; 8.0000E+000; 6.1029E-002; 8.0000E+000; 8.4297E-002; 8.0000E+000; 9.3619E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.1499E-001; 9.0000E+000; 7.8021E-002; 9.0000E+000; 5.4959E-002; 9.0000E+000; 7.5310E-002; 9.0000E+000; 9.2004E-002; 9.0000E+000; 1.0132E-001;
