Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.5598E-002; 0.0000E+000; 9.1669E-002; 0.0000E+000; 8.9046E-002; 0.0000E+000; 8.7382E-002; 0.0000E+000; 8.6460E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.2522E-002; 1.0000E+000; 9.1190E-002; 1.0000E+000; 8.9028E-002; 1.0000E+000; 8.7380E-002; 1.0000E+000; 8.6460E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.4330E-002; 2.0000E+000; 8.8888E-002; 2.0000E+000; 8.8860E-002; 2.0000E+000; 8.7369E-002; 2.0000E+000; 8.6459E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 8.9765E-002; 3.0000E+000; 7.9245E-002; 3.0000E+000; 8.8311E-002; 3.0000E+000; 8.7284E-002; 3.0000E+000; 8.6449E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.0849E-001; 4.0000E+000; 7.0665E-002; 4.0000E+000; 8.5875E-002; 4.0000E+000; 8.7043E-002; 4.0000E+000; 8.6405E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.2632E-001; 5.0000E+000; 6.6590E-002; 5.0000E+000; 7.9437E-002; 5.0000E+000; 8.6476E-002; 5.0000E+000; 8.6295E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4347E-001; 6.0000E+000; 6.5433E-002; 6.0000E+000; 6.9712E-002; 6.0000E+000; 8.4953E-002; 6.0000E+000; 8.6081E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.6060E-001; 7.0000E+000; 6.6041E-002; 7.0000E+000; 5.9773E-002; 7.0000E+000; 8.1159E-002; 7.0000E+000; 8.5680E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.7818E-001; 8.0000E+000; 6.7862E-002; 8.0000E+000; 5.1846E-002; 8.0000E+000; 7.3670E-002; 8.0000E+000; 8.4847E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 1.9661E-001; 9.0000E+000; 7.0636E-002; 9.0000E+000; 4.6353E-002; 9.0000E+000; 6.2769E-002; 9.0000E+000; 8.2937E-002; 9.0000E+000; 1.0132E-001;
