Time(min)   ;T_00mm      ;Time(min)   ;T_10mm      ;Time(min)   ;T_20mm      ;Time(min)   ;T_30mm      ;Time(min)   ;T_40mm      ;Time(min)   ;T_50mm      ;Time(min)   ;T_120mm     ;
 0.0000E+000; 2.0013E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0014E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0015E+001; 0.0000E+000; 2.0013E+001;
 1.0000E+000; 6.3292E+001; 1.0000E+000; 2.6085E+001; 1.0000E+000; 2.0261E+001; 1.0000E+000; 2.0014E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 2.0015E+001; 1.0000E+000; 1.9338E+001;
 2.0000E+000; 8.0674E+001; 2.0000E+000; 3.7066E+001; 2.0000E+000; 2.3070E+001; 2.0000E+000; 2.0360E+001; 2.0000E+000; 2.0041E+001; 2.0000E+000; 2.0016E+001; 2.0000E+000; 1.9224E+001;
 3.0000E+000; 9.3006E+001; 3.0000E+000; 4.7111E+001; 3.0000E+000; 2.7477E+001; 3.0000E+000; 2.1527E+001; 3.0000E+000; 2.0242E+001; 3.0000E+000; 2.0041E+001; 3.0000E+000; 1.9199E+001;
 4.0000E+000; 1.0262E+002; 4.0000E+000; 5.5929E+001; 4.0000E+000; 3.2483E+001; 4.0000E+000; 2.3448E+001; 4.0000E+000; 2.0761E+001; 4.0000E+000; 2.0144E+001; 4.0000E+000; 1.9211E+001;
 5.0000E+000; 1.1073E+002; 5.0000E+000; 6.3700E+001; 5.0000E+000; 3.7606E+001; 5.0000E+000; 2.5900E+001; 5.0000E+000; 2.1638E+001; 5.0000E+000; 2.0384E+001; 5.0000E+000; 1.9239E+001;
 6.0000E+000; 1.1796E+002; 6.0000E+000; 7.0674E+001; 6.0000E+000; 4.2639E+001; 6.0000E+000; 2.8683E+001; 6.0000E+000; 2.2839E+001; 6.0000E+000; 2.0795E+001; 6.0000E+000; 1.9274E+001;
 7.0000E+000; 1.2462E+002; 7.0000E+000; 7.7058E+001; 7.0000E+000; 4.7512E+001; 7.0000E+000; 3.1658E+001; 7.0000E+000; 2.4307E+001; 7.0000E+000; 2.1385E+001; 7.0000E+000; 1.9310E+001;
 8.0000E+000; 1.3089E+002; 8.0000E+000; 8.2998E+001; 8.0000E+000; 5.2213E+001; 8.0000E+000; 3.4736E+001; 8.0000E+000; 2.5983E+001; 8.0000E+000; 2.2146E+001; 8.0000E+000; 1.9347E+001;
 9.0000E+000; 1.3684E+002; 9.0000E+000; 8.8595E+001; 9.0000E+000; 5.6749E+001; 9.0000E+000; 3.7863E+001; 9.0000E+000; 2.7819E+001; 9.0000E+000; 2.3062E+001; 9.0000E+000; 1.9381E+001;
 1.0000E+001; 1.4256E+002; 1.0000E+001; 9.3916E+001; 1.0000E+001; 6.1136E+001; 1.0000E+001; 4.1006E+001; 1.0000E+001; 2.9773E+001; 1.0000E+001; 2.4114E+001; 1.0000E+001; 1.9414E+001;
 1.1000E+001; 1.4806E+002; 1.1000E+001; 9.9013E+001; 1.1000E+001; 6.5391E+001; 1.1000E+001; 4.4145E+001; 1.1000E+001; 3.1816E+001; 1.1000E+001; 2.5284E+001; 1.1000E+001; 1.9445E+001;
 1.2000E+001; 1.5339E+002; 1.2000E+001; 1.0392E+002; 1.2000E+001; 6.9527E+001; 1.2000E+001; 4.7271E+001; 1.2000E+001; 3.3924E+001; 1.2000E+001; 2.6552E+001; 1.2000E+001; 1.9474E+001;
 1.3000E+001; 1.5856E+002; 1.3000E+001; 1.0867E+002; 1.3000E+001; 7.3559E+001; 1.3000E+001; 5.0375E+001; 1.3000E+001; 3.6082E+001; 1.3000E+001; 2.7904E+001; 1.3000E+001; 1.9504E+001;
 1.4000E+001; 1.6358E+002; 1.4000E+001; 1.1328E+002; 1.4000E+001; 7.7496E+001; 1.4000E+001; 5.3455E+001; 1.4000E+001; 3.8276E+001; 1.4000E+001; 2.9326E+001; 1.4000E+001; 1.9534E+001;
 1.5000E+001; 1.6846E+002; 1.5000E+001; 1.1776E+002; 1.5000E+001; 8.1347E+001; 1.5000E+001; 5.6507E+001; 1.5000E+001; 4.0498E+001; 1.5000E+001; 3.0806E+001; 1.5000E+001; 1.9567E+001;
 1.6000E+001; 1.7320E+002; 1.6000E+001; 1.2212E+002; 1.6000E+001; 8.5118E+001; 1.6000E+001; 5.9532E+001; 1.6000E+001; 4.2740E+001; 1.6000E+001; 3.2337E+001; 1.6000E+001; 1.9604E+001;
 1.7000E+001; 1.7781E+002; 1.7000E+001; 1.2637E+002; 1.7000E+001; 8.8816E+001; 1.7000E+001; 6.2529E+001; 1.7000E+001; 4.4996E+001; 1.7000E+001; 3.3911E+001; 1.7000E+001; 1.9645E+001;
 1.8000E+001; 1.8229E+002; 1.8000E+001; 1.3051E+002; 1.8000E+001; 9.2443E+001; 1.8000E+001; 6.5496E+001; 1.8000E+001; 4.7262E+001; 1.8000E+001; 3.5522E+001; 1.8000E+001; 1.9694E+001;
 1.9000E+001; 1.8664E+002; 1.9000E+001; 1.3456E+002; 1.9000E+001; 9.6004E+001; 1.9000E+001; 6.8434E+001; 1.9000E+001; 4.9534E+001; 1.9000E+001; 3.7165E+001; 1.9000E+001; 1.9750E+001;
 2.0000E+001; 1.9088E+002; 2.0000E+001; 1.3851E+002; 2.0000E+001; 9.9500E+001; 2.0000E+001; 7.1342E+001; 2.0000E+001; 5.1809E+001; 2.0000E+001; 3.8835E+001; 2.0000E+001; 1.9817E+001;
 2.1000E+001; 1.9499E+002; 2.1000E+001; 1.4236E+002; 2.1000E+001; 1.0293E+002; 2.1000E+001; 7.4220E+001; 2.1000E+001; 5.4084E+001; 2.1000E+001; 4.0529E+001; 2.1000E+001; 1.9894E+001;
 2.2000E+001; 1.9900E+002; 2.2000E+001; 1.4613E+002; 2.2000E+001; 1.0631E+002; 2.2000E+001; 7.7067E+001; 2.2000E+001; 5.6356E+001; 2.2000E+001; 4.2242E+001; 2.2000E+001; 1.9984E+001;
 2.3000E+001; 2.0289E+002; 2.3000E+001; 1.4981E+002; 2.3000E+001; 1.0962E+002; 2.3000E+001; 7.9884E+001; 2.3000E+001; 5.8624E+001; 2.3000E+001; 4.3971E+001; 2.3000E+001; 2.0088E+001;
 2.4000E+001; 2.0668E+002; 2.4000E+001; 1.5339E+002; 2.4000E+001; 1.1288E+002; 2.4000E+001; 8.2670E+001; 2.4000E+001; 6.0886E+001; 2.4000E+001; 4.5715E+001; 2.4000E+001; 2.0206E+001;
 2.5000E+001; 2.1036E+002; 2.5000E+001; 1.5690E+002; 2.5000E+001; 1.1608E+002; 2.5000E+001; 8.5424E+001; 2.5000E+001; 6.3140E+001; 2.5000E+001; 4.7469E+001; 2.5000E+001; 2.0339E+001;
 2.6000E+001; 2.1395E+002; 2.6000E+001; 1.6032E+002; 2.6000E+001; 1.1922E+002; 2.6000E+001; 8.8147E+001; 2.6000E+001; 6.5385E+001; 2.6000E+001; 4.9233E+001; 2.6000E+001; 2.0489E+001;
