Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.6320E-002; 0.0000E+000; 9.2850E-002; 0.0000E+000; 9.0509E-002; 0.0000E+000; 8.9013E-002; 0.0000E+000; 8.8180E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.3439E-002; 1.0000E+000; 9.2394E-002; 1.0000E+000; 9.0493E-002; 1.0000E+000; 8.9012E-002; 1.0000E+000; 8.8180E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.5257E-002; 2.0000E+000; 9.0156E-002; 2.0000E+000; 9.0332E-002; 2.0000E+000; 8.9000E-002; 2.0000E+000; 8.8180E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.0547E-002; 3.0000E+000; 8.0674E-002; 3.0000E+000; 8.9799E-002; 3.0000E+000; 8.8920E-002; 3.0000E+000; 8.8170E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.0920E-001; 4.0000E+000; 7.2002E-002; 4.0000E+000; 8.7437E-002; 4.0000E+000; 8.8688E-002; 4.0000E+000; 8.8128E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.2713E-001; 5.0000E+000; 6.7724E-002; 5.0000E+000; 8.1184E-002; 5.0000E+000; 8.8135E-002; 5.0000E+000; 8.8022E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4455E-001; 6.0000E+000; 6.6433E-002; 6.0000E+000; 7.1578E-002; 6.0000E+000; 8.6661E-002; 6.0000E+000; 8.7815E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.6207E-001; 7.0000E+000; 6.7006E-002; 7.0000E+000; 6.1552E-002; 7.0000E+000; 8.3029E-002; 7.0000E+000; 8.7424E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.8019E-001; 8.0000E+000; 6.8878E-002; 8.0000E+000; 5.3439E-002; 8.0000E+000; 7.5847E-002; 8.0000E+000; 8.6615E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 1.9928E-001; 9.0000E+000; 7.1773E-002; 9.0000E+000; 4.7782E-002; 9.0000E+000; 6.5198E-002; 9.0000E+000; 8.4795E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.2000E-001; 1.0000E+001; 7.5596E-002; 1.0000E+001; 4.4252E-002; 1.0000E+001; 5.3661E-002; 1.0000E+001; 8.0750E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.4271E-001; 1.1000E+001; 8.0369E-002; 1.1000E+001; 4.2365E-002; 1.1000E+001; 4.4024E-002; 1.1000E+001; 7.2897E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 2.6771E-001; 1.2000E+001; 8.6121E-002; 1.2000E+001; 4.1729E-002; 1.2000E+001; 3.7152E-002; 1.2000E+001; 6.1135E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 2.9534E-001; 1.3000E+001; 9.2887E-002; 1.3000E+001; 4.2068E-002; 1.3000E+001; 3.2669E-002; 1.3000E+001; 4.8503E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 3.2594E-001; 1.4000E+001; 1.0073E-001; 1.4000E+001; 4.3203E-002; 1.4000E+001; 2.9921E-002; 1.4000E+001; 3.8277E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 3.5962E-001; 1.5000E+001; 1.0971E-001; 1.5000E+001; 4.5033E-002; 1.5000E+001; 2.8385E-002; 1.5000E+001; 3.1184E-002; 1.5000E+001; 1.0132E-001;
