Time(min)   ;PG_00mm(MPa);Time(min)   ;PG_10mm(MPa);Time(min)   ;PG_20mm(MPa);Time(min)   ;PG_30mm(MPa);Time(min)   ;PG_40mm(MPa);Time(min)   ;PG_50mm(MPa);Time(min)   ;PG_120mm(MPa;
 0.0000E+000; 1.0132E-001; 0.0000E+000; 9.7818E-002; 0.0000E+000; 9.5338E-002; 0.0000E+000; 9.3627E-002; 0.0000E+000; 9.2515E-002; 0.0000E+000; 9.1890E-002; 0.0000E+000; 1.0132E-001;
 1.0000E+000; 1.0132E-001; 1.0000E+000; 8.5391E-002; 1.0000E+000; 9.4946E-002; 1.0000E+000; 9.3614E-002; 1.0000E+000; 9.2514E-002; 1.0000E+000; 9.1890E-002; 1.0000E+000; 1.0132E-001;
 2.0000E+000; 1.0132E-001; 2.0000E+000; 7.7444E-002; 2.0000E+000; 9.2798E-002; 2.0000E+000; 9.3469E-002; 2.0000E+000; 9.2504E-002; 2.0000E+000; 9.1889E-002; 2.0000E+000; 1.0132E-001;
 3.0000E+000; 1.0132E-001; 3.0000E+000; 9.2384E-002; 3.0000E+000; 8.3728E-002; 3.0000E+000; 9.2964E-002; 3.0000E+000; 9.2431E-002; 3.0000E+000; 9.1880E-002; 3.0000E+000; 1.0132E-001;
 4.0000E+000; 1.0132E-001; 4.0000E+000; 1.1086E-001; 4.0000E+000; 7.4978E-002; 4.0000E+000; 9.0721E-002; 4.0000E+000; 9.2217E-002; 4.0000E+000; 9.1842E-002; 4.0000E+000; 1.0132E-001;
 5.0000E+000; 1.0132E-001; 5.0000E+000; 1.2908E-001; 5.0000E+000; 7.0311E-002; 5.0000E+000; 8.4867E-002; 5.0000E+000; 9.1686E-002; 5.0000E+000; 9.1745E-002; 5.0000E+000; 1.0132E-001;
 6.0000E+000; 1.0132E-001; 6.0000E+000; 1.4721E-001; 6.0000E+000; 6.8767E-002; 6.0000E+000; 7.5646E-002; 6.0000E+000; 9.0285E-002; 6.0000E+000; 9.1552E-002; 6.0000E+000; 1.0132E-001;
 7.0000E+000; 1.0132E-001; 7.0000E+000; 1.6583E-001; 7.0000E+000; 6.9314E-002; 7.0000E+000; 6.5598E-002; 7.0000E+000; 8.6951E-002; 7.0000E+000; 9.1175E-002; 7.0000E+000; 1.0132E-001;
 8.0000E+000; 1.0132E-001; 8.0000E+000; 1.8539E-001; 8.0000E+000; 7.1370E-002; 8.0000E+000; 5.7188E-002; 8.0000E+000; 8.0444E-002; 8.0000E+000; 9.0397E-002; 8.0000E+000; 1.0132E-001;
 9.0000E+000; 1.0132E-001; 9.0000E+000; 2.0631E-001; 9.0000E+000; 7.4631E-002; 9.0000E+000; 5.1235E-002; 9.0000E+000; 7.0541E-002; 9.0000E+000; 8.8718E-002; 9.0000E+000; 1.0132E-001;
 1.0000E+001; 1.0132E-001; 1.0000E+001; 2.2928E-001; 1.0000E+001; 7.8994E-002; 1.0000E+001; 4.7531E-002; 1.0000E+001; 5.9191E-002; 1.0000E+001; 8.5188E-002; 1.0000E+001; 1.0132E-001;
 1.1000E+001; 1.0132E-001; 1.1000E+001; 2.5470E-001; 1.1000E+001; 8.4477E-002; 1.1000E+001; 4.5618E-002; 1.1000E+001; 4.9161E-002; 1.1000E+001; 7.8511E-002; 1.1000E+001; 1.0132E-001;
 1.2000E+001; 1.0132E-001; 1.2000E+001; 2.8292E-001; 1.2000E+001; 9.1113E-002; 1.2000E+001; 4.5088E-002; 1.2000E+001; 4.1738E-002; 1.2000E+001; 6.8157E-002; 1.2000E+001; 1.0132E-001;
 1.3000E+001; 1.0132E-001; 1.3000E+001; 3.1436E-001; 1.3000E+001; 9.8954E-002; 1.3000E+001; 4.5650E-002; 1.3000E+001; 3.6798E-002; 1.3000E+001; 5.5978E-002; 1.3000E+001; 1.0132E-001;
 1.4000E+001; 1.0132E-001; 1.4000E+001; 3.4943E-001; 1.4000E+001; 1.0810E-001; 1.4000E+001; 4.7122E-002; 1.4000E+001; 3.3762E-002; 1.4000E+001; 4.5119E-002; 1.4000E+001; 1.0132E-001;
 1.5000E+001; 1.0132E-001; 1.5000E+001; 3.8830E-001; 1.5000E+001; 1.1866E-001; 1.5000E+001; 4.9401E-002; 1.5000E+001; 3.2097E-002; 1.5000E+001; 3.7083E-002; 1.5000E+001; 1.0132E-001;
 1.6000E+001; 1.0132E-001; 1.6000E+001; 4.3124E-001; 1.6000E+001; 1.3071E-001; 1.6000E+001; 5.2427E-002; 1.6000E+001; 3.1421E-002; 1.6000E+001; 3.1677E-002; 1.6000E+001; 1.0132E-001;
 1.7000E+001; 1.0132E-001; 1.7000E+001; 4.7849E-001; 1.7000E+001; 1.4439E-001; 1.7000E+001; 5.6179E-002; 1.7000E+001; 3.1492E-002; 1.7000E+001; 2.8213E-002; 1.7000E+001; 1.0132E-001;
 1.8000E+001; 1.0132E-001; 1.8000E+001; 5.3017E-001; 1.8000E+001; 1.5988E-001; 1.8000E+001; 6.0670E-002; 1.8000E+001; 3.2160E-002; 1.8000E+001; 2.6085E-002; 1.8000E+001; 1.0132E-001;
 1.9000E+001; 1.0132E-001; 1.9000E+001; 5.8665E-001; 1.9000E+001; 1.7737E-001; 1.9000E+001; 6.5942E-002; 1.9000E+001; 3.3345E-002; 1.9000E+001; 2.4881E-002; 1.9000E+001; 1.0132E-001;
 2.0000E+001; 1.0132E-001; 2.0000E+001; 6.4821E-001; 2.0000E+001; 1.9710E-001; 2.0000E+001; 7.2050E-002; 2.0000E+001; 3.5003E-002; 2.0000E+001; 2.4343E-002; 2.0000E+001; 1.0132E-001;
 2.1000E+001; 1.0132E-001; 2.1000E+001; 7.1512E-001; 2.1000E+001; 2.1932E-001; 2.1000E+001; 7.9071E-002; 2.1000E+001; 3.7118E-002; 2.1000E+001; 2.4312E-002; 2.1000E+001; 1.0132E-001;
 2.2000E+001; 1.0132E-001; 2.2000E+001; 7.8764E-001; 2.2000E+001; 2.4441E-001; 2.2000E+001; 8.7108E-002; 2.2000E+001; 3.9696E-002; 2.2000E+001; 2.4693E-002; 2.2000E+001; 1.0132E-001;
 2.3000E+001; 1.0132E-001; 2.3000E+001; 8.6589E-001; 2.3000E+001; 2.7283E-001; 2.3000E+001; 9.6302E-002; 2.3000E+001; 4.2764E-002; 2.3000E+001; 2.5435E-002; 2.3000E+001; 1.0132E-001;
 2.4000E+001; 1.0132E-001; 2.4000E+001; 9.5004E-001; 2.4000E+001; 3.0504E-001; 2.4000E+001; 1.0682E-001; 2.4000E+001; 4.6367E-002; 2.4000E+001; 2.6512E-002; 2.4000E+001; 1.0132E-001;
 2.5000E+001; 1.0132E-001; 2.5000E+001; 1.0400E+000; 2.5000E+001; 3.4158E-001; 2.5000E+001; 1.1886E-001; 2.5000E+001; 5.0561E-002; 2.5000E+001; 2.7919E-002; 2.5000E+001; 1.0132E-001;
